"행정구역","2025년12월_계_총인구수","2025년12월_계_연령구간인구수","2025년12월_계_0~9세","2025년12월_계_10~19세","2025년12월_계_20~29세","2025년12월_계_30~39세","2025년12월_계_40~49세","2025년12월_계_50~59세","2025년12월_계_60~69세","2025년12월_계_70~79세","2025년12월_계_80~89세","2025년12월_계_90~99세","2025년12월_계_100세 이상","2025년12월_남_총인구수","2025년12월_남_연령구간인구수","2025년12월_남_0~9세","2025년12월_남_10~19세","2025년12월_남_20~29세","2025년12월_남_30~39세","2025년12월_남_40~49세","2025년12월_남_50~59세","2025년12월_남_60~69세","2025년12월_남_70~79세","2025년12월_남_80~89세","2025년12월_남_90~99세","2025년12월_남_100세 이상","2025년12월_여_총인구수","2025년12월_여_연령구간인구수","2025년12월_여_0~9세","2025년12월_여_10~19세","2025년12월_여_20~29세","2025년12월_여_30~39세","2025년12월_여_40~49세","2025년12월_여_50~59세","2025년12월_여_60~69세","2025년12월_여_70~79세","2025년12월_여_80~89세","2025년12월_여_90~99세","2025년12월_여_100세 이상"
"부산광역시 서구 남부민제2동(2614066000)","7,300","7,300","139","312","462","522","709","1,247","1,676","1,471","676","84","2","3,571","3,571","83","157","254","285","398","680","819","634","242","19","0","3,729","3,729","56","155","208","237","311","567","857","837","434","65","2"
"부산광역시 서구 암남동(2614068000)","17,444","17,444","937","1,236","1,772","1,909","2,351","2,869","3,448","2,028","779","114","1","8,429","8,429","477","633","902","973","1,233","1,364","1,629","893","298","27","0","9,015","9,015","460","603","870","936","1,118","1,505","1,819","1,135","481","87","1"
"부산광역시 동구 (2617000000)","83,851","83,851","3,478","4,512","8,048","10,620","10,529","13,458","15,098","11,597","5,686","812","13","40,685","40,685","1,784","2,292","3,827","5,540","5,667","7,030","7,291","5,045","2,018","190","1","43,166","43,166","1,694","2,220","4,221","5,080","4,862","6,428","7,807","6,552","3,668","622","12"
"부산광역시 동구 초량제1동(2617051000)","4,831","4,831","81","242","667","623","562","810","848","665","302","30","1","2,438","2,438","41","114","318","346","318","465","428","281","121","6","0","2,393","2,393","40","128","349","277","244","345","420","384","181","24","1"
"부산광역시 동구 초량제2동(2617052000)","4,914","4,914","70","198","413","390","536","848","1,059","911","432","57","0","2,442","2,442","36","110","193","227","311","465","531","405","149","15","0","2,472","2,472","34","88","220","163","225","383","528","506","283","42","0"
"부산광역시 동구 초량제3동(2617053000)","12,775","12,775","1,007","949","1,618","2,320","2,181","1,855","1,524","886","372","62","1","6,112","6,112","511","485","683","1,114","1,108","928","734","401","130","17","1","6,663","6,663","496","464","935","1,206","1,073","927","790","485","242","45","0"
"부산광역시 동구 초량제6동(2617055000)","4,906","4,906","76","277","350","371","505","824","1,031","916","471","84","1","2,359","2,359","43","148","198","213","253","432","503","384","167","18","0","2,547","2,547","33","129","152","158","252","392","528","532","304","66","1"
"부산광역시 동구 수정제1동(2617056000)","3,927","3,927","110","298","396","392","503","674","645","594","274","41","0","1,919","1,919","57","162","204","215","272","362","289","248","102","8","0","2,008","2,008","53","136","192","177","231","312","356","346","172","33","0"
"부산광역시 동구 수정제2동(2617057000)","8,697","8,697","280","441","737","956","963","1,421","1,726","1,429","646","97","1","4,135","4,135","147","218","358","488","526","728","801","599","252","18","0","4,562","4,562","133","223","379","468","437","693","925","830","394","79","1"
"부산광역시 동구 수정제4동(2617059000)","3,236","3,236","50","114","227","220","280","550","672","658","411","53","1","1,584","1,584","32","59","136","123","179","296","356","256","134","13","0","1,652","1,652","18","55","91","97","101","254","316","402","277","40","1"
"부산광역시 동구 수정제5동(2617060000)","4,443","4,443","54","224","324","298","443","738","960","861","475","65","1","2,119","2,119","28","115","176","188","231","406","445","356","160","14","0","2,324","2,324","26","109","148","110","212","332","515","505","315","51","1"
"부산광역시 동구 좌천동(2617064500)","10,715","10,715","375","510","973","1,218","1,249","1,761","2,086","1,601","830","110","2","5,129","5,129","179","272","476","651","658","884","996","699","289","25","0","5,586","5,586","196","238","497","567","591","877","1,090","902","541","85","2"
"부산광역시 동구 범일제1동(2617065000)","10,309","10,309","217","424","848","1,005","1,039","1,664","2,345","1,747","894","124","2","4,974","4,974","107","212","402","537","587","896","1,122","770","313","28","0","5,335","5,335","110","212","446","468","452","768","1,223","977","581","96","2"
"부산광역시 동구 범일제2동(2617066000)","6,145","6,145","203","307","733","900","809","1,083","1,122","663","283","42","0","3,082","3,082","110","155","319","474","431","570","565","335","107","16","0","3,063","3,063","93","152","414","426","378","513","557","328","176","26","0"
"부산광역시 동구 범일제5동(2617068000)","8,953","8,953","955","528","762","1,927","1,459","1,230","1,080","666","296","47","3","4,392","4,392","493","242","364","964","793","598","521","311","94","12","0","4,561","4,561","462","286","398","963","666","632","559","355","202","35","3"
"부산광역시 영도구 (2620000000)","101,580","101,580","3,549","6,339","8,745","8,884","12,081","16,827","20,514","16,207","7,498","920","16","49,805","49,805","1,816","3,305","4,809","4,756","6,353","8,709","9,935","7,133","2,760","228","1","51,775","51,775","1,733","3,034","3,936","4,128","5,728","8,118","10,579","9,074","4,738","692","15"
"부산광역시 영도구 남항동(2620053000)","9,813","9,813","238","453","787","837","1,103","1,638","2,129","1,696","825","106","1","4,880","4,880","122","239","413","445","607","920","1,078","742","287","27","0","4,933","4,933","116","214","374","392","496","718","1,051","954","538","79","1"
"부산광역시 영도구 영선제1동(2620054000)","3,534","3,534","105","209","293","244","370","573","780","640","284","36","0","1,655","1,655","48","108","136","132","193","288","343","271","126","10","0","1,879","1,879","57","101","157","112","177","285","437","369","158","26","0"
"부산광역시 영도구 영선제2동(2620055000)","7,044","7,044","197","451","532","573","737","1,150","1,487","1,245","611","61","0","3,395","3,395","102","237","301","305","371","566","724","525","249","15","0","3,649","3,649","95","214","231","268","366","584","763","720","362","46","0"
"부산광역시 영도구 신선동(2620058500)","6,495","6,495","93","262","404","388","610","1,118","1,455","1,317","755","93","0","3,192","3,192","48","134","223","232","352","646","754","535","252","16","0","3,303","3,303","45","128","181","156","258","472","701","782","503","77","0"
"부산광역시 영도구 봉래제1동(2620059000)","6,382","6,382","211","317","597","741","700","937","1,287","1,057","459","74","2","3,136","3,136","105","174","309","396","392","501","619","457","165","18","0","3,246","3,246","106","143","288","345","308","436","668","600","294","56","2"
"부산광역시 영도구 봉래제2동(2620060500)","6,938","6,938","396","470","484","679","944","1,163","1,237","976","537","52","0","3,368","3,368","191","236","255","353","493","600","610","409","202","19","0","3,570","3,570","205","234","229","326","451","563","627","567","335","33","0"
"부산광역시 영도구 청학제1동(2620063000)","5,109","5,109","178","342","354","428","634","858","992","848","427","47","1","2,509","2,509","93","195","181","229","331","470","484","362","155","9","0","2,600","2,600","85","147","173","199","303","388","508","486","272","38","1"
"부산광역시 영도구 청학제2동(2620064000)","15,684","15,684","569","1,131","1,269","1,376","1,961","2,687","3,143","2,380","1,035","129","4","7,690","7,690","275","584","696","767","999","1,363","1,498","1,084","396","28","0","7,994","7,994","294","547","573","609","962","1,324","1,645","1,296","639","101","4"
"부산광역시 영도구 동삼제1동(2620065000)","27,244","27,244","1,120","2,008","2,662","2,524","3,487","4,626","5,250","3,779","1,577","205","6","13,231","13,231","584","1,036","1,442","1,310","1,771","2,243","2,480","1,720","583","61","1","14,013","14,013","536","972","1,220","1,214","1,716","2,383","2,770","2,059","994","144","5"
"부산광역시 영도구 동삼제2동(2620066000)","5,101","5,101","313","362","845","527","732","750","753","571","223","25","0","2,719","2,719","172","188","563","266","400","394","375","263","88","10","0","2,382","2,382","141","174","282","261","332","356","378","308","135","15","0"
"부산광역시 영도구 동삼제3동(2620067000)","8,236","8,236","129","334","518","567","803","1,327","2,001","1,698","765","92","2","4,030","4,030","76","174","290","321","444","718","970","765","257","15","0","4,206","4,206","53","160","228","246","359","609","1,031","933","508","77","2"
"부산광역시 부산진구 (2623000000)","365,378","365,378","18,498","24,369","46,736","54,188","49,208","56,080","58,776","38,509","16,755","2,216","43","174,723","174,723","9,411","12,165","21,771","27,616","25,053","27,414","27,258","17,144","6,312","577","2","190,655","190,655","9,087","12,204","24,965","26,572","24,155","28,666","31,518","21,365","10,443","1,639","41"
"부산광역시 부산진구 부전제1동(2623051000)","13,971","13,971","458","396","3,448","2,851","1,510","1,784","1,876","1,130","472","46","0","6,863","6,863","229","163","1,335","1,496","825","1,033","1,012","555","199","16","0","7,108","7,108","229","233","2,113","1,355","685","751","864","575","273","30","0"
"부산광역시 부산진구 부전제2동(2623052000)","12,274","12,274","668","560","2,679","2,670","1,669","1,561","1,456","718","259","33","1","6,054","6,054","351","285","1,146","1,468","898","760","710","332","93","11","0","6,220","6,220","317","275","1,533","1,202","771","801","746","386","166","22","1"
"부산광역시 부산진구 연지동(2623054000)","25,409","25,409","1,814","2,251","2,060","3,001","3,928","4,070","4,115","2,800","1,199","165","6","12,065","12,065","939","1,144","1,064","1,500","1,891","1,968","1,785","1,251","473","50","0","13,344","13,344","875","1,107","996","1,501","2,037","2,102","2,330","1,549","726","115","6"
"부산광역시 부산진구 초읍동(2623055000)","21,461","21,461","1,081","1,477","1,600","2,301","2,795","3,548","3,873","3,132","1,458","194","2","10,369","10,369","575","814","848","1,167","1,431","1,780","1,782","1,335","587","49","1","11,092","11,092","506","663","752","1,134","1,364","1,768","2,091","1,797","871","145","1"
"부산광역시 부산진구 양정제1동(2623056000)","18,801","18,801","671","1,201","2,306","2,688","2,248","3,211","3,224","2,082","1,018","151","1","8,683","8,683","325","597","1,056","1,352","1,112","1,485","1,450","891","366","49","0","10,118","10,118","346","604","1,250","1,336","1,136","1,726","1,774","1,191","652","102","1"
"부산광역시 부산진구 양정제2동(2623057000)","20,480","20,480","1,645","1,132","3,422","4,656","3,079","2,545","1,996","1,336","596","72","1","9,582","9,582","832","544","1,369","2,157","1,620","1,275","945","593","227","20","0","10,898","10,898","813","588","2,053","2,499","1,459","1,270","1,051","743","369","52","1"
"부산광역시 부산진구 전포제1동(2623060000)","20,340","20,340","1,009","1,164","4,189","4,312","2,776","2,594","2,102","1,407","687","99","1","9,727","9,727","505","554","1,796","2,280","1,414","1,281","996","618","257","26","0","10,613","10,613","504","610","2,393","2,032","1,362","1,313","1,106","789","430","73","1"
"부산광역시 부산진구 전포제2동(2623061000)","22,867","22,867","976","1,235","3,221","3,738","2,994","3,232","3,478","2,595","1,241","154","3","10,698","10,698","511","606","1,485","1,922","1,467","1,533","1,541","1,119","467","47","0","12,169","12,169","465","629","1,736","1,816","1,527","1,699","1,937","1,476","774","107","3"
"부산광역시 부산진구 부암제1동(2623064000)","23,870","23,870","1,605","1,864","2,375","3,775","3,627","3,741","3,573","2,220","952","131","7","11,532","11,532","848","946","1,148","1,847","1,826","1,857","1,653","1,002","376","28","1","12,338","12,338","757","918","1,227","1,928","1,801","1,884","1,920","1,218","576","103","6"
"부산광역시 부산진구 부암제3동(2623066000)","23,738","23,738","1,717","2,203","2,195","3,205","3,640","3,981","3,815","2,020","854","105","3","11,555","11,555","870","1,099","1,135","1,611","1,843","1,899","1,818","910","346","24","0","12,183","12,183","847","1,104","1,060","1,594","1,797","2,082","1,997","1,110","508","81","3"
"부산광역시 부산진구 당감제1동(2623067000)","20,202","20,202","580","1,429","1,958","1,904","2,360","3,711","4,202","2,675","1,193","182","8","9,547","9,547","286","734","1,034","1,000","1,190","1,750","1,926","1,190","399","38","0","10,655","10,655","294","695","924","904","1,170","1,961","2,276","1,485","794","144","8"
"부산광역시 부산진구 당감제2동(2623068000)","11,577","11,577","781","827","1,118","1,885","1,712","1,638","1,790","1,251","524","51","0","5,509","5,509","385","416","519","969","866","782","802","542","210","18","0","6,068","6,068","396","411","599","916","846","856","988","709","314","33","0"
"부산광역시 부산진구 당감제4동(2623070000)","9,773","9,773","294","715","820","947","1,223","1,853","2,026","1,263","562","67","3","4,707","4,707","154","350","423","513","625","906","950","560","210","16","0","5,066","5,066","140","365","397","434","598","947","1,076","703","352","51","3"
"부산광역시 부산진구 가야제1동(2623071000)","15,773","15,773","390","1,013","2,302","1,568","1,921","2,549","3,013","2,078","853","85","1","7,966","7,966","183","525","1,299","886","1,066","1,326","1,414","942","304","21","0","7,807","7,807","207","488","1,003","682","855","1,223","1,599","1,136","549","64","1"
"부산광역시 부산진구 가야제2동(2623072000)","17,748","17,748","969","1,395","1,819","1,962","2,364","2,810","3,147","2,269","911","102","0","8,514","8,514","485","670","952","1,005","1,165","1,375","1,436","1,020","371","35","0","9,234","9,234","484","725","867","957","1,199","1,435","1,711","1,249","540","67","0"
"부산광역시 부산진구 개금제1동(2623074000)","18,181","18,181","958","1,279","3,190","2,795","2,592","2,618","2,453","1,567","651","77","1","8,822","8,822","488","599","1,494","1,467","1,344","1,305","1,176","686","243","20","0","9,359","9,359","470","680","1,696","1,328","1,248","1,313","1,277","881","408","57","1"
"부산광역시 부산진구 개금제2동(2623075000)","9,607","9,607","319","694","1,131","928","1,087","1,635","1,883","1,275","584","70","1","4,550","4,550","161","351","538","509","560","780","883","551","201","16","0","5,057","5,057","158","343","593","419","527","855","1,000","724","383","54","1"
"부산광역시 부산진구 개금제3동(2623076000)","25,495","25,495","996","2,003","2,410","2,650","3,217","4,432","5,329","3,068","1,183","204","3","12,101","12,101","500","1,014","1,218","1,317","1,587","2,088","2,467","1,450","420","40","0","13,394","13,394","496","989","1,192","1,333","1,630","2,344","2,862","1,618","763","164","3"
"부산광역시 부산진구 범천제1동(2623077000)","12,217","12,217","374","468","2,357","2,546","1,501","1,641","1,649","1,086","524","70","1","5,601","5,601","179","220","964","1,261","739","798","770","462","188","20","0","6,616","6,616","195","248","1,393","1,285","762","843","879","624","336","50","1"
"부산광역시 부산진구 범천제2동(2623078000)","21,594","21,594","1,193","1,063","2,136","3,806","2,965","2,926","3,776","2,537","1,034","158","0","10,278","10,278","605","534","948","1,889","1,584","1,433","1,742","1,135","375","33","0","11,316","11,316","588","529","1,188","1,917","1,381","1,493","2,034","1,402","659","125","0"
"부산광역시 동래구 (2626000000)","273,277","273,277","17,061","26,451","25,759","32,198","42,439","44,444","42,707","29,007","11,594","1,593","24","131,538","131,538","8,736","13,711","13,091","16,137","20,762","21,585","19,449","12,900","4,772","392","3","141,739","141,739","8,325","12,740","12,668","16,061","21,677","22,859","23,258","16,107","6,822","1,201","21"
"부산광역시 동래구 수민동(2626051000)","29,944","29,944","1,709","2,641","2,694","3,556","4,343","4,841","4,985","3,553","1,433","183","6","14,395","14,395","878","1,433","1,411","1,793","2,128","2,317","2,240","1,553","601","39","2","15,549","15,549","831","1,208","1,283","1,763","2,215","2,524","2,745","2,000","832","144","4"
"부산광역시 동래구 복산동(2626052000)","7,927","7,927","184","461","603","653","827","1,326","1,727","1,386","652","108","0","3,829","3,829","83","246","332","374","437","679","798","605","248","27","0","4,098","4,098","101","215","271","279","390","647","929","781","404","81","0"
"부산광역시 동래구 명륜동(2626054500)","25,120","25,120","2,049","3,634","2,131","2,643","4,861","4,272","2,889","1,754","775","112","0","12,383","12,383","1,102","2,012","1,114","1,245","2,271","2,121","1,386","785","323","24","0","12,737","12,737","947","1,622","1,017","1,398","2,590","2,151","1,503","969","452","88","0"
"부산광역시 동래구 온천제1동(2626055000)","33,825","33,825","2,625","2,401","4,125","5,923","5,452","5,205","4,143","2,582","1,193","172","4","15,912","15,912","1,318","1,179","1,818","2,842","2,731","2,495","1,934","1,080","458","57","0","17,913","17,913","1,307","1,222","2,307","3,081","2,721","2,710","2,209","1,502","735","115","4"
"부산광역시 동래구 온천제2동(2626056000)","23,904","23,904","2,369","2,574","1,852","2,990","4,147","3,435","3,185","2,185","992","174","1","11,437","11,437","1,139","1,277","973","1,455","2,017","1,698","1,412","994","428","43","1","12,467","12,467","1,230","1,297","879","1,535","2,130","1,737","1,773","1,191","564","131","0"
"부산광역시 동래구 온천제3동(2626057000)","35,550","35,550","1,731","2,527","4,179","4,661","4,710","5,993","6,040","4,012","1,506","189","2","17,189","17,189","914","1,346","2,040","2,429","2,359","2,840","2,764","1,787","652","58","0","18,361","18,361","817","1,181","2,139","2,232","2,351","3,153","3,276","2,225","854","131","2"
"부산광역시 동래구 사직제1동(2626058000)","11,636","11,636","807","1,273","1,048","1,345","1,942","1,842","1,587","1,164","564","63","1","5,561","5,561","430","636","547","658","957","900","708","476","229","20","0","6,075","6,075","377","637","501","687","985","942","879","688","335","43","1"
"부산광역시 동래구 사직제2동(2626059000)","24,319","24,319","1,715","3,713","2,319","2,127","4,426","4,432","3,147","1,751","604","83","2","11,550","11,550","809","1,737","1,242","1,027","2,032","2,178","1,476","785","252","12","0","12,769","12,769","906","1,976","1,077","1,100","2,394","2,254","1,671","966","352","71","2"
"부산광역시 동래구 사직제3동(2626060000)","16,586","16,586","973","2,109","1,370","1,560","3,079","2,526","2,342","1,783","756","86","2","8,214","8,214","543","1,237","707","779","1,499","1,300","1,054","775","301","19","0","8,372","8,372","430","872","663","781","1,580","1,226","1,288","1,008","455","67","2"
"부산광역시 동래구 안락제1동(2626074000)","13,005","13,005","460","858","1,103","1,289","1,580","2,115","2,720","1,959","810","111","0","6,322","6,322","250","442","595","681","822","1,061","1,224","891","335","21","0","6,683","6,683","210","416","508","608","758","1,054","1,496","1,068","475","90","0"
"부산광역시 동래구 안락제2동(2626075000)","25,426","25,426","1,307","2,419","2,258","2,697","3,630","4,351","4,534","3,047","1,048","134","1","12,217","12,217","695","1,233","1,191","1,367","1,755","2,057","2,046","1,416","426","31","0","13,209","13,209","612","1,186","1,067","1,330","1,875","2,294","2,488","1,631","622","103","1"
"부산광역시 동래구 명장제1동(2626076100)","12,920","12,920","635","1,002","995","1,340","1,827","2,026","2,497","1,857","644","94","3","6,227","6,227","314","480","542","718","913","981","1,149","826","281","23","0","6,693","6,693","321","522","453","622","914","1,045","1,348","1,031","363","71","3"
"부산광역시 동래구 명장제2동(2626076200)","13,115","13,115","497","839","1,082","1,414","1,615","2,080","2,911","1,974","617","84","2","6,302","6,302","261","453","579","769","841","958","1,258","927","238","18","0","6,813","6,813","236","386","503","645","774","1,122","1,653","1,047","379","66","2"
"부산광역시 남구 (2629000000)","250,668","250,668","12,319","21,882","30,291","26,707","34,860","41,433","40,007","28,753","12,730","1,659","27","121,574","121,574","6,311","11,274","15,764","13,742","17,353","20,525","18,471","12,663","5,055","413","3","129,094","129,094","6,008","10,608","14,527","12,965","17,507","20,908","21,536","16,090","7,675","1,246","24"
"부산광역시 남구 대연제1동(2629051000)","14,998","14,998","231","831","3,731","1,630","1,518","2,152","2,080","1,787","935","102","1","7,536","7,536","110","393","2,094","935","828","1,076","945","742","379","34","0","7,462","7,462","121","438","1,637","695","690","1,076","1,135","1,045","556","68","1"
"부산광역시 남구 대연제3동(2629053000)","35,992","35,992","2,247","3,670","7,365","4,322","5,562","5,268","3,969","2,381","1,047","159","2","17,531","17,531","1,162","1,940","3,699","2,177","2,636","2,585","1,816","1,060","421","35","0","18,461","18,461","1,085","1,730","3,666","2,145","2,926","2,683","2,153","1,321","626","124","2"
"부산광역시 남구 대연제4동(2629054000)","13,744","13,744","1,038","1,082","1,016","1,931","2,109","1,969","2,096","1,630","762","110","1","6,652","6,652","529","544","507","953","1,124","991","980","690","300","34","0","7,092","7,092","509","538","509","978","985","978","1,116","940","462","76","1"
"부산광역시 남구 대연제5동(2629055000)","16,056","16,056","594","1,286","2,662","1,816","2,080","2,527","2,366","1,789","841","93","2","7,669","7,669","312","674","1,212","956","1,043","1,245","1,063","797","344","23","0","8,387","8,387","282","612","1,450","860","1,037","1,282","1,303","992","497","70","2"
"부산광역시 남구 대연제6동(2629056000)","15,693","15,693","1,369","1,905","1,445","1,940","2,744","2,483","1,896","1,311","523","73","4","7,501","7,501","686","951","760","910","1,298","1,198","868","581","234","15","0","8,192","8,192","683","954","685","1,030","1,446","1,285","1,028","730","289","58","4"
"부산광역시 남구 용호제1동(2629057000)","41,977","41,977","2,275","4,726","3,829","3,610","6,159","7,808","6,873","4,425","1,983","283","6","20,032","20,032","1,194","2,367","2,048","1,749","2,857","3,746","3,231","1,989","775","74","2","21,945","21,945","1,081","2,359","1,781","1,861","3,302","4,062","3,642","2,436","1,208","209","4"
"부산광역시 남구 용호제2동(2629058000)","19,117","19,117","1,231","1,900","1,551","1,979","3,028","3,068","3,208","2,225","797","128","2","9,156","9,156","617","977","815","968","1,461","1,510","1,413","1,033","337","25","0","9,961","9,961","614","923","736","1,011","1,567","1,558","1,795","1,192","460","103","2"
"부산광역시 남구 용호제3동(2629059000)","10,039","10,039","230","611","948","857","1,074","1,703","2,075","1,744","722","75","0","4,786","4,786","115","316","502","466","548","835","916","803","270","15","0","5,253","5,253","115","295","446","391","526","868","1,159","941","452","60","0"
"부산광역시 남구 용호제4동(2629060000)","7,496","7,496","247","517","658","705","1,014","1,313","1,428","1,137","410","65","2","3,586","3,586","120","262","348","374","538","654","636","480","160","14","0","3,910","3,910","127","255","310","331","476","659","792","657","250","51","2"
"부산광역시 남구 용당동(2629061000)","7,522","7,522","299","632","817","655","900","1,443","1,357","969","386","62","2","3,819","3,819","149","323","499","372","452","710","677","465","158","14","0","3,703","3,703","150","309","318","283","448","733","680","504","228","48","2"
"부산광역시 남구 감만제1동(2629062000)","7,551","7,551","254","582","665","773","984","1,375","1,501","999","383","34","1","3,869","3,869","135","310","376","441","535","729","684","481","172","6","0","3,682","3,682","119","272","289","332","449","646","817","518","211","28","1"
"부산광역시 남구 감만제2동(2629063000)","6,091","6,091","117","346","470","435","675","1,058","1,284","1,037","591","77","1","2,968","2,968","52","192","266","250","377","572","588","414","232","25","0","3,123","3,123","65","154","204","185","298","486","696","623","359","52","1"
"부산광역시 남구 우암동(2629064500)","11,658","11,658","333","750","882","909","1,360","1,886","2,492","2,078","855","113","0","5,633","5,633","179","414","482","484","726","972","1,123","894","342","17","0","6,025","6,025","154","336","400","425","634","914","1,369","1,184","513","96","0"
"부산광역시 남구 문현제1동(2629068000)","10,284","10,284","322","879","991","815","1,298","1,955","1,940","1,433","593","58","0","5,004","5,004","170","479","519","468","635","958","913","628","217","17","0","5,280","5,280","152","400","472","347","663","997","1,027","805","376","41","0"
"부산광역시 남구 문현제2동(2629069000)","8,113","8,113","294","360","1,038","1,438","1,054","1,138","1,251","922","544","73","1","3,987","3,987","150","189","466","737","565","621","639","406","189","24","1","4,126","4,126","144","171","572","701","489","517","612","516","355","49","0"
"부산광역시 남구 문현제3동(2629070000)","15,935","15,935","931","1,342","1,448","1,931","2,325","2,814","2,539","1,742","770","92","1","7,766","7,766","463","696","764","983","1,198","1,390","1,216","735","296","25","0","8,169","8,169","468","646","684","948","1,127","1,424","1,323","1,007","474","67","1"
"부산광역시 남구 문현제4동(2629071000)","8,402","8,402","307","463","775","961","976","1,473","1,652","1,144","588","62","1","4,079","4,079","168","247","407","519","532","733","763","465","229","16","0","4,323","4,323","139","216","368","442","444","740","889","679","359","46","1"
"부산광역시 북구 (2632000000)","262,862","262,862","13,266","20,322","25,134","31,369","33,843","45,523","51,903","28,959","10,982","1,527","34","128,773","128,773","6,840","10,511","13,342","16,542","17,363","21,419","24,867","13,413","4,157","319","0","134,089","134,089","6,426","9,811","11,792","14,827","16,480","24,104","27,036","15,546","6,825","1,208","34"
"부산광역시 북구 구포제1동(2632051000)","14,591","14,591","676","677","1,355","1,949","1,756","2,354","3,217","1,797","721","87","2","7,317","7,317","346","335","687","1,088","1,011","1,160","1,564","840","264","22","0","7,274","7,274","330","342","668","861","745","1,194","1,653","957","457","65","2"
"부산광역시 북구 구포제2동(2632052000)","22,562","22,562","772","1,493","2,200","2,605","2,804","4,059","4,916","2,651","942","115","5","11,547","11,547","415","778","1,238","1,445","1,513","2,009","2,479","1,259","385","26","0","11,015","11,015","357","715","962","1,160","1,291","2,050","2,437","1,392","557","89","5"
"부산광역시 북구 구포제3동(2632052100)","16,881","16,881","384","1,072","1,688","1,571","1,929","3,335","4,004","2,119","698","80","1","8,656","8,656","197","564","960","915","1,075","1,670","1,964","1,019","272","20","0","8,225","8,225","187","508","728","656","854","1,665","2,040","1,100","426","60","1"
"부산광역시 북구 금곡동(2632053000)","33,905","33,905","1,191","2,351","2,932","3,147","3,717","6,053","7,455","4,458","2,237","358","6","16,239","16,239","606","1,209","1,551","1,693","1,928","2,822","3,622","2,023","702","83","0","17,666","17,666","585","1,142","1,381","1,454","1,789","3,231","3,833","2,435","1,535","275","6"
"부산광역시 북구 화명제1동(2632054100)","38,778","38,778","2,848","4,095","4,045","4,964","5,521","6,902","6,840","2,675","772","113","3","18,920","18,920","1,468","2,089","2,153","2,448","2,645","3,046","3,383","1,343","325","20","0","19,858","19,858","1,380","2,006","1,892","2,516","2,876","3,856","3,457","1,332","447","93","3"
"부산광역시 북구 화명제2동(2632054200)","16,566","16,566","975","1,319","1,705","2,137","2,020","2,987","3,173","1,522","640","84","4","8,010","8,010","519","687","892","1,104","1,011","1,316","1,524","694","245","18","0","8,556","8,556","456","632","813","1,033","1,009","1,671","1,649","828","395","66","4"
"부산광역시 북구 화명제3동(2632054300)","27,816","27,816","1,686","3,253","3,125","3,092","4,028","5,394","3,986","2,147","970","133","2","13,485","13,485","874","1,693","1,622","1,582","1,839","2,521","1,979","941","391","43","0","14,331","14,331","812","1,560","1,503","1,510","2,189","2,873","2,007","1,206","579","90","2"
"부산광역시 북구 덕천제1동(2632055000)","13,799","13,799","698","600","1,256","2,221","1,611","2,090","2,669","1,829","722","102","1","6,755","6,755","353","303","664","1,197","882","1,009","1,248","809","271","19","0","7,044","7,044","345","297","592","1,024","729","1,081","1,421","1,020","451","83","1"
"부산광역시 북구 덕천제2동(2632056000)","10,559","10,559","221","441","1,126","1,303","1,165","1,781","2,357","1,476","585","100","4","5,284","5,284","114","229","579","781","654","930","1,116","649","222","10","0","5,275","5,275","107","212","547","522","511","851","1,241","827","363","90","4"
"부산광역시 북구 덕천제3동(2632056100)","9,329","9,329","198","526","897","930","1,101","1,574","1,949","1,461","608","83","2","4,547","4,547","100","273","489","529","614","796","911","600","223","12","0","4,782","4,782","98","253","408","401","487","778","1,038","861","385","71","2"
"부산광역시 북구 만덕제1동(2632057100)","15,767","15,767","1,294","1,016","1,121","2,617","2,431","2,113","2,883","1,720","521","51","0","7,653","7,653","658","529","549","1,306","1,279","975","1,315","817","220","5","0","8,114","8,114","636","487","572","1,311","1,152","1,138","1,568","903","301","46","0"
"부산광역시 북구 만덕제2동(2632057200)","25,506","25,506","1,652","2,249","2,190","3,094","3,641","4,107","4,694","2,859","886","133","1","12,359","12,359","853","1,186","1,143","1,539","1,839","1,932","2,150","1,342","351","24","0","13,147","13,147","799","1,063","1,047","1,555","1,802","2,175","2,544","1,517","535","109","1"
"부산광역시 북구 만덕제3동(2632057300)","16,803","16,803","671","1,230","1,494","1,739","2,119","2,774","3,760","2,245","680","88","3","8,001","8,001","337","636","815","915","1,073","1,233","1,612","1,077","286","17","0","8,802","8,802","334","594","679","824","1,046","1,541","2,148","1,168","394","71","3"
"부산광역시 해운대구 (2635000000)","372,604","372,604","20,186","35,026","35,671","41,196","55,526","65,790","62,155","38,116","16,443","2,444","51","178,330","178,330","10,323","18,062","18,507","20,684","26,739","31,121","28,963","17,081","6,219","619","12","194,274","194,274","9,863","16,964","17,164","20,512","28,787","34,669","33,192","21,035","10,224","1,825","39"
"부산광역시 해운대구 우제1동(2635051000)","23,787","23,787","1,278","1,903","2,432","3,105","3,611","4,077","3,718","2,505","999","157","2","11,299","11,299","646","958","1,173","1,538","1,769","1,934","1,685","1,132","418","45","1","12,488","12,488","632","945","1,259","1,567","1,842","2,143","2,033","1,373","581","112","1"
