"행정구역","2023년12월_계_총인구수","2023년12월_계_연령구간인구수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총인구수","2023년12월_남_연령구간인구수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총인구수","2023년12월_여_연령구간인구수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"서울특별시  (1100000000)","9,386,034","9,386,034","513,562","733,211","1,355,811","1,427,405","1,420,073","1,495,557","1,315,938","738,469","339,214","45,346","1,448","4,540,031","4,540,031","263,448","375,346","643,229","713,915","703,001","734,760","622,855","334,075","137,024","12,059","319","4,846,003","4,846,003","250,114","357,865","712,582","713,490","717,072","760,797","693,083","404,394","202,190","33,287","1,129"
"서울특별시 종로구 (1111000000)","139,417","139,417","5,919","9,739","21,496","19,322","19,194","23,915","20,689","11,503","6,644","961","35","67,306","67,306","2,989","4,776","10,174","9,648","9,291","11,854","10,365","5,211","2,674","315","9","72,111","72,111","2,930","4,963","11,322","9,674","9,903","12,061","10,324","6,292","3,970","646","26"
"서울특별시 종로구 청운효자동(1111051500)","11,349","11,349","596","1,084","1,402","1,512","1,891","1,914","1,414","901","552","80","3","5,187","5,187","317","552","685","677","827","868","648","362","227","23","1","6,162","6,162","279","532","717","835","1,064","1,046","766","539","325","57","2"
"서울특별시 종로구 사직동(1111053000)","8,998","8,998","462","661","1,044","1,413","1,409","1,478","1,246","689","503","88","5","3,993","3,993","228","283","441","633","611","681","584","280","211","39","2","5,005","5,005","234","378","603","780","798","797","662","409","292","49","3"
"서울특별시 종로구 삼청동(1111054000)","2,248","2,248","86","163","238","282","317","351","382","251","146","30","2","1,075","1,075","39","95","121","130","153","171","176","118","58","13","1","1,173","1,173","47","68","117","152","164","180","206","133","88","17","1"
"서울특별시 종로구 부암동(1111055000)","9,085","9,085","381","815","1,102","1,172","1,387","1,633","1,342","744","431","75","3","4,303","4,303","182","448","564","572","616","756","620","346","182","17","0","4,782","4,782","199","367","538","600","771","877","722","398","249","58","3"
"서울특별시 종로구 평창동(1111056000)","17,387","17,387","996","1,538","2,004","2,061","2,483","3,158","2,783","1,397","812","146","9","8,097","8,097","539","742","994","973","1,123","1,414","1,304","632","333","41","2","9,290","9,290","457","796","1,010","1,088","1,360","1,744","1,479","765","479","105","7"
"서울특별시 종로구 무악동(1111057000)","7,961","7,961","546","925","823","812","1,301","1,435","1,089","605","375","46","4","3,650","3,650","238","391","387","378","610","717","504","266","143","16","0","4,311","4,311","308","534","436","434","691","718","585","339","232","30","4"
"서울특별시 종로구 교남동(1111058000)","9,715","9,715","741","786","1,143","1,407","1,695","1,625","1,195","692","386","45","0","4,457","4,457","368","370","522","639","784","791","534","276","159","14","0","5,258","5,258","373","416","621","768","911","834","661","416","227","31","0"
"서울특별시 종로구 가회동(1111060000)","3,860","3,860","148","314","406","503","633","690","547","369","219","31","0","1,793","1,793","88","161","188","230","295","333","254","152","83","9","0","2,067","2,067","60","153","218","273","338","357","293","217","136","22","0"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","6,683","6,683","170","204","950","975","840","1,121","1,313","695","367","46","2","4,045","4,045","96","102","460","576","515","764","896","428","190","17","1","2,638","2,638","74","102","490","399","325","357","417","267","177","29","1"
"서울특별시 종로구 종로5.6가동(1111063000)","5,384","5,384","156","203","1,180","889","571","857","796","465","233","34","0","2,827","2,827","72","89","547","494","322","494","473","215","111","10","0","2,557","2,557","84","114","633","395","249","363","323","250","122","24","0"
"서울특별시 종로구 이화동(1111064000)","6,899","6,899","171","316","1,495","1,220","793","1,002","936","581","340","45","0","3,280","3,280","89","165","686","604","403","491","451","258","116","17","0","3,619","3,619","82","151","809","616","390","511","485","323","224","28","0"
"서울특별시 종로구 혜화동(1111065000)","15,869","15,869","512","1,181","4,287","2,039","1,912","2,309","1,720","1,075","725","103","6","7,623","7,623","247","590","2,115","1,077","925","1,096","827","428","286","30","2","8,246","8,246","265","591","2,172","962","987","1,213","893","647","439","73","4"
"서울특별시 종로구 창신제1동(1111067000)","4,521","4,521","107","173","522","620","501","840","990","492","252","24","0","2,394","2,394","54","95","270","354","273","441","555","248","99","5","0","2,127","2,127","53","78","252","266","228","399","435","244","153","19","0"
"서울특별시 종로구 창신제2동(1111068000)","7,510","7,510","157","338","953","882","816","1,666","1,486","771","391","50","0","3,880","3,880","82","178","498","515","453","862","770","355","145","22","0","3,630","3,630","75","160","455","367","363","804","716","416","246","28","0"
"서울특별시 종로구 창신제3동(1111069000)","6,345","6,345","294","414","826","904","801","1,177","1,086","515","285","43","0","3,123","3,123","155","214","430","458","403","570","549","228","96","20","0","3,222","3,222","139","200","396","446","398","607","537","287","189","23","0"
"서울특별시 종로구 숭인제1동(1111070000)","5,782","5,782","202","331","722","795","806","1,103","971","530","282","39","1","2,807","2,807","99","169","342","407","420","559","460","247","96","8","0","2,975","2,975","103","162","380","388","386","544","511","283","186","31","1"
"서울특별시 종로구 숭인제2동(1111071000)","9,821","9,821","194","293","2,399","1,836","1,038","1,556","1,393","731","345","36","0","4,772","4,772","96","132","924","931","558","846","760","372","139","14","0","5,049","5,049","98","161","1,475","905","480","710","633","359","206","22","0"
"서울특별시 중구 (1114000000)","121,312","121,312","5,630","6,156","17,537","20,864","16,769","19,068","18,333","10,491","5,561","876","27","58,659","58,659","2,879","3,090","7,979","10,432","8,544","9,529","9,137","4,735","2,101","228","5","62,653","62,653","2,751","3,066","9,558","10,432","8,225","9,539","9,196","5,756","3,460","648","22"
"서울특별시 중구 소공동(1114052000)","2,185","2,185","147","142","218","443","516","324","231","104","51","9","0","1,032","1,032","80","50","79","206","252","172","118","50","22","3","0","1,153","1,153","67","92","139","237","264","152","113","54","29","6","0"
"서울특별시 중구 회현동(1114054000)","4,394","4,394","163","202","419","528","534","793","942","514","251","46","2","2,310","2,310","84","102","209","260","285","428","552","257","120","13","0","2,084","2,084","79","100","210","268","249","365","390","257","131","33","2"
"서울특별시 중구 명동(1114055000)","2,595","2,595","59","111","327","349","361","444","481","281","153","29","0","1,076","1,076","34","52","129","176","152","192","193","103","40","5","0","1,519","1,519","25","59","198","173","209","252","288","178","113","24","0"
"서울특별시 중구 필동(1114057000)","4,012","4,012","139","197","749","696","476","567","622","322","195","47","2","2,085","2,085","77","99","371","378","257","328","320","165","78","12","0","1,927","1,927","62","98","378","318","219","239","302","157","117","35","2"
"서울특별시 중구 장충동(1114058000)","4,548","4,548","134","256","1,269","662","500","578","533","364","219","33","0","2,370","2,370","73","128","706","373","263","303","265","165","84","10","0","2,178","2,178","61","128","563","289","237","275","268","199","135","23","0"
"서울특별시 중구 광희동(1114059000)","5,790","5,790","124","183","1,232","1,245","675","759","828","504","217","23","0","2,840","2,840","67","92","474","655","347","417","453","241","86","8","0","2,950","2,950","57","91","758","590","328","342","375","263","131","15","0"
"서울특별시 중구 을지로동(1114060500)","3,028","3,028","138","67","420","892","436","367","390","211","97","10","0","1,671","1,671","67","29","178","501","237","225","258","124","47","5","0","1,357","1,357","71","38","242","391","199","142","132","87","50","5","0"
"서울특별시 중구 신당동(1114061500)","7,417","7,417","230","234","1,297","1,310","974","1,200","1,136","659","327","49","1","3,619","3,619","99","109","547","658","515","652","590","314","125","10","0","3,798","3,798","131","125","750","652","459","548","546","345","202","39","1"
"서울특별시 중구 다산동(1114062500)","13,320","13,320","435","693","2,083","2,184","1,737","2,156","2,061","1,211","665","92","3","6,465","6,465","229","377","989","1,129","898","1,057","960","548","258","20","0","6,855","6,855","206","316","1,094","1,055","839","1,099","1,101","663","407","72","3"
"서울특별시 중구 약수동(1114063500)","16,108","16,108","840","875","1,776","2,270","2,206","2,655","2,691","1,668","960","163","4","7,425","7,425","412","444","847","1,096","1,072","1,215","1,240","713","346","40","0","8,683","8,683","428","431","929","1,174","1,134","1,440","1,451","955","614","123","4"
"서울특별시 중구 청구동(1114064500)","12,971","12,971","620","744","1,577","2,136","1,653","2,147","2,102","1,193","689","104","6","6,123","6,123","312","374","762","1,050","818","1,015","1,009","514","242","25","2","6,848","6,848","308","370","815","1,086","835","1,132","1,093","679","447","79","4"
"서울특별시 중구 신당제5동(1114065000)","10,161","10,161","446","520","1,494","1,793","1,397","1,761","1,460","828","402","58","2","4,918","4,918","223","239","664","899","727","911","726","353","156","19","1","5,243","5,243","223","281","830","894","670","850","734","475","246","39","1"
"서울특별시 중구 동화동(1114066500)","9,938","9,938","571","762","1,136","1,277","1,418","1,801","1,612","812","468","81","0","4,787","4,787","306","382","555","635","691","853","800","381","158","26","0","5,151","5,151","265","380","581","642","727","948","812","431","310","55","0"
"서울특별시 중구 황학동(1114067000)","12,697","12,697","650","456","2,172","2,970","1,819","1,687","1,596","896","385","64","2","5,994","5,994","340","223","882","1,458","927","820","785","402","143","14","0","6,703","6,703","310","233","1,290","1,512","892","867","811","494","242","50","2"
"서울특별시 중구 중림동(1114068000)","12,148","12,148","934","714","1,368","2,109","2,067","1,829","1,648","924","482","68","5","5,944","5,944","476","390","587","958","1,103","941","868","405","196","18","2","6,204","6,204","458","324","781","1,151","964","888","780","519","286","50","3"
"서울특별시 용산구 (1117000000)","213,151","213,151","11,089","13,620","30,103","37,410","31,288","34,317","29,326","15,622","8,905","1,415","56","102,312","102,312","5,660","6,929","13,849","18,615","15,470","16,765","14,294","6,880","3,409","429","12","110,839","110,839","5,429","6,691","16,254","18,795","15,818","17,552","15,032","8,742","5,496","986","44"
"서울특별시 용산구 후암동(1117051000)","15,998","15,998","692","1,102","2,217","2,749","2,307","2,619","2,281","1,249","672","100","10","7,734","7,734","351","592","1,084","1,441","1,119","1,284","1,063","547","229","22","2","8,264","8,264","341","510","1,133","1,308","1,188","1,335","1,218","702","443","78","8"
"서울특별시 용산구 용산2가동(1117052000)","8,912","8,912","255","441","1,316","1,630","1,235","1,250","1,340","870","499","75","1","4,334","4,334","132","233","668","848","661","593","607","384","189","19","0","4,578","4,578","123","208","648","782","574","657","733","486","310","56","1"
"서울특별시 용산구 남영동(1117053000)","6,829","6,829","126","227","768","1,008","843","1,452","1,459","625","283","34","4","4,171","4,171","67","127","340","552","514","995","1,029","390","140","16","1","2,658","2,658","59","100","428","456","329","457","430","235","143","18","3"
"서울특별시 용산구 청파동(1117055500)","18,843","18,843","496","963","4,042","3,340","2,305","2,992","2,487","1,377","753","84","4","8,756","8,756","251","467","1,529","1,784","1,168","1,493","1,192","560","293","17","2","10,087","10,087","245","496","2,513","1,556","1,137","1,499","1,295","817","460","67","2"
"서울특별시 용산구 원효로제1동(1117056000)","17,007","17,007","1,094","944","2,869","4,194","2,655","2,183","1,794","836","383","54","1","7,896","7,896","555","499","1,090","1,960","1,296","1,082","866","379","153","16","0","9,111","9,111","539","445","1,779","2,234","1,359","1,101","928","457","230","38","1"
"서울특별시 용산구 원효로제2동(1117057000)","13,636","13,636","730","980","1,914","2,318","1,974","2,222","1,873","995","543","83","4","6,402","6,402","354","422","845","1,140","987","1,083","899","456","190","26","0","7,234","7,234","376","558","1,069","1,178","987","1,139","974","539","353","57","4"
"서울특별시 용산구 효창동(1117058000)","10,685","10,685","751","677","1,616","1,974","1,593","1,733","1,249","644","383","64","1","5,054","5,054","371","357","741","960","780","801","608","266","152","18","0","5,631","5,631","380","320","875","1,014","813","932","641","378","231","46","1"
"서울특별시 용산구 용문동(1117059000)","11,407","11,407","623","643","1,622","1,938","1,584","1,851","1,613","977","494","60","2","5,440","5,440","294","337","770","982","796","895","742","417","193","13","1","5,967","5,967","329","306","852","956","788","956","871","560","301","47","1"
"서울특별시 용산구 한강로동(1117062500)","21,016","21,016","1,231","977","3,205","4,816","2,850","3,207","2,683","1,248","692","103","4","9,918","9,918","633","505","1,360","2,241","1,372","1,511","1,353","616","296","31","0","11,098","11,098","598","472","1,845","2,575","1,478","1,696","1,330","632","396","72","4"
"서울특별시 용산구 이촌제1동(1117063000)","24,933","24,933","2,170","2,637","2,551","2,938","4,156","4,379","3,071","1,630","1,155","237","9","11,720","11,720","1,139","1,342","1,261","1,289","1,897","2,067","1,513","695","431","84","2","13,213","13,213","1,031","1,295","1,290","1,649","2,259","2,312","1,558","935","724","153","7"
"서울특별시 용산구 이촌제2동(1117064000)","7,868","7,868","425","443","833","1,273","1,130","1,293","1,292","727","378","71","3","3,697","3,697","203","221","418","640","550","626","556","327","133","22","1","4,171","4,171","222","222","415","633","580","667","736","400","245","49","2"
"서울특별시 용산구 이태원제1동(1117065000)","6,020","6,020","205","238","863","1,142","784","893","989","537","299","69","1","3,015","3,015","105","116","476","654","409","416","485","210","119","25","0","3,005","3,005","100","122","387","488","375","477","504","327","180","44","1"
"서울특별시 용산구 이태원제2동(1117066000)","8,663","8,663","343","424","1,193","1,697","1,293","1,248","1,156","739","494","73","3","4,049","4,049","183","187","606","852","634","569","518","295","175","30","0","4,614","4,614","160","237","587","845","659","679","638","444","319","43","3"
"서울특별시 용산구 한남동(1117068500)","17,755","17,755","1,027","1,013","2,042","3,197","2,931","2,835","2,479","1,400","717","113","1","8,558","8,558","531","530","1,020","1,551","1,473","1,341","1,176","606","304","26","0","9,197","9,197","496","483","1,022","1,646","1,458","1,494","1,303","794","413","87","1"
"서울특별시 용산구 서빙고동(1117069000)","12,432","12,432","658","1,373","1,558","1,436","2,152","2,148","1,630","761","598","113","5","5,990","5,990","346","674","795","705","1,042","1,016","828","334","207","40","3","6,442","6,442","312","699","763","731","1,110","1,132","802","427","391","73","2"
"서울특별시 용산구 보광동(1117070000)","11,147","11,147","263","538","1,494","1,760","1,496","2,012","1,930","1,007","562","82","3","5,578","5,578","145","320","846","1,016","772","993","859","398","205","24","0","5,569","5,569","118","218","648","744","724","1,019","1,071","609","357","58","3"
"서울특별시 성동구 (1120000000)","277,361","277,361","16,893","17,851","40,979","45,664","40,926","44,449","38,578","20,407","10,317","1,253","44","134,519","134,519","8,690","8,924","19,821","22,357","20,525","21,870","18,883","9,126","3,976","333","14","142,842","142,842","8,203","8,927","21,158","23,307","20,401","22,579","19,695","11,281","6,341","920","30"
"서울특별시 성동구 왕십리제2동(1120052000)","16,095","16,095","1,053","1,060","2,186","2,809","2,337","2,621","2,238","1,177","534","79","1","7,733","7,733","530","543","1,018","1,370","1,168","1,276","1,093","500","212","23","0","8,362","8,362","523","517","1,168","1,439","1,169","1,345","1,145","677","322","56","1"
"서울특별시 성동구 왕십리도선동(1120053500)","26,269","26,269","1,977","1,629","4,067","4,431","3,895","4,321","3,271","1,665","886","123","4","12,314","12,314","1,028","843","1,744","1,999","1,935","2,037","1,620","727","355","26","0","13,955","13,955","949","786","2,323","2,432","1,960","2,284","1,651","938","531","97","4"
"서울특별시 성동구 마장동(1120054000)","21,573","21,573","967","1,420","4,064","3,161","2,629","3,425","3,187","1,715","894","110","1","10,621","10,621","491","713","2,028","1,647","1,336","1,666","1,571","806","326","37","0","10,952","10,952","476","707","2,036","1,514","1,293","1,759","1,616","909","568","73","1"
"서울특별시 성동구 사근동(1120055000)","11,947","11,947","325","662","4,927","1,612","1,041","1,287","988","675","405","25","0","6,258","6,258","170","305","2,722","930","553","623","495","284","168","8","0","5,689","5,689","155","357","2,205","682","488","664","493","391","237","17","0"
"서울특별시 성동구 행당제1동(1120056000)","13,685","13,685","848","980","2,170","2,220","2,058","2,178","1,734","932","492","64","9","6,558","6,558","446","454","996","1,107","1,011","1,035","859","439","191","17","3","7,127","7,127","402","526","1,174","1,113","1,047","1,143","875","493","301","47","6"
"서울특별시 성동구 행당제2동(1120057000)","22,851","22,851","1,559","1,876","2,581","3,426","3,580","3,971","3,063","1,803","887","101","4","10,656","10,656","772","840","1,199","1,631","1,717","1,915","1,452","774","328","28","0","12,195","12,195","787","1,036","1,382","1,795","1,863","2,056","1,611","1,029","559","73","4"
"서울특별시 성동구 응봉동(1120058000)","14,941","14,941","977","1,483","1,664","2,033","2,607","2,508","1,867","1,103","631","67","1","7,090","7,090","518","758","778","975","1,230","1,227","864","475","248","17","0","7,851","7,851","459","725","886","1,058","1,377","1,281","1,003","628","383","50","1"
"서울특별시 성동구 금호1가동(1120059000)","14,745","14,745","1,071","1,033","1,522","2,314","2,476","2,320","2,178","1,178","576","76","1","7,024","7,024","560","527","737","1,083","1,277","1,104","995","520","204","17","0","7,721","7,721","511","506","785","1,231","1,199","1,216","1,183","658","372","59","1"
"서울특별시 성동구 금호2.3가동(1120061500)","21,953","21,953","1,540","1,292","2,465","3,778","3,574","3,530","3,072","1,706","877","111","8","10,446","10,446","796","656","1,223","1,830","1,767","1,677","1,416","735","309","34","3","11,507","11,507","744","636","1,242","1,948","1,807","1,853","1,656","971","568","77","5"
"서울특별시 성동구 금호4가동(1120062000)","14,154","14,154","1,185","930","1,314","2,310","2,619","2,128","1,964","1,099","536","66","3","6,698","6,698","627","470","662","1,064","1,287","1,047","873","463","189","14","2","7,456","7,456","558","460","652","1,246","1,332","1,081","1,091","636","347","52","1"
"서울특별시 성동구 옥수동(1120064500)","25,402","25,402","2,291","1,605","2,443","4,544","4,432","3,813","3,444","1,773","925","128","4","11,777","11,777","1,120","811","1,143","2,040","2,165","1,787","1,551","776","349","33","2","13,625","13,625","1,171","794","1,300","2,504","2,267","2,026","1,893","997","576","95","2"
"서울특별시 성동구 성수1가제1동(1120065000)","15,392","15,392","816","905","2,195","2,839","2,015","2,745","2,436","943","444","52","2","7,648","7,648","430","470","1,101","1,423","1,009","1,328","1,259","446","170","10","2","7,744","7,744","386","435","1,094","1,416","1,006","1,417","1,177","497","274","42","0"
"서울특별시 성동구 성수1가제2동(1120066000)","11,943","11,943","600","739","1,761","2,317","1,722","1,848","1,640","857","409","50","0","5,833","5,833","300","386","847","1,145","831","936","803","398","176","11","0","6,110","6,110","300","353","914","1,172","891","912","837","459","233","39","0"
"서울특별시 성동구 성수2가제1동(1120067000)","14,605","14,605","581","718","1,866","2,427","1,891","2,559","2,716","1,236","546","64","1","7,560","7,560","304","355","959","1,302","1,019","1,357","1,447","578","218","21","0","7,045","7,045","277","363","907","1,125","872","1,202","1,269","658","328","43","1"
"서울특별시 성동구 성수2가제3동(1120069000)","10,047","10,047","451","493","1,634","1,837","1,328","1,588","1,463","803","407","41","2","5,014","5,014","248","253","774","880","691","815","782","392","165","13","1","5,033","5,033","203","240","860","957","637","773","681","411","242","28","1"
"서울특별시 성동구 송정동(1120072000)","9,720","9,720","371","486","1,443","1,547","1,314","1,705","1,691","784","338","40","1","5,094","5,094","203","262","712","853","731","912","909","363","138","11","0","4,626","4,626","168","224","731","694","583","793","782","421","200","29","1"
"서울특별시 성동구 용답동(1120079000)","12,039","12,039","281","540","2,677","2,059","1,408","1,902","1,626","958","530","56","2","6,195","6,195","147","278","1,178","1,078","798","1,128","894","450","230","13","1","5,844","5,844","134","262","1,499","981","610","774","732","508","300","43","1"
"서울특별시 광진구 (1121500000)","335,554","335,554","15,208","23,804","58,849","54,943","48,103","53,156","45,536","23,571","10,928","1,413","43","161,277","161,277","7,788","12,002","27,297","27,423","23,573","25,844","21,765","10,740","4,442","390","13","174,277","174,277","7,420","11,802","31,552","27,520","24,530","27,312","23,771","12,831","6,486","1,023","30"
"서울특별시 광진구 화양동(1121571000)","23,193","23,193","284","632","10,229","4,793","2,039","1,967","1,663","1,029","498","58","1","10,989","10,989","144","271","4,358","2,503","1,106","1,086","821","463","221","16","0","12,204","12,204","140","361","5,871","2,290","933","881","842","566","277","42","1"
"서울특별시 광진구 군자동(1121573000)","19,070","19,070","645","933","4,270","3,443","2,477","2,643","2,536","1,382","674","65","2","9,404","9,404","336","491","2,052","1,788","1,250","1,329","1,221","654","272","11","0","9,666","9,666","309","442","2,218","1,655","1,227","1,314","1,315","728","402","54","2"
"서울특별시 광진구 중곡제1동(1121574000)","15,239","15,239","565","670","2,805","3,059","1,946","2,314","2,159","1,146","505","68","2","7,215","7,215","285","350","1,127","1,508","1,038","1,126","1,024","533","208","15","1","8,024","8,024","280","320","1,678","1,551","908","1,188","1,135","613","297","53","1"
"서울특별시 광진구 중곡제2동(1121575000)","20,521","20,521","830","1,240","3,304","3,662","2,829","3,344","3,038","1,581","619","70","4","9,639","9,639","424","629","1,473","1,777","1,391","1,528","1,429","696","278","13","1","10,882","10,882","406","611","1,831","1,885","1,438","1,816","1,609","885","341","57","3"
"서울특별시 광진구 중곡제3동(1121576000)","15,727","15,727","605","837","2,317","2,735","2,053","2,677","2,521","1,344","581","57","0","7,761","7,761","322","424","1,111","1,427","1,081","1,317","1,229","594","236","20","0","7,966","7,966","283","413","1,206","1,308","972","1,360","1,292","750","345","37","0"
"서울특별시 광진구 중곡제4동(1121577000)","27,594","27,594","1,015","1,662","3,947","4,041","3,564","5,114","4,652","2,445","1,035","115","4","13,441","13,441","530","865","1,978","2,102","1,789","2,387","2,211","1,122","430","26","1","14,153","14,153","485","797","1,969","1,939","1,775","2,727","2,441","1,323","605","89","3"
"서울특별시 광진구 능동(1121578000)","11,097","11,097","432","492","2,229","2,470","1,608","1,453","1,300","733","345","33","2","5,085","5,085","216","247","968","1,125","772","692","581","322","154","7","1","6,012","6,012","216","245","1,261","1,345","836","761","719","411","191","26","1"
"서울특별시 광진구 광장동(1121581000)","33,971","33,971","2,415","5,377","3,849","3,312","6,841","6,055","3,461","1,572","913","172","4","16,440","16,440","1,273","2,727","1,912","1,496","3,075","3,054","1,718","776","350","57","2","17,531","17,531","1,142","2,650","1,937","1,816","3,766","3,001","1,743","796","563","115","2"
"서울특별시 광진구 자양제1동(1121582000)","21,833","21,833","723","1,378","3,881","3,822","3,132","3,383","3,064","1,585","781","83","1","10,576","10,576","377","715","1,886","1,994","1,529","1,655","1,437","665","299","19","0","11,257","11,257","346","663","1,995","1,828","1,603","1,728","1,627","920","482","64","1"
"서울특별시 광진구 자양제2동(1121583000)","23,628","23,628","1,209","1,676","3,220","3,689","3,541","3,913","3,697","1,829","745","106","3","11,467","11,467","597","873","1,591","1,864","1,734","1,855","1,749","856","315","32","1","12,161","12,161","612","803","1,629","1,825","1,807","2,058","1,948","973","430","74","2"
"서울특별시 광진구 자양제3동(1121584000)","27,221","27,221","1,958","2,410","3,437","3,867","4,239","4,546","3,832","1,793","956","178","5","13,001","13,001","1,027","1,160","1,712","1,809","1,979","2,189","1,832","842","389","59","3","14,220","14,220","931","1,250","1,725","2,058","2,260","2,357","2,000","951","567","119","2"
"서울특별시 광진구 자양제4동(1121584700)","19,883","19,883","786","906","3,249","3,362","2,569","3,156","3,214","1,775","779","85","2","9,832","9,832","395","447","1,547","1,764","1,335","1,630","1,601","793","295","24","1","10,051","10,051","391","459","1,702","1,598","1,234","1,526","1,613","982","484","61","1"
"서울특별시 광진구 구의제1동(1121585000)","23,127","23,127","859","1,163","4,733","4,602","3,218","3,453","2,850","1,450","704","92","3","11,060","11,060","419","580","2,126","2,330","1,643","1,662","1,361","632","278","29","0","12,067","12,067","440","583","2,607","2,272","1,575","1,791","1,489","818","426","63","3"
"서울특별시 광진구 구의제2동(1121586000)","25,610","25,610","1,308","2,144","3,299","3,597","3,981","4,451","3,771","2,046","910","97","6","12,219","12,219","658","1,099","1,586","1,769","1,940","2,106","1,763","918","359","21","0","13,391","13,391","650","1,045","1,713","1,828","2,041","2,345","2,008","1,128","551","76","6"
"서울특별시 광진구 구의제3동(1121587000)","27,840","27,840","1,574","2,284","4,080","4,489","4,066","4,687","3,778","1,861","883","134","4","13,148","13,148","785","1,124","1,870","2,167","1,911","2,228","1,788","874","358","41","2","14,692","14,692","789","1,160","2,210","2,322","2,155","2,459","1,990","987","525","93","2"
"서울특별시 동대문구 (1123000000)","341,149","341,149","18,302","22,607","56,872","49,462","48,695","52,540","48,556","28,348","14,080","1,630","57","167,346","167,346","9,298","11,488","27,005","25,472","25,068","26,513","23,638","12,757","5,654","442","11","173,803","173,803","9,004","11,119","29,867","23,990","23,627","26,027","24,918","15,591","8,426","1,188","46"
"서울특별시 동대문구 용신동(1123053600)","38,410","38,410","1,985","1,898","6,999","7,032","5,547","5,583","5,032","2,701","1,467","159","7","18,987","18,987","996","978","3,143","3,514","2,945","2,928","2,591","1,243","597","51","1","19,423","19,423","989","920","3,856","3,518","2,602","2,655","2,441","1,458","870","108","6"
"서울특별시 동대문구 제기동(1123054500)","23,014","23,014","796","1,166","4,360","2,982","2,609","3,476","3,707","2,442","1,322","147","7","11,805","11,805","398","613","2,310","1,679","1,439","1,860","1,810","1,110","544","41","1","11,209","11,209","398","553","2,050","1,303","1,170","1,616","1,897","1,332","778","106","6"
"서울특별시 동대문구 전농제1동(1123056000)","32,157","32,157","1,976","2,058","4,849","4,476","4,734","5,320","4,718","2,565","1,298","158","5","16,006","16,006","990","1,047","2,343","2,305","2,469","2,746","2,418","1,144","504","40","0","16,151","16,151","986","1,011","2,506","2,171","2,265","2,574","2,300","1,421","794","118","5"
"서울특별시 동대문구 전농제2동(1123057000)","17,958","17,958","983","1,559","2,006","2,090","2,666","3,152","2,883","1,647","888","82","2","8,556","8,556","498","777","968","1,069","1,309","1,513","1,301","725","367","28","1","9,402","9,402","485","782","1,038","1,021","1,357","1,639","1,582","922","521","54","1"
"서울특별시 동대문구 답십리제1동(1123060000)","27,843","27,843","2,285","1,902","3,821","4,852","4,654","4,046","3,496","1,802","874","103","8","13,380","13,380","1,174","953","1,687","2,279","2,376","2,007","1,726","822","329","26","1","14,463","14,463","1,111","949","2,134","2,573","2,278","2,039","1,770","980","545","77","7"
"서울특별시 동대문구 답십리제2동(1123061000)","27,513","27,513","1,581","1,717","3,190","4,245","3,783","4,592","4,456","2,518","1,284","146","1","13,272","13,272","763","846","1,587","2,167","1,916","2,238","2,091","1,118","509","37","0","14,241","14,241","818","871","1,603","2,078","1,867","2,354","2,365","1,400","775","109","1"
"서울특별시 동대문구 장안제1동(1123065000)","37,386","37,386","2,114","2,487","4,899","5,923","6,112","5,771","5,573","3,131","1,231","137","8","18,449","18,449","1,124","1,234","2,266","3,083","3,155","2,892","2,669","1,470","529","26","1","18,937","18,937","990","1,253","2,633","2,840","2,957","2,879","2,904","1,661","702","111","7"
"서울특별시 동대문구 장안제2동(1123066000)","32,692","32,692","2,486","2,850","3,699","4,770","5,789","5,029","4,494","2,469","982","121","3","16,183","16,183","1,273","1,550","1,836","2,385","2,920","2,518","2,128","1,157","391","25","0","16,509","16,509","1,213","1,300","1,863","2,385","2,869","2,511","2,366","1,312","591","96","3"
"서울특별시 동대문구 청량리동(1123070500)","18,742","18,742","618","926","2,237","2,157","2,159","3,066","3,788","2,388","1,212","188","3","9,232","9,232","309","480","1,122","1,161","1,140","1,557","1,875","1,065","473","49","1","9,510","9,510","309","446","1,115","996","1,019","1,509","1,913","1,323","739","139","2"
"서울특별시 동대문구 회기동(1123071000)","10,394","10,394","311","700","3,472","1,468","1,160","1,223","971","630","403","54","2","4,908","4,908","157","342","1,556","791","566","632","437","259","152","14","2","5,486","5,486","154","358","1,916","677","594","591","534","371","251","40","0"
