"행정구역","2023년12월_전체세대","2023년12월_1인세대","2023년12월_2인세대","2023년12월_3인세대","2023년12월_4인세대","2023년12월_5인세대","2023년12월_6인세대","2023년12월_7인세대","2023년12월_8인세대","2023년12월_9인세대","2023년12월_10인이상세대"
"부산광역시 금정구 금사회동동(2641055500)","4,058","2,066","1,171","503","237","70","10","0","1","0","0"
"부산광역시 금정구 부곡제1동(2641057000)","4,290","2,228","1,190","542","242","70","15","3","0","0","0"
"부산광역시 금정구 부곡제2동(2641058000)","7,843","2,976","2,124","1,448","990","244","41","15","3","1","1"
"부산광역시 금정구 부곡제3동(2641059000)","6,804","2,565","1,762","1,327","881","213","42","10","3","0","1"
"부산광역시 금정구 부곡제4동(2641059100)","5,968","2,496","1,792","1,000","547","114","16","3","0","0","0"
"부산광역시 금정구 장전제1동(2641060000)","11,275","7,718","1,635","1,003","744","142","28","3","2","0","0"
"부산광역시 금정구 장전제2동(2641061000)","11,489","4,542","2,738","2,064","1,715","329","74","15","4","0","8"
"부산광역시 금정구 선두구동(2641063500)","1,182","627","314","146","63","22","9","0","1","0","0"
"부산광역시 금정구 청룡노포동(2641066500)","4,441","1,695","1,404","738","429","125","31","7","5","3","4"
"부산광역시 금정구 남산동(2641067000)","13,722","6,529","3,560","2,033","1,212","283","75","23","5","2","0"
"부산광역시 금정구 구서제1동(2641068000)","7,943","2,430","2,210","1,686","1,257","283","56","15","4","1","1"
"부산광역시 금정구 구서제2동(2641069000)","13,173","3,911","3,803","2,798","2,082","470","80","20","6","2","1"
"부산광역시 금정구 금성동(2641070000)","451","201","117","65","48","14","3","1","1","0","1"
"부산광역시 강서구 (2644000000)","62,238","23,747","13,727","11,507","10,371","2,381","388","88","19","6","4"
"부산광역시 강서구 대저1동(2644051000)","3,505","2,078","853","323","168","60","16","3","2","0","2"
"부산광역시 강서구 대저2동(2644052000)","3,547","1,869","845","408","309","82","25","7","2","0","0"
"부산광역시 강서구 강동동(2644053000)","2,402","1,416","651","209","94","21","8","2","1","0","0"
"부산광역시 강서구 명지1동(2644053500)","21,452","6,172","4,536","5,052","4,658","889","122","18","4","1","0"
"부산광역시 강서구 명지2동(2644054500)","10,436","2,057","2,011","2,499","2,964","750","118","27","6","3","1"
"부산광역시 강서구 가락동(2644055000)","1,269","703","341","147","54","17","5","2","0","0","0"
"부산광역시 강서구 녹산동(2644056000)","16,957","7,878","3,740","2,647","2,038","537","85","26","4","2","0"
"부산광역시 강서구 가덕도동(2644058000)","2,670","1,574","750","222","86","25","9","3","0","0","1"
"부산광역시 연제구 (2647000000)","95,873","37,786","25,539","17,221","12,189","2,544","450","106","27","8","3"
"부산광역시 연제구 거제제1동(2647061000)","11,259","3,129","2,869","2,542","2,177","441","69","24","5","2","1"
"부산광역시 연제구 거제제2동(2647062000)","5,918","1,257","1,469","1,379","1,454","300","50","6","3","0","0"
"부산광역시 연제구 거제제3동(2647063000)","4,604","1,930","1,299","755","495","98","24","2","1","0","0"
"부산광역시 연제구 거제제4동(2647064000)","4,026","1,106","1,256","833","635","160","25","6","3","1","1"
"부산광역시 연제구 연산제1동(2647065000)","7,080","2,315","2,073","1,443","974","225","36","10","3","1","0"
"부산광역시 연제구 연산제2동(2647066000)","10,394","4,313","2,708","1,881","1,188","244","49","7","4","0","0"
"부산광역시 연제구 연산제3동(2647067000)","5,108","2,060","1,451","936","558","89","12","2","0","0","0"
"부산광역시 연제구 연산제4동(2647068000)","8,589","4,633","2,115","1,023","606","157","37","16","2","0","0"
"부산광역시 연제구 연산제5동(2647069000)","10,612","6,871","2,139","1,010","479","87","19","4","2","1","0"
"부산광역시 연제구 연산제6동(2647070000)","7,924","3,547","2,223","1,227","735","152","28","11","1","0","0"
"부산광역시 연제구 연산제8동(2647072000)","6,066","2,248","1,588","1,171","847","182","25","4","0","1","0"
"부산광역시 연제구 연산제9동(2647073000)","14,293","4,377","4,349","3,021","2,041","409","76","14","3","2","1"
"부산광역시 수영구 (2650000000)","88,299","41,182","22,714","13,468","8,330","2,021","447","96","19","13","9"
"부산광역시 수영구 남천제1동(2650066000)","7,356","2,847","1,965","1,273","937","255","56","14","4","3","2"
"부산광역시 수영구 남천제2동(2650067000)","5,583","1,558","1,683","1,197","865","212","45","17","3","3","0"
"부산광역시 수영구 수영동(2650073000)","7,839","4,124","2,081","1,015","446","134","30","4","4","1","0"
"부산광역시 수영구 망미제1동(2650074000)","12,323","4,637","3,669","2,218","1,388","312","80","14","2","1","2"
"부산광역시 수영구 망미제2동(2650075000)","4,842","1,942","1,407","834","513","118","22","6","0","0","0"
"부산광역시 수영구 광안제1동(2650076000)","14,693","8,669","3,086","1,625","1,004","235","57","12","3","0","2"
"부산광역시 수영구 광안제2동(2650077000)","9,877","5,102","2,345","1,339","845","196","41","6","1","2","0"
"부산광역시 수영구 광안제3동(2650078000)","6,168","4,127","1,218","507","253","54","7","1","1","0","0"
"부산광역시 수영구 광안제4동(2650079000)","6,299","2,664","1,671","1,095","665","164","33","5","0","0","2"
"부산광역시 수영구 민락동(2650080000)","13,319","5,512","3,589","2,365","1,414","341","76","17","1","3","1"
"부산광역시 사상구 (2653000000)","100,003","43,726","26,639","16,198","10,587","2,322","412","83","25","7","4"
"부산광역시 사상구 삼락동(2653058000)","2,950","1,609","725","366","184","51","13","2","0","0","0"
"부산광역시 사상구 모라제1동(2653059100)","12,241","4,520","3,670","2,205","1,411","357","63","12","3","0","0"
"부산광역시 사상구 모라제3동(2653059300)","6,306","4,145","1,544","418","162","31","5","1","0","0","0"
"부산광역시 사상구 덕포제1동(2653060000)","5,552","2,334","1,463","959","638","128","27","2","0","0","1"
"부산광역시 사상구 덕포제2동(2653061000)","5,650","2,137","1,612","1,036","686","147","20","9","3","0","0"
"부산광역시 사상구 괘법동(2653062000)","14,573","8,812","3,116","1,575","827","193","37","9","4","0","0"
"부산광역시 사상구 감전동(2653064500)","6,903","3,639","1,891","854","414","85","15","4","0","0","1"
"부산광역시 사상구 주례제1동(2653065000)","7,140","2,211","2,050","1,540","1,109","183","40","2","2","2","1"
"부산광역시 사상구 주례제2동(2653066000)","11,326","5,691","2,595","1,649","1,089","242","44","12","4","0","0"
"부산광역시 사상구 주례제3동(2653066100)","5,598","2,042","1,604","1,059","687","157","34","10","2","2","1"
"부산광역시 사상구 학장동(2653067000)","11,991","4,134","3,600","2,292","1,555","337","56","10","5","2","0"
"부산광역시 사상구 엄궁동(2653068000)","9,773","2,452","2,769","2,245","1,825","411","58","10","2","1","0"
"부산광역시 기장군 (2671000000)","79,746","30,037","20,184","14,279","11,738","2,850","500","109","27","9","13"
"부산광역시 기장군 기장읍(2671025000)","26,016","11,648","6,996","4,038","2,539","619","137","26","5","4","4"
"부산광역시 기장군 장안읍(2671025300)","5,058","2,891","1,186","539","342","77","12","6","0","0","5"
"부산광역시 기장군 정관읍(2671025600)","32,020","9,593","7,388","6,528","6,577","1,606","252","57","14","3","2"
"부산광역시 기장군 일광읍(2671025900)","12,758","4,255","3,342","2,611","1,993","456","78","14","5","2","2"
"부산광역시 기장군 철마면(2671033000)","3,894","1,650","1,272","563","287","92","21","6","3","0","0"
"대구광역시  (2700000000)","1,094,148","432,375","279,501","195,246","148,992","31,204","5,346","1,071","246","74","93"
"대구광역시 중구 (2711000000)","44,871","21,752","10,129","6,850","4,825","1,045","229","26","6","7","2"
"대구광역시 중구 동인동(2711051700)","5,056","3,151","1,011","511","288","69","19","3","2","2","0"
"대구광역시 중구 삼덕동(2711054500)","4,160","2,809","662","357","245","72","10","3","0","2","0"
"대구광역시 중구 성내1동(2711056500)","3,555","2,766","447","200","109","28","3","2","0","0","0"
"대구광역시 중구 성내2동(2711057500)","3,522","2,229","616","381","235","42","16","2","1","0","0"
"대구광역시 중구 성내3동(2711058500)","4,119","1,591","1,001","822","573","115","15","2","0","0","0"
"대구광역시 중구 대신동(2711059500)","3,295","1,082","917","697","479","87","31","2","0","0","0"
"대구광역시 중구 남산1동(2711064000)","2,496","1,521","476","266","182","45","6","0","0","0","0"
"대구광역시 중구 남산2동(2711065000)","3,335","1,381","767","566","480","111","26","4","0","0","0"
"대구광역시 중구 남산3동(2711066000)","2,768","1,116","722","489","353","67","16","3","0","0","2"
"대구광역시 중구 남산4동(2711067000)","6,901","1,963","2,054","1,481","1,114","236","48","3","1","1","0"
"대구광역시 중구 대봉1동(2711068000)","3,556","1,396","888","635","485","118","28","2","2","2","0"
"대구광역시 중구 대봉2동(2711069000)","2,108","747","568","445","282","55","11","0","0","0","0"
"대구광역시 동구 (2714000000)","162,691","66,645","43,656","27,780","19,387","4,222","773","164","37","8","19"
"대구광역시 동구 신암1동(2714051000)","5,400","2,420","1,321","926","591","115","25","1","0","1","0"
"대구광역시 동구 신암2동(2714052000)","5,080","1,707","1,417","1,005","785","140","17","8","1","0","0"
"대구광역시 동구 신암3동(2714053000)","4,799","1,593","1,320","1,023","725","118","15","5","0","0","0"
"대구광역시 동구 신암4동(2714054000)","7,974","3,956","2,006","1,121","692","159","30","7","2","0","1"
"대구광역시 동구 신암5동(2714054100)","3,854","1,618","1,130","655","343","92","10","3","3","0","0"
"대구광역시 동구 신천1.2동(2714055500)","5,929","2,516","1,735","978","546","124","22","5","3","0","0"
"대구광역시 동구 신천3동(2714057000)","6,371","2,175","1,736","1,288","919","209","40","4","0","0","0"
"대구광역시 동구 신천4동(2714058000)","4,994","3,180","1,006","465","278","48","14","2","1","0","0"
"대구광역시 동구 효목1동(2714059000)","6,703","3,327","1,835","883","491","133","29","4","1","0","0"
"대구광역시 동구 효목2동(2714060000)","6,628","2,887","1,826","1,077","667","141","26","2","1","1","0"
"대구광역시 동구 도평동(2714061500)","2,037","1,042","535","253","146","53","7","1","0","0","0"
"대구광역시 동구 불로.봉무동(2714062000)","8,657","2,814","2,264","1,696","1,496","314","55","9","5","2","2"
"대구광역시 동구 지저동(2714064000)","6,700","2,823","1,989","1,088","625","136","31","6","2","0","0"
"대구광역시 동구 동촌동(2714065500)","7,672","3,666","2,033","1,108","668","156","22","13","3","0","3"
"대구광역시 동구 방촌동(2714067000)","8,229","2,912","2,585","1,515","947","213","45","11","1","0","0"
"대구광역시 동구 해안동(2714068500)","7,043","3,048","1,962","1,153","664","169","34","9","2","1","1"
"대구광역시 동구 안심1동(2714072000)","19,280","8,494","5,012","3,043","2,143","480","84","17","4","1","2"
"대구광역시 동구 안심2동(2714073000)","6,823","2,242","2,077","1,419","880","168","30","6","1","0","0"
"대구광역시 동구 안심3동(2714074200)","8,528","2,537","2,156","1,781","1,657","342","47","4","1","0","3"
"대구광역시 동구 안심4동(2714074700)","11,745","3,993","3,045","2,284","1,862","438","93","22","3","2","3"
"대구광역시 동구 혁신동(2714075500)","8,531","3,937","1,732","1,371","1,214","233","37","7","0","0","0"
"대구광역시 동구 공산동(2714076000)","9,714","3,758","2,934","1,648","1,048","241","60","18","3","0","4"
"대구광역시 서구 (2717000000)","83,949","38,681","22,793","12,797","7,582","1,697","325","61","8","3","2"
"대구광역시 서구 내당1동(2717051000)","4,921","2,147","1,349","817","499","83","24","2","0","0","0"
"대구광역시 서구 내당2.3동(2717052500)","4,724","2,337","1,330","623","335","81","16","0","1","1","0"
"대구광역시 서구 내당4동(2717054000)","7,783","3,532","2,165","1,184","704","149","41","7","1","0","0"
"대구광역시 서구 비산1동(2717055000)","4,648","2,275","1,267","653","338","91","19","4","0","1","0"
"대구광역시 서구 비산2.3동(2717056500)","4,826","2,620","1,279","574","266","69","13","4","0","1","0"
"대구광역시 서구 비산4동(2717058000)","4,563","2,007","1,289","728","438","87","12","2","0","0","0"
"대구광역시 서구 비산5동(2717059000)","3,152","1,755","762","425","158","48","3","0","1","0","0"
"대구광역시 서구 비산6동(2717060000)","3,631","1,704","1,025","534","282","71","11","3","1","0","0"
"대구광역시 서구 비산7동(2717061000)","5,169","2,917","1,234","621","313","71","12","1","0","0","0"
"대구광역시 서구 평리1동(2717062000)","3,807","1,900","1,029","524","287","49","14","4","0","0","0"
"대구광역시 서구 평리2동(2717063000)","3,450","1,361","983","583","388","113","18","3","1","0","0"
"대구광역시 서구 평리3동(2717064000)","6,076","2,715","1,678","969","564","128","16","5","1","0","0"
"대구광역시 서구 평리4동(2717065000)","8,126","3,648","2,109","1,228","875","217","42","7","0","0","0"
"대구광역시 서구 평리5동(2717066000)","2,685","883","777","580","380","57","6","2","0","0","0"
"대구광역시 서구 평리6동(2717066100)","2,740","1,166","808","460","245","52","6","2","0","0","1"
"대구광역시 서구 상중이동(2717067500)","8,542","3,341","2,327","1,480","1,072","249","57","13","2","0","1"
"대구광역시 서구 원대동(2717069500)","5,106","2,373","1,382","814","438","82","15","2","0","0","0"
"대구광역시 남구 (2720000000)","75,887","39,937","18,649","9,813","5,772","1,348","272","64","15","5","12"
"대구광역시 남구 이천동(2720051500)","6,027","2,401","1,660","1,042","753","130","33","5","2","0","1"
"대구광역시 남구 봉덕1동(2720053000)","4,971","2,909","1,156","541","274","74","12","4","1","0","0"
"대구광역시 남구 봉덕2동(2720054000)","5,678","1,924","1,643","1,139","753","154","51","12","1","0","1"
"대구광역시 남구 봉덕3동(2720055000)","8,020","3,989","2,038","1,086","681","170","39","8","4","1","4"
"대구광역시 남구 대명1동(2720056000)","5,509","2,820","1,398","720","443","103","19","3","2","1","0"
"대구광역시 남구 대명2동(2720057100)","7,178","4,373","1,478","749","429","132","16","0","0","1","0"
"대구광역시 남구 대명3동(2720058600)","6,024","3,662","1,339","614","325","69","12","1","2","0","0"
"대구광역시 남구 대명4동(2720059000)","5,664","3,049","1,422","723","367","82","11","8","0","0","2"
"대구광역시 남구 대명5동(2720060000)","3,327","2,025","698","359","188","41","12","2","0","1","1"
"대구광역시 남구 대명6동(2720061000)","5,979","3,027","1,490","841","484","112","22","3","0","0","0"
"대구광역시 남구 대명9동(2720064000)","8,055","4,581","1,838","908","543","146","22","13","0","1","3"
"대구광역시 남구 대명10동(2720065000)","4,917","2,736","1,241","565","284","75","14","1","1","0","0"
"대구광역시 남구 대명11동(2720066000)","4,538","2,441","1,248","526","248","60","9","4","2","0","0"
"대구광역시 북구 (2723000000)","191,349","74,836","47,588","34,717","27,415","5,674","887","169","36","17","10"
"대구광역시 북구 고성동(2723051000)","3,500","1,239","929","755","457","105","11","4","0","0","0"
"대구광역시 북구 칠성동(2723052600)","10,139","4,129","2,358","1,747","1,523","315","52","8","5","2","0"
"대구광역시 북구 침산1동(2723055000)","1,958","907","565","292","147","33","9","4","1","0","0"
"대구광역시 북구 침산2동(2723056000)","6,825","1,690","1,658","1,537","1,538","342","51","5","2","1","1"
"대구광역시 북구 침산3동(2723057000)","7,384","1,824","2,102","1,632","1,434","317","61","13","1","0","0"
"대구광역시 북구 산격1동(2723061000)","4,947","2,844","1,278","498","244","58","20","4","0","1","0"
"대구광역시 북구 산격2동(2723062000)","4,610","1,692","1,353","831","573","128","25","3","3","0","2"
"대구광역시 북구 산격3동(2723063000)","6,046","4,381","970","424","215","42","11","3","0","0","0"
"대구광역시 북구 산격4동(2723063100)","4,332","2,297","1,133","498","304","86","12","2","0","0","0"
"대구광역시 북구 대현동(2723064500)","8,716","4,518","1,998","1,196","775","181","38","8","2","0","0"
"대구광역시 북구 복현1동(2723067100)","4,938","3,659","708","347","174","37","12","0","1","0","0"
"대구광역시 북구 복현2동(2723067200)","12,505","4,012","3,162","2,631","2,173","442","68","15","0","0","2"
"대구광역시 북구 검단동(2723068000)","3,097","1,384","968","446","235","46","13","4","0","1","0"
"대구광역시 북구 무태조야동(2723069500)","14,913","5,101","3,797","2,974","2,420","524","74","21","1","1","0"
"대구광역시 북구 관문동(2723071500)","14,281","4,489","3,690","2,954","2,530","532","69","10","1","3","3"
"대구광역시 북구 태전1동(2723072500)","11,026","5,100","2,696","1,748","1,159","262","50","6","2","1","2"
"대구광역시 북구 태전2동(2723073500)","10,706","3,955","3,068","1,997","1,361","274","40","7","1","3","0"
"대구광역시 북구 구암동(2723074500)","13,256","3,718","3,361","2,974","2,611","513","60","12","7","0","0"
"대구광역시 북구 관음동(2723075000)","7,234","2,953","1,959","1,244","848","196","28","6","0","0","0"
"대구광역시 북구 읍내동(2723077000)","11,419","4,343","2,916","2,141","1,585","356","68","10","0","0","0"
"대구광역시 북구 동천동(2723078000)","10,489","2,920","2,442","2,398","2,308","361","44","12","3","1","0"
"대구광역시 북구 노원동(2723079000)","5,421","2,493","1,476","869","470","94","17","1","0","1","0"
"대구광역시 북구 국우동(2723080000)","13,607","5,188","3,001","2,584","2,331","430","54","11","6","2","0"
"대구광역시 수성구 (2726000000)","171,939","56,233","43,252","34,939","29,895","6,236","1,060","229","59","14","22"
"대구광역시 수성구 범어1동(2726051000)","6,216","1,692","1,409","1,363","1,417","271","48","13","3","0","0"
"대구광역시 수성구 범어2동(2726052000)","6,770","2,845","1,508","1,140","1,026","216","25","6","1","2","1"
"대구광역시 수성구 범어3동(2726053000)","6,656","1,671","1,394","1,664","1,604","261","46","12","2","1","1"
"대구광역시 수성구 범어4동(2726054000)","6,618","1,131","1,247","1,629","2,109","423","59","16","3","0","1"
"대구광역시 수성구 만촌1동(2726055000)","8,739","2,482","2,431","1,800","1,589","356","63","16","1","1","0"
"대구광역시 수성구 만촌2동(2726056000)","4,872","2,077","1,198","803","606","164","18","4","1","0","1"
"대구광역시 수성구 만촌3동(2726056100)","7,431","1,541","1,538","1,838","2,067","381","51","12","3","0","0"
"대구광역시 수성구 수성1가동(2726057000)","7,126","2,115","1,950","1,438","1,266","291","46","13","6","1","0"
"대구광역시 수성구 수성2.3가동(2726058000)","4,435","1,412","1,033","815","931","194","43","6","0","1","0"
"대구광역시 수성구 수성4가동(2726059000)","5,653","1,662","1,660","1,231","856","190","37","11","4","1","1"
"대구광역시 수성구 황금1동(2726060100)","8,143","1,633","1,933","1,944","2,089","454","76","11","3","0","0"
"대구광역시 수성구 황금2동(2726060200)","5,959","2,931","1,344","892","617","146","26","1","0","1","1"
"대구광역시 수성구 중동(2726061000)","6,557","3,118","1,499","1,040","739","127","23","6","1","0","4"
"대구광역시 수성구 상동(2726062000)","7,588","3,508","1,967","1,129","727","199","47","7","3","0","1"
"대구광역시 수성구 파동(2726063000)","6,036","2,019","1,907","1,223","691","162","25","6","2","0","1"
"대구광역시 수성구 두산동(2726064000)","7,307","3,532","1,626","1,208","737","169","28","4","2","0","1"
"대구광역시 수성구 지산1동(2726065100)","10,215","4,706","2,694","1,594","928","239","37","8","4","3","2"
"대구광역시 수성구 지산2동(2726065200)","8,421","2,844","2,393","1,732","1,127","266","43","11","4","0","1"
"대구광역시 수성구 범물1동(2726066100)","5,799","3,011","1,544","718","406","89","27","4","0","0","0"
"대구광역시 수성구 범물2동(2726066200)","6,565","1,709","1,878","1,505","1,167","226","62","13","5","0","0"
"대구광역시 수성구 고산1동(2726067000)","11,820","2,666","2,996","2,884","2,646","524","77","20","3","1","3"
"대구광역시 수성구 고산2동(2726068000)","10,761","2,810","2,877","2,455","2,098","435","70","11","4","1","0"
"대구광역시 수성구 고산3동(2726069000)","12,252","3,118","3,226","2,894","2,452","453","83","18","4","1","3"
"대구광역시 달서구 (2729000000)","235,685","86,853","60,071","44,698","35,650","6,977","1,115","244","57","14","6"
"대구광역시 달서구 성당동(2729051500)","10,446","4,414","2,754","1,662","1,265","279","49","15","7","1","0"
"대구광역시 달서구 두류1.2동(2729053500)","8,634","5,003","1,974","988","504","133","28","4","0","0","0"
"대구광역시 달서구 두류3동(2729055000)","4,408","2,022","1,238","648","387","86","20","6","0","0","1"
"대구광역시 달서구 감삼동(2729055500)","12,676","4,244","3,270","2,546","2,122","395","71","23","4","1","0"
"대구광역시 달서구 죽전동(2729056300)","6,783","3,402","1,692","979","568","112","26","3","1","0","0"
"대구광역시 달서구 장기동(2729056800)","7,067","2,403","1,909","1,438","1,075","207","29","4","1","1","0"
"대구광역시 달서구 용산1동(2729057100)","12,259","3,913","3,219","2,514","2,134","405","59","9","6","0","0"
"대구광역시 달서구 용산2동(2729057200)","11,263","3,351","3,070","2,562","1,912","318","41","4","4","1","0"
"대구광역시 달서구 이곡1동(2729057600)","9,088","2,863","2,351","2,026","1,516","273","47","10","2","0","0"
"대구광역시 달서구 이곡2동(2729057700)","6,990","2,485","2,066","1,382","865","159","28","5","0","0","0"
"대구광역시 달서구 신당동(2729058500)","17,239","10,397","3,279","1,968","1,259","287","35","10","3","1","0"
"대구광역시 달서구 본리동(2729059000)","7,997","2,364","2,052","1,765","1,448","312","49","5","1","1","0"
"대구광역시 달서구 월성1동(2729060100)","13,381","1,660","2,626","3,627","4,491","830","117","22","7","0","1"
"대구광역시 달서구 월성2동(2729060200)","8,148","4,309","2,125","978","574","136","16","7","1","1","1"
"대구광역시 달서구 진천동(2729061500)","21,318","6,549","5,884","4,432","3,534","723","143","41","7","3","2"
"대구광역시 달서구 유천동(2729061700)","11,051","1,284","2,108","3,167","3,781","630","70","10","1","0","0"
"대구광역시 달서구 상인1동(2729062400)","12,962","2,647","3,644","3,221","2,769","555","95","22","4","4","1"
"대구광역시 달서구 상인2동(2729062500)","9,043","3,992","2,359","1,488","946","206","43","8","1","0","0"
"대구광역시 달서구 상인3동(2729062600)","6,080","3,358","1,661","693","295","64","4","4","1","0","0"
"대구광역시 달서구 도원동(2729062800)","13,747","3,517","4,303","3,136","2,290","422","66","12","1","0","0"
"대구광역시 달서구 송현1동(2729063000)","9,745","5,165","2,436","1,281","661","164","30","4","4","0","0"
"대구광역시 달서구 송현2동(2729064000)","9,033","4,577","2,383","1,221","650","159","30","12","1","0","0"
"대구광역시 달서구 본동(2729065000)","6,327","2,934","1,668","976","604","122","19","4","0","0","0"
"대구광역시 달성군 (2771000000)","114,189","40,104","29,148","22,351","17,967","3,824","640","106","27","6","16"
"대구광역시 달성군 화원읍(2771025000)","19,933","6,226","5,961","4,017","2,946","615","135","19","6","2","6"
"대구광역시 달성군 논공읍(2771025300)","2,430","1,181","678","359","165","35","8","3","1","0","0"
"대구광역시 달성군 논공읍공단출장소(2771025400)","6,121","2,928","1,543","896","578","144","30","2","0","0","0"
"대구광역시 달성군 다사읍(2771025600)","20,901","5,407","5,446","4,774","4,255","849","134","25","7","2","2"
"대구광역시 달성군 다사읍서재출장소(2771025700)","15,344","4,012","3,610","3,737","3,249","635","81","15","4","0","1"
"대구광역시 달성군 유가읍(2771025900)","11,929","3,396","2,548","2,593","2,727","570","75","11","8","1","0"
"대구광역시 달성군 옥포읍(2771026200)","10,926","4,055","3,082","1,964","1,415","341","56","11","0","1","1"
"대구광역시 달성군 현풍읍(2771026500)","11,879","6,458","2,399","1,598","1,128","247","43","5","0","0","1"
"대구광역시 달성군 가창면(2771031000)","3,651","1,577","1,124","522","297","95","25","6","0","0","5"
"대구광역시 달성군 하빈면(2771033000)","1,957","1,076","544","210","91","23","12","0","1","0","0"
"대구광역시 달성군 구지면(2771038000)","9,118","3,788","2,213","1,681","1,116","270","41","9","0","0","0"
"대구광역시 군위군 (2772000000)","13,588","7,334","4,215","1,301","499","181","45","8","1","0","4"
"대구광역시 군위군 군위읍(2772025000)","4,339","2,133","1,254","549","275","102","21","3","1","0","1"
"대구광역시 군위군 소보면(2772031000)","1,433","796","464","122","34","12","4","1","0","0","0"
"대구광역시 군위군 효령면(2772032000)","2,244","1,226","692","211","76","32","6","1","0","0","0"
"대구광역시 군위군 부계면(2772033000)","1,261","711","381","126","30","7","3","0","0","0","3"
"대구광역시 군위군 우보면(2772034000)","1,223","693","398","94","27","6","5","0","0","0","0"
"대구광역시 군위군 의흥면(2772035000)","1,440","794","491","103","37","9","3","3","0","0","0"
"대구광역시 군위군 산성면(2772036000)","774","463","242","47","11","10","1","0","0","0","0"
"대구광역시 군위군 삼국유사면(2772037000)","874","518","293","49","9","3","2","0","0","0","0"
"인천광역시  (2800000000)","1,350,912","520,954","331,908","249,862","193,415","44,121","8,137","1,791","449","146","129"
"인천광역시 중구 (2811000000)","79,520","39,258","16,805","11,477","9,089","2,306","432","108","26","11","8"
"인천광역시 중구 연안동(2811052000)","3,069","1,707","735","346","202","66","11","2","0","0","0"
"인천광역시 중구 신포동(2811053000)","2,503","1,341","563","312","206","60","15","5","0","1","0"
"인천광역시 중구 신흥동(2811054000)","6,791","2,919","1,776","1,090","735","215","45","5","5","1","0"
"인천광역시 중구 도원동(2811056000)","2,020","1,044","556","240","128","35","13","4","0","0","0"
"인천광역시 중구 율목동(2811057000)","1,789","1,070","423","185","83","21","6","1","0","0","0"
"인천광역시 중구 동인천동(2811058500)","3,235","1,972","694","343","160","49","13","3","0","1","0"
"인천광역시 중구 개항동(2811061500)","3,884","2,083","989","479","252","64","14","3","0","0","0"
"인천광역시 중구 영종동(2811062000)","11,844","5,965","2,732","1,613","1,150","314","52","11","4","0","3"
"인천광역시 중구 영종1동(2811062200)","20,885","6,199","4,611","4,589","4,263","998","171","38","10","3","3"
"인천광역시 중구 운서동(2811062800)","21,113","13,407","3,153","2,122","1,825","468","90","34","7","5","2"
"인천광역시 중구 용유동(2811063000)","2,387","1,551","573","158","85","16","2","2","0","0","0"
"인천광역시 동구 (2814000000)","28,091","11,247","7,769","4,884","3,203","781","168","26","10","1","2"
"인천광역시 동구 만석동(2814051000)","3,113","1,345","827","473","366","77","18","5","1","0","1"
"인천광역시 동구 화수1.화평동(2814052500)","2,790","1,254","775","399","279","72","9","1","0","0","1"
"인천광역시 동구 화수2동(2814053000)","3,653","1,693","1,017","554","290","78","18","3","0","0","0"
"인천광역시 동구 송현1.2동(2814055500)","4,367","1,477","1,243","879","613","118","31","4","2","0","0"
"인천광역시 동구 송현3동(2814057000)","1,625","853","443","199","99","27","2","2","0","0","0"
"인천광역시 동구 송림1동(2814058000)","2,877","941","892","582","322","113","21","5","1","0","0"
"인천광역시 동구 송림2동(2814059000)","884","551","196","82","43","9","1","1","1","0","0"
"인천광역시 동구 송림3.5동(2814060500)","2,519","930","652","486","352","80","15","2","2","0","0"
"인천광역시 동구 송림4동(2814061000)","2,515","704","717","590","395","90","17","2","0","0","0"
"인천광역시 동구 송림6동(2814063000)","2,488","837","668","494","362","97","26","1","2","1","0"
"인천광역시 동구 금창동(2814064000)","1,260","662","339","146","82","20","10","0","1","0","0"
"인천광역시 미추홀구 (2817700000)","196,607","86,077","49,374","32,242","22,160","5,379","1,078","218","47","18","14"
"인천광역시 미추홀구 숭의2동(2817751000)","6,682","2,860","1,784","1,114","676","179","57","9","1","2","0"
"인천광역시 미추홀구 숭의1.3동(2817752000)","7,540","3,115","2,009","1,338","850","190","32","4","2","0","0"
"인천광역시 미추홀구 숭의4동(2817753000)","7,357","3,182","1,967","1,203","764","198","37","6","0","0","0"
"인천광역시 미추홀구 용현1.4동(2817754000)","10,835","7,087","2,059","994","517","135","28","12","2","0","1"
"인천광역시 미추홀구 용현2동(2817755000)","9,155","3,746","2,309","1,670","1,091","280","49","8","2","0","0"
"인천광역시 미추홀구 용현3동(2817756000)","4,287","2,524","1,047","426","221","51","13","2","2","0","1"
"인천광역시 미추홀구 용현5동(2817757000)","19,912","7,291","4,697","3,758","3,157","800","170","28","7","3","1"
"인천광역시 미추홀구 학익1동(2817758000)","11,927","3,616","2,963","2,476","2,186","522","127","28","4","4","1"
"인천광역시 미추홀구 학익2동(2817759000)","8,132","3,031","2,269","1,482","1,024","267","43","14","0","2","0"
"인천광역시 미추홀구 도화1동(2817760000)","10,355","4,496","2,767","1,717","1,028","282","48","16","1","0","0"
"인천광역시 미추홀구 도화2.3동(2817761000)","14,035","5,303","3,480","2,706","1,987","468","74","10","3","0","4"
"인천광역시 미추홀구 주안1동(2817762000)","11,859","7,226","2,457","1,308","663","162","31","7","3","1","1"
"인천광역시 미추홀구 주안2동(2817763000)","10,876","4,684","3,085","1,786","1,034","224","50","7","3","2","1"
