"행정구역","2023년12월_전체세대","2023년12월_1인세대","2023년12월_2인세대","2023년12월_3인세대","2023년12월_4인세대","2023년12월_5인세대","2023년12월_6인세대","2023년12월_7인세대","2023년12월_8인세대","2023년12월_9인세대","2023년12월_10인이상세대"
"서울특별시 중구 필동(1114057000)","2,495","1,679","416","208","137","42","8","3","1","0","1"
"서울특별시 중구 장충동(1114058000)","2,834","1,918","449","238","162","45","16","3","1","1","1"
"서울특별시 중구 광희동(1114059000)","3,967","2,899","596","279","134","37","16","3","3","0","0"
"서울특별시 중구 을지로동(1114060500)","2,130","1,548","364","137","67","11","3","0","0","0","0"
"서울특별시 중구 신당동(1114061500)","4,708","3,131","871","396","220","71","13","5","1","0","0"
"서울특별시 중구 다산동(1114062500)","6,811","3,312","1,641","994","683","136","29","10","4","0","2"
"서울특별시 중구 약수동(1114063500)","7,752","3,189","2,124","1,412","797","163","48","15","1","0","3"
"서울특별시 중구 청구동(1114064500)","6,153","2,566","1,596","1,049","714","178","40","6","2","1","1"
"서울특별시 중구 신당제5동(1114065000)","5,393","2,799","1,246","716","491","108","20","8","3","2","0"
"서울특별시 중구 동화동(1114066500)","3,988","1,118","1,074","858","691","179","49","9","9","0","1"
"서울특별시 중구 황학동(1114067000)","7,429","4,406","1,571","836","481","107","20","5","1","1","1"
"서울특별시 중구 중림동(1114068000)","5,940","2,751","1,304","1,015","665","159","36","7","3","0","0"
"서울특별시 용산구 (1117000000)","107,825","53,331","23,776","15,953","11,137","2,729","651","166","49","16","17"
"서울특별시 용산구 후암동(1117051000)","8,257","4,243","1,810","1,174","755","209","38","22","2","0","4"
"서울특별시 용산구 용산2가동(1117052000)","5,032","2,786","1,208","591","328","94","21","3","1","0","0"
"서울특별시 용산구 남영동(1117053000)","4,853","3,723","601","292","178","48","7","3","0","0","1"
"서울특별시 용산구 청파동(1117055500)","11,124","7,001","2,123","1,054","696","185","49","9","2","2","3"
"서울특별시 용산구 원효로제1동(1117056000)","9,279","5,170","1,832","1,219","837","177","33","6","3","1","1"
"서울특별시 용산구 원효로제2동(1117057000)","6,254","2,577","1,457","1,127","824","202","43","14","5","2","3"
"서울특별시 용산구 효창동(1117058000)","4,725","1,759","1,182","876","697","149","46","9","2","4","1"
"서울특별시 용산구 용문동(1117059000)","5,314","2,136","1,335","1,008","650","149","25","6","5","0","0"
"서울특별시 용산구 한강로동(1117062500)","11,260","6,056","2,354","1,547","1,012","214","56","14","6","0","1"
"서울특별시 용산구 이촌제1동(1117063000)","9,126","1,810","2,269","2,407","2,043","452","109","21","9","4","2"
"서울특별시 용산구 이촌제2동(1117064000)","3,591","1,310","1,025","697","420","109","20","9","0","1","0"
"서울특별시 용산구 이태원제1동(1117065000)","3,435","1,978","749","391","239","55","21","2","0","0","0"
"서울특별시 용산구 이태원제2동(1117066000)","4,850","2,705","1,105","584","332","87","29","5","3","0","0"
"서울특별시 용산구 한남동(1117068500)","9,352","4,921","2,044","1,277","786","222","70","25","5","1","1"
"서울특별시 용산구 서빙고동(1117069000)","5,094","1,687","1,216","931","894","280","64","16","6","0","0"
"서울특별시 용산구 보광동(1117070000)","6,279","3,469","1,466","778","446","97","20","2","0","1","0"
"서울특별시 성동구 (1120000000)","133,089","58,976","30,362","23,104","16,281","3,351","767","180","49","9","10"
"서울특별시 성동구 왕십리제2동(1120052000)","7,385","3,002","1,737","1,383","977","211","57","13","4","0","1"
"서울특별시 성동구 왕십리도선동(1120053500)","12,184","5,162","2,682","2,217","1,676","336","80","23","6","1","1"
"서울특별시 성동구 마장동(1120054000)","10,850","5,355","2,325","1,617","1,190","261","81","11","5","2","3"
"서울특별시 성동구 사근동(1120055000)","8,198","6,165","974","536","417","86","12","8","0","0","0"
"서울특별시 성동구 행당제1동(1120056000)","6,441","2,805","1,383","1,178","853","179","31","10","1","1","0"
"서울특별시 성동구 행당제2동(1120057000)","9,227","2,456","2,514","2,191","1,665","308","70","15","5","1","2"
"서울특별시 성동구 응봉동(1120058000)","5,950","1,618","1,475","1,412","1,166","222","42","10","4","1","0"
"서울특별시 성동구 금호1가동(1120059000)","6,503","2,291","1,674","1,373","916","192","41","12","3","1","0"
"서울특별시 성동구 금호2.3가동(1120061500)","9,893","3,598","2,632","2,007","1,318","267","45","19","6","0","1"
"서울특별시 성동구 금호4가동(1120062000)","6,403","2,354","1,667","1,328","845","162","38","8","1","0","0"
"서울특별시 성동구 옥수동(1120064500)","10,756","3,217","2,989","2,565","1,541","347","76","14","5","1","1"
"서울특별시 성동구 성수1가제1동(1120065000)","7,434","3,313","1,719","1,255","921","174","44","6","2","0","0"
"서울특별시 성동구 성수1가제2동(1120066000)","5,911","2,767","1,328","973","670","129","36","5","2","1","0"
"서울특별시 성동구 성수2가제1동(1120067000)","7,642","3,887","1,736","1,092","731","145","39","9","3","0","0"
"서울특별시 성동구 성수2가제3동(1120069000)","5,225","2,730","1,085","708","535","129","29","8","1","0","0"
"서울특별시 성동구 송정동(1120072000)","5,365","2,972","1,164","657","441","107","18","6","0","0","0"
"서울특별시 성동구 용답동(1120079000)","7,722","5,284","1,278","612","419","96","28","3","1","0","1"
"서울특별시 광진구 (1121500000)","170,077","85,080","35,410","25,354","19,207","3,859","842","239","62","11","13"
"서울특별시 광진구 화양동(1121571000)","18,136","14,966","1,963","681","413","84","22","5","1","0","1"
"서울특별시 광진구 군자동(1121573000)","11,312","7,040","2,045","1,252","768","152","38","13","3","1","0"
"서울특별시 광진구 중곡제1동(1121574000)","8,651","4,885","1,937","1,048","615","129","28","9","0","0","0"
"서울특별시 광진구 중곡제2동(1121575000)","10,572","5,225","2,473","1,546","1,020","240","53","11","2","1","1"
"서울특별시 광진구 중곡제3동(1121576000)","8,518","4,463","2,029","1,133","701","162","20","7","3","0","0"
"서울특별시 광진구 중곡제4동(1121577000)","13,066","5,430","3,357","2,273","1,557","335","80","27","5","1","1"
"서울특별시 광진구 능동(1121578000)","6,480","3,927","1,267","707","431","105","36","6","1","0","0"
"서울특별시 광진구 광장동(1121581000)","11,855","2,312","2,126","3,211","3,474","569","123","27","11","2","0"
"서울특별시 광진구 자양제1동(1121582000)","11,985","6,650","2,533","1,451","1,073","221","39","13","3","2","0"
"서울특별시 광진구 자양제2동(1121583000)","10,913","4,448","2,579","2,053","1,431","305","71","20","6","0","0"
"서울특별시 광진구 자양제3동(1121584000)","10,967","3,224","2,609","2,492","2,112","393","91","31","10","3","2"
"서울특별시 광진구 자양제4동(1121584700)","10,986","6,056","2,402","1,398","901","171","43","10","4","0","1"
"서울특별시 광진구 구의제1동(1121585000)","13,100","7,638","2,590","1,549","1,037","229","44","9","2","0","2"
"서울특별시 광진구 구의제2동(1121586000)","11,485","4,441","2,768","2,130","1,663","371","77","25","5","1","4"
"서울특별시 광진구 구의제3동(1121587000)","12,051","4,375","2,732","2,430","2,011","393","77","26","6","0","1"
"서울특별시 동대문구 (1123000000)","172,801","86,129","36,435","25,929","18,810","4,279","927","208","55","20","9"
"서울특별시 동대문구 용신동(1123053600)","21,692","12,739","4,042","2,638","1,821","350","82","15","3","2","0"
"서울특별시 동대문구 제기동(1123054500)","13,018","7,614","2,561","1,528","1,000","227","69","13","2","2","2"
"서울특별시 동대문구 전농제1동(1123056000)","16,061","7,804","3,384","2,563","1,806","398","72","25","7","1","1"
"서울특별시 동대문구 전농제2동(1123057000)","7,544","2,390","1,936","1,633","1,213","303","57","9","2","1","0"
"서울특별시 동대문구 답십리제1동(1123060000)","12,872","5,385","2,853","2,412","1,734","393","64","20","8","3","0"
"서울특별시 동대문구 답십리제2동(1123061000)","12,477","4,702","3,280","2,372","1,627","382","89","18","6","1","0"
"서울특별시 동대문구 장안제1동(1123065000)","18,300","8,454","4,176","2,944","2,069","515","109","25","5","2","1"
"서울특별시 동대문구 장안제2동(1123066000)","14,417","5,385","3,412","2,798","2,219","459","107","26","7","2","2"
"서울특별시 동대문구 청량리동(1123070500)","10,103","5,353","2,314","1,335","843","191","50","11","3","2","1"
"서울특별시 동대문구 회기동(1123071000)","6,641","4,663","901","530","429","93","21","2","1","0","1"
"서울특별시 동대문구 휘경제1동(1123072000)","7,678","4,584","1,322","876","683","167","37","7","0","2","0"
"서울특별시 동대문구 휘경제2동(1123073000)","12,645","6,757","2,467","1,700","1,332","313","60","11","3","1","1"
"서울특별시 동대문구 이문제1동(1123074000)","10,684","6,957","1,708","1,023","750","182","44","13","6","1","0"
"서울특별시 동대문구 이문제2동(1123075000)","8,669","3,342","2,079","1,577","1,284","306","66","13","2","0","0"
"서울특별시 중랑구 (1126000000)","188,097","85,012","46,137","30,521","20,681","4,559","896","225","45","15","6"
"서울특별시 중랑구 면목제2동(1126052000)","12,238","5,974","2,998","1,812","1,150","248","42","8","5","1","0"
"서울특별시 중랑구 면목제4동(1126054000)","8,944","3,987","2,275","1,458","951","211","49","13","0","0","0"
"서울특별시 중랑구 면목제5동(1126055000)","6,422","2,192","1,696","1,391","929","177","25","8","2","2","0"
"서울특별시 중랑구 면목본동(1126056500)","17,795","9,335","4,176","2,493","1,424","296","57","10","2","1","1"
"서울특별시 중랑구 면목제7동(1126057000)","10,562","4,781","2,677","1,693","1,133","213","50","7","7","1","0"
"서울특별시 중랑구 면목제3.8동(1126057500)","12,794","6,289","3,238","1,821","1,141","245","48","10","1","1","0"
"서울특별시 중랑구 상봉제1동(1126058000)","10,135","3,546","2,545","2,077","1,593","309","49","13","2","1","0"
"서울특별시 중랑구 상봉제2동(1126059000)","12,572","8,018","2,447","1,266","672","124","32","11","1","1","0"
"서울특별시 중랑구 중화제1동(1126060000)","8,907","3,625","2,390","1,606","1,015","221","37","10","2","0","1"
"서울특별시 중랑구 중화제2동(1126061000)","13,488","7,506","3,137","1,643","949","192","45","12","3","0","1"
"서울특별시 중랑구 묵제1동(1126062000)","14,955","5,642","3,615","2,823","2,202","525","117","27","1","3","0"
"서울특별시 중랑구 묵제2동(1126063000)","9,180","4,296","2,342","1,397","896","202","36","8","3","0","0"
"서울특별시 중랑구 망우본동(1126065500)","18,135","8,564","4,162","2,878","1,995","426","74","30","4","1","1"
"서울특별시 중랑구 망우제3동(1126066000)","8,175","3,998","2,027","1,244","711","153","32","7","2","1","0"
"서울특별시 중랑구 신내1동(1126068000)","14,894","4,067","3,935","3,155","2,751","779","156","40","7","2","2"
"서울특별시 중랑구 신내2동(1126069000)","8,901","3,192","2,477","1,764","1,169","238","47","11","3","0","0"
"서울특별시 성북구 (1129000000)","196,800","83,019","44,368","34,592","27,124","5,983","1,282","301","78","25","28"
"서울특별시 성북구 성북동(1129052500)","8,133","4,136","1,806","1,137","760","207","59","14","7","0","7"
"서울특별시 성북구 삼선동(1129055500)","11,449","5,988","2,298","1,565","1,211","288","71","21","6","0","1"
"서울특별시 성북구 동선동(1129057500)","9,642","6,649","1,511","797","534","119","22","5","3","1","1"
"서울특별시 성북구 돈암제1동(1129058000)","6,055","1,909","1,637","1,277","976","202","45","7","0","2","0"
"서울특별시 성북구 돈암제2동(1129059000)","8,529","1,772","2,066","2,153","1,925","462","112","25","10","1","3"
"서울특별시 성북구 안암동(1129060000)","9,819","7,024","1,384","755","508","118","24","3","1","1","1"
"서울특별시 성북구 보문동(1129061000)","8,145","3,964","1,799","1,233","907","191","40","8","1","1","1"
"서울특별시 성북구 정릉제1동(1129062000)","7,344","2,336","1,754","1,604","1,272","295","61","17","1","2","2"
"서울특별시 성북구 정릉제2동(1129063000)","9,920","3,527","2,566","1,996","1,412","304","79","29","6","1","0"
"서울특별시 성북구 정릉제3동(1129064000)","8,213","4,799","1,649","936","620","151","44","6","3","2","3"
"서울특별시 성북구 정릉제4동(1129065000)","10,748","3,975","2,783","2,059","1,500","322","78","22","5","3","1"
"서울특별시 성북구 길음제1동(1129066000)","12,463","2,568","2,593","3,199","3,358","601","107","20","8","4","5"
"서울특별시 성북구 길음제2동(1129068500)","8,622","2,461","2,017","1,965","1,722","366","71","15","5","0","0"
"서울특별시 성북구 종암동(1129070500)","17,028","6,822","3,862","3,131","2,499","584","94","26","8","2","0"
"서울특별시 성북구 월곡제1동(1129071500)","10,773","3,506","2,719","2,220","1,807","408","90","19","2","2","0"
"서울특별시 성북구 월곡제2동(1129072500)","9,653","4,866","2,050","1,403","1,027","239","51","11","6","0","0"
"서울특별시 성북구 장위제1동(1129076000)","10,596","4,134","2,630","1,908","1,480","355","72","14","1","1","1"
"서울특별시 성북구 장위제2동(1129077000)","6,605","3,044","1,697","1,048","606","158","44","6","1","1","0"
"서울특별시 성북구 장위제3동(1129078000)","6,456","2,143","1,413","1,395","1,219","234","40","10","1","1","0"
"서울특별시 성북구 석관동(1129081000)","16,607","7,396","4,134","2,811","1,781","379","78","23","3","0","2"
"서울특별시 강북구 (1130500000)","143,560","66,366","35,321","22,514","14,958","3,437","754","138","43","14","15"
"서울특별시 강북구 삼양동(1130553400)","10,809","4,675","2,734","1,803","1,231","282","70","10","4","0","0"
"서울특별시 강북구 미아동(1130553500)","11,651","6,541","2,522","1,464","846","215","47","9","5","1","1"
"서울특별시 강북구 송중동(1130554500)","13,837","6,280","3,290","2,255","1,544","364","78","16","6","1","3"
"서울특별시 강북구 송천동(1130555500)","13,034","6,472","3,238","1,858","1,175","231","50","5","3","1","1"
"서울특별시 강북구 삼각산동(1130557500)","11,515","2,743","2,644","2,783","2,676","534","100","28","7","0","0"
"서울특별시 강북구 번1동(1130559500)","10,168","6,027","2,165","1,114","689","129","37","5","1","1","0"
"서울특별시 강북구 번2동(1130560300)","7,427","3,184","2,166","1,224","643","160","41","6","1","1","1"
"서울특별시 강북구 번3동(1130560800)","7,665","2,919","2,283","1,317","870","228","39","8","1","0","0"
"서울특별시 강북구 수유1동(1130561500)","10,428","5,248","2,529","1,486","890","205","54","10","1","1","4"
"서울특별시 강북구 수유2동(1130562500)","9,779","4,017","2,646","1,701","1,073","266","63","6","3","3","1"
"서울특별시 강북구 수유3동(1130563500)","13,533","8,157","2,739","1,535","838","210","37","10","3","3","1"
"서울특별시 강북구 우이동(1130564500)","9,553","3,985","2,608","1,623","1,036","231","54","9","5","1","1"
"서울특별시 강북구 인수동(1130566000)","14,161","6,118","3,757","2,351","1,447","382","84","16","3","1","2"
"서울특별시 도봉구 (1132000000)","138,261","51,212","36,420","26,591","18,680","4,184","873","207","64","22","8"
"서울특별시 도봉구 창제1동(1132051100)","10,979","4,221","2,791","2,089","1,526","273","59","12","7","1","0"
"서울특별시 도봉구 창제2동(1132051200)","12,513","4,412","3,401","2,503","1,691","396","71","27","8","3","1"
"서울특별시 도봉구 창제3동(1132051300)","6,418","2,745","1,731","1,048","684","170","27","10","3","0","0"
"서울특별시 도봉구 창제4동(1132051400)","10,990","3,543","2,673","2,387","1,938","362","62","15","8","0","2"
"서울특별시 도봉구 창제5동(1132051500)","10,260","3,415","2,658","2,157","1,605","328","72","16","6","3","0"
"서울특별시 도봉구 도봉제1동(1132052100)","10,240","4,691","2,828","1,563","876","211","52","14","4","1","0"
"서울특별시 도봉구 도봉제2동(1132052200)","11,766","4,254","3,306","2,315","1,432","345","92","15","3","3","1"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,386","3,519","2,544","1,769","1,161","303","69","15","3","3","0"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,452","3,369","2,333","1,504","965","213","52","10","4","0","2"
"서울특별시 도봉구 쌍문제3동(1132068000)","8,193","3,771","1,969","1,364","857","185","33","12","2","0","0"
"서울특별시 도봉구 쌍문제4동(1132068100)","7,095","1,776","1,841","1,712","1,432","278","47","7","2","0","0"
"서울특별시 도봉구 방학제1동(1132069000)","12,917","5,345","3,177","2,223","1,634","418","92","20","4","3","1"
"서울특별시 도봉구 방학제2동(1132070000)","9,131","3,987","2,443","1,511","892","235","51","7","4","1","0"
"서울특별시 도봉구 방학제3동(1132071000)","9,921","2,164","2,725","2,446","1,987","467","94","27","6","4","1"
"서울특별시 노원구 (1135000000)","217,904","78,460","53,011","42,802","35,177","6,875","1,210","262","68","26","13"
"서울특별시 노원구 월계1동(1135056000)","9,990","4,604","2,217","1,588","1,219","313","38","8","3","0","0"
"서울특별시 노원구 월계2동(1135057000)","11,695","4,449","3,118","2,189","1,544","323","61","8","1","2","0"
"서울특별시 노원구 월계3동(1135058000)","12,868","4,519","3,576","2,639","1,676","352","88","10","5","2","1"
"서울특별시 노원구 공릉1동(1135059500)","18,534","9,475","3,872","2,668","1,973","429","99","14","4","0","0"
"서울특별시 노원구 공릉2동(1135060000)","17,763","6,509","3,750","3,539","3,185","630","116","24","6","2","2"
"서울특별시 노원구 하계1동(1135061100)","12,142","5,388","2,427","1,993","1,904","345","61","15","5","2","2"
"서울특별시 노원구 하계2동(1135061200)","8,210","1,997","2,005","1,982","1,853","316","39","14","3","1","0"
"서울특별시 노원구 중계본동(1135061900)","8,147","1,788","1,545","1,845","2,329","533","83","19","4","1","0"
"서울특별시 노원구 중계1동(1135062100)","8,926","1,516","1,511","2,451","2,922","443","59","14","10","0","0"
"서울특별시 노원구 중계4동(1135062400)","8,213","2,859","2,036","1,550","1,404","294","50","11","6","3","0"
"서울특별시 노원구 중계2.3동(1135062500)","14,979","5,558","4,189","2,837","2,005","329","48","9","1","2","1"
"서울특별시 노원구 상계1동(1135063000)","15,538","4,931","4,179","3,210","2,490","578","113","30","5","0","2"
"서울특별시 노원구 상계2동(1135064000)","8,555","3,430","1,830","1,587","1,383","248","65","8","3","1","0"
"서울특별시 노원구 상계3.4동(1135066500)","12,413","4,803","3,131","2,163","1,782","424","87","19","2","2","0"
"서울특별시 노원구 상계5동(1135067000)","10,913","4,495","2,847","1,922","1,281","305","45","14","2","1","1"
"서울특별시 노원구 상계6.7동(1135069500)","13,890","4,969","3,529","2,825","2,138","346","59","16","3","2","3"
"서울특별시 노원구 상계8동(1135070000)","9,127","2,459","2,706","2,213","1,467","244","28","6","2","1","1"
"서울특별시 노원구 상계9동(1135071000)","8,355","2,494","2,351","1,897","1,349","221","30","10","0","3","0"
"서울특별시 노원구 상계10동(1135072000)","7,646","2,217","2,192","1,704","1,273","202","41","13","3","1","0"
"서울특별시 은평구 (1138000000)","215,721","87,569","53,562","38,321","27,804","6,625","1,416","288","83","28","25"
"서울특별시 은평구 녹번동(1138051000)","17,628","7,717","4,451","3,016","1,926","396","101","14","7","0","0"
"서울특별시 은평구 불광제1동(1138052000)","17,671","7,213","4,587","3,209","2,069","455","105","22","9","2","0"
"서울특별시 은평구 불광제2동(1138053000)","14,076","7,026","3,442","2,083","1,148","295","66","12","4","0","0"
"서울특별시 은평구 갈현제1동(1138055100)","7,351","3,528","1,711","1,167","745","156","37","7","0","0","0"
"서울특별시 은평구 갈현제2동(1138055200)","12,541","4,777","3,349","2,328","1,607","372","85","12","4","3","4"
"서울특별시 은평구 구산동(1138056000)","13,484","4,879","3,505","2,612","1,867","486","95","24","8","3","5"
"서울특별시 은평구 대조동(1138057000)","15,352","8,550","3,515","1,784","1,179","244","65","10","4","1","0"
"서울특별시 은평구 응암제1동(1138058000)","15,091","6,194","3,686","2,660","1,959","474","83","20","5","3","7"
"서울특별시 은평구 응암제2동(1138059000)","11,025","3,108","2,720","2,681","1,997","398","87","23","8","2","1"
"서울특별시 은평구 응암제3동(1138060000)","12,511","6,421","3,028","1,717","1,012","254","64","12","2","0","1"
"서울특별시 은평구 역촌동(1138062500)","20,641","8,493","5,246","3,687","2,513","562","103","24","8","4","1"
"서울특별시 은평구 신사제1동(1138063100)","12,066","4,534","3,222","2,326","1,545","336","76","20","3","4","0"
"서울특별시 은평구 신사제2동(1138063200)","8,718","3,430","2,257","1,574","1,124","253","64","10","3","1","2"
"서울특별시 은평구 증산동(1138064000)","7,944","2,839","2,061","1,420","1,184","365","56","13","5","1","0"
"서울특별시 은평구 수색동(1138065000)","8,252","2,310","2,205","1,769","1,523","365","64","15","1","0","0"
"서울특별시 은평구 진관동(1138069000)","21,370","6,550","4,577","4,288","4,406","1,214","265","50","12","4","4"
"서울특별시 서대문구 (1141000000)","146,845","66,116","32,557","24,672","18,309","4,017","877","212","55","22","8"
"서울특별시 서대문구 천연동(1141052000)","7,636","3,070","1,861","1,425","1,005","216","44","10","2","2","1"
"서울특별시 서대문구 북아현동(1141055500)","7,061","2,779","1,656","1,431","975","176","33","9","2","0","0"
"서울특별시 서대문구 충현동(1141056500)","10,071","5,167","2,034","1,429","1,127","253","47","10","2","1","1"
"서울특별시 서대문구 신촌동(1141058500)","14,845","11,872","1,574","746","487","114","37","6","5","2","2"
"서울특별시 서대문구 연희동(1141061500)","18,673","10,616","3,645","2,300","1,575","401","96","24","10","5","1"
"서울특별시 서대문구 홍제제1동(1141062000)","11,036","4,104","2,810","2,137","1,536","343","80","18","6","1","1"
"서울특별시 서대문구 홍제제3동(1141064000)","8,012","3,028","2,027","1,593","1,080","217","50","12","5","0","0"
"서울특별시 서대문구 홍제제2동(1141065500)","5,749","1,966","1,501","1,209","838","187","38","8","1","1","0"
"서울특별시 서대문구 홍은제1동(1141066000)","9,712","3,452","2,471","1,963","1,381","336","85","16","5","3","0"
"서울특별시 서대문구 홍은제2동(1141068500)","13,177","5,355","3,238","2,310","1,769","381","95","23","3","3","0"
"서울특별시 서대문구 남가좌제1동(1141069000)","6,159","1,386","1,349","1,570","1,482","289","58","22","2","1","0"
"서울특별시 서대문구 남가좌제2동(1141070000)","13,348","5,541","2,930","2,437","1,952","393","77","12","4","2","0"
"서울특별시 서대문구 북가좌제1동(1141071000)","6,784","1,689","1,704","1,618","1,370","312","67","18","5","1","0"
"서울특별시 서대문구 북가좌제2동(1141072000)","14,582","6,091","3,757","2,504","1,732","399","70","24","3","0","2"
"서울특별시 마포구 (1144000000)","181,090","87,506","38,699","28,144","21,176","4,338","897","230","65","24","11"
"서울특별시 마포구 아현동(1144055500)","12,218","3,923","3,012","2,838","2,048","292","78","20","3","3","1"
"서울특별시 마포구 공덕동(1144056500)","18,598","9,273","3,973","2,826","1,994","414","93","21","3","1","0"
"서울특별시 마포구 도화동(1144058500)","9,307","3,676","2,114","1,807","1,346","279","65","17","0","3","0"
"서울특별시 마포구 용강동(1144059000)","9,282","3,509","1,974","1,899","1,528","283","62","23","4","0","0"
"서울특별시 마포구 대흥동(1144060000)","8,700","5,669","1,399","808","665","127","22","7","0","0","3"
"서울특별시 마포구 염리동(1144061000)","7,786","3,330","1,615","1,399","1,183","219","29","7","3","0","1"
"서울특별시 마포구 신수동(1144063000)","10,026","4,000","2,299","1,866","1,505","286","50","16","3","0","1"
"서울특별시 마포구 서강동(1144065500)","12,159","5,955","2,345","2,011","1,493","257","67","18","10","2","1"
"서울특별시 마포구 서교동(1144066000)","15,265","10,329","2,548","1,263","868","193","47","11","3","3","0"
"서울특별시 마포구 합정동(1144068000)","9,201","5,168","2,098","1,109","625","152","35","9","2","2","1"
"서울특별시 마포구 망원제1동(1144069000)","10,180","5,246","2,430","1,313","915","219","45","8","3","1","0"
"서울특별시 마포구 망원제2동(1144070000)","8,352","3,391","2,155","1,381","1,133","228","48","11","4","1","0"
"서울특별시 마포구 연남동(1144071000)","8,347","5,027","1,720","873","558","133","23","5","3","4","1"
"서울특별시 마포구 성산제1동(1144072000)","9,492","4,709","2,185","1,347","924","248","53","17","8","1","0"
"서울특별시 마포구 성산제2동(1144073000)","19,481","9,559","4,179","2,965","2,184","464","96","22","10","1","1"
"서울특별시 마포구 상암동(1144074000)","12,696","4,742","2,653","2,439","2,207","544","84","18","6","2","1"
"서울특별시 양천구 (1147000000)","180,695","58,569","41,980","38,030","33,693","6,683","1,277","302","104","34","23"
"서울특별시 양천구 목1동(1147051000)","10,351","1,687","1,934","3,035","3,050","508","102","23","8","4","0"
"서울특별시 양천구 목2동(1147052000)","13,341","5,523","3,109","2,393","1,825","373","83","23","8","1","3"
"서울특별시 양천구 목3동(1147053000)","10,082","4,260","2,502","1,776","1,233","209","72","22","5","1","2"
"서울특별시 양천구 목4동(1147054000)","9,976","3,315","2,046","2,068","2,029","414","76","20","7","1","0"
"서울특별시 양천구 목5동(1147055000)","13,449","1,778","2,516","3,852","4,420","714","121","31","10","5","2"
"서울특별시 양천구 신월1동(1147056000)","10,057","4,880","2,463","1,553","905","205","41","7","1","1","1"
"서울특별시 양천구 신월2동(1147057000)","8,700","2,763","2,277","1,793","1,417","342","78","18","6","4","2"
"서울특별시 양천구 신월3동(1147058000)","7,709","4,140","1,761","959","621","178","39","4","3","1","3"
"서울특별시 양천구 신월4동(1147059000)","6,839","1,722","1,809","1,633","1,273","323","60","15","3","1","0"
"서울특별시 양천구 신월5동(1147060000)","6,359","2,494","1,593","1,150","843","211","52","11","4","1","0"
"서울특별시 양천구 신월6동(1147061000)","5,370","1,266","1,384","1,357","1,086","242","32","3","0","0","0"
"서울특별시 양천구 신월7동(1147061100)","8,996","3,630","2,584","1,585","943","205","33","12","4","0","0"
"서울특별시 양천구 신정1동(1147062000)","6,958","1,380","1,356","1,810","1,984","341","67","13","4","2","1"
"서울특별시 양천구 신정2동(1147063000)","6,828","1,596","1,387","1,517","1,889","371","48","12","5","1","2"
