"행정구역","2024년12월_전체세대","2024년12월_1인세대","2024년12월_2인세대","2024년12월_3인세대","2024년12월_4인세대","2024년12월_5인세대","2024년12월_6인세대","2024년12월_7인세대","2024년12월_8인세대","2024년12월_9인세대","2024년12월_10인이상세대"
"부산광역시 북구 만덕제3동(2632057300)","7,262","1,880","2,453","1,655","1,005","212","43","9","3","2","0"
"부산광역시 해운대구 (2635000000)","169,821","62,085","45,921","32,620","23,171","4,763","942","228","55","22","14"
"부산광역시 해운대구 우제1동(2635051000)","11,401","4,910","2,951","1,950","1,245","265","57","14","4","2","3"
"부산광역시 해운대구 우제2동(2635052000)","11,839","2,958","3,368","2,880","2,105","411","86","22","6","1","2"
"부산광역시 해운대구 우제3동(2635052500)","10,918","2,546","3,136","2,620","2,013","476","77","32","9","7","2"
"부산광역시 해운대구 중제1동(2635053000)","12,336","4,745","3,068","2,402","1,692","334","79","14","1","1","0"
"부산광역시 해운대구 중제2동(2635054000)","7,302","3,106","1,890","1,269","809","176","35","12","5","0","0"
"부산광역시 해운대구 좌제1동(2635055100)","7,686","2,987","1,788","1,449","1,210","199","46","5","2","0","0"
"부산광역시 해운대구 좌제2동(2635055200)","14,110","5,654","3,625","2,614","1,741","366","83","23","1","2","1"
"부산광역시 해운대구 좌제3동(2635055300)","6,332","1,854","1,916","1,364","914","212","48","19","5","0","0"
"부산광역시 해운대구 좌제4동(2635055400)","8,534","2,008","2,343","2,098","1,651","351","54","23","4","2","0"
"부산광역시 해운대구 송정동(2635056000)","4,856","2,212","1,599","620","308","83","24","7","1","1","1"
"부산광역시 해운대구 반여제1동(2635057000)","13,969","3,401","3,871","3,289","2,735","551","100","17","2","3","0"
"부산광역시 해운대구 반여제2동(2635058000)","6,458","3,491","1,681","822","375","65","22","2","0","0","0"
"부산광역시 해운대구 반여제3동(2635059000)","4,307","2,311","1,189","540","214","41","9","2","0","1","0"
"부산광역시 해운대구 반여제4동(2635059500)","5,693","1,150","1,867","1,397","1,033","209","34","2","0","0","1"
"부산광역시 해운대구 반송제1동(2635061000)","7,327","4,337","1,843","734","315","74","19","5","0","0","0"
"부산광역시 해운대구 반송제2동(2635062000)","11,371","5,757","3,151","1,481","733","202","38","5","2","0","2"
"부산광역시 해운대구 재송제1동(2635065000)","14,591","4,206","3,444","3,262","3,041","512","95","17","12","2","0"
"부산광역시 해운대구 재송제2동(2635066000)","10,791","4,452","3,191","1,829","1,037","236","36","7","1","0","2"
"부산광역시 사하구 (2638000000)","140,631","58,035","38,578","24,191","15,644","3,396","601","122","42","10","12"
"부산광역시 사하구 괴정제1동(2638051000)","8,364","3,218","2,582","1,463","837","208","43","5","5","0","3"
"부산광역시 사하구 괴정제2동(2638052000)","6,849","2,532","2,050","1,240","820","170","29","5","0","2","1"
"부산광역시 사하구 괴정제3동(2638053000)","6,223","3,158","1,700","811","444","87","15","6","1","0","1"
"부산광역시 사하구 괴정제4동(2638054000)","6,553","2,215","1,833","1,310","959","200","28","6","1","1","0"
"부산광역시 사하구 당리동(2638055000)","10,798","3,793","3,310","2,022","1,316","282","57","12","4","1","1"
"부산광역시 사하구 하단제1동(2638056100)","10,869","5,406","2,612","1,555","1,021","211","44","16","2","1","1"
"부산광역시 사하구 하단제2동(2638056200)","13,642","7,489","2,911","1,824","1,135","228","42","10","3","0","0"
"부산광역시 사하구 신평제1동(2638057100)","7,782","3,601","2,039","1,221","710","179","27","5","0","0","0"
"부산광역시 사하구 신평제2동(2638057200)","7,517","2,490","2,212","1,547","1,022","199","35","10","1","0","1"
"부산광역시 사하구 장림제1동(2638058000)","5,930","2,374","1,503","1,134","755","138","23","1","2","0","0"
"부산광역시 사하구 장림제2동(2638059000)","11,552","4,210","3,355","2,214","1,399","316","47","5","4","0","2"
"부산광역시 사하구 다대제1동(2638060100)","16,598","6,626","4,386","2,861","2,162","462","77","18","5","1","0"
"부산광역시 사하구 다대제2동(2638060200)","11,930","4,833","3,296","2,071","1,325","316","67","11","6","4","1"
"부산광역시 사하구 구평동(2638061000)","5,112","1,385","1,507","1,225","805","163","21","4","2","0","0"
"부산광역시 사하구 감천제1동(2638062000)","7,811","2,895","2,486","1,376","799","206","37","6","5","0","1"
"부산광역시 사하구 감천제2동(2638063000)","3,101","1,810","796","317","135","31","9","2","1","0","0"
"부산광역시 금정구 (2641000000)","104,817","47,526","27,393","16,434","10,394","2,438","453","123","27","10","19"
"부산광역시 금정구 서제1동(2641051000)","2,710","1,669","663","234","113","23","6","2","0","0","0"
"부산광역시 금정구 서제2동(2641052000)","4,522","2,362","1,216","567","287","71","14","4","1","0","0"
"부산광역시 금정구 서제3동(2641053000)","5,533","2,806","1,616","714","304","74","10","7","1","0","1"
"부산광역시 금정구 금사회동동(2641055500)","3,935","2,050","1,139","472","197","66","10","1","0","0","0"
"부산광역시 금정구 부곡제1동(2641057000)","4,148","2,225","1,142","480","221","61","16","3","0","0","0"
"부산광역시 금정구 부곡제2동(2641058000)","7,784","3,025","2,143","1,411","931","220","38","11","3","1","1"
"부산광역시 금정구 부곡제3동(2641059000)","6,792","2,630","1,816","1,288","804","206","37","8","2","0","1"
"부산광역시 금정구 부곡제4동(2641059100)","5,870","2,537","1,771","938","505","104","14","1","0","0","0"
"부산광역시 금정구 장전제1동(2641060000)","11,405","7,944","1,642","981","671","142","22","2","0","0","1"
"부산광역시 금정구 장전제2동(2641061000)","11,644","4,669","2,753","2,097","1,713","319","67","14","1","2","9"
"부산광역시 금정구 선두구동(2641063500)","1,153","629","305","141","49","20","6","2","1","0","0"
"부산광역시 금정구 청룡노포동(2641066500)","4,373","1,706","1,399","716","388","110","34","11","2","3","4"
"부산광역시 금정구 남산동(2641067000)","13,572","6,639","3,538","1,956","1,079","279","52","23","4","2","0"
"부산광역시 금정구 구서제1동(2641068000)","7,841","2,441","2,283","1,594","1,171","287","46","13","4","1","1"
"부산광역시 금정구 구서제2동(2641069000)","13,086","3,987","3,850","2,779","1,918","446","78","20","6","1","1"
"부산광역시 금정구 금성동(2641070000)","449","207","117","66","43","10","3","1","2","0","0"
"부산광역시 강서구 (2644000000)","62,433","23,590","13,997","11,717","10,346","2,293","372","83","23","6","6"
"부산광역시 강서구 대저1동(2644051000)","3,331","1,937","848","330","148","45","16","3","1","1","2"
"부산광역시 강서구 대저2동(2644052000)","3,338","1,759","825","399","249","79","18","7","2","0","0"
"부산광역시 강서구 강동동(2644053000)","3,342","1,553","844","498","341","85","12","6","3","0","0"
"부산광역시 강서구 명지1동(2644053500)","21,409","6,139","4,523","5,086","4,663","843","128","20","6","1","0"
"부산광역시 강서구 명지2동(2644054500)","10,482","2,117","2,082","2,539","2,901","695","113","23","7","2","3"
"부산광역시 강서구 가락동(2644055000)","1,245","710","325","141","50","16","2","1","0","0","0"
"부산광역시 강서구 녹산동(2644056000)","16,613","7,790","3,802","2,502","1,913","503","77","20","4","2","0"
"부산광역시 강서구 가덕도동(2644058000)","2,673","1,585","748","222","81","27","6","3","0","0","1"
"부산광역시 연제구 (2647000000)","99,568","39,429","26,581","18,033","12,468","2,492","442","93","21","6","3"
"부산광역시 연제구 거제제1동(2647061000)","11,348","3,241","2,984","2,586","2,017","421","70","24","3","0","2"
"부산광역시 연제구 거제제2동(2647062000)","9,047","1,793","2,131","2,294","2,304","447","70","4","4","0","0"
"부산광역시 연제구 거제제3동(2647063000)","4,641","2,007","1,340","746","434","87","22","3","1","1","0"
"부산광역시 연제구 거제제4동(2647064000)","4,037","1,209","1,242","828","587","138","26","4","1","1","1"
"부산광역시 연제구 연산제1동(2647065000)","6,972","2,292","2,081","1,429","936","196","29","7","2","0","0"
"부산광역시 연제구 연산제2동(2647066000)","10,548","4,425","2,822","1,877","1,151","222","44","3","4","0","0"
"부산광역시 연제구 연산제3동(2647067000)","5,014","2,066","1,409","906","534","83","13","3","0","0","0"
"부산광역시 연제구 연산제4동(2647068000)","9,066","4,911","2,184","1,106","653","158","38","15","1","0","0"
"부산광역시 연제구 연산제5동(2647069000)","10,876","7,180","2,146","1,006","459","61","19","4","0","1","0"
"부산광역시 연제구 연산제6동(2647070000)","7,847","3,520","2,233","1,211","709","142","21","9","2","0","0"
"부산광역시 연제구 연산제8동(2647072000)","5,992","2,262","1,602","1,127","812","161","23","3","1","1","0"
"부산광역시 연제구 연산제9동(2647073000)","14,180","4,523","4,407","2,917","1,872","376","67","14","2","2","0"
"부산광역시 수영구 (2650000000)","88,068","41,708","22,869","13,079","7,969","1,869","431","102","23","9","9"
"부산광역시 수영구 남천제1동(2650066000)","7,609","2,949","2,009","1,332","982","263","51","15","3","3","2"
"부산광역시 수영구 남천제2동(2650067000)","5,634","1,613","1,744","1,193","807","204","51","15","4","3","0"
"부산광역시 수영구 수영동(2650073000)","7,727","4,085","2,079","985","414","120","33","6","5","0","0"
"부산광역시 수영구 망미제1동(2650074000)","12,149","4,655","3,674","2,142","1,295","299","66","13","2","1","2"
"부산광역시 수영구 망미제2동(2650075000)","4,765","1,929","1,445","784","482","99","20","6","0","0","0"
"부산광역시 수영구 광안제1동(2650076000)","14,594","8,766","3,061","1,552","932","218","48","11","3","0","3"
"부산광역시 수영구 광안제2동(2650077000)","9,956","5,270","2,349","1,291","816","179","41","7","3","0","0"
"부산광역시 수영구 광안제3동(2650078000)","6,112","4,171","1,202","451","231","48","7","2","0","0","0"
"부산광역시 수영구 광안제4동(2650079000)","6,314","2,767","1,692","1,029","651","135","31","6","2","0","1"
"부산광역시 수영구 민락동(2650080000)","13,208","5,503","3,614","2,320","1,359","304","83","21","1","2","1"
"부산광역시 사상구 (2653000000)","99,563","44,558","26,738","15,784","9,830","2,148","406","74","17","4","4"
"부산광역시 사상구 삼락동(2653058000)","2,865","1,592","698","346","174","41","13","1","0","0","0"
"부산광역시 사상구 모라제1동(2653059100)","12,223","4,680","3,663","2,166","1,306","332","61","12","2","1","0"
"부산광역시 사상구 모라제3동(2653059300)","6,199","4,177","1,466","382","138","32","4","0","0","0","0"
"부산광역시 사상구 덕포제1동(2653060000)","5,609","2,280","1,546","1,009","617","127","27","2","0","1","0"
"부산광역시 사상구 덕포제2동(2653061000)","5,608","2,169","1,638","1,004","635","129","24","8","1","0","0"
"부산광역시 사상구 괘법동(2653062000)","14,742","9,080","3,066","1,592","775","181","39","7","2","0","0"
"부산광역시 사상구 감전동(2653064500)","6,799","3,730","1,834","788","353","77","12","4","0","0","1"
"부산광역시 사상구 주례제1동(2653065000)","7,082","2,198","2,094","1,500","1,067","174","42","3","2","1","1"
"부산광역시 사상구 주례제2동(2653066000)","11,323","5,849","2,647","1,541","1,016","214","43","10","3","0","0"
"부산광역시 사상구 주례제3동(2653066100)","5,527","2,064","1,654","1,007","616","138","37","6","3","1","1"
"부산광역시 사상구 학장동(2653067000)","11,975","4,299","3,608","2,239","1,458","314","45","8","3","0","1"
"부산광역시 사상구 엄궁동(2653068000)","9,611","2,440","2,824","2,210","1,675","389","59","13","1","0","0"
"부산광역시 기장군 (2671000000)","79,195","30,267","20,227","14,116","11,320","2,646","463","114","20","11","11"
"부산광역시 기장군 기장읍(2671025000)","25,773","11,675","7,003","3,949","2,408","570","129","29","3","5","2"
"부산광역시 기장군 장안읍(2671025300)","4,941","2,827","1,175","527","317","75","11","3","0","1","5"
"부산광역시 기장군 정관읍(2671025600)","31,599","9,628","7,412","6,437","6,314","1,499","228","63","11","4","3"
"부산광역시 기장군 일광읍(2671025900)","13,051","4,474","3,375","2,657","2,029","420","74","16","4","1","1"
"부산광역시 기장군 철마면(2671033000)","3,831","1,663","1,262","546","252","82","21","3","2","0","0"
"대구광역시  (2700000000)","1,104,130","443,045","287,091","195,910","142,572","29,274","4,889","981","213","70","85"
"대구광역시 중구 (2711000000)","48,786","23,109","11,131","7,832","5,348","1,108","217","24","10","5","2"
"대구광역시 중구 동인동(2711051700)","5,867","3,508","1,218","637","399","82","18","2","2","1","0"
"대구광역시 중구 삼덕동(2711054500)","4,358","2,879","693","413","287","70","11","3","1","1","0"
"대구광역시 중구 성내1동(2711056500)","3,590","2,840","424","193","103","24","4","2","0","0","0"
"대구광역시 중구 성내2동(2711057500)","4,566","2,737","809","553","373","74","19","0","1","0","0"
"대구광역시 중구 성내3동(2711058500)","5,565","1,895","1,345","1,276","859","166","21","3","0","0","0"
"대구광역시 중구 대신동(2711059500)","3,264","1,067","984","668","437","81","25","1","1","0","0"
"대구광역시 중구 남산1동(2711064000)","2,727","1,524","551","370","223","50","7","1","0","1","0"
"대구광역시 중구 남산2동(2711065000)","3,326","1,367","801","587","456","97","15","3","0","0","0"
"대구광역시 중구 남산3동(2711066000)","2,702","1,135","691","461","324","69","17","3","0","0","2"
"대구광역시 중구 남산4동(2711067000)","6,932","2,041","2,060","1,477","1,083","223","43","2","2","1","0"
"대구광역시 중구 대봉1동(2711068000)","3,505","1,359","873","647","482","113","25","3","2","1","0"
"대구광역시 중구 대봉2동(2711069000)","2,384","757","682","550","322","59","12","1","1","0","0"
"대구광역시 동구 (2714000000)","164,806","68,552","44,879","27,992","18,584","3,891","703","143","35","9","18"
"대구광역시 동구 신암1동(2714051000)","5,469","2,439","1,349","961","595","104","19","1","0","1","0"
"대구광역시 동구 신암2동(2714052000)","5,192","1,734","1,495","1,025","783","133","17","5","0","0","0"
"대구광역시 동구 신암3동(2714053000)","5,032","1,696","1,393","1,099","707","118","14","4","1","0","0"
"대구광역시 동구 신암4동(2714054000)","9,443","4,451","2,457","1,519","805","177","26","4","3","0","1"
"대구광역시 동구 신암5동(2714054100)","3,817","1,632","1,127","627","353","67","7","1","3","0","0"
"대구광역시 동구 신천1.2동(2714055500)","5,821","2,571","1,741","889","491","103","19","4","3","0","0"
"대구광역시 동구 신천3동(2714057000)","6,364","2,219","1,747","1,288","880","192","37","1","0","0","0"
"대구광역시 동구 신천4동(2714058000)","6,013","3,523","1,279","718","415","63","13","1","1","0","0"
"대구광역시 동구 효목1동(2714059000)","6,534","3,326","1,806","809","447","112","27","7","0","0","0"
"대구광역시 동구 효목2동(2714060000)","6,967","2,997","1,984","1,164","662","132","23","4","0","1","0"
"대구광역시 동구 도평동(2714061500)","2,004","1,069","527","217","139","43","9","0","0","0","0"
"대구광역시 동구 불로.봉무동(2714062000)","8,547","2,839","2,280","1,674","1,406","286","42","11","5","2","2"
"대구광역시 동구 지저동(2714064000)","6,606","2,874","1,960","1,056","564","118","26","6","2","0","0"
"대구광역시 동구 동촌동(2714065500)","7,524","3,653","1,999","1,079","593","157","25","13","3","0","2"
"대구광역시 동구 방촌동(2714067000)","8,085","2,918","2,605","1,454","855","194","47","9","2","1","0"
"대구광역시 동구 해안동(2714068500)","6,864","2,992","2,027","1,074","569","159","32","8","1","1","1"
"대구광역시 동구 안심1동(2714072000)","19,131","8,632","5,082","2,925","1,945","449","81","14","2","0","1"
"대구광역시 동구 안심2동(2714073000)","7,368","2,443","2,267","1,529","928","161","34","4","2","0","0"
"대구광역시 동구 안심3동(2714074200)","8,434","2,629","2,151","1,746","1,562","297","42","4","0","0","3"
"대구광역시 동구 안심4동(2714074700)","11,695","4,129","3,046","2,239","1,784","390","79","21","2","2","3"
"대구광역시 동구 혁신동(2714075500)","8,270","3,970","1,610","1,314","1,113","227","31","5","0","0","0"
"대구광역시 동구 공산동(2714076000)","9,626","3,816","2,947","1,586","988","209","53","16","5","1","5"
"대구광역시 서구 (2717000000)","84,268","39,117","23,142","12,799","7,261","1,602","287","50","4","4","2"
"대구광역시 서구 내당1동(2717051000)","4,769","2,093","1,312","796","464","85","18","1","0","0","0"
"대구광역시 서구 내당2.3동(2717052500)","4,586","2,321","1,302","581","301","66","13","0","1","1","0"
"대구광역시 서구 내당4동(2717054000)","7,655","3,619","2,151","1,082","639","125","33","5","1","0","0"
"대구광역시 서구 비산1동(2717055000)","4,523","2,284","1,239","606","288","85","17","3","0","1","0"
"대구광역시 서구 비산2.3동(2717056500)","4,700","2,599","1,268","524","241","51","11","5","0","1","0"
"대구광역시 서구 비산4동(2717058000)","4,458","2,010","1,254","689","413","81","9","2","0","0","0"
"대구광역시 서구 비산5동(2717059000)","3,050","1,747","758","381","127","36","1","0","0","0","0"
"대구광역시 서구 비산6동(2717060000)","3,559","1,716","1,021","483","263","65","9","2","0","0","0"
"대구광역시 서구 비산7동(2717061000)","4,955","2,834","1,178","608","266","58","9","1","0","1","0"
"대구광역시 서구 평리1동(2717062000)","3,649","1,838","1,026","484","246","41","12","2","0","0","0"
"대구광역시 서구 평리2동(2717063000)","3,433","1,404","979","569","340","115","21","5","0","0","0"
"대구광역시 서구 평리3동(2717064000)","6,277","2,754","1,761","1,033","578","124","24","3","0","0","0"
"대구광역시 서구 평리4동(2717065000)","8,029","3,727","2,060","1,240","775","188","32","7","0","0","0"
"대구광역시 서구 평리5동(2717066000)","4,181","1,175","1,227","987","669","110","11","1","1","0","0"
"대구광역시 서구 평리6동(2717066100)","2,749","1,148","817","471","250","56","4","2","0","0","1"
"대구광역시 서구 상중이동(2717067500)","8,407","3,398","2,347","1,407","966","232","45","10","1","0","1"
"대구광역시 서구 원대동(2717069500)","5,288","2,450","1,442","858","435","84","18","1","0","0","0"
"대구광역시 남구 (2720000000)","75,203","39,964","18,729","9,504","5,453","1,240","231","55","13","3","11"
"대구광역시 남구 이천동(2720051500)","6,517","2,592","1,817","1,153","783","129","33","8","1","0","1"
"대구광역시 남구 봉덕1동(2720053000)","4,812","2,848","1,130","521","231","69","10","2","1","0","0"
"대구광역시 남구 봉덕2동(2720054000)","5,877","2,025","1,733","1,142","785","146","33","11","1","0","1"
"대구광역시 남구 봉덕3동(2720055000)","7,753","3,877","2,029","1,012","625","160","37","5","4","0","4"
"대구광역시 남구 대명1동(2720056000)","5,363","2,825","1,374","679","374","90","15","5","0","1","0"
"대구광역시 남구 대명2동(2720057100)","7,148","4,438","1,467","713","410","104","15","0","0","1","0"
"대구광역시 남구 대명3동(2720058600)","5,864","3,601","1,333","568","283","66","11","1","1","0","0"
"대구광역시 남구 대명4동(2720059000)","5,537","3,055","1,390","672","332","71","9","6","1","0","1"
"대구광역시 남구 대명5동(2720060000)","3,466","2,052","764","384","205","44","10","5","1","0","1"
"대구광역시 남구 대명6동(2720061000)","5,863","3,017","1,446","803","472","106","16","3","0","0","0"
"대구광역시 남구 대명9동(2720064000)","7,807","4,487","1,845","830","484","128","23","6","0","1","3"
"대구광역시 남구 대명10동(2720065000)","4,823","2,728","1,230","531","251","68","13","1","1","0","0"
"대구광역시 남구 대명11동(2720066000)","4,373","2,419","1,171","496","218","59","6","2","2","0","0"
"대구광역시 북구 (2723000000)","191,797","76,836","48,620","34,396","25,692","5,221","811","165","34","13","9"
"대구광역시 북구 고성동(2723051000)","5,467","1,769","1,441","1,178","898","159","19","3","0","0","0"
"대구광역시 북구 칠성동(2723052600)","10,029","4,136","2,395","1,770","1,383","279","54","8","3","1","0"
"대구광역시 북구 침산1동(2723055000)","1,918","920","563","266","125","33","5","6","0","0","0"
"대구광역시 북구 침산2동(2723056000)","6,787","1,804","1,683","1,521","1,425","315","31","6","1","1","0"
"대구광역시 북구 침산3동(2723057000)","7,338","1,882","2,146","1,640","1,301","288","62","16","3","0","0"
"대구광역시 북구 산격1동(2723061000)","4,802","2,835","1,239","452","206","48","20","1","0","1","0"
"대구광역시 북구 산격2동(2723062000)","4,562","1,759","1,309","817","530","117","22","4","2","0","2"
"대구광역시 북구 산격3동(2723063000)","5,819","4,265","919","408","179","35","10","3","0","0","0"
"대구광역시 북구 산격4동(2723063100)","4,181","2,255","1,121","457","251","82","12","3","0","0","0"
"대구광역시 북구 대현동(2723064500)","8,711","4,687","1,977","1,142","704","162","32","5","2","0","0"
"대구광역시 북구 복현1동(2723067100)","4,950","3,754","688","323","138","36","9","1","1","0","0"
"대구광역시 북구 복현2동(2723067200)","12,589","4,280","3,264","2,547","2,013","401","68","10","3","1","2"
"대구광역시 북구 검단동(2723068000)","3,057","1,412","959","418","212","41","12","2","0","1","0"
"대구광역시 북구 무태조야동(2723069500)","14,808","5,265","3,794","2,925","2,249","484","68","20","1","2","0"
"대구광역시 북구 관문동(2723071500)","14,014","4,533","3,686","2,872","2,348","491","65","14","1","1","3"
"대구광역시 북구 태전1동(2723072500)","10,940","5,087","2,755","1,767","1,040","239","41","8","2","0","1"
"대구광역시 북구 태전2동(2723073500)","10,534","3,927","3,122","1,921","1,260","257","37","5","4","1","0"
"대구광역시 북구 구암동(2723074500)","13,115","3,877","3,402","2,892","2,399","469","56","13","5","2","0"
"대구광역시 북구 관음동(2723075000)","7,095","2,977","1,960","1,210","744","168","30","6","0","0","0"
"대구광역시 북구 읍내동(2723077000)","11,286","4,422","3,013","2,032","1,448","306","56","9","0","0","0"
"대구광역시 북구 동천동(2723078000)","10,386","3,004","2,453","2,422","2,121","330","40","11","4","0","1"
"대구광역시 북구 노원동(2723079000)","5,748","2,587","1,612","944","492","95","15","2","0","1","0"
"대구광역시 북구 국우동(2723080000)","13,661","5,399","3,119","2,472","2,226","386","47","9","2","1","0"
"대구광역시 수성구 (2726000000)","174,674","57,816","44,854","35,644","29,129","5,933","990","223","51","16","18"
"대구광역시 수성구 범어1동(2726051000)","8,016","2,022","1,787","1,915","1,884","338","57","9","3","1","0"
"대구광역시 수성구 범어2동(2726052000)","6,645","2,838","1,512","1,090","977","190","25","8","2","1","2"
"대구광역시 수성구 범어3동(2726053000)","6,675","1,691","1,454","1,660","1,563","243","50","12","0","1","1"
"대구광역시 수성구 범어4동(2726054000)","6,476","1,144","1,223","1,656","1,976","407","54","11","3","1","1"
"대구광역시 수성구 만촌1동(2726055000)","8,574","2,472","2,459","1,779","1,429","356","64","13","2","0","0"
"대구광역시 수성구 만촌2동(2726056000)","5,068","2,051","1,257","872","688","167","27","4","1","0","1"
"대구광역시 수성구 만촌3동(2726056100)","7,660","1,579","1,618","1,976","2,071","356","51","5","2","2","0"
"대구광역시 수성구 수성1가동(2726057000)","7,149","2,245","1,959","1,392","1,226","267","45","14","1","0","0"
"대구광역시 수성구 수성2.3가동(2726058000)","4,256","1,373","993","792","860","192","38","7","0","1","0"
"대구광역시 수성구 수성4가동(2726059000)","5,671","1,702","1,706","1,224","808","176","38","12","3","1","1"
"대구광역시 수성구 황금1동(2726060100)","8,040","1,689","1,931","1,942","1,964","437","59","14","3","0","1"
"대구광역시 수성구 황금2동(2726060200)","5,776","2,858","1,319","845","592","128","27","5","0","1","1"
"대구광역시 수성구 중동(2726061000)","7,070","3,148","1,672","1,224","840","150","25","7","1","1","2"
"대구광역시 수성구 상동(2726062000)","7,409","3,484","1,967","1,096","626","179","45","8","3","1","0"
"대구광역시 수성구 파동(2726063000)","7,079","2,417","2,269","1,442","764","157","21","7","1","0","1"
"대구광역시 수성구 두산동(2726064000)","7,462","3,592","1,672","1,230","773","157","29","4","4","0","1"
"대구광역시 수성구 지산1동(2726065100)","10,003","4,712","2,722","1,473","838","209","37","6","3","2","1"
"대구광역시 수성구 지산2동(2726065200)","8,443","2,940","2,452","1,723","1,033","242","35","13","4","0","1"
"대구광역시 수성구 범물1동(2726066100)","5,707","3,053","1,527","689","345","72","16","4","1","0","0"
"대구광역시 수성구 범물2동(2726066200)","6,504","1,730","1,952","1,465","1,051","237","53","10","6","0","0"
"대구광역시 수성구 고산1동(2726067000)","12,109","2,855","3,146","2,958","2,564","488","71","21","3","1","2"
"대구광역시 수성구 고산2동(2726068000)","10,682","2,919","2,932","2,369","2,006","392","51","11","1","1","0"
"대구광역시 수성구 고산3동(2726069000)","12,200","3,302","3,325","2,832","2,251","393","72","18","4","1","2"
"대구광역시 달서구 (2729000000)","237,415","89,537","62,032","44,579","33,492","6,448","1,059","211","37","14","6"
"대구광역시 달서구 성당동(2729051500)","10,291","4,478","2,748","1,590","1,153","255","47","15","4","1","0"
"대구광역시 달서구 두류1.2동(2729053500)","8,420","4,912","1,955","936","463","121","30","3","0","0","0"
"대구광역시 달서구 두류3동(2729055000)","4,356","2,010","1,250","614","384","72","21","4","0","0","1"
"대구광역시 달서구 감삼동(2729055500)","13,319","4,526","3,469","2,724","2,140","367","72","18","3","0","0"
"대구광역시 달서구 죽전동(2729056300)","7,558","3,660","1,947","1,187","611","121","26","5","1","0","0"
"대구광역시 달서구 장기동(2729056800)","7,001","2,416","1,981","1,415","970","184","31","2","1","1","0"
"대구광역시 달서구 용산1동(2729057100)","12,521","4,120","3,373","2,587","1,990","368","69","11","3","0","0"
"대구광역시 달서구 용산2동(2729057200)","11,179","3,517","3,224","2,436","1,684","270","37","7","2","2","0"
"대구광역시 달서구 이곡1동(2729057600)","8,959","2,949","2,408","2,012","1,320","225","37","7","1","0","0"
"대구광역시 달서구 이곡2동(2729057700)","6,909","2,550","2,085","1,324","780","138","29","2","0","1","0"
"대구광역시 달서구 신당동(2729058500)","17,057","10,536","3,245","1,850","1,141","239","35","9","2","0","0"
"대구광역시 달서구 본리동(2729059000)","9,489","2,896","2,553","2,079","1,593","321","40","5","1","1","0"
"대구광역시 달서구 월성1동(2729060100)","13,313","1,742","2,641","3,691","4,315","805","97","18","3","0","1"
"대구광역시 달서구 월성2동(2729060200)","7,991","4,364","2,061","923","494","121","21","5","0","2","0"
"대구광역시 달서구 진천동(2729061500)","21,303","6,710","6,078","4,342","3,312","690","125","37","5","2","2"
"대구광역시 달서구 유천동(2729061700)","10,973","1,248","2,231","3,201","3,630","578","74","9","2","0","0"
"대구광역시 달서구 상인1동(2729062400)","12,836","2,761","3,800","3,127","2,517","526","78","19","3","4","1"
"대구광역시 달서구 상인2동(2729062500)","8,852","4,019","2,350","1,405","838","187","46","7","0","0","0"
"대구광역시 달서구 상인3동(2729062600)","6,006","3,433","1,635","625","248","52","10","1","2","0","0"
"대구광역시 달서구 도원동(2729062800)","13,702","3,795","4,412","2,981","2,061","383","58","11","1","0","0"
"대구광역시 달서구 송현1동(2729063000)","9,413","5,147","2,339","1,174","566","146","32","6","2","0","1"
"대구광역시 달서구 송현2동(2729064000)","9,750","4,745","2,610","1,440","753","167","27","7","1","0","0"
"대구광역시 달서구 본동(2729065000)","6,217","3,003","1,637","916","529","112","17","3","0","0","0"
"대구광역시 달성군 (2771000000)","113,777","40,844","29,459","21,963","17,150","3,657","552","105","27","5","15"
"대구광역시 달성군 화원읍(2771025000)","20,076","6,472","6,068","4,055","2,768","576","106","22","3","2","4"
"대구광역시 달성군 논공읍(2771025300)","2,335","1,147","663","315","157","43","6","2","2","0","0"
"대구광역시 달성군 논공읍공단출장소(2771025400)","5,938","2,923","1,505","859","505","119","24","2","1","0","0"
"대구광역시 달성군 다사읍(2771025600)","20,826","5,527","5,514","4,766","4,058","799","127","23","7","3","2"
"대구광역시 달성군 다사읍서재출장소(2771025700)","15,242","4,141","3,706","3,569","3,135","595","73","16","6","0","1"
"대구광역시 달성군 유가읍(2771025900)","12,189","3,450","2,684","2,670","2,730","570","67","12","5","0","1"
"대구광역시 달성군 옥포읍(2771026200)","10,757","4,100","3,111","1,869","1,297","323","47","8","1","0","1"
"대구광역시 달성군 현풍읍(2771026500)","11,897","6,633","2,354","1,570","1,049","251","36","3","0","0","1"
"대구광역시 달성군 가창면(2771031000)","3,586","1,617","1,112","453","275","92","25","7","0","0","5"
"대구광역시 달성군 하빈면(2771033000)","1,943","1,077","544","209","80","23","9","0","1","0","0"
"대구광역시 달성군 구지면(2771038000)","8,988","3,757","2,198","1,628","1,096","266","32","10","1","0","0"
"대구광역시 군위군 (2772000000)","13,404","7,270","4,245","1,201","463","174","39","5","2","1","4"
"대구광역시 군위군 군위읍(2772025000)","4,229","2,065","1,286","506","252","98","17","3","1","0","1"
"대구광역시 군위군 소보면(2772031000)","1,422","803","459","117","27","12","4","0","0","0","0"
"대구광역시 군위군 효령면(2772032000)","2,197","1,190","707","192","72","27","9","0","0","0","0"
