"행정구역","2022년12월_전체세대","2022년12월_1인세대","2022년12월_2인세대","2022년12월_3인세대","2022년12월_4인세대","2022년12월_5인세대","2022년12월_6인세대","2022년12월_7인세대","2022년12월_8인세대","2022년12월_9인세대","2022년12월_10인이상세대"
"부산광역시 수영구 광안제1동(2650076000)","14,571","8,363","3,154","1,638","1,077","259","62","12","3","1","2"
"부산광역시 수영구 광안제2동(2650077000)","9,958","5,124","2,327","1,360","876","216","42","10","2","1","0"
"부산광역시 수영구 광안제3동(2650078000)","6,161","4,056","1,220","540","273","63","6","2","1","0","0"
"부산광역시 수영구 광안제4동(2650079000)","6,330","2,637","1,660","1,116","715","159","36","5","0","0","2"
"부산광역시 수영구 민락동(2650080000)","13,366","5,456","3,582","2,369","1,506","358","67","23","2","1","2"
"부산광역시 사상구 (2653000000)","98,625","42,160","25,874","16,357","11,141","2,513","446","103","21","5","5"
"부산광역시 사상구 삼락동(2653058000)","3,081","1,658","747","385","210","66","13","2","0","0","0"
"부산광역시 사상구 모라제1동(2653059100)","12,438","4,459","3,647","2,347","1,514","375","74","18","4","0","0"
"부산광역시 사상구 모라제3동(2653059300)","6,456","4,115","1,638","480","178","40","4","1","0","0","0"
"부산광역시 사상구 덕포제1동(2653060000)","4,201","1,940","1,030","680","434","95","18","3","0","0","1"
"부산광역시 사상구 덕포제2동(2653061000)","5,747","2,111","1,626","1,073","733","168","24","11","1","0","0"
"부산광역시 사상구 괘법동(2653062000)","13,858","8,357","2,829","1,531","878","209","43","7","4","0","0"
"부산광역시 사상구 감전동(2653064500)","7,107","3,688","1,905","927","459","106","16","5","0","0","1"
"부산광역시 사상구 주례제1동(2653065000)","6,908","2,127","1,994","1,409","1,128","199","44","3","1","2","1"
"부산광역시 사상구 주례제2동(2653066000)","11,121","5,267","2,576","1,761","1,185","264","49","16","3","0","0"
"부산광역시 사상구 주례제3동(2653066100)","5,631","1,982","1,572","1,094","760","174","34","10","2","1","2"
"부산광역시 사상구 학장동(2653067000)","12,104","4,010","3,556","2,403","1,689","366","61","12","5","2","0"
"부산광역시 사상구 엄궁동(2653068000)","9,973","2,446","2,754","2,267","1,973","451","66","15","1","0","0"
"부산광역시 기장군 (2671000000)","78,736","29,077","19,755","14,224","12,051","2,969","494","116","30","6","14"
"부산광역시 기장군 기장읍(2671025000)","26,169","11,587","6,980","4,058","2,683","693","127","27","7","3","4"
"부산광역시 기장군 장안읍(2671025300)","4,946","2,790","1,182","523","350","78","13","5","0","0","5"
"부산광역시 기장군 정관읍(2671025600)","31,972","9,394","7,291","6,560","6,743","1,652","257","56","15","1","3"
"부산광역시 기장군 일광읍(2671025900)","11,779","3,678","3,072","2,501","1,973","453","77","16","5","2","2"
"부산광역시 기장군 철마면(2671033000)","3,870","1,628","1,230","582","302","93","20","12","3","0","0"
"대구광역시  (2700000000)","1,070,873","414,133","267,789","194,288","154,472","32,939","5,688","1,151","254","69","90"
"대구광역시 중구 (2711000000)","40,749","20,250","8,947","6,010","4,324","948","226","28","10","2","4"
"대구광역시 중구 동인동(2711051700)","4,636","2,974","872","427","272","65","20","3","2","0","1"
"대구광역시 중구 삼덕동(2711054500)","4,090","2,815","627","355","216","61","13","1","1","1","0"
"대구광역시 중구 성내1동(2711056500)","3,403","2,565","471","217","112","31","5","2","0","0","0"
"대구광역시 중구 성내2동(2711057500)","2,950","1,972","528","251","147","33","14","4","1","0","0"
"대구광역시 중구 성내3동(2711058500)","2,306","1,008","510","418","297","64","7","1","1","0","0"
"대구광역시 중구 대신동(2711059500)","3,215","1,048","849","692","499","90","33","4","0","0","0"
"대구광역시 중구 남산1동(2711064000)","2,565","1,530","498","283","199","46","9","0","0","0","0"
"대구광역시 중구 남산2동(2711065000)","3,116","1,288","704","532","461","102","24","3","2","0","0"
"대구광역시 중구 남산3동(2711066000)","2,849","1,154","687","523","387","79","15","2","0","0","2"
"대구광역시 중구 남산4동(2711067000)","5,993","1,726","1,792","1,255","962","206","46","4","1","0","1"
"대구광역시 중구 대봉1동(2711068000)","3,504","1,390","854","625","490","113","25","4","2","1","0"
"대구광역시 중구 대봉2동(2711069000)","2,122","780","555","432","282","58","15","0","0","0","0"
"대구광역시 동구 (2714000000)","159,422","64,677","42,103","27,354","19,809","4,413","817","175","47","9","18"
"대구광역시 동구 신암1동(2714051000)","4,564","2,206","1,110","689","434","98","23","4","0","0","0"
"대구광역시 동구 신암2동(2714052000)","4,437","1,486","1,219","870","713","128","15","4","2","0","0"
"대구광역시 동구 신암3동(2714053000)","4,970","1,649","1,342","1,038","778","142","18","3","0","0","0"
"대구광역시 동구 신암4동(2714054000)","6,198","3,455","1,416","737","450","106","25","6","2","0","1"
"대구광역시 동구 신암5동(2714054100)","3,131","1,374","922","505","251","61","13","2","3","0","0"
"대구광역시 동구 신천1.2동(2714055500)","6,052","2,476","1,716","1,070","627","130","23","7","3","0","0"
"대구광역시 동구 신천3동(2714057000)","6,372","2,205","1,646","1,326","939","216","35","4","1","0","0"
"대구광역시 동구 신천4동(2714058000)","5,066","3,160","1,029","501","308","48","16","3","1","0","0"
"대구광역시 동구 효목1동(2714059000)","6,929","3,334","1,905","947","552","149","34","6","2","0","0"
"대구광역시 동구 효목2동(2714060000)","6,309","2,728","1,732","1,029","653","138","24","3","1","1","0"
"대구광역시 동구 도평동(2714061500)","2,042","988","566","257","162","56","11","2","0","0","0"
"대구광역시 동구 불로.봉무동(2714062000)","8,756","2,810","2,220","1,724","1,579","335","67","11","7","1","2"
"대구광역시 동구 지저동(2714064000)","6,863","2,831","1,977","1,165","697","161","26","5","1","0","0"
"대구광역시 동구 동촌동(2714065500)","7,803","3,663","2,036","1,185","715","159","23","12","6","2","2"
"대구광역시 동구 방촌동(2714067000)","8,394","2,920","2,622","1,493","1,048","248","47","13","3","0","0"
"대구광역시 동구 해안동(2714068500)","7,233","3,065","2,004","1,202","713","205","31","10","2","0","1"
"대구광역시 동구 안심1동(2714072000)","19,802","8,477","5,080","3,191","2,380","548","103","14","6","1","2"
"대구광역시 동구 안심2동(2714073000)","5,293","1,864","1,633","1,017","631","113","29","5","0","1","0"
"대구광역시 동구 안심3동(2714074200)","8,685","2,438","2,150","1,864","1,790","387","44","7","2","0","3"
"대구광역시 동구 안심4동(2714074700)","11,858","3,826","3,063","2,335","2,011","487","100","27","3","3","3"
"대구광역시 동구 혁신동(2714075500)","8,820","3,996","1,788","1,478","1,262","248","40","8","0","0","0"
"대구광역시 동구 공산동(2714076000)","9,845","3,726","2,927","1,731","1,116","250","70","19","2","0","4"
"대구광역시 서구 (2717000000)","81,116","37,369","21,498","12,469","7,528","1,817","347","76","7","3","2"
"대구광역시 서구 내당1동(2717051000)","4,922","2,094","1,298","872","527","100","27","4","0","0","0"
"대구광역시 서구 내당2.3동(2717052500)","4,906","2,376","1,349","682","387","87","19","4","2","0","0"
"대구광역시 서구 내당4동(2717054000)","7,955","3,492","2,182","1,286","780","163","39","13","0","0","0"
"대구광역시 서구 비산1동(2717055000)","4,862","2,312","1,321","711","391","100","22","4","0","1","0"
"대구광역시 서구 비산2.3동(2717056500)","4,968","2,634","1,308","618","302","83","19","2","0","2","0"
"대구광역시 서구 비산4동(2717058000)","4,709","2,021","1,332","781","460","96","17","2","0","0","0"
"대구광역시 서구 비산5동(2717059000)","3,346","1,856","795","447","177","59","10","1","1","0","0"
"대구광역시 서구 비산6동(2717060000)","3,743","1,694","1,041","571","344","77","11","5","0","0","0"
"대구광역시 서구 비산7동(2717061000)","5,428","3,000","1,292","672","368","83","13","0","0","0","0"
"대구광역시 서구 평리1동(2717062000)","3,939","1,874","1,051","591","346","57","17","3","0","0","0"
"대구광역시 서구 평리2동(2717063000)","3,544","1,371","969","624","424","130","20","5","1","0","0"
"대구광역시 서구 평리3동(2717064000)","5,013","2,408","1,332","738","400","114","15","6","0","0","0"
"대구광역시 서구 평리4동(2717065000)","8,420","3,651","2,144","1,351","977","249","39","9","0","0","0"
"대구광역시 서구 평리5동(2717066000)","867","416","240","126","63","18","3","1","0","0","0"
"대구광역시 서구 평리6동(2717066100)","1,755","864","451","268","126","39","4","1","1","0","1"
"대구광역시 서구 상중이동(2717067500)","8,779","3,301","2,358","1,602","1,150","292","58","15","2","0","1"
"대구광역시 서구 원대동(2717069500)","3,960","2,005","1,035","529","306","70","14","1","0","0","0"
"대구광역시 남구 (2720000000)","76,401","39,912","18,478","10,126","6,035","1,450","304","65","13","7","11"
"대구광역시 남구 이천동(2720051500)","5,422","2,213","1,423","908","710","125","33","8","1","0","1"
"대구광역시 남구 봉덕1동(2720053000)","5,152","3,002","1,157","579","317","76","17","3","1","0","0"
"대구광역시 남구 봉덕2동(2720054000)","5,340","1,847","1,515","1,073","684","167","41","9","2","1","1"
"대구광역시 남구 봉덕3동(2720055000)","8,219","4,039","2,056","1,107","751","202","44","11","4","1","4"
"대구광역시 남구 대명1동(2720056000)","5,746","2,877","1,448","822","466","106","22","3","1","1","0"
"대구광역시 남구 대명2동(2720057100)","7,017","4,202","1,448","760","452","137","16","1","0","1","0"
"대구광역시 남구 대명3동(2720058600)","6,255","3,727","1,412","660","363","73","16","2","2","0","0"
"대구광역시 남구 대명4동(2720059000)","5,813","3,064","1,440","792","392","94","20","9","0","1","1"
"대구광역시 남구 대명5동(2720060000)","3,515","2,121","730","376","217","49","19","1","0","1","1"
"대구광역시 남구 대명6동(2720061000)","5,964","3,026","1,430","865","495","120","24","3","0","1","0"
"대구광역시 남구 대명9동(2720064000)","8,333","4,643","1,912","995","588","157","24","11","0","0","3"
"대구광역시 남구 대명10동(2720065000)","4,972","2,690","1,260","606","323","79","14","0","0","0","0"
"대구광역시 남구 대명11동(2720066000)","4,653","2,461","1,247","583","277","65","14","4","2","0","0"
"대구광역시 북구 (2723000000)","192,697","73,322","46,849","35,662","29,407","6,210","1,000","185","37","11","14"
"대구광역시 북구 고성동(2723051000)","2,195","875","592","375","269","69","11","4","0","0","0"
"대구광역시 북구 칠성동(2723052600)","10,318","4,069","2,385","1,819","1,612","357","63","7","5","1","0"
"대구광역시 북구 침산1동(2723055000)","2,008","895","576","316","164","41","11","4","0","0","1"
"대구광역시 북구 침산2동(2723056000)","6,900","1,640","1,623","1,582","1,628","362","55","5","3","0","2"
"대구광역시 북구 침산3동(2723057000)","7,478","1,800","1,990","1,738","1,507","355","74","12","1","1","0"
"대구광역시 북구 산격1동(2723061000)","5,136","2,891","1,328","551","276","66","20","3","0","1","0"
"대구광역시 북구 산격2동(2723062000)","4,703","1,666","1,331","884","649","141","28","2","0","0","2"
"대구광역시 북구 산격3동(2723063000)","6,375","4,576","1,004","479","248","50","14","4","0","0","0"
"대구광역시 북구 산격4동(2723063100)","4,506","2,337","1,193","540","329","89","16","2","0","0","0"
"대구광역시 북구 대현동(2723064500)","8,911","4,552","1,982","1,267","873","189","39","8","1","0","0"
"대구광역시 북구 복현1동(2723067100)","5,106","3,720","755","366","203","44","17","1","0","0","0"
"대구광역시 북구 복현2동(2723067200)","12,715","3,869","3,141","2,750","2,385","476","77","15","0","0","2"
"대구광역시 북구 검단동(2723068000)","3,164","1,354","971","494","267","59","15","3","0","1","0"
"대구광역시 북구 무태조야동(2723069500)","15,251","5,151","3,754","3,051","2,607","579","84","22","2","1","0"
"대구광역시 북구 관문동(2723071500)","14,684","4,453","3,757","3,066","2,709","583","91","16","5","1","3"
"대구광역시 북구 태전1동(2723072500)","10,750","4,849","2,566","1,774","1,218","278","54","9","1","0","1"
"대구광역시 북구 태전2동(2723073500)","10,847","3,879","3,067","2,058","1,475","309","46","9","1","2","1"
"대구광역시 북구 구암동(2723074500)","13,459","3,585","3,284","3,071","2,862","572","63","14","7","0","1"
"대구광역시 북구 관음동(2723075000)","7,428","2,928","1,983","1,324","923","229","34","6","1","0","0"
"대구광역시 북구 읍내동(2723077000)","11,684","4,342","2,943","2,230","1,708","374","74","12","1","0","0"
"대구광역시 북구 동천동(2723078000)","10,585","2,815","2,321","2,492","2,500","399","43","12","3","0","0"
"대구광역시 북구 노원동(2723079000)","5,646","2,597","1,459","932","533","105","14","3","2","1","0"
"대구광역시 북구 국우동(2723080000)","12,848","4,479","2,844","2,503","2,462","484","57","12","4","2","1"
"대구광역시 수성구 (2726000000)","171,480","55,004","42,425","34,878","31,018","6,665","1,147","246","59","18","20"
"대구광역시 수성구 범어1동(2726051000)","6,249","1,664","1,418","1,376","1,433","299","46","9","3","1","0"
"대구광역시 수성구 범어2동(2726052000)","6,857","2,817","1,578","1,147","1,055","221","29","6","2","1","1"
"대구광역시 수성구 범어3동(2726053000)","6,386","1,589","1,301","1,566","1,617","247","46","15","3","1","1"
"대구광역시 수성구 범어4동(2726054000)","6,714","1,181","1,240","1,625","2,151","441","58","13","4","0","1"
"대구광역시 수성구 만촌1동(2726055000)","8,910","2,487","2,391","1,844","1,703","387","75","17","5","0","1"
"대구광역시 수성구 만촌2동(2726056000)","5,042","2,138","1,201","855","653","165","23","5","1","0","1"
"대구광역시 수성구 만촌3동(2726056100)","6,856","1,452","1,385","1,661","1,910","374","62","9","3","0","0"
"대구광역시 수성구 수성1가동(2726057000)","7,093","2,102","1,886","1,398","1,324","313","51","16","2","1","0"
"대구광역시 수성구 수성2.3가동(2726058000)","4,562","1,430","1,041","843","970","224","41","10","1","2","0"
"대구광역시 수성구 수성4가동(2726059000)","5,748","1,662","1,626","1,268","923","209","42","12","3","1","2"
"대구광역시 수성구 황금1동(2726060100)","8,175","1,596","1,818","1,981","2,179","502","86","10","3","0","0"
"대구광역시 수성구 황금2동(2726060200)","6,130","2,997","1,386","910","646","161","25","2","1","1","1"
"대구광역시 수성구 중동(2726061000)","6,293","2,987","1,453","997","686","133","25","7","1","1","3"
"대구광역시 수성구 상동(2726062000)","7,797","3,520","2,011","1,203","788","206","56","9","2","1","1"
"대구광역시 수성구 파동(2726063000)","5,371","1,746","1,689","1,068","655","172","28","10","1","0","2"
"대구광역시 수성구 두산동(2726064000)","7,352","3,514","1,633","1,211","771","186","31","2","2","1","1"
"대구광역시 수성구 지산1동(2726065100)","10,478","4,685","2,739","1,687","1,022","280","46","10","5","2","2"
"대구광역시 수성구 지산2동(2726065200)","7,816","2,566","2,212","1,583","1,121","275","44","12","3","0","0"
"대구광역시 수성구 범물1동(2726066100)","5,929","2,981","1,587","790","439","96","33","3","0","0","0"
"대구광역시 수성구 범물2동(2726066200)","6,588","1,612","1,866","1,537","1,250","241","64","13","5","0","0"
"대구광역시 수성구 고산1동(2726067000)","11,696","2,550","2,860","2,855","2,767","564","75","21","1","2","1"
"대구광역시 수성구 고산2동(2726068000)","10,945","2,719","2,885","2,507","2,281","463","72","12","5","1","0"
"대구광역시 수성구 고산3동(2726069000)","12,493","3,009","3,219","2,966","2,674","506","89","23","3","2","2"
"대구광역시 달서구 (2729000000)","235,883","84,747","59,057","45,329","37,756","7,470","1,198","255","53","11","7"
"대구광역시 달서구 성당동(2729051500)","10,609","4,323","2,783","1,746","1,376","305","62","7","5","1","1"
"대구광역시 달서구 두류1.2동(2729053500)","8,389","4,884","1,869","975","489","139","28","5","0","0","0"
"대구광역시 달서구 두류3동(2729055000)","4,023","1,886","1,111","564","349","89","19","4","0","0","1"
"대구광역시 달서구 감삼동(2729055500)","12,055","4,024","3,005","2,483","2,044","407","71","16","5","0","0"
"대구광역시 달서구 죽전동(2729056300)","6,780","3,321","1,690","994","618","124","27","5","0","1","0"
"대구광역시 달서구 장기동(2729056800)","7,143","2,338","1,893","1,428","1,203","241","34","4","1","1","0"
"대구광역시 달서구 용산1동(2729057100)","12,419","3,824","3,128","2,606","2,317","461","67","13","3","0","0"
"대구광역시 달서구 용산2동(2729057200)","11,332","3,168","2,954","2,693","2,112","345","50","7","2","1","0"
"대구광역시 달서구 이곡1동(2729057600)","9,212","2,819","2,273","2,044","1,687","318","56","13","2","0","0"
"대구광역시 달서구 이곡2동(2729057700)","7,076","2,373","2,058","1,452","984","173","27","8","1","0","0"
"대구광역시 달서구 신당동(2729058500)","17,593","10,354","3,383","2,068","1,421","311","44","8","3","1","0"
"대구광역시 달서구 본리동(2729059000)","8,015","2,304","1,996","1,806","1,526","326","47","7","2","1","0"
"대구광역시 달서구 월성1동(2729060100)","13,143","1,676","2,494","3,477","4,515","835","111","28","6","0","1"
"대구광역시 달서구 월성2동(2729060200)","8,306","4,286","2,184","1,011","642","148","25","6","2","2","0"
"대구광역시 달서구 진천동(2729061500)","21,355","6,337","5,803","4,508","3,758","753","139","46","7","2","2"
"대구광역시 달서구 유천동(2729061700)","10,917","1,243","1,998","3,166","3,777","651","70","11","1","0","0"
"대구광역시 달서구 상인1동(2729062400)","12,948","2,485","3,556","3,205","2,983","605","89","18","5","1","1"
"대구광역시 달서구 상인2동(2729062500)","9,220","3,996","2,342","1,570","1,049","203","51","9","0","0","0"
"대구광역시 달서구 상인3동(2729062600)","6,163","3,261","1,742","720","343","84","9","2","2","0","0"
"대구광역시 달서구 도원동(2729062800)","13,808","3,303","4,218","3,209","2,535","454","76","13","0","0","0"
"대구광역시 달서구 송현1동(2729063000)","10,122","5,230","2,533","1,380","747","186","36","5","5","0","0"
"대구광역시 달서구 송현2동(2729064000)","9,224","4,545","2,438","1,294","716","180","34","15","1","0","1"
"대구광역시 달서구 본동(2729065000)","6,031","2,767","1,606","930","565","132","26","5","0","0","0"
"대구광역시 달성군 (2771000000)","113,125","38,852","28,432","22,460","18,595","3,966","649","121","28","8","14"
"대구광역시 달성군 화원읍(2771025000)","19,624","5,992","5,693","4,025","3,065","681","132","24","6","2","4"
"대구광역시 달성군 논공읍(2771025300)","2,414","1,133","684","362","177","45","10","2","1","0","0"
"대구광역시 달성군 논공읍공단출장소(2771025400)","6,331","2,929","1,541","976","689","165","27","4","0","0","0"
"대구광역시 달성군 다사읍(2771025600)","20,106","5,101","5,098","4,607","4,292","835","134","29","8","1","1"
"대구광역시 달성군 다사읍서재출장소(2771025700)","15,342","3,806","3,557","3,816","3,398","666","78","16","4","0","1"
"대구광역시 달성군 유가읍(2771025900)","11,304","3,124","2,387","2,483","2,666","552","71","12","5","3","1"
"대구광역시 달성군 옥포읍(2771026200)","11,075","3,972","3,138","2,062","1,469","358","63","10","0","2","1"
"대구광역시 달성군 현풍읍(2771026500)","11,960","6,294","2,400","1,679","1,251","277","51","5","2","0","1"
"대구광역시 달성군 가창면(2771031000)","3,755","1,600","1,140","530","338","104","29","9","0","0","5"
"대구광역시 달성군 하빈면(2771033000)","2,012","1,096","568","208","104","25","10","0","1","0","0"
"대구광역시 달성군 구지면(2771038000)","9,202","3,805","2,226","1,712","1,146","258","44","10","1","0","0"
"인천광역시  (2800000000)","1,322,632","503,860","319,543","245,194","197,480","45,506","8,449","1,848","480","137","135"
"인천광역시 중구 (2811000000)","75,960","37,150","16,048","11,084","8,825","2,256","440","112","26","11","8"
"인천광역시 중구 연안동(2811052000)","3,220","1,776","750","387","220","71","10","5","1","0","0"
"인천광역시 중구 신포동(2811053000)","2,560","1,391","541","329","210","68","13","6","0","1","1"
"인천광역시 중구 신흥동(2811054000)","6,392","2,733","1,615","1,045","732","213","45","5","2","2","0"
"인천광역시 중구 도원동(2811056000)","2,174","1,126","582","267","147","35","14","3","0","0","0"
"인천광역시 중구 율목동(2811057000)","1,805","1,042","425","207","94","30","6","1","0","0","0"
"인천광역시 중구 동인천동(2811058500)","3,337","2,019","711","351","181","55","11","7","0","2","0"
"인천광역시 중구 개항동(2811061500)","3,906","2,039","968","527","271","79","20","1","0","0","1"
"인천광역시 중구 영종동(2811062000)","11,554","5,865","2,619","1,553","1,124","313","58","15","4","1","2"
"인천광역시 중구 영종1동(2811062200)","18,148","4,918","4,095","4,148","3,877","900","160","36","9","2","3"
"인천광역시 중구 운서동(2811062800)","20,401","12,655","3,129","2,110","1,889","472","102","30","10","3","1"
"인천광역시 중구 용유동(2811063000)","2,463","1,586","613","160","80","20","1","3","0","0","0"
"인천광역시 동구 (2814000000)","27,618","11,062","7,420","4,753","3,370","801","173","30","7","1","1"
"인천광역시 동구 만석동(2814051000)","3,175","1,334","833","485","410","81","24","7","1","0","0"
"인천광역시 동구 화수1.화평동(2814052500)","2,817","1,226","763","418","313","83","10","3","0","0","1"
"인천광역시 동구 화수2동(2814053000)","3,729","1,671","1,014","590","342","90","20","2","0","0","0"
"인천광역시 동구 송현1.2동(2814055500)","4,393","1,460","1,219","877","664","135","32","4","2","0","0"
"인천광역시 동구 송현3동(2814057000)","1,808","926","482","246","117","32","4","1","0","0","0"
"인천광역시 동구 송림1동(2814058000)","1,485","504","435","294","184","55","9","3","1","0","0"
"인천광역시 동구 송림2동(2814059000)","1,307","779","302","135","72","16","2","1","0","0","0"
"인천광역시 동구 송림3.5동(2814060500)","2,573","958","635","493","370","93","19","5","0","0","0"
"인천광역시 동구 송림4동(2814061000)","2,537","714","733","569","416","91","13","1","0","0","0"
"인천광역시 동구 송림6동(2814063000)","2,497","818","663","489","390","101","30","3","2","1","0"
"인천광역시 동구 금창동(2814064000)","1,297","672","341","157","92","24","10","0","1","0","0"
"인천광역시 미추홀구 (2817700000)","194,841","84,749","48,039","32,174","22,917","5,507","1,142","220","58","19","16"
"인천광역시 미추홀구 숭의2동(2817751000)","6,951","2,922","1,815","1,222","731","192","56","10","2","1","0"
"인천광역시 미추홀구 숭의1.3동(2817752000)","7,574","3,046","2,051","1,367","884","187","34","5","0","0","0"
"인천광역시 미추홀구 숭의4동(2817753000)","7,598","3,261","1,987","1,287","805","214","38","6","0","0","0"
"인천광역시 미추홀구 용현1.4동(2817754000)","10,889","7,004","2,112","1,036","545","140","40","10","1","0","1"
"인천광역시 미추홀구 용현2동(2817755000)","8,359","3,612","2,025","1,407","1,001","254","51","8","0","1","0"
"인천광역시 미추홀구 용현3동(2817756000)","4,402","2,559","1,060","464","241","56","17","3","1","0","1"
"인천광역시 미추홀구 용현5동(2817757000)","20,014","7,225","4,564","3,841","3,325","844","173","30","7","4","1"
"인천광역시 미추홀구 학익1동(2817758000)","12,200","3,641","2,972","2,527","2,362","524","129","32","7","5","1"
"인천광역시 미추홀구 학익2동(2817759000)","8,300","3,028","2,279","1,528","1,121","273","56","13","0","2","0"
"인천광역시 미추홀구 도화1동(2817760000)","10,765","4,587","2,871","1,804","1,134","293","57","15","4","0","0"
"인천광역시 미추홀구 도화2.3동(2817761000)","14,355","5,301","3,540","2,772","2,168","477","79","10","3","0","5"
"인천광역시 미추홀구 주안1동(2817762000)","12,337","7,464","2,557","1,344","745","176","38","8","3","1","1"
"인천광역시 미추홀구 주안2동(2817763000)","8,438","3,885","2,337","1,274","709","182","39","9","1","1","1"
"인천광역시 미추홀구 주안3동(2817764000)","4,462","2,207","1,106","622","389","110","23","1","3","1","0"
"인천광역시 미추홀구 주안4동(2817765000)","8,532","3,770","2,208","1,416","922","173","36","5","2","0","0"
"인천광역시 미추홀구 주안5동(2817766000)","10,208","4,607","2,617","1,640","1,062","241","29","6","4","0","2"
"인천광역시 미추홀구 주안6동(2817767000)","10,152","4,290","2,397","1,760","1,326","294","66","12","4","2","1"
"인천광역시 미추홀구 주안7동(2817768000)","6,042","2,617","1,667","981","594","144","27","9","3","0","0"
"인천광역시 미추홀구 주안8동(2817769000)","9,215","3,382","2,549","1,715","1,222","277","55","10","4","0","1"
"인천광역시 미추홀구 관교동(2817770000)","6,293","2,103","1,700","1,217","936","262","60","9","5","1","0"
"인천광역시 미추홀구 문학동(2817771000)","7,755","4,238","1,625","950","695","194","39","9","4","0","1"
"인천광역시 연수구 (2818500000)","156,047","49,336","33,266","34,183","31,113","6,646","1,103","277","69","28","26"
"인천광역시 연수구 옥련1동(2818563000)","8,204","2,840","2,092","1,665","1,254","295","44","11","1","2","0"
"인천광역시 연수구 옥련2동(2818564000)","7,871","2,144","1,980","1,798","1,528","346","60","11","1","2","1"
"인천광역시 연수구 선학동(2818575000)","8,079","3,578","1,972","1,335","916","208","52","16","1","0","1"
"인천광역시 연수구 연수1동(2818576100)","9,392","4,772","1,956","1,346","996","259","45","16","1","0","1"
"인천광역시 연수구 연수2동(2818576200)","9,782","4,203","2,344","1,658","1,238","272","47","14","4","0","2"
"인천광역시 연수구 연수3동(2818576300)","7,343","2,955","1,867","1,347","937","193","33","6","2","2","1"
"인천광역시 연수구 청학동(2818576600)","12,592","6,272","2,971","1,878","1,083","294","70","18","4","2","0"
"인천광역시 연수구 동춘1동(2818578000)","9,181","1,809","2,309","2,460","2,040","457","77","15","2","4","8"
"인천광역시 연수구 동춘2동(2818579000)","6,947","1,611","1,834","1,722","1,450","269","50","9","2","0","0"
"인천광역시 연수구 동춘3동(2818579500)","5,780","622","1,138","1,587","1,853","482","70","22","5","1","0"
"인천광역시 연수구 송도1동(2818582000)","15,241","5,513","2,442","3,002","3,258","777","180","51","13","3","2"
"인천광역시 연수구 송도2동(2818583000)","11,868","1,725","1,917","3,296","3,888","856","135","31","13","4","3"
"인천광역시 연수구 송도3동(2818584000)","18,917","5,651","3,327","4,507","4,466","822","100","27","8","5","4"
"인천광역시 연수구 송도4동(2818585000)","9,954","2,388","1,772","2,572","2,656","482","61","13","7","1","2"
"인천광역시 연수구 송도5동(2818586000)","14,896","3,253","3,345","4,010","3,550","634","79","17","5","2","1"
"인천광역시 남동구 (2820000000)","226,763","87,114","55,471","40,848","33,573","7,874","1,457","309","79","24","14"
"인천광역시 남동구 구월1동(2820051000)","13,159","4,636","3,045","2,594","2,227","548","87","15","5","1","1"
"인천광역시 남동구 구월2동(2820052000)","12,886","2,800","2,933","3,149","3,120","714","131","31","6","1","1"
"인천광역시 남동구 구월3동(2820052100)","17,846","11,006","3,379","1,904","1,214","278","50","7","5","3","0"
"인천광역시 남동구 구월4동(2820052200)","7,823","4,123","1,934","973","605","146","27","12","2","1","0"
"인천광역시 남동구 간석1동(2820053000)","8,751","3,954","2,184","1,398","927","227","45","14","2","0","0"
"인천광역시 남동구 간석2동(2820054000)","9,386","3,451","2,192","1,828","1,435","369","88","16","4","3","0"
"인천광역시 남동구 간석3동(2820055000)","12,970","5,512","3,464","2,162","1,399","351","66","12","3","0","1"
"인천광역시 남동구 간석4동(2820055100)","13,579","5,614","3,361","2,416","1,705","383","79","15","3","2","1"
"인천광역시 남동구 만수1동(2820056000)","8,944","4,476","2,346","1,261","674","152","33","0","2","0","0"
"인천광역시 남동구 만수2동(2820057000)","9,770","2,911","2,649","2,029","1,671","413","74","18","3","1","1"
"인천광역시 남동구 만수3동(2820058000)","7,382","2,420","2,003","1,467","1,134","286","55","13","1","2","1"
"인천광역시 남동구 만수4동(2820058100)","8,985","3,086","2,553","1,729","1,324","240","40","11","2","0","0"
"인천광역시 남동구 만수5동(2820058200)","7,732","3,523","2,111","1,204","676","169","41","5","2","0","1"
"인천광역시 남동구 만수6동(2820058300)","10,240","3,557","2,680","1,987","1,550","362","78","19","5","0","2"
"인천광역시 남동구 장수서창동(2820065000)","7,955","2,350","2,171","1,563","1,365","406","70","21","9","0","0"
"인천광역시 남동구 서창2동(2820065500)","15,785","4,946","3,525","3,246","3,257","682","101","19","8","0","1"
"인천광역시 남동구 남촌도림동(2820066000)","9,421","3,550","2,538","1,682","1,259","328","52","10","1","1","0"
"인천광역시 남동구 논현1동(2820069000)","13,380","4,631","3,280","2,446","2,381","497","107","28","5","3","2"
"인천광역시 남동구 논현2동(2820070000)","15,131","6,192","3,875","2,469","1,966","506","98","20","5","0","0"
"인천광역시 남동구 논현고잔동(2820071000)","15,638","4,376","3,248","3,341","3,684","817","135","23","6","6","2"
"인천광역시 부평구 (2823700000)","217,924","80,376","55,548","41,536","31,800","6,978","1,310","270","74","14","18"
"인천광역시 부평구 부평1동(2823751000)","16,719","6,820","4,115","3,031","2,184","447","88","29","3","2","0"
