"행정구역","2021년12월_전체세대","2021년12월_1인세대","2021년12월_2인세대","2021년12월_3인세대","2021년12월_4인세대","2021년12월_5인세대","2021년12월_6인세대","2021년12월_7인세대","2021년12월_8인세대","2021년12월_9인세대","2021년12월_10인이상세대"
"광주광역시 동구 동명동(2911054500)","2,497","1,689","490","177","96","31","10","2","1","0","1"
"광주광역시 동구 계림1동(2911056000)","6,016","3,326","1,242","795","501","113","32","6","0","0","1"
"광주광역시 동구 계림2동(2911057000)","4,151","1,368","1,090","762","725","166","29","8","3","0","0"
"광주광역시 동구 산수1동(2911059000)","4,503","2,312","1,046","601","391","120","27","3","2","1","0"
"광주광역시 동구 산수2동(2911060000)","4,865","1,879","1,375","839","558","171","35","6","2","0","0"
"광주광역시 동구 지산1동(2911062000)","2,429","1,460","477","252","164","53","18","4","0","0","1"
"광주광역시 동구 지산2동(2911063000)","2,438","1,328","524","297","197","69","18","2","2","0","1"
"광주광역시 동구 서남동(2911065500)","2,227","1,739","289","119","59","14","5","0","0","0","2"
"광주광역시 동구 학동(2911068500)","3,625","1,499","938","585","468","104","23","6","1","0","1"
"광주광역시 동구 학운동(2911071000)","5,234","1,930","1,599","905","539","196","51","8","4","0","2"
"광주광역시 동구 지원1동(2911073000)","3,651","1,470","963","615","460","114","22","6","1","0","0"
"광주광역시 동구 지원2동(2911074000)","7,204","2,672","1,907","1,349","937","283","41","7","5","0","3"
"광주광역시 서구 (2914000000)","132,808","54,617","30,658","22,231","19,287","4,981","817","162","38","5","12"
"광주광역시 서구 양동(2914057500)","2,121","1,165","575","213","118","42","6","2","0","0","0"
"광주광역시 서구 양3동(2914059000)","2,174","909","577","348","256","64","15","3","2","0","0"
"광주광역시 서구 농성1동(2914065000)","6,218","3,488","1,408","754","427","119","16","5","1","0","0"
"광주광역시 서구 농성2동(2914066000)","2,944","1,785","626","332","144","51","6","0","0","0","0"
"광주광역시 서구 광천동(2914073000)","4,234","2,205","932","555","393","121","24","3","1","0","0"
"광주광역시 서구 유덕동(2914074000)","4,898","2,030","1,024","810","776","212","36","8","1","0","1"
"광주광역시 서구 치평동(2914074500)","13,617","5,513","2,975","2,463","2,046","499","95","18","7","0","1"
"광주광역시 서구 상무1동(2914075100)","12,183","5,957","2,441","1,755","1,563","386","59","17","3","1","1"
"광주광역시 서구 상무2동(2914075200)","13,083","7,301","2,751","1,551","1,093","307","66","10","4","0","0"
"광주광역시 서구 화정1동(2914076000)","8,494","4,688","1,867","966","716","201","41","13","2","0","0"
"광주광역시 서구 화정2동(2914077000)","8,006","2,071","1,988","1,752","1,764","361","57","8","3","2","0"
"광주광역시 서구 화정3동(2914078000)","4,625","1,881","1,134","806","571","190","35","7","1","0","0"
"광주광역시 서구 화정4동(2914079000)","6,508","1,992","1,891","1,308","945","308","47","14","0","0","3"
"광주광역시 서구 서창동(2914080000)","2,698","1,147","652","456","313","100","25","1","1","1","2"
"광주광역시 서구 금호1동(2914082100)","8,816","3,214","2,276","1,600","1,282","371","61","8","2","0","2"
"광주광역시 서구 금호2동(2914082400)","10,554","2,442","2,386","2,388","2,618","617","88","13","1","0","1"
"광주광역시 서구 풍암동(2914083000)","15,243","5,157","3,371","2,959","2,946","681","99","23","5","1","1"
"광주광역시 서구 동천동(2914084000)","6,392","1,672","1,784","1,215","1,316","351","41","9","4","0","0"
"광주광역시 남구 (2915500000)","95,722","36,091","24,309","16,713","13,940","3,780","686","141","36","13","13"
"광주광역시 남구 양림동(2915551000)","3,166","1,089","1,035","492","400","122","25","1","2","0","0"
"광주광역시 남구 방림1동(2915552000)","2,930","1,054","773","540","426","114","17","4","1","1","0"
"광주광역시 남구 방림2동(2915553000)","4,082","1,519","1,184","715","483","145","29","7","0","0","0"
"광주광역시 남구 봉선1동(2915553700)","6,665","3,036","1,678","1,008","719","179","37","7","1","0","0"
"광주광역시 남구 봉선2동(2915553800)","9,990","1,903","2,275","2,279","2,681","668","138","32","3","5","6"
"광주광역시 남구 사직동(2915554500)","2,961","1,699","652","335","196","63","9","4","2","0","1"
"광주광역시 남구 월산동(2915560500)","4,583","2,291","1,089","630","432","106","28","5","2","0","0"
"광주광역시 남구 월산4동(2915563000)","4,779","2,618","1,187","553","302","101","14","3","0","1","0"
"광주광역시 남구 월산5동(2915564000)","3,528","1,853","891","456","246","68","11","3","0","0","0"
"광주광역시 남구 백운1동(2915567000)","5,182","1,517","1,625","1,041","750","194","44","6","3","2","0"
"광주광역시 남구 백운2동(2915568000)","3,336","1,712","770","434","307","92","18","1","2","0","0"
"광주광역시 남구 주월1동(2915569000)","9,620","3,542","2,376","1,768","1,452","404","58","14","6","0","0"
"광주광역시 남구 주월2동(2915570000)","4,040","1,896","1,048","548","397","119","22","8","2","0","0"
"광주광역시 남구 진월동(2915570500)","11,487","3,082","2,928","2,446","2,258","613","126","24","6","2","2"
"광주광역시 남구 효덕동(2915571000)","7,501","3,040","1,971","1,172","1,012","267","31","5","1","1","1"
"광주광역시 남구 송암동(2915572000)","8,580","2,637","1,932","1,868","1,647","415","60","13","4","1","3"
"광주광역시 남구 대촌동(2915573000)","3,292","1,603","895","428","232","110","19","4","1","0","0"
"광주광역시 북구 (2917000000)","195,695","80,063","46,828","32,887","27,071","7,262","1,254","239","65","13","13"
"광주광역시 북구 중흥1동(2917051000)","3,000","1,904","644","275","139","27","5","3","2","1","0"
"광주광역시 북구 중흥2동(2917052000)","3,779","2,096","840","449","262","108","16","6","1","0","1"
"광주광역시 북구 중흥3동(2917053000)","2,851","1,778","523","289","204","44","11","0","2","0","0"
"광주광역시 북구 중앙동(2917055500)","2,049","1,395","399","164","63","21","6","1","0","0","0"
"광주광역시 북구 임동(2917057000)","4,476","1,964","1,174","704","472","135","22","3","1","1","0"
"광주광역시 북구 신안동(2917058000)","7,227","4,341","1,458","807","463","124","26","6","0","0","2"
"광주광역시 북구 용봉동(2917059000)","17,773","7,472","4,155","2,865","2,443","679","126","23","9","1","0"
"광주광역시 북구 운암1동(2917060100)","7,441","1,801","2,048","1,577","1,485","418","91","17","3","1","0"
"광주광역시 북구 운암2동(2917060200)","6,102","2,899","1,542","881","568","161","33","13","4","1","0"
"광주광역시 북구 운암3동(2917060300)","5,077","1,406","1,382","1,065","908","256","40","15","4","1","0"
"광주광역시 북구 동림동(2917061500)","9,878","3,147","2,659","2,022","1,561","405","73","4","4","2","1"
"광주광역시 북구 우산동(2917062000)","5,643","3,082","1,317","645","415","136","39","7","2","0","0"
"광주광역시 북구 풍향동(2917063500)","2,774","1,281","592","448","360","73","16","4","0","0","0"
"광주광역시 북구 문화동(2917065000)","9,736","3,955","2,469","1,701","1,218","321","63","7","1","0","1"
"광주광역시 북구 문흥1동(2917065600)","6,483","1,906","1,661","1,363","1,167","331","43","11","1","0","0"
"광주광역시 북구 문흥2동(2917065700)","7,349","2,964","1,921","1,278","910","234","37","5","0","0","0"
"광주광역시 북구 두암1동(2917066100)","4,021","1,965","1,019","563","323","125","20","4","2","0","0"
"광주광역시 북구 두암2동(2917066200)","7,676","3,264","2,043","1,187","863","260","44","12","2","0","1"
"광주광역시 북구 두암3동(2917066300)","7,816","4,544","1,810","834","456","132","31","8","1","0","0"
"광주광역시 북구 삼각동(2917066600)","6,068","2,210","1,378","1,139","1,040","248","42","8","2","1","0"
"광주광역시 북구 일곡동(2917066900)","11,545","3,144","2,603","2,501","2,541","640","93","18","4","0","1"
"광주광역시 북구 매곡동(2917067300)","5,489","1,454","1,483","1,195","1,011","292","46","7","1","0","0"
"광주광역시 북구 오치1동(2917067600)","5,529","2,739","1,247","759","556","176","41","8","3","0","0"
"광주광역시 북구 오치2동(2917067700)","7,005","3,895","1,593","842","507","132","28","6","1","0","1"
"광주광역시 북구 석곡동(2917068500)","1,398","733","397","140","86","32","7","1","1","0","1"
"광주광역시 북구 건국동(2917069500)","9,282","3,129","2,117","1,783","1,762","415","62","7","4","0","3"
"광주광역시 북구 양산동(2917069600)","16,393","6,012","3,829","2,995","2,685","721","121","21","6","2","1"
"광주광역시 북구 신용동(2917069700)","11,835","3,583","2,525","2,416","2,603","616","72","14","4","2","0"
"광주광역시 광산구 (2920000000)","169,125","60,449","36,259","30,746","31,520","8,568","1,288","214","45","18","18"
"광주광역시 광산구 송정1동(2920051500)","4,879","1,908","1,207","826","684","205","41","8","0","0","0"
"광주광역시 광산구 송정2동(2920052500)","3,483","1,766","856","495","259","86","18","3","0","0","0"
"광주광역시 광산구 도산동(2920054000)","6,682","2,491","1,632","1,169","1,016","307","55","9","2","1","0"
"광주광역시 광산구 신흥동(2920055000)","2,056","740","607","348","248","81","25","7","0","0","0"
"광주광역시 광산구 어룡동(2920056500)","14,009","5,025","3,153","2,601","2,408","693","104","20","5","0","0"
"광주광역시 광산구 우산동(2920058000)","14,708","7,216","3,355","2,137","1,536","382","65","12","5","0","0"
"광주광역시 광산구 월곡1동(2920060000)","4,962","1,975","1,253","849","624","216","36","8","1","0","0"
"광주광역시 광산구 월곡2동(2920061000)","6,644","2,379","1,564","1,169","1,154","316","55","3","3","1","0"
"광주광역시 광산구 비아동(2920062000)","3,480","1,515","798","524","472","138","26","3","1","1","2"
"광주광역시 광산구 첨단1동(2920062400)","10,441","2,744","2,419","2,216","2,256","683","93","20","2","5","3"
"광주광역시 광산구 첨단2동(2920062600)","18,410","7,048","3,557","3,333","3,413","903","130","21","3","2","0"
"광주광역시 광산구 신가동(2920063000)","6,973","1,993","1,360","1,366","1,710","468","68","6","2","0","0"
"광주광역시 광산구 운남동(2920063500)","12,313","3,699","2,785","2,574","2,532","628","77","13","2","2","1"
"광주광역시 광산구 수완동(2920063700)","28,302","7,441","5,175","5,794","7,596","1,972","267","44","8","3","2"
"광주광역시 광산구 하남동(2920064000)","10,495","3,391","2,188","2,038","2,154","605","101","11","5","0","2"
"광주광역시 광산구 임곡동(2920065000)","1,273","757","327","123","48","12","3","0","0","1","2"
"광주광역시 광산구 동곡동(2920066000)","1,058","576","299","99","50","23","8","2","1","0","0"
"광주광역시 광산구 평동(2920067000)","2,522","1,562","592","213","111","33","8","2","1","0","0"
"광주광역시 광산구 삼도동(2920068000)","1,335","830","319","104","54","21","4","1","0","0","2"
"광주광역시 광산구 본량동(2920069000)","1,228","757","311","99","45","8","5","0","0","0","3"
"광주광역시 광산구 신창동(2920070000)","13,872","4,636","2,502","2,669","3,150","788","99","21","4","2","1"
"대전광역시  (3000000000)","664,417","273,933","155,302","110,887","95,231","23,402","4,366","935","232","57","72"
"대전광역시 동구 (3011000000)","107,832","48,519","26,429","16,203","12,442","3,401","652","142","27","10","7"
"대전광역시 동구 중앙동(3011051500)","3,124","2,244","542","205","99","25","4","4","0","0","1"
"대전광역시 동구 효동(3011053000)","9,638","2,567","2,471","1,971","1,996","514","92","23","3","1","0"
"대전광역시 동구 신인동(3011054500)","5,467","2,030","1,546","977","685","178","44","6","1","0","0"
"대전광역시 동구 판암1동(3011055100)","5,909","2,388","1,643","1,012","692","139","27","7","0","1","0"
"대전광역시 동구 판암2동(3011055200)","5,296","3,244","1,277","483","216","58","12","4","2","0","0"
"대전광역시 동구 용운동(3011056000)","10,281","4,321","2,531","1,663","1,355","336","61","9","4","1","0"
"대전광역시 동구 대동(3011058500)","6,417","2,208","1,663","1,194","1,033","261","45","9","3","1","0"
"대전광역시 동구 자양동(3011059000)","6,444","4,082","1,220","638","356","115","27","4","1","0","1"
"대전광역시 동구 가양1동(3011062000)","6,981","3,408","1,718","913","702","190","35","12","1","1","1"
"대전광역시 동구 가양2동(3011063000)","8,921","4,004","2,233","1,408","919","284","59","12","2","0","0"
"대전광역시 동구 용전동(3011064000)","11,453","6,606","2,295","1,310","927","254","44","13","3","0","1"
"대전광역시 동구 성남동(3011066500)","5,636","2,332","1,457","963","661","176","38","7","0","2","0"
"대전광역시 동구 홍도동(3011067000)","5,814","3,002","1,326","756","553","137","35","4","1","0","0"
"대전광역시 동구 삼성동(3011069500)","6,657","2,705","1,838","1,079","759","233","35","6","1","1","0"
"대전광역시 동구 대청동(3011072500)","1,265","595","382","148","100","31","6","3","0","0","0"
"대전광역시 동구 산내동(3011074000)","8,529","2,783","2,287","1,483","1,389","470","88","19","5","2","3"
"대전광역시 중구 (3014000000)","107,609","45,057","27,107","17,084","13,610","3,681","817","183","44","13","13"
"대전광역시 중구 은행선화동(3014053500)","9,200","5,691","1,718","948","613","181","35","8","5","0","1"
"대전광역시 중구 목동(3014055000)","4,922","939","1,014","1,096","1,442","339","74","10","4","2","2"
"대전광역시 중구 중촌동(3014056000)","5,998","2,529","1,616","950","673","177","39","10","2","1","1"
"대전광역시 중구 대흥동(3014057500)","7,520","4,327","1,423","874","659","191","35","8","0","0","3"
"대전광역시 중구 문창동(3014060500)","2,648","1,478","630","307","153","58","18","2","2","0","0"
"대전광역시 중구 석교동(3014062000)","7,764","3,327","2,345","1,162","655","210","55","8","0","0","2"
"대전광역시 중구 대사동(3014063000)","3,262","1,962","730","316","182","60","8","4","0","0","0"
"대전광역시 중구 부사동(3014064000)","3,509","1,717","910","465","307","83","19","6","1","1","0"
"대전광역시 중구 용두동(3014065500)","5,129","2,814","1,096","604","478","107","18","6","5","0","1"
"대전광역시 중구 오류동(3014067000)","4,979","2,041","1,318","806","636","138","33","6","1","0","0"
"대전광역시 중구 태평1동(3014068000)","5,217","1,347","1,382","1,150","1,035","249","41","8","3","1","1"
"대전광역시 중구 태평2동(3014069000)","9,611","2,065","2,754","2,058","2,022","539","140","25","6","1","1"
"대전광역시 중구 유천1동(3014070000)","3,663","2,005","869","453","252","64","15","5","0","0","0"
"대전광역시 중구 유천2동(3014071000)","6,465","2,656","1,786","1,027","694","221","55","18","7","1","0"
"대전광역시 중구 문화1동(3014072000)","8,836","2,475","2,207","1,831","1,765","445","89","19","2","2","1"
"대전광역시 중구 문화2동(3014073000)","6,104","2,615","1,677","946","599","193","57","15","2","0","0"
"대전광역시 중구 산성동(3014074000)","12,782","5,069","3,632","2,091","1,445","426","86","25","4","4","0"
"대전광역시 서구 (3017000000)","213,592","86,075","49,062","36,684","32,437","7,550","1,375","289","77","20","23"
"대전광역시 서구 복수동(3017051000)","8,792","2,552","2,060","1,807","1,784","473","93","15","6","1","1"
"대전광역시 서구 도마1동(3017052000)","8,111","4,103","2,039","1,073","635","206","42","9","3","1","0"
"대전광역시 서구 도마2동(3017053000)","8,305","3,503","2,260","1,319","879","263","58","17","4","2","0"
"대전광역시 서구 정림동(3017053500)","6,812","2,047","2,091","1,328","994","262","69","17","0","2","2"
"대전광역시 서구 변동(3017054000)","7,808","3,418","2,096","1,187","795","232","66","6","7","0","1"
"대전광역시 서구 용문동(3017055000)","7,150","4,217","1,550","768","475","106","25","6","3","0","0"
"대전광역시 서구 탄방동(3017055500)","14,566","7,910","2,898","1,901","1,508","273","60","11","4","1","0"
"대전광역시 서구 괴정동(3017056000)","11,407","7,013","2,311","1,081","747","202","38","7","4","1","3"
"대전광역시 서구 가장동(3017057000)","5,130","1,779","1,403","932","752","214","38","10","1","0","1"
"대전광역시 서구 내동(3017057500)","9,553","2,693","2,592","1,918","1,772","467","91","13","5","1","1"
"대전광역시 서구 갈마1동(3017058100)","11,439","6,023","2,499","1,526","1,040","277","53","18","2","1","0"
"대전광역시 서구 갈마2동(3017058200)","13,213","7,130","2,669","1,703","1,351","296","52","10","1","1","0"
"대전광역시 서구 월평1동(3017058600)","7,271","4,961","1,271","592","327","89","20","8","2","0","1"
"대전광역시 서구 월평2동(3017058700)","7,188","3,319","1,707","1,035","860","207","39","14","4","2","1"
"대전광역시 서구 월평3동(3017058800)","7,618","1,266","2,047","1,945","1,894","395","51","17","2","1","0"
"대전광역시 서구 가수원동(3017059000)","17,361","4,837","4,022","3,732","3,856","775","116","12","9","1","1"
"대전광역시 서구 관저1동(3017059600)","6,518","2,187","1,568","1,273","1,120","303","49","14","2","2","0"
"대전광역시 서구 관저2동(3017059700)","19,258","5,361","4,184","4,161","4,380","974","156","34","6","1","1"
"대전광역시 서구 기성동(3017060000)","1,954","1,103","494","194","99","35","14","5","1","0","9"
"대전광역시 서구 둔산1동(3017063000)","5,779","1,156","1,019","1,380","1,769","378","62","10","3","2","0"
"대전광역시 서구 둔산2동(3017064000)","14,407","4,368","3,166","3,265","2,970","545","83","9","1","0","0"
"대전광역시 서구 만년동(3017065000)","5,966","2,625","1,253","982","892","180","27","5","2","0","0"
"대전광역시 서구 둔산3동(3017066000)","7,986","2,504","1,863","1,582","1,538","398","73","22","5","0","1"
"대전광역시 유성구 (3020000000)","155,450","62,630","32,253","27,287","25,999","5,994","988","217","60","11","11"
"대전광역시 유성구 진잠동(3020052000)","11,309","4,628","2,537","1,908","1,660","472","80","22","1","0","1"
"대전광역시 유성구 학하동(3020052600)","7,583","2,928","1,826","1,391","1,078","299","45","15","0","0","1"
"대전광역시 유성구 상대동(3020052700)","8,065","1,754","1,901","1,863","1,992","458","78","12","5","1","1"
"대전광역시 유성구 온천1동(3020053000)","17,447","11,968","3,042","1,419","756","201","41","14","4","1","1"
"대전광역시 유성구 온천2동(3020054000)","20,033","10,187","3,783","2,915","2,450","551","116","22","5","2","2"
"대전광역시 유성구 노은1동(3020054600)","8,825","2,874","1,884","1,788","1,720","453","79","17","8","1","1"
"대전광역시 유성구 노은2동(3020054700)","9,482","2,683","2,127","1,972","2,104","502","77","13","3","0","1"
"대전광역시 유성구 노은3동(3020054800)","14,124","3,320","3,370","3,344","3,351","645","69","17","8","0","0"
"대전광역시 유성구 신성동(3020055000)","11,883","5,408","2,006","1,948","1,933","476","83","25","3","0","1"
"대전광역시 유성구 전민동(3020057000)","11,448","4,257","2,240","2,238","2,149","447","92","20","4","0","1"
"대전광역시 유성구 구즉동(3020058000)","11,855","4,525","2,645","1,989","2,081","524","75","13","3","0","0"
"대전광역시 유성구 관평동(3020060000)","10,749","3,065","1,819","2,320","2,819","600","93","16","12","5","0"
"대전광역시 유성구 원신흥동(3020061000)","12,647","5,033","3,073","2,192","1,906","366","60","11","4","1","1"
"대전광역시 대덕구 (3023000000)","79,934","31,652","20,451","13,629","10,743","2,776","534","104","24","3","18"
"대전광역시 대덕구 오정동(3023051000)","7,660","3,965","1,786","1,009","643","201","44","9","2","0","1"
"대전광역시 대덕구 대화동(3023052000)","3,529","1,775","962","425","261","78","13","6","2","0","7"
"대전광역시 대덕구 회덕동(3023052500)","5,663","2,173","1,627","957","677","168","45","12","3","0","1"
"대전광역시 대덕구 비래동(3023053300)","7,028","2,344","1,990","1,352","982","288","57","12","1","1","1"
"대전광역시 대덕구 송촌동(3023054300)","10,399","2,643","2,490","2,312","2,342","505","83","16","4","0","4"
"대전광역시 대덕구 중리동(3023054600)","10,330","5,322","2,434","1,384","838","268","73","7","3","0","1"
"대전광역시 대덕구 신탄진동(3023055000)","6,175","2,681","1,592","962","689","199","45","5","1","0","1"
"대전광역시 대덕구 석봉동(3023056000)","6,486","1,769","1,681","1,393","1,287","303","42","10","1","0","0"
"대전광역시 대덕구 덕암동(3023057000)","6,601","2,945","1,591","1,017","770","216","50","9","3","0","0"
"대전광역시 대덕구 목상동(3023058000)","3,185","1,498","716","467","398","91","12","1","1","1","0"
"대전광역시 대덕구 법1동(3023060000)","6,002","2,242","1,711","1,042","787","180","27","9","2","0","2"
"대전광역시 대덕구 법2동(3023061000)","6,876","2,295","1,871","1,309","1,069","279","43","8","1","1","0"
"울산광역시  (3100000000)","482,650","169,031","117,125","93,446","82,512","16,976","2,805","545","145","24","41"
"울산광역시 중구 (3111000000)","93,633","33,691","23,556","18,076","14,556","3,103","514","104","24","2","7"
"울산광역시 중구 학성동(3111051000)","5,862","2,862","1,524","819","483","138","25","7","3","0","1"
"울산광역시 중구 반구1동(3111052000)","7,850","3,241","1,859","1,459","1,035","214","38","2","2","0","0"
"울산광역시 중구 반구2동(3111053000)","4,312","1,953","1,103","690","438","98","23","7","0","0","0"
"울산광역시 중구 복산1동(3111054000)","2,038","769","580","391","228","59","10","0","1","0","0"
"울산광역시 중구 복산2동(3111055000)","4,788","1,604","1,179","999","797","180","23","6","0","0","0"
"울산광역시 중구 중앙동(3111058500)","7,057","3,859","1,669","877","494","119","28","11","0","0","0"
"울산광역시 중구 우정동(3111059000)","8,109","2,876","2,165","1,602","1,190","227","33","11","5","0","0"
"울산광역시 중구 태화동(3111060000)","12,715","2,995","3,242","3,039","2,803","546","70","11","7","1","1"
"울산광역시 중구 다운동(3111061000)","10,717","4,324","2,924","1,773","1,344","295","48","9","0","0","0"
"울산광역시 중구 병영1동(3111062000)","9,331","3,081","2,346","1,885","1,583","358","67","9","1","1","0"
"울산광역시 중구 병영2동(3111063000)","8,601","2,834","2,161","1,765","1,488","294","47","10","2","0","0"
"울산광역시 중구 약사동(3111064000)","3,814","678","834","1,003","1,076","193","23","7","0","0","0"
"울산광역시 중구 성안동(3111065000)","8,439","2,615","1,970","1,774","1,597","382","79","14","3","0","5"
"울산광역시 남구 (3114000000)","138,512","51,495","32,718","26,512","22,733","4,160","708","137","35","9","5"
"울산광역시 남구 신정1동(3114051000)","9,581","4,796","2,375","1,311","850","191","40","14","4","0","0"
"울산광역시 남구 신정2동(3114052000)","9,671","2,831","2,264","2,036","2,084","384","58","11","2","0","1"
"울산광역시 남구 신정3동(3114053000)","7,721","3,259","1,864","1,313","1,032","201","41","8","2","1","0"
"울산광역시 남구 신정4동(3114054000)","8,517","2,634","1,969","1,762","1,782","315","46","8","1","0","0"
"울산광역시 남구 신정5동(3114055000)","4,735","2,536","991","639","445","96","25","2","1","0","0"
"울산광역시 남구 달동(3114056000)","13,704","6,538","3,138","2,138","1,568","271","43","4","3","1","0"
"울산광역시 남구 삼산동(3114057000)","23,470","10,761","4,784","3,975","3,174","624","118","27","4","1","2"
"울산광역시 남구 삼호동(3114058500)","9,290","3,559","2,377","1,741","1,308","251","44","7","3","0","0"
"울산광역시 남구 무거동(3114059500)","13,369","4,477","2,999","2,836","2,551","427","66","11","0","1","1"
"울산광역시 남구 옥동(3114060000)","9,909","2,055","2,584","2,523","2,284","381","63","14","3","2","0"
"울산광역시 남구 대현동(3114062500)","11,323","2,662","2,795","2,613","2,702","447","79","16","8","0","1"
"울산광역시 남구 수암동(3114063500)","6,063","1,064","1,597","1,581","1,491","288","32","6","2","2","0"
"울산광역시 남구 선암동(3114064000)","6,039","1,818","1,680","1,322","986","190","33","7","2","1","0"
"울산광역시 남구 야음장생포동(3114067000)","5,120","2,505","1,301","722","476","94","20","2","0","0","0"
"울산광역시 동구 (3117000000)","66,201","23,107","16,463","12,332","11,253","2,470","463","78","26","4","5"
"울산광역시 동구 방어동(3117051000)","18,122","7,292","4,288","2,983","2,663","719","145","22","8","2","0"
"울산광역시 동구 일산동(3117052000)","3,159","1,662","823","358","226","65","18","4","2","1","0"
"울산광역시 동구 화정동(3117053000)","8,274","2,840","1,972","1,581","1,535","286","48","8","4","0","0"
"울산광역시 동구 대송동(3117054000)","5,096","1,861","1,248","1,013","767","159","39","6","2","0","1"
"울산광역시 동구 전하1동(3117055000)","6,459","2,368","1,604","1,170","1,021","242","40","12","2","0","0"
"울산광역시 동구 전하2동(3117056000)","7,832","1,935","1,904","1,677","1,875","359","70","7","4","0","1"
"울산광역시 동구 남목1동(3117058000)","3,680","1,153","1,024","721","612","143","20","5","1","0","1"
"울산광역시 동구 남목2동(3117059000)","8,702","2,638","2,254","1,817","1,622","307","52","7","3","1","1"
"울산광역시 동구 남목3동(3117060000)","4,877","1,358","1,346","1,012","932","190","31","7","0","0","1"
"울산광역시 북구 (3120000000)","85,815","23,513","20,072","19,255","18,578","3,763","501","90","33","6","4"
"울산광역시 북구 농소1동(3120051000)","14,419","4,000","3,323","3,190","3,165","613","98","17","10","2","1"
"울산광역시 북구 농소2동(3120052000)","15,518","3,364","3,720","3,860","3,668","771","119","12","3","0","1"
"울산광역시 북구 농소3동(3120053000)","13,147","2,275","2,811","3,188","3,889","852","99","20","11","2","0"
"울산광역시 북구 강동동(3120054000)","6,612","1,997","1,620","1,404","1,255","291","28","13","2","0","2"
"울산광역시 북구 효문동(3120056000)","13,017","4,674","3,125","2,764","2,038","358","48","7","2","1","0"
"울산광역시 북구 송정동(3120057000)","13,813","3,309","3,228","3,279","3,296","619","63","13","5","1","0"
"울산광역시 북구 양정동(3120058000)","4,773","2,169","1,041","802","609","129","16","7","0","0","0"
"울산광역시 북구 염포동(3120059000)","4,516","1,725","1,204","768","658","130","30","1","0","0","0"
"울산광역시 울주군 (3171000000)","98,489","37,225","24,316","17,271","15,392","3,480","619","136","27","3","20"
"울산광역시 울주군 온산읍(3171025000)","10,754","5,758","2,258","1,287","1,129","262","44","13","2","0","1"
"울산광역시 울주군 언양읍(3171025300)","12,318","4,465","3,130","2,221","1,880","497","90","25","7","0","3"
"울산광역시 울주군 온양읍(3171025600)","12,279","4,286","2,987","2,308","2,109","476","91","18","3","0","1"
"울산광역시 울주군 범서읍(3171025900)","25,164","5,190","5,669","5,947","6,742","1,355","209","42","5","1","4"
"울산광역시 울주군 청량읍(3171026200)","8,443","2,993","2,228","1,637","1,261","258","49","13","2","2","0"
"울산광역시 울주군 삼남읍(3171026500)","11,306","5,138","2,958","1,765","1,089","291","48","9","4","0","4"
"울산광역시 울주군 서생면(3171031000)","4,492","2,322","1,137","533","353","112","31","3","1","0","0"
"울산광역시 울주군 웅촌면(3171034000)","4,187","2,116","1,186","511","272","77","18","3","1","0","3"
"울산광역시 울주군 두동면(3171036000)","2,414","1,303","642","259","148","52","9","1","0","0","0"
"울산광역시 울주군 두서면(3171037000)","1,900","1,088","556","152","76","20","5","3","0","0","0"
"울산광역시 울주군 상북면(3171038000)","4,198","1,995","1,274","549","283","65","20","6","2","0","4"
"울산광역시 울주군 삼동면(3171040000)","1,034","571","291","102","50","15","5","0","0","0","0"
"세종특별자치시  (3600000000)","153,649","53,562","32,324","28,611","30,051","7,498","1,261","257","52","21","12"
"세종특별자치시  (3611000000)","153,649","53,562","32,324","28,611","30,051","7,498","1,261","257","52","21","12"
"세종특별자치시  조치원읍(3611025000)","20,972","9,880","4,664","2,950","2,482","764","183","40","4","4","1"
"세종특별자치시  연기면(3611031000)","1,695","1,061","345","164","80","28","12","4","0","1","0"
"세종특별자치시  연동면(3611032000)","1,749","952","453","194","94","42","12","2","0","0","0"
"세종특별자치시  부강면(3611033000)","3,382","1,773","893","398","227","65","18","7","0","1","0"
"세종특별자치시  금남면(3611034000)","4,946","2,552","1,393","576","281","100","30","11","1","1","1"
"세종특별자치시  장군면(3611035000)","4,252","2,660","924","344","212","75","30","5","2","0","0"
"세종특별자치시  연서면(3611036000)","3,971","2,044","1,079","443","253","106","34","7","4","0","1"
"세종특별자치시  전의면(3611037000)","3,033","1,626","785","307","204","85","18","7","1","0","0"
"세종특별자치시  전동면(3611038000)","1,980","1,133","518","188","92","33","11","4","1","0","0"
"세종특별자치시  소정면(3611039000)","1,165","565","315","134","98","43","6","2","2","0","0"
"세종특별자치시  한솔동(3611051000)","6,411","1,288","1,234","1,420","1,870","500","81","13","3","2","0"
"세종특별자치시  새롬동(3611051500)","15,296","5,307","2,671","2,897","3,439","835","118","26","2","1","0"
"세종특별자치시  도담동(3611052000)","14,229","5,628","2,525","2,512","2,836","622","86","16","2","1","1"
"세종특별자치시  해밀동(3611052500)","3,096","784","570","680","774","240","35","8","2","3","0"
"세종특별자치시  아름동(3611053000)","7,785","1,290","1,407","1,909","2,528","539","84","22","4","0","2"
"세종특별자치시  종촌동(3611054000)","10,861","2,843","2,114","2,438","2,728","623","90","16","8","0","1"
"세종특별자치시  고운동(3611055000)","11,896","2,169","2,606","2,872","3,286","800","132","20","5","5","1"
"세종특별자치시  소담동(3611055500)","7,361","1,554","1,591","1,775","1,948","426","52","12","2","0","1"
