"행정구역","2021년12월_전체세대","2021년12월_1인세대","2021년12월_2인세대","2021년12월_3인세대","2021년12월_4인세대","2021년12월_5인세대","2021년12월_6인세대","2021년12월_7인세대","2021년12월_8인세대","2021년12월_9인세대","2021년12월_10인이상세대"
"서울특별시 용산구 원효로제1동(1117056000)","8,105","4,039","1,705","1,231","909","180","26","8","4","2","1"
"서울특별시 용산구 원효로제2동(1117057000)","5,985","2,246","1,361","1,151","940","204","62","13","3","1","4"
"서울특별시 용산구 효창동(1117058000)","4,375","1,621","1,051","810","663","169","46","11","2","2","0"
"서울특별시 용산구 용문동(1117059000)","5,377","2,087","1,320","1,026","734","159","37","9","3","2","0"
"서울특별시 용산구 한강로동(1117062500)","11,713","6,338","2,450","1,573","1,067","204","59","15","6","0","1"
"서울특별시 용산구 이촌제1동(1117063000)","9,542","2,070","2,249","2,415","2,177","479","108","30","10","3","1"
"서울특별시 용산구 이촌제2동(1117064000)","3,693","1,318","1,007","724","477","126","29","9","3","0","0"
"서울특별시 용산구 이태원제1동(1117065000)","3,628","2,083","775","433","254","59","20","3","1","0","0"
"서울특별시 용산구 이태원제2동(1117066000)","4,918","2,673","1,103","641","361","103","29","5","1","1","1"
"서울특별시 용산구 한남동(1117068500)","10,970","5,977","2,311","1,423","915","249","69","15","8","2","1"
"서울특별시 용산구 서빙고동(1117069000)","5,322","1,799","1,188","935","1,017","310","60","11","2","0","0"
"서울특별시 용산구 보광동(1117070000)","7,427","4,065","1,660","958","575","128","35","4","2","0","0"
"서울특별시 성동구 (1120000000)","134,233","57,653","30,288","23,757","17,768","3,646","824","214","55","18","10"
"서울특별시 성동구 왕십리제2동(1120052000)","7,411","2,919","1,728","1,410","1,054","214","68","12","4","1","1"
"서울특별시 성동구 왕십리도선동(1120053500)","11,867","4,759","2,567","2,261","1,813","350","82","24","8","2","1"
"서울특별시 성동구 마장동(1120054000)","10,968","5,211","2,383","1,662","1,317","290","77","14","9","3","2"
"서울특별시 성동구 사근동(1120055000)","7,945","5,837","989","548","433","113","17","7","1","0","0"
"서울특별시 성동구 행당제1동(1120056000)","6,468","2,759","1,409","1,177","888","185","35","12","2","1","0"
"서울특별시 성동구 행당제2동(1120057000)","9,220","2,353","2,467","2,195","1,767","329","80","21","5","2","1"
"서울특별시 성동구 응봉동(1120058000)","6,063","1,658","1,413","1,447","1,237","242","47","12","5","1","1"
"서울특별시 성동구 금호1가동(1120059000)","6,552","2,176","1,674","1,425","1,012","209","45","10","1","0","0"
"서울특별시 성동구 금호2.3가동(1120061500)","10,118","3,645","2,605","2,074","1,419","298","53","20","3","0","1"
"서울특별시 성동구 금호4가동(1120062000)","6,370","2,283","1,609","1,361","910","160","31","13","3","0","0"
"서울특별시 성동구 옥수동(1120064500)","10,900","3,215","2,969","2,567","1,699","349","75","22","2","2","0"
"서울특별시 성동구 성수1가제1동(1120065000)","7,784","3,368","1,780","1,297","1,078","202","47","6","5","1","0"
"서울특별시 성동구 성수1가제2동(1120066000)","6,175","2,858","1,363","1,013","740","160","31","7","2","1","0"
"서울특별시 성동구 성수2가제1동(1120067000)","8,163","4,099","1,822","1,194","834","161","39","8","4","2","0"
"서울특별시 성동구 성수2가제3동(1120069000)","5,554","2,925","1,120","727","577","150","40","12","1","0","2"
"서울특별시 성동구 송정동(1120072000)","5,600","3,015","1,159","739","516","133","31","6","0","1","0"
"서울특별시 성동구 용답동(1120079000)","7,075","4,573","1,231","660","474","101","26","8","0","1","1"
"서울특별시 광진구 (1121500000)","167,949","81,256","34,893","25,510","20,777","4,248","935","241","56","17","16"
"서울특별시 광진구 화양동(1121571000)","17,777","14,496","1,969","710","482","88","22","8","1","0","1"
"서울특별시 광진구 군자동(1121573000)","11,323","6,869","2,069","1,294","843","185","46","12","3","1","1"
"서울특별시 광진구 중곡제1동(1121574000)","8,378","4,462","1,905","1,089","715","159","37","9","1","1","0"
"서울특별시 광진구 중곡제2동(1121575000)","10,645","4,961","2,531","1,645","1,163","275","54","10","5","1","0"
"서울특별시 광진구 중곡제3동(1121576000)","8,461","4,279","1,999","1,139","824","186","24","9","1","0","0"
"서울특별시 광진구 중곡제4동(1121577000)","13,174","5,220","3,313","2,477","1,675","375","85","21","5","2","1"
"서울특별시 광진구 능동(1121578000)","6,401","3,728","1,298","735","483","112","36","8","1","0","0"
"서울특별시 광진구 광장동(1121581000)","11,910","2,256","2,089","3,086","3,668","626","143","29","9","2","2"
"서울특별시 광진구 자양제1동(1121582000)","11,911","6,403","2,492","1,574","1,122","260","44","8","5","2","1"
"서울특별시 광진구 자양제2동(1121583000)","11,014","4,215","2,649","2,069","1,636","339","80","21","3","1","1"
"서울특별시 광진구 자양제3동(1121584000)","11,093","3,153","2,594","2,421","2,368","408","105","31","8","4","1"
"서울특별시 광진구 자양제4동(1121584700)","9,959","5,576","2,098","1,252","806","175","38","12","1","0","1"
"서울특별시 광진구 구의제1동(1121585000)","12,154","7,041","2,472","1,388","965","228","45","10","2","0","3"
"서울특별시 광진구 구의제2동(1121586000)","11,593","4,308","2,727","2,200","1,824","404","90","30","5","2","3"
"서울특별시 광진구 구의제3동(1121587000)","12,156","4,289","2,688","2,431","2,203","428","86","23","6","1","1"
"서울특별시 동대문구 (1123000000)","168,219","82,531","34,995","25,490","19,363","4,536","984","232","59","19","10"
"서울특별시 동대문구 용신동(1123053600)","18,938","12,046","3,294","1,915","1,293","296","74","16","4","0","0"
"서울특별시 동대문구 제기동(1123054500)","13,423","7,504","2,733","1,629","1,156","303","76","15","4","2","1"
"서울특별시 동대문구 전농제1동(1123056000)","14,863","7,452","3,100","2,285","1,572","365","61","20","5","1","2"
"서울특별시 동대문구 전농제2동(1123057000)","7,642","2,342","1,933","1,625","1,344","312","71","11","3","0","1"
"서울특별시 동대문구 답십리제1동(1123060000)","13,089","5,323","2,805","2,518","1,888","434","85","21","10","5","0"
"서울특별시 동대문구 답십리제2동(1123061000)","12,656","4,715","3,195","2,433","1,792","398","97","19","6","1","0"
"서울특별시 동대문구 장안제1동(1123065000)","18,428","8,304","4,197","3,032","2,201","566","94","25","7","2","0"
"서울특별시 동대문구 장안제2동(1123066000)","14,056","5,129","3,209","2,783","2,299","476","120","32","5","2","1"
"서울특별시 동대문구 청량리동(1123070500)","9,675","4,812","2,235","1,372","945","244","57","7","3","0","0"
"서울특별시 동대문구 회기동(1123071000)","6,549","4,491","924","554","447","101","24","5","2","1","0"
"서울특별시 동대문구 휘경제1동(1123072000)","7,624","4,435","1,326","903","729","183","38","9","0","1","0"
"서울특별시 동대문구 휘경제2동(1123073000)","12,114","6,230","2,223","1,764","1,463","341","72","15","4","0","2"
"서울특별시 동대문구 이문제1동(1123074000)","10,418","6,480","1,760","1,059","860","189","47","16","3","2","2"
"서울특별시 동대문구 이문제2동(1123075000)","8,744","3,268","2,061","1,618","1,374","328","68","21","3","2","1"
"서울특별시 중랑구 (1126000000)","185,712","81,201","44,753","30,834","22,529","5,083","1,003","235","48","17","9"
"서울특별시 중랑구 면목제2동(1126052000)","12,180","5,877","2,812","1,857","1,280","287","52","10","5","0","0"
"서울특별시 중랑구 면목제4동(1126054000)","9,137","3,929","2,269","1,580","1,053","241","50","15","0","0","0"
"서울특별시 중랑구 면목제5동(1126055000)","6,439","2,192","1,657","1,374","972","206","28","10","0","0","0"
"서울특별시 중랑구 면목본동(1126056500)","17,660","8,990","4,128","2,494","1,607","355","67","14","3","1","1"
"서울특별시 중랑구 면목제7동(1126057000)","10,600","4,663","2,655","1,747","1,224","242","54","9","5","1","0"
"서울특별시 중랑구 면목제3.8동(1126057500)","12,668","6,063","3,118","1,894","1,277","243","59","12","1","1","0"
"서울특별시 중랑구 상봉제1동(1126058000)","10,266","3,394","2,579","2,161","1,746","309","62","11","3","1","0"
"서울특별시 중랑구 상봉제2동(1126059000)","12,269","7,559","2,509","1,292","712","153","34","9","1","0","0"
"서울특별시 중랑구 중화제1동(1126060000)","9,085","3,565","2,395","1,647","1,164","249","47","14","2","2","0"
"서울특별시 중랑구 중화제2동(1126061000)","13,631","7,341","3,121","1,775","1,097","233","47","10","3","2","2"
"서울특별시 중랑구 묵제1동(1126062000)","14,854","5,338","3,530","2,854","2,389","585","117","33","3","5","0"
"서울특별시 중랑구 묵제2동(1126063000)","9,259","4,203","2,288","1,497","979","233","52","4","1","1","1"
"서울특별시 중랑구 망우본동(1126065500)","15,689","7,266","3,567","2,483","1,830","440","74","22","5","1","1"
"서울특별시 중랑구 망우제3동(1126066000)","8,238","3,865","1,992","1,322","819","187","42","8","2","1","0"
"서울특별시 중랑구 신내1동(1126068000)","14,704","3,795","3,732","3,045","3,039","862","172","46","9","1","3"
"서울특별시 중랑구 신내2동(1126069000)","9,033","3,161","2,401","1,812","1,341","258","46","8","5","0","1"
"서울특별시 성북구 (1129000000)","195,017","79,845","43,602","34,419","28,831","6,491","1,371","299","100","27","32"
"서울특별시 성북구 성북동(1129052500)","8,225","4,034","1,837","1,184","845","235","63","14","8","0","5"
"서울특별시 성북구 삼선동(1129055500)","11,531","5,842","2,341","1,583","1,363","306","71","18","5","1","1"
"서울특별시 성북구 동선동(1129057500)","9,534","6,335","1,522","873","609","151","30","8","4","1","1"
"서울특별시 성북구 돈암제1동(1129058000)","6,114","1,845","1,683","1,252","1,039","229","54","7","2","2","1"
"서울특별시 성북구 돈암제2동(1129059000)","8,594","1,777","1,986","2,151","2,067","465","110","25","9","2","2"
"서울특별시 성북구 안암동(1129060000)","9,385","6,410","1,411","798","611","120","28","4","1","0","2"
"서울특별시 성북구 보문동(1129061000)","7,739","3,812","1,621","1,188","866","213","27","8","2","1","1"
"서울특별시 성북구 정릉제1동(1129062000)","7,369","2,276","1,694","1,643","1,353","303","78","15","2","2","3"
"서울특별시 성북구 정릉제2동(1129063000)","9,902","3,375","2,554","1,958","1,555","343","81","24","8","3","1"
"서울특별시 성북구 정릉제3동(1129064000)","7,879","4,333","1,622","983","710","174","40","9","2","2","4"
"서울특별시 성북구 정릉제4동(1129065000)","10,860","3,860","2,760","2,121","1,624","385","76","23","8","2","1"
"서울특별시 성북구 길음제1동(1129066000)","12,519","2,524","2,518","3,121","3,516","671","128","24","9","2","6"
"서울특별시 성북구 길음제2동(1129068500)","6,905","2,284","1,567","1,425","1,284","269","60","11","3","2","0"
"서울특별시 성북구 종암동(1129070500)","17,149","6,643","3,858","3,131","2,734","631","117","20","12","2","1"
"서울특별시 성북구 월곡제1동(1129071500)","10,854","3,417","2,645","2,251","1,981","445","88","21","4","1","1"
"서울특별시 성북구 월곡제2동(1129072500)","9,617","4,668","2,030","1,442","1,122","268","65","9","11","1","1"
"서울특별시 성북구 장위제1동(1129076000)","10,777","4,060","2,622","1,973","1,642","387","70","17","4","2","0"
"서울특별시 성북구 장위제2동(1129077000)","6,716","2,952","1,751","1,084","680","191","49","8","0","1","0"
"서울특별시 성북구 장위제3동(1129078000)","6,499","2,121","1,401","1,379","1,277","255","52","12","2","0","0"
"서울특별시 성북구 석관동(1129081000)","16,849","7,277","4,179","2,879","1,953","450","84","22","4","0","1"
"서울특별시 강북구 (1130500000)","144,536","63,836","35,360","23,598","16,764","3,912","829","162","42","15","18"
"서울특별시 강북구 삼양동(1130553400)","11,126","4,657","2,766","1,923","1,353","334","73","13","4","2","1"
"서울특별시 강북구 미아동(1130553500)","11,687","6,334","2,553","1,531","971","241","43","7","5","1","1"
"서울특별시 강북구 송중동(1130554500)","13,975","6,137","3,344","2,306","1,694","382","84","21","3","1","3"
"서울특별시 강북구 송천동(1130555500)","13,549","6,559","3,307","1,975","1,347","296","51","9","2","1","2"
"서울특별시 강북구 삼각산동(1130557500)","11,577","2,633","2,616","2,753","2,835","589","113","30","8","0","0"
"서울특별시 강북구 번1동(1130559500)","10,279","5,783","2,200","1,264","834","152","41","4","1","0","0"
"서울특별시 강북구 번2동(1130560300)","7,597","3,116","2,123","1,289","806","207","44","8","2","0","2"
"서울특별시 강북구 번3동(1130560800)","7,478","2,527","2,245","1,385","1,011","242","58","8","2","0","0"
"서울특별시 강북구 수유1동(1130561500)","10,419","4,985","2,494","1,616","987","256","62","9","2","4","4"
"서울특별시 강북구 수유2동(1130562500)","9,866","3,873","2,653","1,757","1,202","301","60","14","3","2","1"
"서울특별시 강북구 수유3동(1130563500)","12,921","7,373","2,669","1,627","960","229","47","8","5","2","1"
"서울특별시 강북구 우이동(1130564500)","9,613","3,833","2,606","1,663","1,153","279","61","12","4","1","1"
"서울특별시 강북구 인수동(1130566000)","14,449","6,026","3,784","2,509","1,611","404","92","19","1","1","2"
"서울특별시 도봉구 (1132000000)","138,656","48,682","35,854","27,255","20,851","4,744","937","241","60","26","6"
"서울특별시 도봉구 창제1동(1132051100)","10,957","4,031","2,730","2,083","1,714","308","73","13","4","1","0"
"서울특별시 도봉구 창제2동(1132051200)","12,613","4,267","3,378","2,570","1,824","439","87","36","7","5","0"
"서울특별시 도봉구 창제3동(1132051300)","6,544","2,671","1,760","1,101","784","183","27","15","3","0","0"
"서울특별시 도봉구 창제4동(1132051400)","10,699","3,146","2,550","2,409","2,078","420","73","14","7","1","1"
"서울특별시 도봉구 창제5동(1132051500)","10,245","3,170","2,642","2,198","1,768","358","79","21","5","4","0"
"서울특별시 도봉구 도봉제1동(1132052100)","10,385","4,519","2,818","1,707","1,017","246","56","15","6","1","0"
"서울특별시 도봉구 도봉제2동(1132052200)","11,875","4,213","3,168","2,356","1,629","392","84","27","3","3","0"
"서울특별시 도봉구 쌍문제1동(1132066000)","9,407","3,308","2,521","1,859","1,272","348","74","21","2","2","0"
"서울특별시 도봉구 쌍문제2동(1132067000)","8,594","3,301","2,303","1,569","1,089","266","49","11","3","1","2"
"서울특별시 도봉구 쌍문제3동(1132068000)","7,890","3,312","1,968","1,387","963","217","34","8","1","0","0"
"서울특별시 도봉구 쌍문제4동(1132068100)","7,099","1,668","1,755","1,706","1,608","306","47","7","1","1","0"
"서울특별시 도봉구 방학제1동(1132069000)","12,938","5,079","3,175","2,265","1,826","465","96","19","8","3","2"
"서울특별시 도봉구 방학제2동(1132070000)","9,418","3,967","2,461","1,605","1,046","273","52","9","4","1","0"
"서울특별시 도봉구 방학제3동(1132071000)","9,992","2,030","2,625","2,440","2,233","523","106","25","6","3","1"
"서울특별시 노원구 (1135000000)","217,378","74,565","51,876","43,193","38,376","7,560","1,380","307","77","26","18"
"서울특별시 노원구 월계1동(1135056000)","10,228","4,540","2,262","1,649","1,383","329","46","15","3","1","0"
"서울특별시 노원구 월계2동(1135057000)","11,944","4,369","3,196","2,259","1,676","359","71","10","2","1","1"
"서울특별시 노원구 월계3동(1135058000)","12,991","4,304","3,559","2,726","1,874","414","89","19","4","1","1"
"서울특별시 노원구 공릉1동(1135059500)","18,190","8,843","3,804","2,760","2,200","454","105","18","2","3","1"
"서울특별시 노원구 공릉2동(1135060000)","17,045","6,124","3,532","3,340","3,283","615","115","25","6","4","1"
"서울특별시 노원구 하계1동(1135061100)","11,491","4,350","2,472","2,071","2,098","406","68","18","5","1","2"
"서울특별시 노원구 하계2동(1135061200)","8,211","1,871","1,905","1,966","2,038","361","55","11","2","2","0"
"서울특별시 노원구 중계본동(1135061900)","8,383","1,865","1,473","1,844","2,535","550","96","15","4","1","0"
"서울특별시 노원구 중계1동(1135062100)","8,956","1,468","1,468","2,367","3,100","474","59","11","9","0","0"
"서울특별시 노원구 중계4동(1135062400)","8,343","2,780","2,015","1,595","1,542","331","60","13","5","1","1"
"서울특별시 노원구 중계2.3동(1135062500)","15,269","5,413","4,140","2,949","2,293","402","58","11","1","1","1"
"서울특별시 노원구 상계1동(1135063000)","15,601","4,756","3,996","3,246","2,764","667","128","31","7","1","5"
"서울특별시 노원구 상계2동(1135064000)","8,657","3,317","1,781","1,643","1,532","285","79","16","3","1","0"
"서울특별시 노원구 상계3.4동(1135066500)","11,999","4,768","3,073","2,054","1,586","406","81","19","11","1","0"
"서울특별시 노원구 상계5동(1135067000)","10,926","4,219","2,825","2,012","1,450","325","70","17","5","2","1"
"서울특별시 노원구 상계6.7동(1135069500)","13,894","4,600","3,485","2,881","2,428","409","65","20","4","0","2"
"서울특별시 노원구 상계8동(1135070000)","9,219","2,532","2,494","2,184","1,665","283","43","12","1","3","2"
"서울특별시 노원구 상계9동(1135071000)","8,378","2,332","2,275","1,915","1,534","267","42","11","1","1","0"
"서울특별시 노원구 상계10동(1135072000)","7,653","2,114","2,121","1,732","1,395","223","50","15","2","1","0"
"서울특별시 은평구 (1138000000)","214,711","85,088","52,293","38,679","29,537","7,106","1,550","322","85","27","24"
"서울특별시 은평구 녹번동(1138051000)","17,601","7,477","4,414","3,066","2,077","443","93","26","4","1","0"
"서울특별시 은평구 불광제1동(1138052000)","17,756","6,982","4,577","3,258","2,287","500","113","31","7","1","0"
"서울특별시 은평구 불광제2동(1138053000)","13,989","6,686","3,361","2,187","1,331","323","81","12","6","1","1"
"서울특별시 은평구 갈현제1동(1138055100)","10,787","4,896","2,642","1,745","1,157","271","60","11","4","1","0"
"서울특별시 은평구 갈현제2동(1138055200)","12,650","4,734","3,217","2,409","1,757","419","93","12","4","3","2"
"서울특별시 은평구 구산동(1138056000)","13,325","4,480","3,449","2,658","2,067","516","116","27","6","1","5"
"서울특별시 은평구 대조동(1138057000)","14,546","7,849","3,188","1,875","1,266","271","78","12","4","2","1"
"서울특별시 은평구 응암제1동(1138058000)","14,952","5,980","3,631","2,621","2,111","491","84","15","5","7","7"
"서울특별시 은평구 응암제2동(1138059000)","11,263","3,289","2,695","2,623","2,090","445","88","21","8","1","3"
"서울특별시 은평구 응암제3동(1138060000)","12,494","6,096","3,023","1,804","1,188","301","59","15","7","0","1"
"서울특별시 은평구 역촌동(1138062500)","20,822","8,243","5,169","3,881","2,714","646","123","35","8","3","0"
"서울특별시 은평구 신사제1동(1138063100)","11,896","4,197","3,128","2,357","1,705","398","88","18","2","3","0"
"서울특별시 은평구 신사제2동(1138063200)","8,976","3,323","2,271","1,680","1,320","289","76","13","3","0","1"
"서울특별시 은평구 증산동(1138064000)","6,768","2,640","1,711","1,193","929","236","43","14","2","0","0"
"서울특별시 은평구 수색동(1138065000)","5,360","1,781","1,342","1,071","890","216","49","8","3","0","0"
"서울특별시 은평구 진관동(1138069000)","21,526","6,435","4,475","4,251","4,648","1,341","306","52","12","3","3"
"서울특별시 서대문구 (1141000000)","143,647","63,380","31,486","24,215","19,006","4,325","915","232","53","24","11"
"서울특별시 서대문구 천연동(1141052000)","7,749","3,080","1,818","1,439","1,107","247","44","10","2","1","1"
"서울특별시 서대문구 북아현동(1141055500)","7,209","2,812","1,653","1,447","1,072","181","32","11","0","1","0"
"서울특별시 서대문구 충현동(1141056500)","10,263","5,200","2,062","1,445","1,187","292","58","16","1","1","1"
"서울특별시 서대문구 신촌동(1141058500)","14,010","10,947","1,570","790","521","133","33","5","6","1","4"
"서울특별시 서대문구 연희동(1141061500)","18,600","10,170","3,633","2,427","1,787","446","101","20","9","7","0"
"서울특별시 서대문구 홍제제1동(1141062000)","10,409","3,830","2,563","1,977","1,576","367","69","17","8","1","1"
"서울특별시 서대문구 홍제제3동(1141064000)","7,046","2,809","1,743","1,292","925","214","49","11","3","0","0"
"서울특별시 서대문구 홍제제2동(1141065500)","5,805","1,892","1,465","1,239","954","206","33","11","3","1","1"
"서울특별시 서대문구 홍은제1동(1141066000)","9,731","3,353","2,409","1,963","1,531","372","78","17","6","2","0"
"서울특별시 서대문구 홍은제2동(1141068500)","12,316","5,141","2,946","2,138","1,597","358","93","34","6","3","0"
"서울특별시 서대문구 남가좌제1동(1141069000)","5,673","1,287","1,240","1,434","1,339","282","68","19","3","1","0"
"서울특별시 서대문구 남가좌제2동(1141070000)","13,344","5,318","2,949","2,455","2,061","447","89","19","2","3","1"
"서울특별시 서대문구 북가좌제1동(1141071000)","6,908","1,694","1,751","1,590","1,450","326","73","19","3","2","0"
"서울특별시 서대문구 북가좌제2동(1141072000)","14,584","5,847","3,684","2,579","1,899","454","95","23","1","0","2"
"서울특별시 마포구 (1144000000)","179,861","85,055","37,746","28,257","22,585","4,867","975","261","72","31","12"
"서울특별시 마포구 아현동(1144055500)","10,423","3,218","2,466","2,430","1,892","322","66","22","1","4","2"
"서울특별시 마포구 공덕동(1144056500)","18,507","8,927","3,993","2,871","2,123","462","93","29","6","3","0"
"서울특별시 마포구 도화동(1144058500)","9,305","3,554","2,089","1,799","1,427","337","75","19","0","4","1"
"서울특별시 마포구 용강동(1144059000)","9,393","3,539","1,986","1,899","1,563","314","64","21","5","2","0"
"서울특별시 마포구 대흥동(1144060000)","8,673","5,555","1,443","844","672","132","19","5","0","1","2"
"서울특별시 마포구 염리동(1144061000)","7,754","3,355","1,556","1,354","1,226","217","30","12","2","1","1"
"서울특별시 마포구 신수동(1144063000)","9,976","3,883","2,201","1,886","1,605","310","68","17","5","1","0"
"서울특별시 마포구 서강동(1144065500)","12,165","5,850","2,350","1,999","1,570","305","63","19","8","0","1"
"서울특별시 마포구 서교동(1144066000)","15,381","10,172","2,595","1,378","959","203","56","8","7","1","2"
"서울특별시 마포구 합정동(1144068000)","9,508","5,317","2,023","1,206","750","160","32","15","3","1","1"
"서울특별시 마포구 망원제1동(1144069000)","10,325","5,130","2,452","1,367","1,062","246","52","12","4","0","0"
"서울특별시 마포구 망원제2동(1144070000)","8,464","3,363","2,088","1,447","1,236","258","56","12","3","1","0"
"서울특별시 마포구 연남동(1144071000)","8,641","5,185","1,712","941","595","168","28","6","2","4","0"
"서울특별시 마포구 성산제1동(1144072000)","9,398","4,468","2,160","1,407","1,018","262","57","16","5","5","0"
"서울특별시 마포구 성산제2동(1144073000)","19,231","9,036","4,009","3,046","2,473","527","107","21","10","1","1"
"서울특별시 마포구 상암동(1144074000)","12,717","4,503","2,623","2,383","2,414","644","109","27","11","2","1"
"서울특별시 양천구 (1147000000)","181,404","56,418","41,461","37,921","36,409","7,360","1,380","312","97","25","21"
"서울특별시 양천구 목1동(1147051000)","10,403","1,694","1,901","2,861","3,260","547","102","25","8","5","0"
"서울특별시 양천구 목2동(1147052000)","13,396","5,254","3,141","2,411","2,028","427","98","26","8","1","2"
"서울특별시 양천구 목3동(1147053000)","10,027","3,981","2,511","1,810","1,376","258","61","23","4","1","2"
"서울특별시 양천구 목4동(1147054000)","10,152","3,273","2,021","2,082","2,222","440","84","23","6","0","1"
"서울특별시 양천구 목5동(1147055000)","13,465","1,774","2,417","3,711","4,596","773","135","41","11","6","1"
"서울특별시 양천구 신월1동(1147056000)","10,232","4,731","2,513","1,653","1,032","251","44","6","1","1","0"
"서울특별시 양천구 신월2동(1147057000)","8,465","2,579","2,137","1,795","1,489","361","75","22","4","0","3"
"서울특별시 양천구 신월3동(1147058000)","7,909","4,065","1,787","1,072","724","207","42","6","2","1","3"
"서울특별시 양천구 신월4동(1147059000)","6,890","1,681","1,778","1,602","1,388","347","71","16","5","2","0"
"서울특별시 양천구 신월5동(1147060000)","6,470","2,433","1,575","1,210","943","238","58","12","1","0","0"
"서울특별시 양천구 신월6동(1147061000)","5,356","1,284","1,338","1,299","1,175","227","30","3","0","0","0"
"서울특별시 양천구 신월7동(1147061100)","9,219","3,475","2,685","1,663","1,113","221","46","12","4","0","0"
"서울특별시 양천구 신정1동(1147062000)","7,103","1,421","1,335","1,709","2,158","391","67","16","4","0","2"
"서울특별시 양천구 신정2동(1147063000)","7,010","1,608","1,382","1,527","2,018","410","52","5","5","2","1"
