"행정구역","2023년12월_계_총세대수","2023년12월_계_연령구간세대수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총세대수","2023년12월_남_연령구간세대수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총세대수","2023년12월_여_연령구간세대수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"전국  (1000000000)","9,935,600","9,935,600","2,649","37,944","1,514,982","1,676,332","1,284,439","1,634,211","1,832,132","1,092,969","735,444","121,257","3,241","5,114,354","5,114,354","1,319","18,211","773,990","1,058,704","828,595","985,535","906,099","373,813","148,629","18,952","507","4,821,246","4,821,246","1,330","19,733","740,992","617,628","455,844","648,676","926,033","719,156","586,815","102,305","2,734"
"서울특별시  (1100000000)","1,988,235","1,988,235","465","8,879","448,719","454,914","252,224","251,974","277,351","178,099","100,415","14,735","460","954,572","954,572","238","3,511","192,469","251,656","143,327","147,368","131,032","59,041","23,080","2,737","113","1,033,663","1,033,663","227","5,368","256,250","203,258","108,897","104,606","146,319","119,058","77,335","11,998","347"
"서울특별시 종로구 (1111000000)","37,728","37,728","10","238","8,742","7,261","4,396","5,331","5,642","3,479","2,241","370","18","18,743","18,743","5","76","3,880","3,958","2,356","3,191","3,130","1,435","621","84","7","18,985","18,985","5","162","4,862","3,303","2,040","2,140","2,512","2,044","1,620","286","11"
"서울특별시 종로구 청운효자동(1111051500)","1,964","1,964","0","4","238","454","342","272","259","206","155","32","2","749","749","0","1","98","210","128","114","96","56","39","6","1","1,215","1,215","0","3","140","244","214","158","163","150","116","26","1"
"서울특별시 종로구 사직동(1111053000)","2,299","2,299","0","12","307","634","400","297","274","190","150","32","3","930","930","0","1","119","281","154","138","121","62","42","10","2","1,369","1,369","0","11","188","353","246","159","153","128","108","22","1"
"서울특별시 종로구 삼청동(1111054000)","555","555","0","1","66","93","89","80","99","68","44","15","0","262","262","0","1","37","54","45","41","47","24","10","3","0","293","293","0","0","29","39","44","39","52","44","34","12","0"
"서울특별시 종로구 부암동(1111055000)","1,674","1,674","0","11","216","348","280","253","280","151","115","20","0","706","706","0","3","95","177","114","107","115","64","29","2","0","968","968","0","8","121","171","166","146","165","87","86","18","0"
"서울특별시 종로구 평창동(1111056000)","2,260","2,260","0","17","196","394","319","384","392","279","219","54","6","899","899","0","3","92","217","143","152","155","80","47","8","2","1,361","1,361","0","14","104","177","176","232","237","199","172","46","4"
"서울특별시 종로구 무악동(1111057000)","707","707","1","0","18","94","71","119","156","126","103","18","1","278","278","0","0","8","55","36","61","58","36","18","6","0","429","429","1","0","10","39","35","58","98","90","85","12","1"
"서울특별시 종로구 교남동(1111058000)","1,621","1,621","1","3","228","341","243","252","246","177","115","15","0","640","640","1","2","83","161","108","120","81","47","34","3","0","981","981","0","1","145","180","135","132","165","130","81","12","0"
"서울특별시 종로구 가회동(1111060000)","921","921","0","4","80","190","156","173","141","104","61","12","0","385","385","0","3","34","85","72","88","62","28","11","2","0","536","536","0","1","46","105","84","85","79","76","50","10","0"
"서울특별시 종로구 종로1.2.3.4가동(1111061500)","3,921","3,921","0","10","658","601","425","695","849","446","203","32","2","2,683","2,683","0","4","314","400","297","556","671","315","112","13","1","1,238","1,238","0","6","344","201","128","139","178","131","91","19","1"
"서울특별시 종로구 종로5.6가동(1111063000)","2,570","2,570","0","12","813","507","217","360","340","203","100","18","0","1,467","1,467","0","4","365","308","141","262","245","97","42","3","0","1,103","1,103","0","8","448","199","76","98","95","106","58","15","0"
"서울특별시 종로구 이화동(1111064000)","2,731","2,731","0","15","903","662","287","256","280","183","133","12","0","1,283","1,283","0","6","400","332","159","153","140","65","26","2","0","1,448","1,448","0","9","503","330","128","103","140","118","107","10","0"
"서울특별시 종로구 혜화동(1111065000)","5,697","5,697","2","125","2,790","958","450","452","387","261","234","34","4","2,849","2,849","1","42","1,413","565","258","247","195","68","52","7","1","2,848","2,848","1","83","1,377","393","192","205","192","193","182","27","3"
"서울특별시 종로구 창신제1동(1111067000)","1,547","1,547","0","1","129","220","146","290","401","232","116","12","0","911","911","0","0","55","146","95","194","260","123","38","0","0","636","636","0","1","74","74","51","96","141","109","78","12","0"
"서울특별시 종로구 창신제2동(1111068000)","2,031","2,031","3","7","150","255","235","435","514","266","148","18","0","1,127","1,127","1","4","82","153","158","299","287","107","31","5","0","904","904","2","3","68","102","77","136","227","159","117","13","0"
"서울특별시 종로구 창신제3동(1111069000)","946","946","0","1","84","175","99","173","192","119","90","13","0","471","471","0","1","37","107","57","110","99","36","18","6","0","475","475","0","0","47","68","42","63","93","83","72","7","0"
"서울특별시 종로구 숭인제1동(1111070000)","1,489","1,489","1","1","176","215","228","286","286","170","108","18","0","749","749","1","0","80","121","138","164","147","72","25","1","0","740","740","0","1","96","94","90","122","139","98","83","17","0"
"서울특별시 종로구 숭인제2동(1111071000)","4,795","4,795","2","14","1,690","1,120","409","554","546","298","147","15","0","2,354","2,354","1","1","568","586","253","385","351","155","47","7","0","2,441","2,441","1","13","1,122","534","156","169","195","143","100","8","0"
"서울특별시 중구 (1114000000)","34,519","34,519","8","170","6,929","7,616","4,409","4,687","5,185","3,275","1,912","320","8","17,266","17,266","5","77","2,904","4,119","2,451","2,909","2,889","1,369","486","56","1","17,253","17,253","3","93","4,025","3,497","1,958","1,778","2,296","1,906","1,426","264","7"
"서울특별시 중구 소공동(1114052000)","738","738","1","3","92","232","174","108","79","29","17","3","0","343","343","1","0","31","110","77","58","43","16","6","1","0","395","395","0","3","61","122","97","50","36","13","11","2","0"
"서울특별시 중구 회현동(1114054000)","1,515","1,515","1","6","101","166","171","299","427","224","102","18","0","965","965","1","3","57","98","109","216","306","127","44","4","0","550","550","0","3","44","68","62","83","121","97","58","14","0"
"서울특별시 중구 명동(1114055000)","950","950","0","13","192","177","143","146","156","76","42","5","0","518","518","0","5","81","105","84","96","92","42","11","2","0","432","432","0","8","111","72","59","50","64","34","31","3","0"
"서울특별시 중구 필동(1114057000)","1,679","1,679","0","23","459","358","189","226","218","111","76","17","2","948","948","0","13","225","215","113","160","139","57","25","1","0","731","731","0","10","234","143","76","66","79","54","51","16","2"
"서울특별시 중구 장충동(1114058000)","1,918","1,918","1","37","888","324","160","154","147","114","79","14","0","1,081","1,081","1","22","515","192","98","97","86","49","20","1","0","837","837","0","15","373","132","62","57","61","65","59","13","0"
"서울특별시 중구 광희동(1114059000)","2,899","2,899","1","17","839","772","303","309","329","220","100","9","0","1,442","1,442","1","7","305","408","172","207","207","103","29","3","0","1,457","1,457","0","10","534","364","131","102","122","117","71","6","0"
"서울특별시 중구 을지로동(1114060500)","1,548","1,548","0","4","241","472","215","195","232","126","55","8","0","967","967","0","2","106","300","119","145","180","85","26","4","0","581","581","0","2","135","172","96","50","52","41","29","4","0"
"서울특별시 중구 신당동(1114061500)","3,131","3,131","1","11","666","691","428","472","441","260","139","21","1","1,607","1,607","0","3","249","373","246","309","256","119","44","8","0","1,524","1,524","1","8","417","318","182","163","185","141","95","13","1"
"서울특별시 중구 다산동(1114062500)","3,312","3,312","0","13","720","775","396","409","454","324","200","21","0","1,585","1,585","0","9","300","414","225","239","225","130","41","2","0","1,727","1,727","0","4","420","361","171","170","229","194","159","19","0"
"서울특별시 중구 약수동(1114063500)","3,189","3,189","0","20","361","484","389","451","587","474","340","81","2","1,294","1,294","0","8","152","253","194","224","240","139","70","14","0","1,895","1,895","0","12","209","231","195","227","347","335","270","67","2"
"서울특별시 중구 청구동(1114064500)","2,566","2,566","0","3","292","487","311","358","469","354","248","41","3","1,114","1,114","0","0","123","268","163","192","200","116","46","5","1","1,452","1,452","0","3","169","219","148","166","269","238","202","36","2"
"서울특별시 중구 신당제5동(1114065000)","2,799","2,799","3","3","475","633","376","445","441","276","127","20","0","1,383","1,383","1","1","173","320","225","286","231","107","36","3","0","1,416","1,416","2","2","302","313","151","159","210","169","91","17","0"
"서울특별시 중구 동화동(1114066500)","1,118","1,118","0","2","98","171","149","216","216","138","109","19","0","537","537","0","1","44","105","88","125","108","46","17","3","0","581","581","0","1","54","66","61","91","108","92","92","16","0"
"서울특별시 중구 황학동(1114067000)","4,406","4,406","0","8","1,133","1,297","539","466","512","292","136","23","0","2,068","2,068","0","2","416","665","277","263","287","120","34","4","0","2,338","2,338","0","6","717","632","262","203","225","172","102","19","0"
"서울특별시 중구 중림동(1114068000)","2,751","2,751","0","7","372","577","466","433","477","257","142","20","0","1,414","1,414","0","1","127","293","261","292","289","113","37","1","0","1,337","1,337","0","6","245","284","205","141","188","144","105","19","0"
"서울특별시 용산구 (1117000000)","53,331","53,331","28","210","9,719","14,432","7,643","7,105","6,810","4,104","2,759","502","19","25,793","25,793","19","65","3,887","7,817","4,230","4,091","3,532","1,408","652","86","6","27,538","27,538","9","145","5,832","6,615","3,413","3,014","3,278","2,696","2,107","416","13"
"서울특별시 용산구 후암동(1117051000)","4,243","4,243","0","15","691","1,123","593","558","602","382","230","47","2","2,048","2,048","0","7","311","615","313","319","305","122","49","6","1","2,195","2,195","0","8","380","508","280","239","297","260","181","41","1"
"서울특별시 용산구 용산2가동(1117052000)","2,786","2,786","6","10","538","775","408","277","343","237","164","28","0","1,379","1,379","4","6","276","425","238","153","164","77","33","3","0","1,407","1,407","2","4","262","350","170","124","179","160","131","25","0"
"서울특별시 용산구 남영동(1117053000)","3,723","3,723","2","12","369","552","446","849","938","373","162","18","2","2,647","2,647","0","4","148","328","322","712","782","258","84","8","1","1,076","1,076","2","8","221","224","124","137","156","115","78","10","1"
"서울특별시 용산구 청파동(1117055500)","7,001","7,001","0","58","2,146","1,647","836","850","743","452","236","30","3","3,221","3,221","0","10","619","931","480","536","404","166","68","5","2","3,780","3,780","0","48","1,527","716","356","314","339","286","168","25","1"
"서울특별시 용산구 원효로제1동(1117056000)","5,170","5,170","2","18","1,349","1,955","666","463","371","208","121","17","0","2,283","2,283","2","3","406","963","331","277","192","71","32","6","0","2,887","2,887","0","15","943","992","335","186","179","137","89","11","0"
"서울특별시 용산구 원효로제2동(1117057000)","2,577","2,577","1","1","478","735","300","320","319","222","169","29","3","1,225","1,225","1","0","193","404","192","183","138","69","38","7","0","1,352","1,352","0","1","285","331","108","137","181","153","131","22","3"
"서울특별시 용산구 효창동(1117058000)","1,759","1,759","1","4","362","547","260","186","172","133","78","16","0","766","766","1","2","125","298","127","75","79","38","18","3","0","993","993","0","2","237","249","133","111","93","95","60","13","0"
"서울특별시 용산구 용문동(1117059000)","2,136","2,136","2","1","379","579","243","250","298","219","143","21","1","949","949","1","0","165","321","137","124","116","56","28","1","0","1,187","1,187","1","1","214","258","106","126","182","163","115","20","1"
"서울특별시 용산구 한강로동(1117062500)","6,056","6,056","2","20","1,227","2,167","910","615","540","300","226","47","2","2,777","2,777","2","5","460","1,040","463","342","272","118","63","12","0","3,279","3,279","0","15","767","1,127","447","273","268","182","163","35","2"
"서울특별시 용산구 이촌제1동(1117063000)","1,810","1,810","3","14","62","234","284","318","306","250","255","82","2","634","634","3","6","30","136","131","120","100","54","41","12","1","1,176","1,176","0","8","32","98","153","198","206","196","214","70","1"
"서울특별시 용산구 이촌제2동(1117064000)","1,310","1,310","0","2","83","247","236","204","233","159","123","23","0","579","579","0","1","39","154","135","107","80","38","20","5","0","731","731","0","1","44","93","101","97","153","121","103","18","0"
"서울특별시 용산구 이태원제1동(1117065000)","1,978","1,978","0","11","347","563","287","280","239","143","85","22","1","1,079","1,079","0","7","211","359","175","154","121","32","16","4","0","899","899","0","4","136","204","112","126","118","111","69","18","1"
"서울특별시 용산구 이태원제2동(1117066000)","2,705","2,705","4","10","466","853","403","301","273","194","178","23","0","1,235","1,235","3","2","238","450","208","136","107","53","37","1","0","1,470","1,470","1","8","228","403","195","165","166","141","141","22","0"
"서울특별시 용산구 한남동(1117068500)","4,921","4,921","5","18","576","1,309","981","806","613","352","224","37","0","2,393","2,393","2","6","270","692","541","413","297","117","52","3","0","2,528","2,528","3","12","306","617","440","393","316","235","172","34","0"
"서울특별시 용산구 서빙고동(1117069000)","1,687","1,687","0","8","167","360","247","279","264","159","169","31","3","804","804","0","2","93","207","136","134","138","52","36","5","1","883","883","0","6","74","153","111","145","126","107","133","26","2"
"서울특별시 용산구 보광동(1117070000)","3,469","3,469","0","8","479","786","543","549","556","321","196","31","0","1,774","1,774","0","4","303","494","301","306","237","87","37","5","0","1,695","1,695","0","4","176","292","242","243","319","234","159","26","0"
"서울특별시 성동구 (1120000000)","58,976","58,976","19","418","14,199","12,703","7,450","7,716","8,169","4,898","3,026","365","13","29,327","29,327","10","186","6,850","7,034","4,181","4,632","4,139","1,579","645","66","5","29,649","29,649","9","232","7,349","5,669","3,269","3,084","4,030","3,319","2,381","299","8"
"서울특별시 성동구 왕십리제2동(1120052000)","3,002","3,002","0","7","545","684","398","418","460","295","169","26","0","1,406","1,406","0","2","236","374","218","236","223","77","34","6","0","1,596","1,596","0","5","309","310","180","182","237","218","135","20","0"
"서울특별시 성동구 왕십리도선동(1120053500)","5,162","5,162","1","10","1,270","1,304","587","632","626","422","267","41","2","2,207","2,207","1","5","473","594","303","346","280","148","52","5","0","2,955","2,955","0","5","797","710","284","286","346","274","215","36","2"
"서울특별시 성동구 마장동(1120054000)","5,355","5,355","3","65","1,843","947","492","575","668","435","302","25","0","2,757","2,757","2","32","907","569","318","355","344","155","70","5","0","2,598","2,598","1","33","936","378","174","220","324","280","232","20","0"
"서울특별시 성동구 사근동(1120055000)","6,165","6,165","1","227","3,967","897","306","254","213","181","109","10","0","3,495","3,495","1","103","2,268","583","202","145","112","47","32","2","0","2,670","2,670","0","124","1,699","314","104","109","101","134","77","8","0"
"서울특별시 성동구 행당제1동(1120056000)","2,805","2,805","0","16","746","676","352","336","313","217","130","16","3","1,361","1,361","0","7","335","378","204","168","162","71","33","3","0","1,444","1,444","0","9","411","298","148","168","151","146","97","13","3"
"서울특별시 성동구 행당제2동(1120057000)","2,456","2,456","0","1","159","435","344","377","487","393","241","19","0","1,032","1,032","0","1","67","260","169","193","183","112","42","5","0","1,424","1,424","0","0","92","175","175","184","304","281","199","14","0"
"서울특별시 성동구 응봉동(1120058000)","1,618","1,618","1","3","139","292","293","244","284","193","151","17","1","701","701","1","2","82","180","144","107","106","46","27","6","0","917","917","0","1","57","112","149","137","178","147","124","11","1"
"서울특별시 성동구 금호1가동(1120059000)","2,291","2,291","2","4","186","421","372","331","438","301","206","30","0","983","983","1","1","83","229","201","166","172","80","42","8","0","1,308","1,308","1","3","103","192","171","165","266","221","164","22","0"
"서울특별시 성동구 금호2.3가동(1120061500)","3,598","3,598","2","2","406","780","611","553","605","357","259","23","0","1,605","1,605","1","0","192","440","292","280","272","82","41","5","0","1,993","1,993","1","2","214","340","319","273","333","275","218","18","0"
"서울특별시 성동구 금호4가동(1120062000)","2,354","2,354","1","6","196","459","408","383","440","279","153","29","0","1,012","1,012","0","3","99","236","202","192","173","77","28","2","0","1,342","1,342","1","3","97","223","206","191","267","202","125","27","0"
"서울특별시 성동구 옥수동(1120064500)","3,217","3,217","3","6","240","712","646","508","514","345","207","34","2","1,264","1,264","1","1","80","346","287","246","178","84","35","4","2","1,953","1,953","2","5","160","366","359","262","336","261","172","30","0"
"서울특별시 성동구 성수1가제1동(1120065000)","3,313","3,313","1","6","531","896","457","516","535","237","119","13","2","1,777","1,777","1","2","258","507","270","319","309","85","23","1","2","1,536","1,536","0","4","273","389","187","197","226","152","96","12","0"
"서울특별시 성동구 성수1가제2동(1120066000)","2,767","2,767","1","10","602","813","391","338","308","180","110","14","0","1,415","1,415","0","2","285","441","201","230","169","63","24","0","0","1,352","1,352","1","8","317","372","190","108","139","117","86","14","0"
"서울특별시 성동구 성수2가제1동(1120067000)","3,887","3,887","2","12","506","852","478","687","798","350","181","20","1","2,245","2,245","1","5","248","500","319","489","487","148","42","6","0","1,642","1,642","1","7","258","352","159","198","311","202","139","14","1"
"서울특별시 성동구 성수2가제3동(1120069000)","2,730","2,730","1","11","652","782","372","333","313","151","107","7","1","1,465","1,465","0","7","279","413","222","245","210","61","27","1","0","1,265","1,265","1","4","373","369","150","88","103","90","80","6","1"
"서울특별시 성동구 송정동(1120072000)","2,972","2,972","0","8","563","614","394","506","533","226","118","10","0","1,726","1,726","0","5","282","369","267","359","329","79","34","2","0","1,246","1,246","0","3","281","245","127","147","204","147","84","8","0"
"서울특별시 성동구 용답동(1120079000)","5,284","5,284","0","24","1,648","1,139","549","725","634","336","197","31","1","2,876","2,876","0","8","676","615","362","556","430","164","59","5","1","2,408","2,408","0","16","972","524","187","169","204","172","138","26","0"
"서울특별시 광진구 (1121500000)","85,080","85,080","6","350","24,573","20,860","9,954","9,943","10,074","5,611","3,237","456","16","40,944","40,944","2","127","10,658","11,211","5,505","5,860","4,843","1,913","743","76","6","44,136","44,136","4","223","13,915","9,649","4,449","4,083","5,231","3,698","2,494","380","10"
"서울특별시 광진구 화양동(1121571000)","14,966","14,966","0","165","8,408","3,495","1,073","810","549","278","168","19","1","7,167","7,167","0","52","3,581","1,877","626","557","322","101","50","1","0","7,799","7,799","0","113","4,827","1,618","447","253","227","177","118","18","1"
"서울특별시 광진구 군자동(1121573000)","7,040","7,040","0","47","2,547","1,738","704","656","719","361","243","25","0","3,573","3,573","0","18","1,219","936","397","426","376","149","50","2","0","3,467","3,467","0","29","1,328","802","307","230","343","212","193","23","0"
"서울특별시 광진구 중곡제1동(1121574000)","4,885","4,885","1","9","1,316","1,284","555","610","606","308","163","31","2","2,263","2,263","0","2","472","644","319","372","293","121","34","5","1","2,622","2,622","1","7","844","640","236","238","313","187","129","26","1"
"서울특별시 광진구 중곡제2동(1121575000)","5,225","5,225","0","15","1,172","1,370","617","683","792","382","167","26","1","2,408","2,408","0","7","446","711","333","371","370","120","48","2","0","2,817","2,817","0","8","726","659","284","312","422","262","119","24","1"
"서울특별시 광진구 중곡제3동(1121576000)","4,463","4,463","0","10","684","990","598","760","773","423","199","26","0","2,304","2,304","0","4","318","540","363","464","404","152","53","6","0","2,159","2,159","0","6","366","450","235","296","369","271","146","20","0"
"서울특별시 광진구 중곡제4동(1121577000)","5,430","5,430","0","8","733","1,099","692","961","1,025","580","296","36","0","2,645","2,645","0","2","348","626","377","549","473","194","72","4","0","2,785","2,785","0","6","385","473","315","412","552","386","224","32","0"
"서울특별시 광진구 능동(1121578000)","3,927","3,927","0","12","1,232","1,211","505","373","307","164","111","12","0","1,766","1,766","0","6","497","567","247","214","150","61","22","2","0","2,161","2,161","0","6","735","644","258","159","157","103","89","10","0"
"서울특별시 광진구 광장동(1121581000)","2,312","2,312","0","2","294","480","336","360","365","217","210","45","3","1,046","1,046","0","1","152","275","164","177","156","70","41","8","2","1,266","1,266","0","1","142","205","172","183","209","147","169","37","1"
"서울특별시 광진구 자양제1동(1121582000)","6,650","6,650","0","17","1,745","1,661","831","786","825","477","278","29","1","3,272","3,272","0","8","825","925","452","465","394","141","62","0","0","3,378","3,378","0","9","920","736","379","321","431","336","216","29","1"
"서울특별시 광진구 자양제2동(1121583000)","4,448","4,448","1","10","750","1,108","626","651","678","395","195","32","2","2,114","2,114","0","5","301","620","355","355","304","120","43","10","1","2,334","2,334","1","5","449","488","271","296","374","275","152","22","1"
"서울특별시 광진구 자양제3동(1121584000)","3,224","3,224","1","7","554","685","449","429","477","302","257","63","0","1,497","1,497","1","5","289","401","233","239","183","83","48","15","0","1,727","1,727","0","2","265","284","216","190","294","219","209","48","0"
"서울특별시 광진구 자양제4동(1121584700)","6,056","6,056","1","7","1,319","1,339","748","871","965","511","266","29","0","3,183","3,183","0","4","616","767","439","573","526","193","59","6","0","2,873","2,873","1","3","703","572","309","298","439","318","207","23","0"
"서울특별시 광진구 구의제1동(1121585000)","7,638","7,638","0","22","2,311","2,173","998","796","689","408","217","24","0","3,713","3,713","0","10","995","1,159","555","468","327","146","47","6","0","3,925","3,925","0","12","1,316","1,014","443","328","362","262","170","18","0"
"서울특별시 광진구 구의제2동(1121586000)","4,441","4,441","1","12","577","938","642","700","796","509","241","22","3","2,056","2,056","1","2","243","487","343","384","346","179","68","3","0","2,385","2,385","0","10","334","451","299","316","450","330","173","19","3"
"서울특별시 광진구 구의제3동(1121587000)","4,375","4,375","1","7","931","1,289","580","497","508","296","226","37","3","1,937","1,937","0","1","356","676","302","246","219","83","46","6","2","2,438","2,438","1","6","575","613","278","251","289","213","180","31","1"
"서울특별시 동대문구 (1123000000)","86,129","86,129","14","745","25,473","15,601","9,271","10,364","11,833","7,667","4,581","565","15","43,404","43,404","5","291","11,586","9,046","5,614","6,580","6,293","2,754","1,126","105","4","42,725","42,725","9","454","13,887","6,555","3,657","3,784","5,540","4,913","3,455","460","11"
"서울특별시 동대문구 용신동(1123053600)","12,739","12,739","3","54","3,666","3,068","1,477","1,439","1,552","888","539","53","0","6,469","6,469","2","22","1,493","1,636","875","941","932","379","172","17","0","6,270","6,270","1","32","2,173","1,432","602","498","620","509","367","36","0"
"서울특별시 동대문구 제기동(1123054500)","7,614","7,614","2","62","2,350","1,068","657","911","1,142","834","520","64","4","4,284","4,284","0","23","1,326","678","447","643","661","351","142","13","0","3,330","3,330","2","39","1,024","390","210","268","481","483","378","51","4"
"서울특별시 동대문구 전농제1동(1123056000)","7,804","7,804","0","56","1,724","1,335","843","1,161","1,366","801","458","60","0","4,189","4,189","0","26","823","832","517","758","805","299","120","9","0","3,615","3,615","0","30","901","503","326","403","561","502","338","51","0"
"서울특별시 동대문구 전농제2동(1123057000)","2,390","2,390","0","23","177","313","283","423","553","360","233","25","0","1,059","1,059","0","8","83","193","168","233","206","110","53","5","0","1,331","1,331","0","15","94","120","115","190","347","250","180","20","0"
"서울특별시 동대문구 답십리제1동(1123060000)","5,385","5,385","2","12","1,318","1,305","710","614","717","406","266","31","4","2,480","2,480","0","3","475","649","390","372","367","154","65","5","0","2,905","2,905","2","9","843","656","320","242","350","252","201","26","4"
"서울특별시 동대문구 답십리제2동(1123061000)","4,702","4,702","1","7","506","926","567","729","938","608","363","57","0","2,179","2,179","0","4","212","528","327","415","428","190","66","9","0","2,523","2,523","1","3","294","398","240","314","510","418","297","48","0"
"서울특별시 동대문구 장안제1동(1123065000)","8,454","8,454","1","18","1,600","1,910","1,339","1,254","1,235","708","347","41","1","4,322","4,322","0","5","606","1,102","791","811","650","262","87","7","1","4,132","4,132","1","13","994","808","548","443","585","446","260","34","0"
"서울특별시 동대문구 장안제2동(1123066000)","5,385","5,385","1","14","751","1,043","829","906","971","546","286","37","1","2,784","2,784","1","7","320","629","500","558","510","191","63","5","0","2,601","2,601","0","7","431","414","329","348","461","355","223","32","1"
"서울특별시 동대문구 청량리동(1123070500)","5,353","5,353","0","14","692","646","536","794","1,230","884","481","74","2","2,668","2,668","0","4","312","365","327","519","669","337","124","10","1","2,685","2,685","0","10","380","281","209","275","561","547","357","64","1"
"서울특별시 동대문구 회기동(1123071000)","4,663","4,663","0","113","2,577","795","300","283","243","187","143","21","1","2,233","2,233","0","34","1,171","480","172","174","120","51","28","2","1","2,430","2,430","0","79","1,406","315","128","109","123","136","115","19","0"
"서울특별시 동대문구 휘경제1동(1123072000)","4,584","4,584","0","90","2,327","824","358","312","306","215","129","22","1","2,098","2,098","0","35","904","474","210","203","167","65","35","5","0","2,486","2,486","0","55","1,423","350","148","109","139","150","94","17","1"
"서울특별시 동대문구 휘경제2동(1123073000)","6,757","6,757","1","119","3,434","994","491","514","510","420","250","24","0","3,622","3,622","0","58","1,884","627","324","326","228","116","54","5","0","3,135","3,135","1","61","1,550","367","167","188","282","304","196","19","0"
"서울특별시 동대문구 이문제1동(1123074000)","6,957","6,957","2","149","3,641","917","533","536","518","357","280","23","1","3,497","3,497","1","57","1,722","581","345","338","274","115","57","6","1","3,460","3,460","1","92","1,919","336","188","198","244","242","223","17","0"
"서울특별시 동대문구 이문제2동(1123075000)","3,342","3,342","1","14","710","457","348","488","552","453","286","33","0","1,520","1,520","1","5","255","272","221","289","276","134","60","7","0","1,822","1,822","0","9","455","185","127","199","276","319","226","26","0"
"서울특별시 중랑구 (1126000000)","85,012","85,012","20","184","12,733","15,773","10,765","14,539","16,480","9,126","4,754","624","14","42,494","42,494","8","68","5,148","8,787","6,516","9,074","8,408","3,214","1,158","111","2","42,518","42,518","12","116","7,585","6,986","4,249","5,465","8,072","5,912","3,596","513","12"
"서울특별시 중랑구 면목제2동(1126052000)","5,974","5,974","2","9","608","974","804","1,240","1,289","657","345","46","0","3,143","3,143","2","4","279","557","507","794","674","223","93","10","0","2,831","2,831","0","5","329","417","297","446","615","434","252","36","0"
"서울특별시 중랑구 면목제4동(1126054000)","3,987","3,987","1","6","452","611","581","732","770","550","258","25","1","2,054","2,054","0","2","208","385","352","491","401","156","52","7","0","1,933","1,933","1","4","244","226","229","241","369","394","206","18","1"
"서울특별시 중랑구 면목제5동(1126055000)","2,192","2,192","0","3","168","396","325","455","461","232","131","21","0","1,142","1,142","0","1","82","235","202","285","225","78","32","2","0","1,050","1,050","0","2","86","161","123","170","236","154","99","19","0"
"서울특별시 중랑구 면목본동(1126056500)","9,335","9,335","4","32","1,531","1,804","1,211","1,673","1,692","894","424","70","0","4,773","4,773","1","14","656","1,010","742","1,039","880","316","105","10","0","4,562","4,562","3","18","875","794","469","634","812","578","319","60","0"
"서울특별시 중랑구 면목제7동(1126057000)","4,781","4,781","1","8","705","874","691","862","862","494","253","31","0","2,472","2,472","0","1","297","492","430","572","434","176","62","8","0","2,309","2,309","1","7","408","382","261","290","428","318","191","23","0"
"서울특별시 중랑구 면목제3.8동(1126057500)","6,289","6,289","5","20","869","1,108","847","1,109","1,221","705","356","48","1","3,190","3,190","3","8","397","637","513","687","603","253","80","9","0","3,099","3,099","2","12","472","471","334","422","618","452","276","39","1"
"서울특별시 중랑구 상봉제1동(1126058000)","3,546","3,546","0","8","403","631","401","543","779","487","260","32","2","1,624","1,624","0","3","166","344","243","317","328","168","53","2","0","1,922","1,922","0","5","237","287","158","226","451","319","207","30","2"
"서울특별시 중랑구 상봉제2동(1126059000)","8,018","8,018","0","17","2,260","2,237","954","965","887","457","208","32","1","3,802","3,802","0","5","781","1,103","539","626","497","185","57","9","0","4,216","4,216","0","12","1,479","1,134","415","339","390","272","151","23","1"
"서울특별시 중랑구 중화제1동(1126060000)","3,625","3,625","1","5","490","706","485","601","711","421","186","19","0","1,876","1,876","0","1","219","431","313","382","340","141","46","3","0","1,749","1,749","1","4","271","275","172","219","371","280","140","16","0"
"서울특별시 중랑구 중화제2동(1126061000)","7,506","7,506","2","7","1,009","1,242","956","1,427","1,671","748","399","44","1","4,178","4,178","0","4","449","719","597","958","1,019","308","118","6","0","3,328","3,328","2","3","560","523","359","469","652","440","281","38","1"
"서울특별시 중랑구 묵제1동(1126062000)","5,642","5,642","1","19","1,253","1,139","703","791","846","551","311","26","2","2,465","2,465","0","5","413","595","410","452","349","171","67","3","0","3,177","3,177","1","14","840","544","293","339","497","380","244","23","2"
