"행정구역","2023년12월_계_총세대수","2023년12월_계_연령구간세대수","2023년12월_계_0~9세","2023년12월_계_10~19세","2023년12월_계_20~29세","2023년12월_계_30~39세","2023년12월_계_40~49세","2023년12월_계_50~59세","2023년12월_계_60~69세","2023년12월_계_70~79세","2023년12월_계_80~89세","2023년12월_계_90~99세","2023년12월_계_100세 이상","2023년12월_남_총세대수","2023년12월_남_연령구간세대수","2023년12월_남_0~9세","2023년12월_남_10~19세","2023년12월_남_20~29세","2023년12월_남_30~39세","2023년12월_남_40~49세","2023년12월_남_50~59세","2023년12월_남_60~69세","2023년12월_남_70~79세","2023년12월_남_80~89세","2023년12월_남_90~99세","2023년12월_남_100세 이상","2023년12월_여_총세대수","2023년12월_여_연령구간세대수","2023년12월_여_0~9세","2023년12월_여_10~19세","2023년12월_여_20~29세","2023년12월_여_30~39세","2023년12월_여_40~49세","2023년12월_여_50~59세","2023년12월_여_60~69세","2023년12월_여_70~79세","2023년12월_여_80~89세","2023년12월_여_90~99세","2023년12월_여_100세 이상"
"경기도 김포시 (4157000000)","70,104","70,104","22","140","9,253","13,795","11,386","11,989","12,587","6,796","3,560","563","13","38,123","38,123","13","60","4,743","8,728","7,487","7,282","6,402","2,467","828","108","5","31,981","31,981","9","80","4,510","5,067","3,899","4,707","6,185","4,329","2,732","455","8"
"경기도 김포시 통진읍(4157025000)","8,838","8,838","7","26","1,022","1,211","1,244","1,801","1,975","888","547","116","1","5,399","5,399","4","17","727","854","897","1,194","1,197","361","130","18","0","3,439","3,439","3","9","295","357","347","607","778","527","417","98","1"
"경기도 김포시 고촌읍(4157025300)","4,875","4,875","0","3","566","1,126","912","720","864","435","213","35","1","2,559","2,559","0","1","262","702","559","416","398","158","56","6","1","2,316","2,316","0","2","304","424","353","304","466","277","157","29","0"
"경기도 김포시 양촌읍(4157025600)","7,445","7,445","2","13","792","1,209","1,048","1,490","1,591","820","411","69","0","4,513","4,513","1","7","503","789","784","1,034","917","353","107","18","0","2,932","2,932","1","6","289","420","264","456","674","467","304","51","0"
"경기도 김포시 대곶면(4157034000)","3,122","3,122","2","10","158","299","398","833","873","314","186","48","1","2,242","2,242","2","4","117","225","326","671","651","177","59","10","0","880","880","0","6","41","74","72","162","222","137","127","38","1"
"경기도 김포시 월곶면(4157035000)","1,753","1,753","0","1","89","134","184","405","526","245","130","38","1","1,126","1,126","0","0","58","97","137","297","356","128","50","3","0","627","627","0","1","31","37","47","108","170","117","80","35","1"
"경기도 김포시 하성면(4157036000)","1,966","1,966","1","3","84","168","202","426","580","294","174","33","1","1,218","1,218","1","1","62","116","157","312","384","140","40","5","0","748","748","0","2","22","52","45","114","196","154","134","28","1"
"경기도 김포시 김포본동(4157051500)","5,542","5,542","0","2","398","931","828","1,027","1,173","728","394","59","2","2,672","2,672","0","1","196","596","511","538","516","226","74","12","2","2,870","2,870","0","1","202","335","317","489","657","502","320","47","0"
"경기도 김포시 장기본동(4157052500)","2,678","2,678","0","5","238","544","528","457","437","291","149","28","1","1,285","1,285","0","2","127","340","320","233","138","87","31","6","1","1,393","1,393","0","3","111","204","208","224","299","204","118","22","0"
"경기도 김포시 사우동(4157054000)","3,550","3,550","0","9","303","528","518","732","741","418","269","30","2","1,808","1,808","0","4","157","330","346","436","353","130","46","6","0","1,742","1,742","0","5","146","198","172","296","388","288","223","24","2"
"경기도 김포시 풍무동(4157055000)","6,539","6,539","5","14","1,296","1,532","1,014","921","869","553","300","33","2","2,943","2,943","3","3","429","866","620","456","323","168","64","10","1","3,596","3,596","2","11","867","666","394","465","546","385","236","23","1"
"경기도 김포시 장기동(4157056000)","4,708","4,708","2","8","655","1,049","862","753","689","475","201","14","0","2,377","2,377","0","3","357","645","534","399","264","135","38","2","0","2,331","2,331","2","5","298","404","328","354","425","340","163","12","0"
"경기도 김포시 구래동(4157057000)","9,199","9,199","2","17","2,518","2,868","1,570","894","782","380","152","15","1","5,037","5,037","1","3","1,216","1,822","993","524","323","123","30","2","0","4,162","4,162","1","14","1,302","1,046","577","370","459","257","122","13","1"
"경기도 김포시 마산동(4157057500)","5,270","5,270","1","8","533","1,100","1,093","783","883","573","270","26","0","2,788","2,788","1","4","283","727","745","414","364","179","65","6","0","2,482","2,482","0","4","250","373","348","369","519","394","205","20","0"
"경기도 김포시 운양동(4157058000)","4,619","4,619","0","21","601","1,096","985","747","604","382","164","19","0","2,156","2,156","0","10","249","619","558","358","218","102","38","4","0","2,463","2,463","0","11","352","477","427","389","386","280","126","15","0"
"경기도 화성시 (4159000000)","151,962","151,962","45","356","30,444","38,907","24,032","22,683","20,515","9,405","4,751","800","24","95,488","95,488","25","172","18,596","28,016","17,412","15,027","11,257","3,654","1,203","118","8","56,474","56,474","20","184","11,848","10,891","6,620","7,656","9,258","5,751","3,548","682","16"
"경기도 화성시 봉담읍(4159025300)","13,611","13,611","5","100","2,425","2,623","2,238","2,263","2,212","1,137","522","84","2","7,830","7,830","2","40","1,211","1,847","1,582","1,432","1,158","423","122","12","1","5,781","5,781","3","60","1,214","776","656","831","1,054","714","400","72","1"
"경기도 화성시 우정읍(4159025600)","4,915","4,915","2","2","450","567","744","1,204","1,082","500","301","62","1","3,166","3,166","2","1","334","441","586","849","642","216","81","13","1","1,749","1,749","0","1","116","126","158","355","440","284","220","49","0"
"경기도 화성시 향남읍(4159025900)","18,236","18,236","11","47","3,085","4,653","3,517","2,990","2,330","998","520","85","0","12,192","12,192","9","24","1,909","3,582","2,762","2,083","1,297","393","120","13","0","6,044","6,044","2","23","1,176","1,071","755","907","1,033","605","400","72","0"
"경기도 화성시 남양읍(4159026200)","13,479","13,479","4","20","2,635","3,386","2,071","2,136","1,953","798","390","78","8","8,915","8,915","1","10","1,764","2,578","1,587","1,411","1,087","363","98","13","3","4,564","4,564","3","10","871","808","484","725","866","435","292","65","5"
"경기도 화성시 매송면(4159031000)","1,706","1,706","0","1","95","167","206","365","477","239","139","17","0","1,023","1,023","0","0","67","113","149","257","296","113","26","2","0","683","683","0","1","28","54","57","108","181","126","113","15","0"
"경기도 화성시 비봉면(4159032000)","2,583","2,583","1","3","336","408","287","468","631","263","148","37","1","1,708","1,708","0","2","226","301","211","349","438","135","43","3","0","875","875","1","1","110","107","76","119","193","128","105","34","1"
"경기도 화성시 마도면(4159033000)","2,433","2,433","0","3","193","399","410","555","539","199","116","18","1","1,825","1,825","0","3","155","339","356","434","390","100","48","0","0","608","608","0","0","38","60","54","121","149","99","68","18","1"
"경기도 화성시 송산면(4159034000)","2,793","2,793","0","3","186","239","341","661","739","354","212","58","0","1,761","1,761","0","0","121","178","273","477","475","163","63","11","0","1,032","1,032","0","3","65","61","68","184","264","191","149","47","0"
"경기도 화성시 서신면(4159035000)","2,194","2,194","0","0","114","162","231","525","649","301","171","40","1","1,401","1,401","0","0","80","125","197","369","414","164","43","9","0","793","793","0","0","34","37","34","156","235","137","128","31","1"
"경기도 화성시 팔탄면(4159036000)","3,944","3,944","2","14","344","519","616","1,005","901","317","180","45","1","2,934","2,934","0","11","251","428","517","833","661","182","44","6","1","1,010","1,010","2","3","93","91","99","172","240","135","136","39","0"
"경기도 화성시 장안면(4159037000)","3,188","3,188","2","4","252","363","417","764","796","338","224","28","0","2,249","2,249","1","4","189","286","360","613","569","159","60","8","0","939","939","1","0","63","77","57","151","227","179","164","20","0"
"경기도 화성시 양감면(4159040000)","1,521","1,521","0","5","143","176","219","386","381","126","75","10","0","1,163","1,163","0","5","118","144","187","327","284","73","23","2","0","358","358","0","0","25","32","32","59","97","53","52","8","0"
"경기도 화성시 정남면(4159041000)","3,451","3,451","2","24","339","492","513","818","740","288","208","26","1","2,535","2,535","1","8","262","416","454","665","524","139","63","3","0","916","916","1","16","77","76","59","153","216","149","145","23","1"
"경기도 화성시 새솔동(4159051500)","1,149","1,149","1","1","107","314","293","225","157","45","6","0","0","669","669","1","1","57","225","204","101","64","14","2","0","0","480","480","0","0","50","89","89","124","93","31","4","0","0"
"경기도 화성시 진안동(4159052000)","10,623","10,623","3","15","2,565","3,086","1,875","1,419","1,005","421","203","31","0","7,386","7,386","1","9","1,869","2,379","1,460","971","509","135","50","3","0","3,237","3,237","2","6","696","707","415","448","496","286","153","28","0"
"경기도 화성시 병점1동(4159053000)","6,195","6,195","1","8","2,249","1,558","673","609","564","361","157","14","1","3,712","3,712","1","2","1,391","1,129","444","351","255","94","43","2","0","2,483","2,483","0","6","858","429","229","258","309","267","114","12","1"
"경기도 화성시 병점2동(4159054000)","2,372","2,372","0","5","327","484","371","360","370","282","150","23","0","1,152","1,152","0","3","208","325","226","183","128","51","27","1","0","1,220","1,220","0","2","119","159","145","177","242","231","123","22","0"
"경기도 화성시 반월동(4159055000)","2,655","2,655","1","1","435","905","491","328","305","115","62","11","1","1,698","1,698","1","1","340","671","332","179","122","31","19","2","0","957","957","0","0","95","234","159","149","183","84","43","9","1"
"경기도 화성시 기배동(4159056000)","1,386","1,386","0","2","134","248","247","273","273","130","67","11","1","804","804","0","1","79","194","184","156","132","35","22","1","0","582","582","0","1","55","54","63","117","141","95","45","10","1"
"경기도 화성시 화산동(4159057000)","5,157","5,157","0","26","872","939","900","958","840","389","202","31","0","3,242","3,242","0","11","558","692","676","645","465","146","48","1","0","1,915","1,915","0","15","314","247","224","313","375","243","154","30","0"
"경기도 화성시 동탄1동(4159058500)","7,875","7,875","0","14","2,925","2,936","938","519","316","148","66","12","1","5,006","5,006","0","8","1,797","2,040","632","327","145","43","14","0","0","2,869","2,869","0","6","1,128","896","306","192","171","105","52","12","1"
"경기도 화성시 동탄2동(4159058600)","2,092","2,092","1","4","287","527","367","333","297","178","87","10","1","1,070","1,070","0","2","170","349","229","171","89","41","18","0","1","1,022","1,022","1","2","117","178","138","162","208","137","69","10","0"
"경기도 화성시 동탄3동(4159058700)","6,814","6,814","2","6","2,559","2,139","842","546","353","247","106","14","0","4,290","4,290","2","3","1,611","1,600","575","320","112","44","22","1","0","2,524","2,524","0","3","948","539","267","226","241","203","84","13","0"
"경기도 화성시 동탄4동(4159058800)","1,749","1,749","1","6","171","682","357","229","185","85","32","1","0","908","908","0","4","84","421","210","105","59","17","8","0","0","841","841","1","2","87","261","147","124","126","68","24","1","0"
"경기도 화성시 동탄5동(4159059000)","8,945","8,945","0","14","1,930","3,085","1,402","867","893","515","210","27","2","4,876","4,876","0","6","973","1,977","824","461","390","182","53","10","0","4,069","4,069","0","8","957","1,108","578","406","503","333","157","17","2"
"경기도 화성시 동탄6동(4159060000)","7,673","7,673","1","18","2,718","2,848","1,024","520","338","151","47","8","0","4,487","4,487","0","6","1,383","1,900","685","322","139","39","12","1","0","3,186","3,186","1","12","1,335","948","339","198","199","112","35","7","0"
"경기도 화성시 동탄7동(4159061000)","6,846","6,846","2","6","1,361","2,582","1,169","752","636","240","91","7","0","3,785","3,785","1","3","709","1,703","707","335","226","82","19","0","0","3,061","3,061","1","3","652","879","462","417","410","158","72","7","0"
"경기도 화성시 동탄8동(4159062000)","3,018","3,018","1","3","412","1,187","673","310","260","131","31","9","1","1,776","1,776","1","3","222","827","433","150","89","45","4","1","1","1,242","1,242","0","0","190","360","240","160","171","86","27","8","0"
"경기도 화성시 동탄9동(4159063000)","3,359","3,359","2","1","795","1,233","600","295","293","109","28","3","0","1,925","1,925","1","1","458","806","370","151","98","32","8","0","0","1,434","1,434","1","0","337","427","230","144","195","77","20","3","0"
"경기도 광주시 (4161000000)","60,606","60,606","22","123","5,283","10,161","10,983","12,739","12,361","5,764","2,775","379","16","35,234","35,234","11","72","3,107","6,849","7,521","8,023","6,489","2,335","756","67","4","25,372","25,372","11","51","2,176","3,312","3,462","4,716","5,872","3,429","2,019","312","12"
"경기도 광주시 초월읍(4161025300)","7,749","7,749","4","39","679","1,295","1,364","1,711","1,636","656","323","40","2","4,828","4,828","3","19","423","921","979","1,142","964","284","85","6","2","2,921","2,921","1","20","256","374","385","569","672","372","238","34","0"
"경기도 광주시 곤지암읍(4161025900)","5,500","5,500","3","26","431","712","874","1,287","1,263","580","278","45","1","3,459","3,459","2","15","284","502","624","895","772","277","77","11","0","2,041","2,041","1","11","147","210","250","392","491","303","201","34","1"
"경기도 광주시 도척면(4161033000)","2,620","2,620","1","4","217","323","369","629","602","296","147","31","1","1,701","1,701","0","3","141","229","294","450","388","152","39","4","1","919","919","1","1","76","94","75","179","214","144","108","27","0"
"경기도 광주시 퇴촌면(4161034000)","3,132","3,132","1","3","112","246","427","655","926","464","265","30","3","1,633","1,633","1","3","63","153","276","393","469","198","74","3","0","1,499","1,499","0","0","49","93","151","262","457","266","191","27","3"
"경기도 광주시 남종면(4161035000)","401","401","0","0","8","23","37","88","128","69","39","9","0","227","227","0","0","3","13","24","53","78","38","15","3","0","174","174","0","0","5","10","13","35","50","31","24","6","0"
"경기도 광주시 남한산성면(4161037000)","509","509","0","0","19","36","41","120","144","88","49","11","1","294","294","0","0","10","25","31","74","91","42","17","4","0","215","215","0","0","9","11","10","46","53","46","32","7","1"
"경기도 광주시 경안동(4161051000)","5,471","5,471","5","8","785","973","765","1,039","1,045","539","278","34","0","3,075","3,075","3","5","412","638","497","685","566","197","66","6","0","2,396","2,396","2","3","373","335","268","354","479","342","212","28","0"
"경기도 광주시 송정동(4161052000)","3,648","3,648","1","4","347","570","620","824","753","352","160","17","0","2,121","2,121","0","3","212","380","423","531","389","132","46","5","0","1,527","1,527","1","1","135","190","197","293","364","220","114","12","0"
"경기도 광주시 쌍령동(4161054000)","1,866","1,866","1","3","149","304","344","375","411","193","79","7","0","980","980","0","1","80","187","238","206","180","66","19","3","0","886","886","1","2","69","117","106","169","231","127","60","4","0"
"경기도 광주시 탄벌동(4161055000)","5,371","5,371","2","4","412","822","1,043","1,194","1,154","525","189","25","1","3,093","3,093","1","2","253","578","719","707","554","210","63","6","0","2,278","2,278","1","2","159","244","324","487","600","315","126","19","1"
"경기도 광주시 광남1동(4161056000)","4,812","4,812","0","3","336","750","918","1,049","1,041","481","211","21","2","2,859","2,859","0","2","182","516","667","687","540","193","69","3","0","1,953","1,953","0","1","154","234","251","362","501","288","142","18","2"
"경기도 광주시 광남2동(4161057000)","1,963","1,963","1","6","110","400","461","375","331","179","86","12","2","968","968","1","4","73","259","281","171","104","46","27","2","0","995","995","0","2","37","141","180","204","227","133","59","10","2"
"경기도 광주시 오포1동(4161058000)","3,013","3,013","1","2","156","452","602","710","631","303","135","19","2","1,825","1,825","0","0","98","324","431","474","334","120","40","3","1","1,188","1,188","1","2","58","128","171","236","297","183","95","16","1"
"경기도 광주시 오포2동(4161059000)","4,130","4,130","1","13","322","649","822","923","769","381","224","26","0","2,452","2,452","0","10","191","447","586","614","416","137","46","5","0","1,678","1,678","1","3","131","202","236","309","353","244","178","21","0"
"경기도 광주시 신현동(4161060000)","6,710","6,710","1","4","842","1,818","1,496","1,088","907","359","169","26","0","3,652","3,652","0","2","466","1,148","918","576","366","131","42","3","0","3,058","3,058","1","2","376","670","578","512","541","228","127","23","0"
"경기도 광주시 능평동(4161061000)","3,711","3,711","0","4","358","788","800","672","620","299","143","26","1","2,067","2,067","0","3","216","529","533","365","278","112","31","0","0","1,644","1,644","0","1","142","259","267","307","342","187","112","26","1"
"경기도 양주시 (4163000000)","42,558","42,558","15","125","4,550","5,863","6,011","8,228","8,918","5,137","3,161","530","20","23,834","23,834","8","41","2,746","4,054","4,029","5,192","4,752","2,073","854","80","5","18,724","18,724","7","84","1,804","1,809","1,982","3,036","4,166","3,064","2,307","450","15"
"경기도 양주시 백석읍(4163025000)","4,562","4,562","2","7","337","352","485","934","1,162","682","496","105","0","2,434","2,434","1","5","229","248","312","591","635","276","128","9","0","2,128","2,128","1","2","108","104","173","343","527","406","368","96","0"
"경기도 양주시 은현면(4163031000)","1,721","1,721","0","2","190","137","171","395","454","216","131","25","0","1,176","1,176","0","1","129","115","131","314","314","132","36","4","0","545","545","0","1","61","22","40","81","140","84","95","21","0"
"경기도 양주시 남면(4163032000)","2,118","2,118","0","48","270","215","221","432","506","242","151","30","3","1,406","1,406","0","0","213","167","170","339","353","117","44","2","1","712","712","0","48","57","48","51","93","153","125","107","28","2"
"경기도 양주시 광적면(4163033000)","2,932","2,932","1","9","197","258","382","724","782","356","193","27","3","1,928","1,928","0","6","138","200","298","538","504","177","62","5","0","1,004","1,004","1","3","59","58","84","186","278","179","131","22","3"
"경기도 양주시 장흥면(4163034000)","2,972","2,972","0","2","209","240","275","509","752","457","404","116","8","1,551","1,551","0","1","156","171","190","297","407","187","124","15","3","1,421","1,421","0","1","53","69","85","212","345","270","280","101","5"
"경기도 양주시 양주1동(4163051000)","1,240","1,240","0","1","60","86","119","230","366","204","144","29","1","705","705","0","1","33","56","79","162","239","98","33","4","0","535","535","0","0","27","30","40","68","127","106","111","25","1"
"경기도 양주시 양주2동(4163052000)","5,955","5,955","2","12","614","806","918","1,157","1,103","813","468","61","1","2,959","2,959","2","6","315","552","590","651","457","257","116","13","0","2,996","2,996","0","6","299","254","328","506","646","556","352","48","1"
"경기도 양주시 회천1동(4163053000)","2,099","2,099","0","6","389","270","244","390","430","210","138","21","1","1,301","1,301","0","3","267","196","178","275","254","82","45","1","0","798","798","0","3","122","74","66","115","176","128","93","20","1"
"경기도 양주시 회천2동(4163054000)","5,720","5,720","7","15","463","814","853","1,198","1,279","683","365","42","1","3,068","3,068","4","8","247","548","558","738","627","239","90","9","0","2,652","2,652","3","7","216","266","295","460","652","444","275","33","1"
"경기도 양주시 회천3동(4163055000)","3,658","3,658","2","13","451","469","525","713","658","467","322","37","1","1,857","1,857","1","6","235","311","359","430","298","141","65","10","1","1,801","1,801","1","7","216","158","166","283","360","326","257","27","0"
"경기도 양주시 옥정1동(4163057000)","4,837","4,837","1","3","735","1,098","785","761","741","464","218","30","1","2,880","2,880","0","3","442","753","521","461","395","231","70","4","0","1,957","1,957","1","0","293","345","264","300","346","233","148","26","1"
"경기도 양주시 옥정2동(4163058000)","4,744","4,744","0","7","635","1,118","1,033","785","685","343","131","7","0","2,569","2,569","0","1","342","737","643","396","269","136","41","4","0","2,175","2,175","0","6","293","381","390","389","416","207","90","3","0"
"경기도 포천시 (4165000000)","34,706","34,706","11","60","3,337","3,376","3,777","7,616","9,104","4,201","2,766","438","20","20,880","20,880","5","35","2,192","2,422","2,749","5,258","5,551","1,882","695","85","6","13,826","13,826","6","25","1,145","954","1,028","2,358","3,553","2,319","2,071","353","14"
"경기도 포천시 소흘읍(4165025000)","7,580","7,580","6","20","639","776","1,002","1,788","1,887","828","538","91","5","4,292","4,292","3","10","349","527","683","1,163","1,052","352","140","12","1","3,288","3,288","3","10","290","249","319","625","835","476","398","79","4"
"경기도 포천시 군내면(4165031000)","2,210","2,210","1","2","178","353","252","467","553","249","139","16","0","1,396","1,396","0","1","110","242","180","335","361","130","32","5","0","814","814","1","1","68","111","72","132","192","119","107","11","0"
"경기도 포천시 내촌면(4165032000)","1,467","1,467","1","1","66","89","143","398","453","178","118","19","1","1,021","1,021","1","0","49","67","120","309","325","99","46","4","1","446","446","0","1","17","22","23","89","128","79","72","15","0"
"경기도 포천시 가산면(4165033000)","2,451","2,451","0","1","139","185","286","705","758","229","130","18","0","1,790","1,790","0","1","99","130","244","565","565","134","49","3","0","661","661","0","0","40","55","42","140","193","95","81","15","0"
"경기도 포천시 신북면(4165034000)","3,263","3,263","1","6","268","281","361","782","926","380","228","28","2","2,086","2,086","0","4","187","200","262","578","612","180","59","4","0","1,177","1,177","1","2","81","81","99","204","314","200","169","24","2"
"경기도 포천시 창수면(4165035000)","606","606","0","0","49","19","53","120","173","95","90","7","0","378","378","0","0","42","18","35","92","121","52","17","1","0","228","228","0","0","7","1","18","28","52","43","73","6","0"
"경기도 포천시 영중면(4165036000)","1,492","1,492","0","1","67","91","102","331","470","249","156","24","1","865","865","0","1","40","57","76","235","298","109","45","3","1","627","627","0","0","27","34","26","96","172","140","111","21","0"
"경기도 포천시 일동면(4165037000)","2,562","2,562","0","5","262","236","238","414","667","378","288","72","2","1,410","1,410","0","5","179","182","170","275","372","151","63","13","0","1,152","1,152","0","0","83","54","68","139","295","227","225","59","2"
"경기도 포천시 이동면(4165038000)","1,745","1,745","0","2","371","220","136","218","384","245","153","15","1","1,111","1,111","0","1","300","183","109","144","215","107","49","3","0","634","634","0","1","71","37","27","74","169","138","104","12","1"
"경기도 포천시 영북면(4165039000)","2,298","2,298","0","2","401","192","164","352","547","335","258","44","3","1,374","1,374","0","0","332","164","123","246","314","129","49","15","2","924","924","0","2","69","28","41","106","233","206","209","29","1"
"경기도 포천시 관인면(4165040000)","737","737","0","1","42","33","50","125","210","152","109","13","2","395","395","0","1","30","26","36","86","126","62","24","3","1","342","342","0","0","12","7","14","39","84","90","85","10","1"
"경기도 포천시 화현면(4165041000)","732","732","0","1","74","61","68","130","193","110","87","8","0","446","446","0","0","40","43","54","86","133","63","25","2","0","286","286","0","1","34","18","14","44","60","47","62","6","0"
"경기도 포천시 포천동(4165051000)","3,958","3,958","1","3","441","487","423","844","993","446","279","40","1","2,076","2,076","0","2","224","338","285","494","514","162","54","3","0","1,882","1,882","1","1","217","149","138","350","479","284","225","37","1"
"경기도 포천시 선단동(4165052000)","3,605","3,605","1","15","340","353","499","942","890","327","193","43","2","2,240","2,240","1","9","211","245","372","650","543","152","43","14","0","1,365","1,365","0","6","129","108","127","292","347","175","150","29","2"
"경기도 여주시 (4167000000)","24,130","24,130","3","37","2,142","2,698","2,819","4,823","5,840","3,237","2,149","372","10","12,943","12,943","1","18","1,205","1,769","1,784","2,961","3,215","1,361","554","74","1","11,187","11,187","2","19","937","929","1,035","1,862","2,625","1,876","1,595","298","9"
"경기도 여주시 가남읍(4167025000)","3,538","3,538","1","6","296","444","482","719","830","417","300","42","1","2,010","2,010","1","3","180","310","312","463","452","186","89","14","0","1,528","1,528","0","3","116","134","170","256","378","231","211","28","1"
"경기도 여주시 점동면(4167031000)","960","960","0","0","23","54","81","189","260","178","154","20","1","502","502","0","0","13","38","51","118","158","83","35","6","0","458","458","0","0","10","16","30","71","102","95","119","14","1"
"경기도 여주시 흥천면(4167032000)","1,116","1,116","0","1","36","60","81","209","364","202","133","30","0","638","638","0","1","23","44","64","141","225","100","33","7","0","478","478","0","0","13","16","17","68","139","102","100","23","0"
"경기도 여주시 금사면(4167033000)","795","795","0","1","18","43","53","158","253","151","95","22","1","437","437","0","0","11","25","34","109","160","65","29","4","0","358","358","0","1","7","18","19","49","93","86","66","18","1"
"경기도 여주시 세종대왕면(4167034500)","1,430","1,430","0","1","51","83","109","268","402","247","211","58","0","793","793","0","1","37","56","81","191","245","120","54","8","0","637","637","0","0","14","27","28","77","157","127","157","50","0"
"경기도 여주시 대신면(4167035000)","1,765","1,765","0","0","101","90","118","316","540","320","234","45","1","967","967","0","0","69","64","82","218","330","143","55","6","0","798","798","0","0","32","26","36","98","210","177","179","39","1"
"경기도 여주시 북내면(4167036000)","1,134","1,134","0","3","37","68","89","228","339","177","160","31","2","617","617","0","3","25","47","60","157","206","71","40","7","1","517","517","0","0","12","21","29","71","133","106","120","24","1"
"경기도 여주시 강천면(4167037000)","1,217","1,217","0","0","62","106","125","268","318","189","125","24","0","665","665","0","0","37","63","78","164","190","84","46","3","0","552","552","0","0","25","43","47","104","128","105","79","21","0"
"경기도 여주시 산북면(4167038000)","537","537","0","0","17","43","37","89","179","100","60","11","1","291","291","0","0","7","29","22","61","109","43","18","2","0","246","246","0","0","10","14","15","28","70","57","42","9","1"
"경기도 여주시 여흥동(4167051000)","4,671","4,671","2","17","699","601","632","939","922","497","317","43","2","2,435","2,435","0","8","388","369","402","531","469","180","79","9","0","2,236","2,236","2","9","311","232","230","408","453","317","238","34","2"
"경기도 여주시 중앙동(4167052000)","4,070","4,070","0","5","546","678","513","796","823","462","217","30","0","2,106","2,106","0","0","281","445","321","458","374","165","58","4","0","1,964","1,964","0","5","265","233","192","338","449","297","159","26","0"
"경기도 여주시 오학동(4167053000)","2,897","2,897","0","3","256","428","499","644","610","297","143","16","1","1,482","1,482","0","2","134","279","277","350","297","121","18","4","0","1,415","1,415","0","1","122","149","222","294","313","176","125","12","1"
"경기도 연천군 (4180000000)","11,015","11,015","0","10","1,506","1,023","846","1,822","2,617","1,674","1,314","201","2","6,353","6,353","0","4","1,180","786","605","1,208","1,536","708","288","37","1","4,662","4,662","0","6","326","237","241","614","1,081","966","1,026","164","1"
"경기도 연천군 연천읍(4180025000)","2,087","2,087","0","2","422","287","146","291","359","287","255","38","0","1,247","1,247","0","2","341","234","99","194","216","106","47","8","0","840","840","0","0","81","53","47","97","143","181","208","30","0"
"경기도 연천군 전곡읍(4180025300)","3,967","3,967","0","6","457","451","355","729","967","537","400","64","1","2,185","2,185","0","2","300","330","241","456","514","229","101","11","1","1,782","1,782","0","4","157","121","114","273","453","308","299","53","0"
"경기도 연천군 군남면(4180031000)","849","849","0","0","120","40","53","127","222","139","127","21","0","507","507","0","0","104","31","40","90","150","62","24","6","0","342","342","0","0","16","9","13","37","72","77","103","15","0"
"경기도 연천군 청산면(4180032000)","1,481","1,481","0","1","296","97","136","225","357","199","145","24","1","917","917","0","0","260","80","98","164","204","82","27","2","0","564","564","0","1","36","17","38","61","153","117","118","22","1"
"경기도 연천군 백학면(4180033000)","684","684","0","0","34","52","48","134","184","118","101","13","0","396","396","0","0","22","36","42","99","114","56","25","2","0","288","288","0","0","12","16","6","35","70","62","76","11","0"
"경기도 연천군 미산면(4180034000)","520","520","0","0","21","30","30","102","164","98","65","10","0","311","311","0","0","16","22","25","66","117","47","18","0","0","209","209","0","0","5","8","5","36","47","51","47","10","0"
"경기도 연천군 왕징면(4180035000)","303","303","0","0","17","12","25","50","79","63","47","10","0","174","174","0","0","15","9","19","34","49","31","14","3","0","129","129","0","0","2","3","6","16","30","32","33","7","0"
"경기도 연천군 신서면(4180036000)","896","896","0","1","117","39","44","122","220","190","145","18","0","489","489","0","0","102","32","35","81","131","77","26","5","0","407","407","0","1","15","7","9","41","89","113","119","13","0"
"경기도 연천군 중면(4180037000)","53","53","0","0","14","9","4","7","11","4","4","0","0","40","40","0","0","14","9","3","4","9","1","0","0","0","13","13","0","0","0","0","1","3","2","3","4","0","0"
"경기도 연천군 장남면(4180038000)","175","175","0","0","8","6","5","35","54","39","25","3","0","87","87","0","0","6","3","3","20","32","17","6","0","0","88","88","0","0","2","3","2","15","22","22","19","3","0"
"경기도 가평군 (4182000000)","16,380","16,380","1","24","1,294","1,454","1,685","3,131","4,497","2,440","1,595","249","10","8,859","8,859","1","7","809","989","1,091","1,959","2,480","1,037","431","52","3","7,521","7,521","0","17","485","465","594","1,172","2,017","1,403","1,164","197","7"
"경기도 가평군 가평읍(4182025000)","4,681","4,681","1","6","413","508","510","873","1,211","647","448","62","2","2,464","2,464","1","3","252","331","351","545","600","265","107","9","0","2,217","2,217","0","3","161","177","159","328","611","382","341","53","2"
"경기도 가평군 설악면(4182031000)","2,825","2,825","0","6","187","245","297","504","855","407","281","42","1","1,524","1,524","0","1","89","155","174","310","502","183","100","9","1","1,301","1,301","0","5","98","90","123","194","353","224","181","33","0"
"경기도 가평군 청평면(4182032500)","3,775","3,775","0","4","180","240","415","784","1,038","668","385","57","4","2,025","2,025","0","1","103","164","266","500","582","283","108","17","1","1,750","1,750","0","3","77","76","149","284","456","385","277","40","3"
"경기도 가평군 상면(4182033000)","1,711","1,711","0","1","150","124","148","370","476","251","163","28","0","967","967","0","1","127","90","89","220","282","107","41","10","0","744","744","0","0","23","34","59","150","194","144","122","18","0"
"경기도 가평군 조종면(4182034500)","2,154","2,154","0","6","320","273","207","351","513","271","179","32","2","1,220","1,220","0","1","211","209","137","217","286","112","42","4","1","934","934","0","5","109","64","70","134","227","159","137","28","1"
