"행정구역","2025년12월_전체세대","2025년12월_1인세대","2025년12월_2인세대","2025년12월_3인세대","2025년12월_4인세대","2025년12월_5인세대","2025년12월_6인세대","2025년12월_7인세대","2025년12월_8인세대","2025년12월_9인세대","2025년12월_10인이상세대"
"대구광역시 북구 동천동(2723078000)","10,373","3,071","2,633","2,355","1,968","296","35","11","3","0","1"
"대구광역시 북구 노원동(2723079000)","5,707","2,579","1,621","918","484","88","13","3","0","1","0"
"대구광역시 북구 국우동(2723080000)","13,614","5,502","3,189","2,454","2,054","366","38","6","4","1","0"
"대구광역시 수성구 (2726000000)","176,766","59,380","46,131","36,082","28,350","5,660","877","205","47","18","16"
"대구광역시 수성구 범어1동(2726051000)","8,428","2,096","1,927","2,071","1,933","343","46","8","3","1","0"
"대구광역시 수성구 범어2동(2726052000)","6,638","2,879","1,475","1,125","937","182","24","12","2","1","1"
"대구광역시 수성구 범어3동(2726053000)","6,680","1,730","1,469","1,727","1,470","237","36","10","0","1","0"
"대구광역시 수성구 범어4동(2726054000)","6,459","1,176","1,226","1,691","1,927","377","50","8","2","0","2"
"대구광역시 수성구 만촌1동(2726055000)","8,624","2,548","2,539","1,758","1,358","350","56","12","3","0","0"
"대구광역시 수성구 만촌2동(2726056000)","5,795","2,175","1,345","1,076","948","219","27","3","1","0","1"
"대구광역시 수성구 만촌3동(2726056100)","7,623","1,570","1,645","2,017","1,998","346","40","5","0","2","0"
"대구광역시 수성구 수성1가동(2726057000)","7,281","2,314","2,009","1,458","1,198","247","42","12","1","0","0"
"대구광역시 수성구 수성2.3가동(2726058000)","4,171","1,329","964","798","845","194","29","11","0","1","0"
"대구광역시 수성구 수성4가동(2726059000)","5,646","1,741","1,758","1,206","737","155","35","9","2","2","1"
"대구광역시 수성구 황금1동(2726060100)","7,866","1,686","1,920","1,904","1,887","388","62","16","2","0","1"
"대구광역시 수성구 황금2동(2726060200)","5,930","2,891","1,382","917","595","113","25","5","1","0","1"
"대구광역시 수성구 중동(2726061000)","7,082","3,155","1,712","1,218","823","137","29","5","1","1","1"
"대구광역시 수성구 상동(2726062000)","7,270","3,446","1,974","1,039","579","175","45","9","1","2","0"
"대구광역시 수성구 파동(2726063000)","7,641","2,659","2,431","1,550","822","148","22","5","3","0","1"
"대구광역시 수성구 두산동(2726064000)","7,549","3,682","1,694","1,224","758","153","31","3","3","0","1"
"대구광역시 수성구 지산1동(2726065100)","9,966","4,810","2,753","1,408","750","202","31","7","2","2","1"
"대구광역시 수성구 지산2동(2726065200)","8,509","3,071","2,551","1,647","969","227","31","7","5","0","1"
"대구광역시 수성구 범물1동(2726066100)","5,719","3,171","1,486","659","311","75","12","5","0","0","0"
"대구광역시 수성구 범물2동(2726066200)","6,517","1,758","1,997","1,482","1,012","210","44","9","5","0","0"
"대구광역시 수성구 고산1동(2726067000)","12,332","2,952","3,355","2,971","2,516","454","60","18","3","1","2"
"대구광역시 수성구 고산2동(2726068000)","10,740","3,063","3,023","2,347","1,883","368","41","9","4","2","0"
"대구광역시 수성구 고산3동(2726069000)","12,300","3,478","3,496","2,789","2,094","360","59","17","3","2","2"
"대구광역시 달서구 (2729000000)","238,647","91,478","63,928","44,134","31,911","5,992","965","180","38","12","9"
"대구광역시 달서구 성당동(2729051500)","10,084","4,466","2,760","1,521","1,061","220","43","11","2","0","0"
"대구광역시 달서구 두류1.2동(2729053500)","9,036","5,080","2,185","1,090","511","139","26","5","0","0","0"
"대구광역시 달서구 두류3동(2729055000)","4,634","2,148","1,333","668","390","72","18","3","1","0","1"
"대구광역시 달서구 감삼동(2729055500)","13,660","4,679","3,658","2,786","2,087","367","65","13","5","0","0"
"대구광역시 달서구 죽전동(2729056300)","7,609","3,708","1,989","1,150","610","120","24","6","2","0","0"
"대구광역시 달서구 장기동(2729056800)","7,056","2,543","2,021","1,382","903","174","28","2","1","1","1"
"대구광역시 달서구 용산1동(2729057100)","12,514","4,245","3,513","2,538","1,824","317","66","7","4","0","0"
"대구광역시 달서구 용산2동(2729057200)","11,174","3,636","3,368","2,349","1,540","241","32","4","3","1","0"
"대구광역시 달서구 이곡1동(2729057600)","8,915","3,040","2,489","1,941","1,202","207","28","6","2","0","0"
"대구광역시 달서구 이곡2동(2729057700)","6,860","2,594","2,147","1,259","719","114","24","2","0","1","0"
"대구광역시 달서구 신당동(2729058500)","16,970","10,731","3,158","1,762","1,077","191","42","6","3","0","0"
"대구광역시 달서구 본리동(2729059000)","9,582","2,881","2,704","2,134","1,513","302","39","7","2","0","0"
"대구광역시 달서구 월성1동(2729060100)","13,352","1,705","2,805","3,826","4,150","757","92","16","0","0","1"
"대구광역시 달서구 월성2동(2729060200)","7,938","4,463","2,013","856","466","115","18","3","0","3","1"
"대구광역시 달서구 진천동(2729061500)","21,621","6,896","6,295","4,376","3,227","670","117","31","4","2","3"
"대구광역시 달서구 유천동(2729061700)","11,031","1,285","2,270","3,313","3,565","523","65","9","1","0","0"
"대구광역시 달서구 상인1동(2729062400)","12,839","2,877","3,941","3,062","2,391","477","67","17","2","4","1"
"대구광역시 달서구 상인2동(2729062500)","8,699","3,995","2,391","1,324","769","172","41","7","0","0","0"
"대구광역시 달서구 상인3동(2729062600)","5,960","3,492","1,601","578","230","49","7","1","2","0","0"
"대구광역시 달서구 도원동(2729062800)","13,649","3,925","4,567","2,820","1,917","354","52","12","2","0","0"
"대구광역시 달서구 송현1동(2729063000)","9,327","5,186","2,361","1,097","508","142","25","6","1","0","1"
"대구광역시 달서구 송현2동(2729064000)","9,672","4,760","2,648","1,362","718","152","27","4","1","0","0"
"대구광역시 달서구 본동(2729065000)","6,465","3,143","1,711","940","533","117","19","2","0","0","0"
"대구광역시 달성군 (2771000000)","113,978","41,717","29,980","21,661","16,506","3,466","518","90","20","4","16"
"대구광역시 달성군 화원읍(2771025000)","20,293","6,693","6,317","3,961","2,651","539","102","20","4","1","5"
"대구광역시 달성군 논공읍(2771025300)","2,291","1,131","680","288","146","37","7","1","1","0","0"
"대구광역시 달성군 논공읍공단출장소(2771025400)","5,893","3,007","1,486","822","451","115","11","1","0","0","0"
"대구광역시 달성군 다사읍(2771025600)","20,906","5,707","5,609","4,742","3,910","784","126","22","2","2","2"
"대구광역시 달성군 다사읍서재출장소(2771025700)","15,232","4,260","3,796","3,516","3,028","544","70","12","5","0","1"
"대구광역시 달성군 유가읍(2771025900)","12,426","3,598","2,782","2,714","2,691","557","71","9","4","0","0"
"대구광역시 달성군 옥포읍(2771026200)","10,693","4,175","3,078","1,867","1,231","291","41","8","1","0","1"
"대구광역시 달성군 현풍읍(2771026500)","11,755","6,634","2,320","1,519","1,003","238","37","3","0","0","1"
"대구광역시 달성군 가창면(2771031000)","3,533","1,613","1,127","435","243","88","15","4","1","1","6"
"대구광역시 달성군 하빈면(2771033000)","1,899","1,055","541","195","78","21","7","1","1","0","0"
"대구광역시 달성군 구지면(2771038000)","9,057","3,844","2,244","1,602","1,074","252","31","9","1","0","0"
"대구광역시 군위군 (2772000000)","13,494","7,364","4,294","1,168","456","162","39","5","1","2","3"
"대구광역시 군위군 군위읍(2772025000)","4,290","2,142","1,281","493","252","94","22","4","1","0","1"
"대구광역시 군위군 소보면(2772031000)","1,425","819","457","108","29","10","2","0","0","0","0"
"대구광역시 군위군 효령면(2772032000)","2,167","1,148","730","181","74","27","7","0","0","0","0"
"대구광역시 군위군 부계면(2772033000)","1,283","730","411","105","25","7","2","0","0","1","2"
"대구광역시 군위군 우보면(2772034000)","1,259","748","391","87","24","5","3","1","0","0","0"
"대구광역시 군위군 의흥면(2772035000)","1,405","777","482","107","28","10","1","0","0","0","0"
"대구광역시 군위군 산성면(2772036000)","782","470","245","46","15","4","1","0","0","1","0"
"대구광역시 군위군 삼국유사면(2772037000)","883","530","297","41","9","5","1","0","0","0","0"
"인천광역시  (2800000000)","1,400,788","549,049","355,303","258,734","186,555","41,332","7,579","1,608","388","132","108"
"인천광역시 중구 (2811000000)","88,888","43,585","19,394","13,218","9,835","2,270","450","94","28","9","5"
"인천광역시 중구 연안동(2811052000)","2,841","1,553","742","304","178","53","8","2","1","0","0"
"인천광역시 중구 신포동(2811053000)","2,445","1,339","562","307","164","57","12","2","2","0","0"
"인천광역시 중구 신흥동(2811054000)","7,008","3,081","1,873","1,143","694","175","32","6","2","2","0"
"인천광역시 중구 도원동(2811056000)","1,967","1,065","552","212","97","29","9","3","0","0","0"
"인천광역시 중구 율목동(2811057000)","1,807","1,123","427","159","73","19","4","2","0","0","0"
"인천광역시 중구 동인천동(2811058500)","3,269","2,086","684","300","152","36","9","2","0","0","0"
"인천광역시 중구 개항동(2811061500)","3,800","2,135","981","423","206","45","8","2","0","0","0"
"인천광역시 중구 영종동(2811062000)","14,767","7,140","3,568","2,146","1,490","330","70","15","6","0","2"
"인천광역시 중구 영종1동(2811062200)","14,551","4,478","3,428","3,225","2,740","551","101","19","4","4","1"
"인천광역시 중구 영종2동(2811062300)","10,798","3,107","2,405","2,496","2,175","495","97","15","6","2","0"
"인천광역시 중구 운서동(2811062800)","23,393","15,027","3,624","2,343","1,801","464","98","26","7","1","2"
"인천광역시 중구 용유동(2811063000)","2,242","1,451","548","160","65","16","2","0","0","0","0"
"인천광역시 동구 (2814000000)","27,216","11,108","7,764","4,646","2,833","697","132","29","4","0","3"
"인천광역시 동구 만석동(2814051000)","3,061","1,345","882","442","311","60","14","6","1","0","0"
"인천광역시 동구 화수1.화평동(2814052500)","2,697","1,246","765","407","208","58","11","1","0","0","1"
"인천광역시 동구 화수2동(2814053000)","3,583","1,759","1,004","482","259","67","11","1","0","0","0"
"인천광역시 동구 송현1.2동(2814055500)","4,306","1,529","1,264","828","541","110","26","7","1","0","0"
"인천광역시 동구 송현3동(2814057000)","1,534","854","403","174","79","22","2","0","0","0","0"
"인천광역시 동구 송림1동(2814058000)","2,793","831","862","631","335","111","17","5","0","0","1"
"인천광역시 동구 송림2동(2814059000)","727","470","165","55","28","8","0","1","0","0","0"
"인천광역시 동구 송림3.5동(2814060500)","2,336","855","645","446","290","86","10","3","0","0","1"
"인천광역시 동구 송림4동(2814061000)","2,492","694","745","589","374","76","12","2","0","0","0"
"인천광역시 동구 송림6동(2814063000)","2,466","863","694","468","331","82","25","2","1","0","0"
"인천광역시 동구 금창동(2814064000)","1,221","662","335","124","77","17","4","1","1","0","0"
"인천광역시 미추홀구 (2817700000)","205,242","90,913","52,552","33,681","21,842","4,989","999","198","32","21","15"
"인천광역시 미추홀구 숭의2동(2817751000)","6,665","2,932","1,847","1,069","609","147","54","6","0","1","0"
"인천광역시 미추홀구 숭의1.3동(2817752000)","8,458","3,500","2,376","1,454","898","187","32","8","1","2","0"
"인천광역시 미추홀구 숭의4동(2817753000)","8,067","3,476","2,169","1,356","813","199","48","6","0","0","0"
"인천광역시 미추홀구 용현1.4동(2817754000)","11,184","7,702","2,010","906","437","93","23","11","1","0","1"
"인천광역시 미추홀구 용현2동(2817755000)","10,348","4,038","2,536","2,054","1,362","297","49","7","2","2","1"
"인천광역시 미추홀구 용현3동(2817756000)","4,114","2,496","991","378","196","39","10","3","1","0","0"
"인천광역시 미추홀구 용현5동(2817757000)","19,797","7,491","4,859","3,746","2,864","673","126","27","6","3","2"
"인천광역시 미추홀구 학익1동(2817758000)","17,151","5,317","4,358","3,684","2,906","709","136","26","7","6","2"
"인천광역시 미추홀구 학익2동(2817759000)","7,996","3,191","2,271","1,365","904","212","45","7","0","0","1"
"인천광역시 미추홀구 도화1동(2817760000)","10,250","4,605","2,763","1,651","935","239","47","8","2","0","0"
"인천광역시 미추홀구 도화2.3동(2817761000)","13,564","5,103","3,497","2,678","1,829","372","68","10","4","0","3"
"인천광역시 미추홀구 주안1동(2817762000)","12,019","7,508","2,515","1,220","609","132","25","8","1","0","1"
"인천광역시 미추홀구 주안2동(2817763000)","10,746","4,592","3,074","1,796","1,029","192","46","15","1","1","0"
"인천광역시 미추홀구 주안3동(2817764000)","6,166","2,803","1,681","960","577","115","26","4","0","0","0"
"인천광역시 미추홀구 주안4동(2817765000)","9,613","3,975","2,620","1,722","1,040","205","44","6","1","0","0"
"인천광역시 미추홀구 주안5동(2817766000)","9,980","4,785","2,620","1,512","838","202","17","3","0","1","2"
"인천광역시 미추홀구 주안6동(2817767000)","10,182","4,482","2,594","1,653","1,128","259","48","14","1","2","1"
"인천광역시 미추홀구 주안7동(2817768000)","6,181","2,770","1,798","923","545","116","22","7","0","0","0"
"인천광역시 미추홀구 주안8동(2817769000)","8,820","3,493","2,520","1,545","980","227","47","5","2","1","0"
"인천광역시 미추홀구 관교동(2817770000)","6,166","2,205","1,776","1,127","778","218","46","11","2","2","1"
"인천광역시 미추홀구 문학동(2817771000)","7,775","4,449","1,677","882","565","156","40","6","0","0","0"
"인천광역시 연수구 (2818500000)","168,688","53,137","38,932","37,963","30,845","6,355","1,077","261","70","27","21"
"인천광역시 연수구 옥련1동(2818563000)","7,935","2,997","2,181","1,510","979","218","40","5","3","1","1"
"인천광역시 연수구 옥련2동(2818564000)","8,140","2,344","2,229","1,875","1,329","307","40","14","1","0","1"
"인천광역시 연수구 선학동(2818575000)","8,613","3,855","2,163","1,439","907","192","43","11","2","1","0"
"인천광역시 연수구 연수1동(2818576100)","8,579","4,498","1,883","1,225","734","192","34","11","1","0","1"
"인천광역시 연수구 연수2동(2818576200)","9,580","4,511","2,306","1,483","995","231","45","4","4","0","1"
"인천광역시 연수구 연수3동(2818576300)","7,064","3,100","1,838","1,189","748","152","29","5","0","3","0"
"인천광역시 연수구 청학동(2818576600)","11,888","6,242","2,886","1,622","814","253","48","15","6","2","0"
"인천광역시 연수구 동춘1동(2818578000)","9,574","1,911","2,699","2,517","1,932","414","74","14","4","3","6"
"인천광역시 연수구 동춘2동(2818579000)","6,817","1,780","2,042","1,623","1,140","189","35","6","2","0","0"
"인천광역시 연수구 동춘3동(2818579500)","5,750","634","1,317","1,631","1,651","421","70","22","4","0","0"
"인천광역시 연수구 송도1동(2818582000)","15,288","5,606","2,793","3,071","2,907","705","147","38","10","6","5"
"인천광역시 연수구 송도2동(2818583000)","12,413","1,884","2,209","3,564","3,793","795","116","40","7","3","2"
"인천광역시 연수구 송도3동(2818584000)","19,720","6,085","3,870","4,772","4,087","739","110","37","12","5","3"
"인천광역시 연수구 송도4동(2818585000)","19,954","4,165","4,192","5,545","4,975","910","133","25","8","1","0"
"인천광역시 연수구 송도5동(2818586000)","17,373","3,525","4,324","4,897","3,854","637","113","14","6","2","1"
"인천광역시 남동구 (2820000000)","225,320","92,391","57,476","39,146","28,294","6,396","1,253","278","56","19","11"
"인천광역시 남동구 구월1동(2820051000)","13,834","5,463","3,416","2,507","1,945","413","73","14","2","0","1"
"인천광역시 남동구 구월2동(2820052000)","13,938","3,116","3,590","3,514","2,918","647","114","30","5","2","2"
"인천광역시 남동구 구월3동(2820052100)","17,190","11,066","3,253","1,649","944","212","50","13","1","2","0"
"인천광역시 남동구 구월4동(2820052200)","7,406","4,200","1,844","788","440","103","24","5","2","0","0"
"인천광역시 남동구 간석1동(2820053000)","9,127","4,237","2,437","1,457","773","177","33","11","2","0","0"
"인천광역시 남동구 간석2동(2820054000)","9,227","3,604","2,267","1,696","1,248","318","74","16","3","1","0"
"인천광역시 남동구 간석3동(2820055000)","12,526","5,637","3,389","2,036","1,128","258","58","14","3","1","2"
"인천광역시 남동구 간석4동(2820055100)","13,629","5,991","3,557","2,302","1,370","333","57","14","3","2","0"
"인천광역시 남동구 만수1동(2820056000)","8,675","4,737","2,221","1,092","493","107","20","5","0","0","0"
"인천광역시 남동구 만수2동(2820057000)","9,505","3,066","2,665","1,951","1,390","360","56","12","3","2","0"
"인천광역시 남동구 만수3동(2820058000)","6,959","2,416","1,960","1,355","955","208","51","11","1","0","2"
"인천광역시 남동구 만수4동(2820058100)","8,734","3,380","2,588","1,583","973","165","39","3","1","2","0"
"인천광역시 남동구 만수5동(2820058200)","7,421","3,602","2,092","1,050","508","132","31","5","1","0","0"
"인천광역시 남동구 만수6동(2820058300)","10,072","3,897","2,769","1,812","1,240","267","67","17","2","0","1"
"인천광역시 남동구 장수서창동(2820065000)","7,787","2,487","2,236","1,492","1,155","324","67","17","7","2","0"
"인천광역시 남동구 서창2동(2820065500)","15,657","5,236","3,602","3,144","2,937","617","99","20","0","2","0"
"인천광역시 남동구 남촌도림동(2820066000)","8,896","3,488","2,586","1,555","962","242","52","11","0","0","0"
"인천광역시 남동구 논현1동(2820069000)","14,048","5,486","3,514","2,462","2,001","456","98","21","7","2","1"
"인천광역시 남동구 논현2동(2820070000)","15,049","6,715","3,945","2,275","1,592","411","84","19","6","1","1"
"인천광역시 남동구 논현고잔동(2820071000)","15,640","4,567","3,545","3,426","3,322","646","106","20","7","0","1"
"인천광역시 부평구 (2823700000)","226,292","86,317","61,303","42,737","28,492","6,037","1,091","217","69","13","16"
"인천광역시 부평구 부평1동(2823751000)","17,282","7,881","4,382","2,827","1,756","342","64","20","8","2","0"
"인천광역시 부평구 부평2동(2823752000)","8,407","3,763","2,336","1,349","767","151","29","2","8","0","2"
"인천광역시 부평구 부평3동(2823753000)","7,426","3,272","1,997","1,306","674","137","30","4","3","0","3"
"인천광역시 부평구 부평4동(2823754000)","17,629","9,007","4,296","2,518","1,421","307","70","7","2","0","1"
"인천광역시 부평구 부평5동(2823755000)","16,399","7,371","4,165","2,739","1,683","376","51","13","0","1","0"
"인천광역시 부평구 부평6동(2823756000)","9,269","3,865","2,588","1,605","985","193","29","1","1","0","2"
"인천광역시 부평구 산곡1동(2823757000)","6,268","1,995","1,848","1,398","830","154","34","6","2","1","0"
"인천광역시 부평구 산곡2동(2823758000)","10,619","2,057","2,896","2,651","2,385","495","105","22","4","3","1"
"인천광역시 부평구 산곡3동(2823758100)","8,499","2,691","2,492","1,756","1,158","305","75","15","6","0","1"
"인천광역시 부평구 산곡4동(2823758200)","6,538","1,724","1,830","1,519","1,121","273","53","13","4","1","0"
"인천광역시 부평구 청천1동(2823759100)","9,653","2,865","2,741","2,273","1,482","257","31","1","3","0","0"
"인천광역시 부평구 청천2동(2823759200)","14,521","5,021","4,115","2,870","2,023","394","73","19","5","1","0"
"인천광역시 부평구 갈산1동(2823764100)","6,646","2,571","1,897","1,272","727","139","36","2","2","0","0"
"인천광역시 부평구 갈산2동(2823764200)","8,042","3,326","2,094","1,366","918","262","57","12","4","2","1"
"인천광역시 부평구 삼산1동(2823764600)","14,052","5,005","3,755","2,855","1,984","384","55","13","1","0","0"
"인천광역시 부평구 삼산2동(2823764800)","10,174","2,263","2,617","2,444","2,272","506","59","12","1","0","0"
"인천광역시 부평구 부개1동(2823765000)","7,638","3,543","2,139","1,137","646","126","36","6","4","0","1"
"인천광역시 부평구 부개2동(2823766000)","8,285","2,786","2,367","1,655","1,148","267","51","10","1","0","0"
"인천광역시 부평구 부개3동(2823766100)","12,014","4,023","3,346","2,464","1,760","352","54","10","4","0","1"
"인천광역시 부평구 일신동(2823767000)","4,972","1,687","1,471","970","653","159","22","8","0","0","2"
"인천광역시 부평구 십정1동(2823768000)","10,789","3,753","3,158","2,305","1,255","265","42","7","2","1","1"
"인천광역시 부평구 십정2동(2823769000)","11,170","5,848","2,773","1,458","844","193","35","14","4","1","0"
"인천광역시 계양구 (2824500000)","128,575","49,614","34,629","24,076","15,991","3,462","634","122","29","6","12"
"인천광역시 계양구 효성1동(2824560100)","11,583","4,042","3,337","2,388","1,424","327","50","14","1","0","0"
"인천광역시 계양구 효성2동(2824560200)","12,563","3,857","3,806","2,668","1,760","377","77","17","1","0","0"
"인천광역시 계양구 계산1동(2824561100)","9,726","5,372","2,280","1,216","666","158","27","5","2","0","0"
"인천광역시 계양구 계산2동(2824561200)","7,414","3,763","1,922","1,041","531","113","35","3","2","3","1"
"인천광역시 계양구 계산3동(2824561300)","8,382","3,521","2,381","1,451","820","176","28","3","2","0","0"
"인천광역시 계양구 계산4동(2824561400)","9,326","3,363","1,892","1,856","1,809","340","50","14","2","0","0"
"인천광역시 계양구 작전1동(2824562100)","11,073","3,622","3,045","2,382","1,635","319","56","10","3","1","0"
"인천광역시 계양구 작전2동(2824562200)","11,030","4,205","3,169","2,040","1,306","257","41","8","3","0","1"
"인천광역시 계양구 작전서운동(2824564000)","13,910","4,753","3,609","2,897","2,121","420","90","15","2","1","2"
"인천광역시 계양구 계양1동(2824571000)","8,190","2,772","2,332","1,704","1,032","272","57","11","3","1","6"
"인천광역시 계양구 계양2동(2824572000)","15,686","7,361","4,125","2,457","1,378","304","43","14","2","0","2"
"인천광역시 계양구 계양3동(2824573000)","9,692","2,983","2,731","1,976","1,509","399","80","8","6","0","0"
"인천광역시 서구 (2826000000)","282,102","97,832","68,856","57,754","45,487","10,084","1,628","342","77","28","14"
"인천광역시 서구 검암경서동(2826051500)","19,747","7,848","5,014","3,568","2,542","634","118","15","3","5","0"
"인천광역시 서구 연희동(2826053000)","18,319","8,476","4,691","2,872","1,742","447","67","18","3","3","0"
"인천광역시 서구 청라1동(2826053600)","12,036","3,626","2,436","2,786","2,511","542","102","27","5","0","1"
"인천광역시 서구 청라2동(2826053700)","18,211","4,990","3,698","4,145","4,248","927","154","35","7","5","2"
"인천광역시 서구 청라3동(2826053900)","14,388","4,611","2,609","3,154","3,121","751","116","22","1","0","3"
"인천광역시 서구 가정1동(2826054200)","17,512","5,922","4,024","3,755","3,124","598","68","14","7","0","0"
"인천광역시 서구 가정2동(2826054300)","7,121","2,152","1,779","1,720","1,223","203","36","7","1","0","0"
"인천광역시 서구 가정3동(2826054400)","4,109","1,749","1,139","701","388","107","20","5","0","0","0"
"인천광역시 서구 석남1동(2826055000)","10,301","4,932","2,746","1,529","841","218","31","2","0","1","1"
"인천광역시 서구 석남2동(2826056000)","5,784","2,432","1,687","969","538","130","20","8","0","0","0"
"인천광역시 서구 석남3동(2826056100)","6,692","3,009","1,923","1,046","553","127","25","4","4","0","1"
"인천광역시 서구 신현원창동(2826057500)","12,418","4,085","3,375","2,601","1,836","420","75","17","4","4","1"
"인천광역시 서구 가좌1동(2826058000)","6,606","3,181","1,862","967","465","111","14","3","2","0","1"
"인천광역시 서구 가좌2동(2826059000)","7,497","2,114","2,225","1,618","1,187","281","49","20","3","0","0"
"인천광역시 서구 가좌3동(2826060000)","7,900","3,700","2,260","1,185","611","112","25","5","1","0","1"
"인천광역시 서구 가좌4동(2826061000)","5,764","2,228","1,685","1,073","633","124","16","4","1","0","0"
"인천광역시 서구 검단동(2826068000)","15,361","6,701","3,688","2,530","1,875","479","64","22","2","0","0"
"인천광역시 서구 불로대곡동(2826069000)","16,596","4,168","3,957","4,069","3,406","835","135","20","4","2","0"
"인천광역시 서구 원당동(2826070000)","9,797","3,674","2,215","1,882","1,589","354","67","13","1","2","0"
"인천광역시 서구 당하동(2826071000)","18,629","6,298","4,839","3,873","2,900","583","104","20","10","1","1"
"인천광역시 서구 오류왕길동(2826072000)","10,639","3,465","2,682","2,196","1,785","416","73","13","7","0","2"
"인천광역시 서구 마전동(2826073000)","8,154","2,180","1,928","1,824","1,638","468","87","21","5","3","0"
"인천광역시 서구 아라1동(2826075000)","17,610","4,284","4,152","4,614","3,782","671","86","15","4","2","0"
"인천광역시 서구 아라2동(2826076000)","10,911","2,007","2,242","3,077","2,949","546","76","12","2","0","0"
"인천광역시 강화군 (2871000000)","36,130","16,401","11,473","4,548","2,456","890","272","55","19","8","8"
"인천광역시 강화군 강화읍(2871025000)","10,587","4,639","3,006","1,527","950","353","89","12","6","3","2"
"인천광역시 강화군 선원면(2871031000)","4,732","1,806","1,507","726","494","150","42","4","3","0","0"
"인천광역시 강화군 불은면(2871032000)","2,788","1,378","938","271","126","52","18","2","2","1","0"
"인천광역시 강화군 길상면(2871033000)","3,773","1,721","1,198","495","230","83","33","9","3","0","1"
"인천광역시 강화군 화도면(2871034000)","2,489","1,228","810","262","114","53","16","5","0","1","0"
"인천광역시 강화군 양도면(2871035000)","2,209","988","797","250","103","44","20","4","1","0","2"
"인천광역시 강화군 내가면(2871036000)","1,622","788","553","176","68","22","11","3","0","1","0"
"인천광역시 강화군 하점면(2871037000)","2,115","1,005","698","247","95","40","18","8","1","1","2"
"인천광역시 강화군 양사면(2871038000)","1,059","519","354","99","59","17","6","4","0","0","1"
"인천광역시 강화군 송해면(2871039000)","1,664","716","593","196","114","29","11","3","2","0","0"
"인천광역시 강화군 교동면(2871040000)","1,503","744","521","159","51","21","6","0","1","0","0"
"인천광역시 강화군 삼산면(2871041000)","1,182","628","374","113","44","20","2","1","0","0","0"
"인천광역시 강화군 서도면(2871042000)","222","126","69","16","6","4","0","0","0","1","0"
"인천광역시 강화군 서도면볼음출장소(2871042500)","185","115","55","11","2","2","0","0","0","0","0"
"인천광역시 옹진군 (2872000000)","12,335","7,751","2,924","965","480","152","43","12","4","1","3"
"인천광역시 옹진군 북도면(2872031000)","686","389","196","61","23","9","4","3","0","1","0"
"인천광역시 옹진군 북도면장봉출장소(2872031500)","553","313","174","47","11","3","2","0","1","0","2"
"인천광역시 옹진군 백령면(2872033000)","2,840","1,821","594","219","152","41","10","1","2","0","0"
"인천광역시 옹진군 대청면(2872034000)","763","504","169","53","25","8","2","1","1","0","0"
"인천광역시 옹진군 대청면소청출장소(2872034500)","185","141","40","3","0","1","0","0","0","0","0"
"인천광역시 옹진군 덕적면(2872035000)","1,249","796","337","72","31","8","3","2","0","0","0"
"인천광역시 옹진군 영흥면(2872036000)","3,825","2,201","967","392","182","59","19","5","0","0","0"
"인천광역시 옹진군 자월면(2872037000)","607","378","168","35","17","7","1","0","0","0","1"
"인천광역시 옹진군 자월면이작출장소(2872037500)","224","128","71","13","7","5","0","0","0","0","0"
"인천광역시 옹진군 연평면(2872038000)","1,403","1,080","208","70","32","11","2","0","0","0","0"
"광주광역시  (2900000000)","658,450","277,864","163,975","110,028","82,881","19,682","3,131","652","141","43","53"
"광주광역시 동구 (2911000000)","55,152","27,768","13,329","7,706","4,910","1,152","222","45","11","2","7"
"광주광역시 동구 충장동(2911052500)","4,642","3,753","606","181","79","18","4","1","0","0","0"
"광주광역시 동구 동명동(2911054500)","2,342","1,672","426","143","68","26","5","2","0","0","0"
"광주광역시 동구 계림1동(2911056000)","5,423","2,968","1,173","737","433","91","19","2","0","0","0"
"광주광역시 동구 계림2동(2911057000)","5,620","1,747","1,564","1,166","931","172","28","9","3","0","0"
"광주광역시 동구 산수1동(2911059000)","4,159","2,219","986","521","323","89","15","4","2","0","0"
"광주광역시 동구 산수2동(2911060000)","4,512","1,838","1,302","790","451","92","34","2","3","0","0"
"광주광역시 동구 지산1동(2911062000)","2,369","1,533","457","207","127","31","9","3","0","0","2"
"광주광역시 동구 지산2동(2911063000)","2,313","1,346","520","232","151","50","12","1","0","0","1"
"광주광역시 동구 서남동(2911065500)","2,726","2,314","274","85","41","8","3","0","0","0","1"
"광주광역시 동구 학동(2911068500)","3,365","1,413","915","548","389","90","6","4","0","0","0"
"광주광역시 동구 학운동(2911071000)","5,021","1,979","1,563","850","441","138","38","10","1","0","1"
"광주광역시 동구 지원1동(2911073000)","4,161","1,627","1,180","747","477","105","21","2","1","0","1"
"광주광역시 동구 지원2동(2911074000)","8,499","3,359","2,363","1,499","999","242","28","5","1","2","1"
"광주광역시 서구 (2914000000)","132,651","57,538","33,315","21,686","15,738","3,617","597","123","23","6","8"
"광주광역시 서구 양동(2914057500)","1,584","869","455","157","75","24","2","2","0","0","0"
"광주광역시 서구 양3동(2914059000)","2,041","916","583","286","195","48","9","3","0","1","0"
"광주광역시 서구 농성1동(2914065000)","6,623","3,834","1,522","725","422","97","17","4","1","1","0"
"광주광역시 서구 농성2동(2914066000)","2,721","1,750","591","251","99","25","5","0","0","0","0"
"광주광역시 서구 광천동(2914073000)","2,372","949","599","472","274","66","11","1","0","0","0"
