GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물연면적,건축물구조코드,건축물구조명,주요용도코드,주요용도명,건물높이,지상층수,지하층수,허가일자,사용승인일자,건물연령,연령대구분코드,연령대구분명,연령대5계급코드,연령대5계급명,데이터기준일자,원천시도시군구코드
1997174809774477165200000000,2824510100100110010,2824510100,인천광역시 계양구 효성동,1,일반,11-10,106011119,1,일반건축물,2,일반건축물대장,,"",169.650000000,11,벽돌구조,01000,단독주택,7.150000000,2,0,1997-06-21,1997-08-12,30,04,30대,035,35세미만,2026-08-05,28245
1979174783284476978700000000,2824510100100110012,2824510100,인천광역시 계양구 효성동,1,일반,11-12,106011121,1,일반건축물,2,일반건축물대장,,"",60.900000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1978-12-09,1979-04-04,48,05,40대,050,50세미만,2026-08-05,28245
1982174796084477012800000000,2824510100100110013,2824510100,인천광역시 계양구 효성동,1,일반,11-13,106011122,1,일반건축물,2,일반건축물대장,,"",86.580000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1981-11-12,1982-05-28,45,05,40대,050,50세미만,2026-08-05,28245
1982174809714477008700000000,2824510100100110014,2824510100,인천광역시 계양구 효성동,1,일반,11-14,106011123,1,일반건축물,2,일반건축물대장,,"",86.580000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1981-11-12,1982-05-28,45,05,40대,050,50세미만,2026-08-05,28245
1982174810754476866200000000,2824510100100110015,2824510100,인천광역시 계양구 효성동,1,일반,11-15,106011124,1,일반건축물,2,일반건축물대장,,"",86.580000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1981-11-12,1982-05-28,45,05,40대,050,50세미만,2026-08-05,28245
1982174786494476871800000000,2824510100100110016,2824510100,인천광역시 계양구 효성동,1,일반,11-16,106011125,1,일반건축물,2,일반건축물대장,,"",86.580000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1981-11-12,1982-05-28,45,05,40대,050,50세미만,2026-08-05,28245
1982174799324476869800000000,2824510100100110020,2824510100,인천광역시 계양구 효성동,1,일반,11-20,106011126,1,일반건축물,2,일반건축물대장,,"",86.580000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1981-11-12,1982-05-28,45,05,40대,050,50세미만,2026-08-05,28245
1997174735814479747400000000,2824510100100210020,2824510100,인천광역시 계양구 효성동,1,일반,21-20,106011133,1,일반건축물,2,일반건축물대장,,"",493.670000000,21,철근콘크리트구조,04000,제2종근린생활시설,11.750000000,3,1,1997-08-19,1997-12-29,30,04,30대,035,35세미만,2026-08-05,28245
1993174571164479777000000000,2824510100100210023,2824510100,인천광역시 계양구 효성동,1,일반,21-23,106011134,1,일반건축물,2,일반건축물대장,,"",192.300000000,21,철근콘크리트구조,03000,제1종근린생활시설,4.300000000,1,0,1993-08-21,1993-12-15,34,04,30대,035,35세미만,2026-08-05,28245
2005174797024479696400000000,2824510100100210047,2824510100,인천광역시 계양구 효성동,1,일반,21-47,106011138,1,일반건축물,2,일반건축물대장,대성빌딩,"",701.120000000,21,철근콘크리트구조,03000,제1종근린생활시설,13.450000000,3,0,2005-01-05,2005-08-10,22,03,20대,025,25세미만,2026-08-05,28245
2003174766604480212000000000,2824510100100210048,2824510100,인천광역시 계양구 효성동,1,일반,21-48,106011139,1,일반건축물,2,일반건축물대장,,단비교회,1996.180000000,21,철근콘크리트구조,06000,종교시설,19.600000000,4,1,2001-05-28,2003-07-08,24,03,20대,025,25세미만,2026-08-05,28245
1992174464374479148500000000,2824510100100230006,2824510100,인천광역시 계양구 효성동,1,일반,23-6,106011140,1,일반건축물,2,일반건축물대장,,"",814.155000000,21,철근콘크리트구조,04000,제2종근린생활시설,11.300000000,3,1,1992-04-06,1992-11-07,35,04,30대,040,40세미만,2026-08-05,28245
1997174482564479446500000000,2824510100100230008,2824510100,인천광역시 계양구 효성동,1,일반,23-8,106011141,1,일반건축물,2,일반건축물대장,,"",47.670000000,32,경량철골구조,04000,제2종근린생활시설,2.500000000,1,0,1997-09-10,1997-11-07,30,04,30대,035,35세미만,2026-08-05,28245
1989174434314480755900000000,2824510100100240002,2824510100,인천광역시 계양구 효성동,1,일반,24-2,106011143,1,일반건축물,2,일반건축물대장,,"",818.210000000,21,철근콘크리트구조,06000,종교시설,0.000000000,4,1,1986-04-02,1989-04-12,38,04,30대,040,40세미만,2026-08-05,28245
2005174463204480538100000000,2824510100100240021,2824510100,인천광역시 계양구 효성동,1,일반,24-21,106011145,1,일반건축물,2,일반건축물대장,럭키프라자,"",546.810000000,21,철근콘크리트구조,03000,제1종근린생활시설,14.700000000,4,0,2005-10-06,2005-12-16,22,03,20대,025,25세미만,2026-08-05,28245
2001174587214480153600000000,2824510100100240043,2824510100,인천광역시 계양구 효성동,1,일반,24-43,106011146,1,일반건축물,2,일반건축물대장,,"",492.000000000,31,일반철골구조,04000,제2종근린생활시설,8.000000000,2,0,2001-01-17,2001-08-31,26,03,20대,030,30세미만,2026-08-05,28245
1994174552994479783900000000,2824510100100240060,2824510100,인천광역시 계양구 효성동,1,일반,24-60,106011147,1,일반건축물,2,일반건축물대장,,"",206.310000000,21,철근콘크리트구조,04000,제2종근린생활시설,3.600000000,1,"",1994-02-21,1994-05-25,33,04,30대,035,35세미만,2026-08-05,28245
1989174353474480150700000000,2824510100100250006,2824510100,인천광역시 계양구 효성동,1,일반,25-6,106011148,1,일반건축물,2,일반건축물대장,,"",971.360000000,21,철근콘크리트구조,03000,제1종근린생활시설,14.700000000,4,1,1988-01-14,1989-05-19,38,04,30대,040,40세미만,2026-08-05,28245
1982174343614480604700000000,2824510100100250011,2824510100,인천광역시 계양구 효성동,1,일반,25-11,106011149,1,일반건축물,2,일반건축물대장,,B동,184.850000000,11,벽돌구조,01000,단독주택,0.000000000,2,1,1981-08-17,1982-08-11,45,05,40대,050,50세미만,2026-08-05,28245
1998174392954484202500000000,2824510100100280043,2824510100,인천광역시 계양구 효성동,1,일반,28-43,106011159,1,일반건축물,2,일반건축물대장,인천효성중학교,1동,6025.460000000,21,철근콘크리트구조,10000,교육연구시설,18.300000000,5,,1998-04-10,1998-04-10,29,03,20대,030,30세미만,2026-08-05,28245
0000174368404484518900000000,2824510100100280043,2824510100,인천광역시 계양구 효성동,1,일반,28-43,106011162,1,일반건축물,2,일반건축물대장,인천효성중학교,1동,37.500000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,1,,1998-04-10,1998-04-10,29,03,20대,030,30세미만,2026-08-05,28245
1998174420604484252200000000,2824510100100280043,2824510100,인천광역시 계양구 효성동,1,일반,28-43,106011163,1,일반건축물,2,일반건축물대장,인천효성중학교,1동,36.900000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,1,,1998-04-10,1998-04-10,29,03,20대,030,30세미만,2026-08-05,28245
0000174386444484028600000000,2824510100100280043,2824510100,인천광역시 계양구 효성동,1,일반,28-43,106011163,1,일반건축물,2,일반건축물대장,인천효성중학교,1동,36.900000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,1,,1998-04-10,1998-04-10,29,03,20대,030,30세미만,2026-08-05,28245
1999174324224483972300000000,2824510100100280043,2824510100,인천광역시 계양구 효성동,1,일반,28-43,106011164,1,일반건축물,2,일반건축물대장,인천효성중학교,2동,2569.770000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,3,0,1999-05-13,1999-11-15,28,03,20대,030,30세미만,2026-08-05,28245
1997174236884481658000000000,2824510100100330003,2824510100,인천광역시 계양구 효성동,1,일반,33-3,106011172,1,일반건축물,2,일반건축물대장,삼해빌딩,,799.920000000,21,철근콘크리트구조,04000,제2종근린생활시설,19.000000000,6,1,1996-04-29,1997-09-09,30,04,30대,035,35세미만,2026-08-05,28245
2003174212694481164700000000,2824510100100330007,2824510100,인천광역시 계양구 효성동,1,일반,33-7,106011173,1,일반건축물,2,일반건축물대장,,"",493.480000000,21,철근콘크리트구조,04000,제2종근린생활시설,15.600000000,4,0,2003-06-03,2003-09-18,24,03,20대,025,25세미만,2026-08-05,28245
2007174218144480954300000000,2824510100100330008,2824510100,인천광역시 계양구 효성동,1,일반,33-8,106011174,1,일반건축물,2,일반건축물대장,,"",922.120000000,21,철근콘크리트구조,04000,제2종근린생활시설,14.950000000,4,0,2006-11-24,2007-03-21,20,03,20대,025,25세미만,2026-08-05,28245
2005174218634480806400000000,2824510100100330010,2824510100,인천광역시 계양구 효성동,1,일반,33-10,106011175,1,일반건축물,2,일반건축물대장,럭키프라자,"",484.240000000,21,철근콘크리트구조,04000,제2종근린생활시설,16.150000000,4,"",2005-04-04,2005-07-13,22,03,20대,025,25세미만,2026-08-05,28245
1997174201134480619300000000,2824510100100330012,2824510100,인천광역시 계양구 효성동,1,일반,33-12,106011176,1,일반건축물,2,일반건축물대장,,"",98.760000000,21,철근콘크리트구조,03000,제1종근린생활시설,7.450000000,2,0,1997-10-10,1997-12-10,30,04,30대,035,35세미만,2026-08-05,28245
1997174208554480503000000000,2824510100100330013,2824510100,인천광역시 계양구 효성동,1,일반,33-13,106011177,1,일반건축물,2,일반건축물대장,,"",516.280000000,21,철근콘크리트구조,03000,제1종근린생활시설,11.160000000,3,1,1997-04-12,1997-08-21,30,04,30대,035,35세미만,2026-08-05,28245
2004174263454481041300000000,2824510100100330025,2824510100,인천광역시 계양구 효성동,1,일반,33-25,106011179,1,일반건축물,2,일반건축물대장,,"",461.160000000,21,철근콘크리트구조,01000,단독주택,14.500000000,4,0,2004-05-12,2004-10-22,23,03,20대,025,25세미만,2026-08-05,28245
1998174267724480954600000000,2824510100100330026,2824510100,인천광역시 계양구 효성동,1,일반,33-26,106011180,1,일반건축물,2,일반건축물대장,,"",404.950000000,21,철근콘크리트구조,04000,제2종근린생활시설,10.700000000,3,1,1997-09-03,1998-01-19,29,03,20대,030,30세미만,2026-08-05,28245
2003174256484480651900000000,2824510100100330028,2824510100,인천광역시 계양구 효성동,1,일반,33-28,106011181,1,일반건축물,2,일반건축물대장,미추홀빌딩,"",599.280000000,21,철근콘크리트구조,03000,제1종근린생활시설,15.400000000,4,0,2003-07-07,2003-10-20,24,03,20대,025,25세미만,2026-08-05,28245
1991174020984480606800000000,2824510100100340020,2824510100,인천광역시 계양구 효성동,1,일반,34-20,106011195,1,일반건축물,2,일반건축물대장,,"",992.300000000,21,철근콘크리트구조,04000,제2종근린생활시설,13.700000000,4,1,1990-06-29,1991-02-11,36,04,30대,040,40세미만,2026-08-05,28245
2002174105754479884600000000,2824510100100340039,2824510100,인천광역시 계양구 효성동,1,일반,34-39,106011196,1,일반건축물,2,일반건축물대장,,"",215.280000000,21,철근콘크리트구조,04000,제2종근린생활시설,6.700000000,2,0,2002-04-03,2002-09-03,25,03,20대,030,30세미만,2026-08-05,28245
2004174035284480240800000000,2824510100100340042,2824510100,인천광역시 계양구 효성동,1,일반,34-42,106011197,1,일반건축물,2,일반건축물대장,삼성빌딩,삼성빌딩,1701.190000000,21,철근콘크리트구조,04000,제2종근린생활시설,19.050000000,5,1,2002-05-16,2004-04-08,23,03,20대,025,25세미만,2026-08-05,28245
2005174055534480369800000000,2824510100100340044,2824510100,인천광역시 계양구 효성동,1,일반,34-44,106011198,1,일반건축물,2,일반건축물대장,효성동교회,"",493.280000000,21,철근콘크리트구조,04000,제2종근린생활시설,12.700000000,3,0,2004-10-28,2005-12-27,22,03,20대,025,25세미만,2026-08-05,28245
2005174057244480138900000000,2824510100100340045,2824510100,인천광역시 계양구 효성동,1,일반,34-45,106011199,1,일반건축물,2,일반건축물대장,효성동 근린생활시설,"",150.510000000,11,벽돌구조,04000,제2종근린생활시설,4.000000000,1,0,2005-03-28,2005-07-07,22,03,20대,025,25세미만,2026-08-05,28245
2007174078174480449800000000,2824510100100340047,2824510100,인천광역시 계양구 효성동,1,일반,34-47,106011200,1,일반건축물,2,일반건축물대장,하나로축산,"",755.630000000,31,일반철골구조,17000,공장,10.300000000,2,0,2007-01-23,2007-05-14,20,03,20대,025,25세미만,2026-08-05,28245
2007174082054480153000000000,2824510100100340048,2824510100,인천광역시 계양구 효성동,1,일반,34-48,106011201,1,일반건축물,2,일반건축물대장,,"",178.980000000,32,경량철골구조,03000,제1종근린생활시설,4.650000000,1,0,2007-04-17,2007-06-20,20,03,20대,025,25세미만,2026-08-05,28245
2006174137014479784900000000,2824510100100340050,2824510100,인천광역시 계양구 효성동,1,일반,34-50,106011202,1,일반건축물,2,일반건축물대장,효성동근린생활시설,"",246.960000000,31,일반철골구조,04000,제2종근린생활시설,9.600000000,2,0,2006-03-17,2006-06-12,21,03,20대,025,25세미만,2026-08-05,28245
2003174148024479842800000000,2824510100100340051,2824510100,인천광역시 계양구 효성동,1,일반,34-51,106011203,1,일반건축물,2,일반건축물대장,,"",149.080000000,31,일반철골구조,03000,제1종근린생활시설,7.150000000,2,0,2002-08-23,2003-08-19,24,03,20대,025,25세미만,2026-08-05,28245
2003174124794479595400000000,2824510100100340053,2824510100,인천광역시 계양구 효성동,1,일반,34-53,106011204,1,일반건축물,2,일반건축물대장,예일교회,"",266.800000000,32,경량철골구조,04000,제2종근린생활시설,8.100000000,2,0,2002-03-18,2003-06-13,24,03,20대,025,25세미만,2026-08-05,28245
1975174173774480109500000000,2824510100100380001,2824510100,인천광역시 계양구 효성동,1,일반,38-1,106011205,1,일반건축물,2,일반건축물대장,,"",15.910000000,12,블록구조,01000,단독주택,0.000000000,1,0,1975-07-01,1975-07-01,52,06,50대,055,55세미만,2026-08-05,28245
1985174210714480251100000000,2824510100100410001,2824510100,인천광역시 계양구 효성동,1,일반,41-1,106011206,1,일반건축물,2,일반건축물대장,,"",163.090000000,11,벽돌구조,01000,단독주택,0.000000000,2,1,1984-04-02,1985-12-23,42,05,40대,045,45세미만,2026-08-05,28245
1985174197524480266300000000,2824510100100410004,2824510100,인천광역시 계양구 효성동,1,일반,41-4,106011207,1,일반건축물,2,일반건축물대장,,"",162.670000000,11,벽돌구조,01000,단독주택,0.000000000,2,1,1984-06-21,1985-09-02,42,05,40대,045,45세미만,2026-08-05,28245
1972174145674479614900000000,2824510100100430002,2824510100,인천광역시 계양구 효성동,1,일반,43-2,106011208,1,일반건축물,2,일반건축물대장,,"",47.930000000,12,블록구조,01000,단독주택,0.000000000,1,0,"",1972-01-20,55,06,50대,060,60세미만,2026-08-05,28245
1972174155674479656200000000,2824510100100430004,2824510100,인천광역시 계양구 효성동,1,일반,43-4,106011210,1,일반건축물,2,일반건축물대장,,"",29.750000000,12,블록구조,01000,단독주택,0.000000000,1,0,"",1972-07-20,55,06,50대,060,60세미만,2026-08-05,28245
1989174172174479414900000000,2824510100100440002,2824510100,인천광역시 계양구 효성동,1,일반,44-2,106011212,1,일반건축물,2,일반건축물대장,,,326.340000000,11,벽돌구조,01000,단독주택,0.000000000,2,1,1988-03-18,1989-02-14,38,04,30대,040,40세미만,2026-08-05,28245
1994174150024479282200000000,2824510100100440004,2824510100,인천광역시 계양구 효성동,1,일반,44-4,106011213,1,일반건축물,2,일반건축물대장,,"",99.900000000,19,기타조적구조,01000,단독주택,4.550000000,1,0,1994-01-26,1994-05-25,33,04,30대,035,35세미만,2026-08-05,28245
1997174178094478991800000000,2824510100100450000,2824510100,인천광역시 계양구 효성동,1,일반,45,106011214,1,일반건축물,2,일반건축물대장,,"",475.295000000,21,철근콘크리트구조,04000,제2종근린생활시설,13.100000000,4,1,1992-05-14,1997-08-18,30,04,30대,035,35세미만,2026-08-05,28245
1993174169514479194700000000,2824510100100450002,2824510100,인천광역시 계양구 효성동,1,일반,45-2,106011215,1,일반건축물,2,일반건축물대장,,"",656.830000000,21,철근콘크리트구조,04000,제2종근린생활시설,11.300000000,3,1,1992-01-23,1993-01-20,34,04,30대,035,35세미만,2026-08-05,28245
1978174217744478835900000000,2824510100100460004,2824510100,인천광역시 계양구 효성동,1,일반,46-4,106011217,1,일반건축물,2,일반건축물대장,,"",136.400000000,11,벽돌구조,03000,제1종근린생활시설,0.000000000,1,0,1978-03-28,1978-08-14,49,05,40대,050,50세미만,2026-08-05,28245
2000174238184479219200000000,2824510100100480004,2824510100,인천광역시 계양구 효성동,1,일반,48-4,106011219,1,일반건축물,2,일반건축물대장,,,639.090000000,21,철근콘크리트구조,06000,종교시설,14.600000000,4,1,2000-07-11,2000-12-18,27,03,20대,030,30세미만,2026-08-05,28245
1978174236464479849600000000,2824510100100500000,2824510100,인천광역시 계양구 효성동,1,일반,50,106011220,1,일반건축물,2,일반건축물대장,,2동,108.850000000,11,벽돌구조,04000,제2종근린생활시설,0.000000000,1,1,1978-03-06,1978-12-18,49,05,40대,050,50세미만,2026-08-05,28245
2006174241904479482700000000,2824510100100500000,2824510100,인천광역시 계양구 효성동,1,일반,50,106011222,1,일반건축물,2,일반건축물대장,,5동,363.520000000,31,일반철골구조,04000,제2종근린생활시설,0.000000000,1,"",2006-04-20,2006-06-15,21,03,20대,025,25세미만,2026-08-05,28245
2006174261514479900400000000,2824510100100500000,2824510100,인천광역시 계양구 효성동,1,일반,50,106011223,1,일반건축물,2,일반건축물대장,,3동,12.650000000,11,벽돌구조,18000,창고시설,0.000000000,1,"",2006-04-20,2006-06-15,21,03,20대,025,25세미만,2026-08-05,28245
1978174229824479711800000000,2824510100100500000,2824510100,인천광역시 계양구 효성동,1,일반,50,106011224,1,일반건축물,2,일반건축물대장,,1동,29.400000000,11,벽돌구조,04000,제2종근린생활시설,0.000000000,1,"",1978-03-06,1978-12-18,49,05,40대,050,50세미만,2026-08-05,28245
2003174265564480257500000000,2824510100100510001,2824510100,인천광역시 계양구 효성동,1,일반,51-1,106011225,1,일반건축물,2,일반건축물대장,구일빌딩,구일빌딩,470.380000000,21,철근콘크리트구조,04000,제2종근린생활시설,11.450000000,3,0,2003-06-12,2003-11-25,24,03,20대,025,25세미만,2026-08-05,28245
2004174279854479957900000000,2824510100100510005,2824510100,인천광역시 계양구 효성동,1,일반,51-5,106011226,1,일반건축물,2,일반건축물대장,,"",166.200000000,21,철근콘크리트구조,03000,제1종근린생활시설,10.350000000,3,0,2003-09-29,2004-06-07,23,03,20대,025,25세미만,2026-08-05,28245
2004174280384479875300000000,2824510100100510005,2824510100,인천광역시 계양구 효성동,1,일반,51-5,106011227,1,일반건축물,2,일반건축물대장,,"",0.000000000,"",,03000,제1종근린생활시설,0.000000000,1,"",2003-09-29,2004-06-07,23,03,20대,025,25세미만,2026-08-05,28245
1985174282634480315900000000,2824510100100510010,2824510100,인천광역시 계양구 효성동,1,일반,51-10,106011229,1,일반건축물,2,일반건축물대장,,"",933.410000000,21,철근콘크리트구조,03000,제1종근린생활시설,0.000000000,3,1,1985-06-18,1985-10-25,42,05,40대,045,45세미만,2026-08-05,28245
1990174297754479625400000000,2824510100100530000,2824510100,인천광역시 계양구 효성동,1,일반,53,106011231,1,일반건축물,2,일반건축물대장,,"",2420.280000000,21,철근콘크리트구조,04000,제2종근린생활시설,0.000000000,4,1,1990-03-29,1990-09-24,37,04,30대,040,40세미만,2026-08-05,28245
1993174274174479511100000000,2824510100100530000,2824510100,인천광역시 계양구 효성동,1,일반,53,106011232,1,일반건축물,2,일반건축물대장,,"",161.280000000,32,경량철골구조,03000,제1종근린생활시설,0.000000000,1,"",1992-12-04,1993-10-16,34,04,30대,035,35세미만,2026-08-05,28245
1992174277584479640300000000,2824510100100530000,2824510100,인천광역시 계양구 효성동,1,일반,53,106011233,1,일반건축물,2,일반건축물대장,,"",99.000000000,32,경량철골구조,03000,제1종근린생활시설,0.000000000,1,"",1992-02-24,1992-05-22,35,04,30대,040,40세미만,2026-08-05,28245
2007174255944479242600000000,2824510100100530007,2824510100,인천광역시 계양구 효성동,1,일반,53-7,106011236,1,일반건축물,2,일반건축물대장,우정빌딩,우정빌딩,662.730000000,21,철근콘크리트구조,04000,제2종근린생활시설,13.300000000,4,0,2007-09-18,2007-09-20,20,03,20대,025,25세미만,2026-08-05,28245
1995174302914479329000000000,2824510100100540002,2824510100,인천광역시 계양구 효성동,1,일반,54-2,106011237,1,일반건축물,2,일반건축물대장,,,531.400000000,21,철근콘크리트구조,04000,제2종근린생활시설,6.650000000,4,1,1995-03-05,1995-10-20,32,04,30대,035,35세미만,2026-08-05,28245
1991174253924479122400000000,2824510100100550000,2824510100,인천광역시 계양구 효성동,1,일반,55,106011238,1,일반건축물,2,일반건축물대장,,"",326.080000000,11,벽돌구조,01000,단독주택,7.900000000,2,1,1990-04-20,1991-06-21,36,04,30대,040,40세미만,2026-08-05,28245
1991174229344478995600000000,2824510100100560000,2824510100,인천광역시 계양구 효성동,1,일반,56,106011239,1,일반건축물,2,일반건축물대장,,"",635.420000000,21,철근콘크리트구조,03000,제1종근린생활시설,0.000000000,3,1,1990-06-08,1991-03-14,36,04,30대,040,40세미만,2026-08-05,28245
1983174240324479081000000000,2824510100100560000,2824510100,인천광역시 계양구 효성동,1,일반,56,106011240,1,일반건축물,2,일반건축물대장,,"",117.080000000,11,벽돌구조,01000,단독주택,0.000000000,1,1,1983-05-09,1983-08-03,44,05,40대,045,45세미만,2026-08-05,28245
1989174428854478080200000000,2824510100100620001,2824510100,인천광역시 계양구 효성동,1,일반,62-1,106011244,1,일반건축물,2,일반건축물대장,,"",473.610000000,21,철근콘크리트구조,04000,제2종근린생활시설,10.700000000,3,1,1989-08-07,1989-12-21,38,04,30대,040,40세미만,2026-08-05,28245
1995174444974477787700000000,2824510100100620004,2824510100,인천광역시 계양구 효성동,1,일반,62-4,106011245,1,일반건축물,2,일반건축물대장,,"",266.120000000,21,철근콘크리트구조,04000,제2종근린생활시설,7.450000000,2,1,1994-12-03,1995-12-26,32,04,30대,035,35세미만,2026-08-05,28245
1981174314034478333400000000,2824510100100630001,2824510100,인천광역시 계양구 효성동,1,일반,63-1,106011246,1,일반건축물,2,일반건축물대장,,"",72.170000000,21,철근콘크리트구조,04000,제2종근린생활시설,0.000000000,1,0,1980-06-14,1981-04-02,46,05,40대,050,50세미만,2026-08-05,28245
1981174324754478284100000000,2824510100100630023,2824510100,인천광역시 계양구 효성동,1,일반,63-23,106011248,1,일반건축물,2,일반건축물대장,,"",274.930000000,21,철근콘크리트구조,04000,제2종근린생활시설,0.000000000,2,1,1980-06-14,1981-04-02,46,05,40대,050,50세미만,2026-08-05,28245
2000174430114477493700000000,2824510100100640001,2824510100,인천광역시 계양구 효성동,1,일반,64-1,106011249,1,일반건축물,2,일반건축물대장,,"",2589.460000000,21,철근콘크리트구조,06000,종교시설,35.150000000,5,2,1996-04-24,2000-05-20,27,03,20대,030,30세미만,2026-08-05,28245
1995174415134476724600000000,2824510100100660003,2824510100,인천광역시 계양구 효성동,1,일반,66-3,106011251,1,일반건축물,2,일반건축물대장,,"",5016.700000000,21,철근콘크리트구조,09000,의료시설,32.000000000,7,1,1994-03-15,1995-02-27,32,04,30대,035,35세미만,2026-08-05,28245
2001174405914476584600000000,2824510100100680001,2824510100,인천광역시 계양구 효성동,1,일반,68-1,106011257,1,일반건축물,2,일반건축물대장,,"",99.578000000,32,경량철골구조,03000,제1종근린생활시설,7.500000000,2,0,2001-03-19,2001-05-10,26,03,20대,030,30세미만,2026-08-05,28245
1997174387654475106800000000,2824510100100720001,2824510100,인천광역시 계양구 효성동,1,일반,72-1,106011261,1,일반건축물,2,일반건축물대장,,"",493.350000000,21,철근콘크리트구조,04000,제2종근린생활시설,13.800000000,4,1,1996-12-30,1997-06-13,30,04,30대,035,35세미만,2026-08-05,28245
2002174420344475297100000000,2824510100100720014,2824510100,인천광역시 계양구 효성동,1,일반,72-14,106011263,1,일반건축물,2,일반건축물대장,,"",87.000000000,31,일반철골구조,04000,제2종근린생활시설,6.350000000,1,0,2002-08-12,2002-09-26,25,03,20대,030,30세미만,2026-08-05,28245
2007174392864475643100000000,2824510100100740003,2824510100,인천광역시 계양구 효성동,1,일반,74-3,106011264,1,일반건축물,2,일반건축물대장,,"",491.160000000,21,철근콘크리트구조,04000,제2종근린생활시설,13.850000000,3,0,2007-01-25,2007-07-18,20,03,20대,025,25세미만,2026-08-05,28245
1997174322994476826900000000,2824510100100770003,2824510100,인천광역시 계양구 효성동,1,일반,77-3,106011268,1,일반건축물,2,일반건축물대장,,"",101.200000000,21,철근콘크리트구조,04000,제2종근린생활시설,4.500000000,1,0,1997-05-28,1997-08-28,30,04,30대,035,35세미만,2026-08-05,28245
