기준 일자,정류소 명,정류소 번호,정류소 ID,권역,행정동 명,X 좌표,위도,Y 좌표,경도
20260228,KG스틸,42008,168000008,서구,가좌1동,170989.9158,126.6728023,442112.7867,37.48074812
20260228,KTX광명역4번출구,58057,213000486,코드정보 없음,소하2동,189611.1204,126.883435,434846.3793,37.41567556
20260228,KT부천지사사거리,55003,210000003,코드정보 없음,상3동,178101.6506,126.7531809,442968.7917,37.48865699
20260228,KT부평지사,40384,166000384,부평구,산곡4동,174481.1491,126.7121846,444672.392,37.50391309
20260228,KT부평지사,40381,166000381,부평구,부평3동,174419.6215,126.7114895,444653.4019,37.50374028
20260228,KT서인천지사,42932,168000932,서구,연희동,170998.7452,126.6726312,448969.5708,37.5425268
20260228,KT서인천지사,42933,168000933,서구,연희동,170988.0122,126.6725097,448971.2655,37.54254173
20260228,KT송도지점,38568,164000568,연수구,옥련1동,168471.0367,126.6446072,435512.0082,37.4211932
20260228,KT온수분국,43523,169000523,강화군,길상면,154369.9849,126.4838046,459766.6094,37.63912861
20260228,KT인천공항지사,35095,161000095,중구,운서동,154875.6093,126.4905408,443406.849,37.4917599
20260228,KT인천공항지사,35109,161000109,중구,운서동,154855.7604,126.4903052,443588.4114,37.49339475
20260228,KT인천지사,37415,163000415,미추홀구,주안6동,172882.0213,126.6942791,439806.8507,37.46002944
20260228,KT인천지사,39319,165000319,남동구,만수5동,173125.1987,126.6970238,439914.6918,37.46100819
20260228,KT중동지사,55081,210000525,코드정보 없음,중1동,178774.5699,126.7607453,444501.7605,37.50248465
20260228,KT중동지사,55082,210000551,코드정보 없음,중1동,178781.324,126.7608225,444475.2464,37.50224592
20260228,LG마그나,89264,168001264,서구,검암경서동,168582.3712,126.6452307,450346.3427,37.55485184
20260228,LG마그나,89029,168001029,서구,검암경서동,168567.2605,126.6450607,450323.7543,37.55464781
20260228,LG물류센터,39043,165000043,남동구,논현고잔동,174515.5143,126.7130021,432286.0786,37.39231393
20260228,LG물류센터,39044,165000044,남동구,논현고잔동,174497.3656,126.7127967,432301.9323,37.39245628
20260228,LG아파트후문,42616,168000616,서구,원당동,173171.8181,126.697007,454774.3594,37.59489244
20260228,LG아파트후문,42617,168000617,서구,원당동,173123.419,126.6964594,454761.3978,37.59477425
20260228,LG전자(주),42297,168000297,서구,검암경서동,168250.9284,126.6414731,450501.4169,37.55623764
20260228,LH1단지,35494,161000494,중구,영종동,155682.0866,126.4997147,442495.9784,37.48359236
20260228,LH49단지행복주택아파트,35769,161000769,중구,중산동,161973.9185,126.5707937,443592.9949,37.4937569
20260228,LH49단지행복주택아파트,35768,161000768,중구,중산동,162007.2486,126.5711717,443570.6634,37.49355707
20260228,LH7단지,35452,161000452,중구,영종동,160135.6887,126.5500592,442644.6582,37.48513504
20260228,LH7단지,35451,161000451,중구,영종동,160116.7985,126.5498469,442619.6288,37.48490871
20260228,LH미추홀3단지,37635,163000635,미추홀구,용현2동,168297.5577,126.6424652,439745.7757,37.45933309
20260228,LH미추홀3단지,37222,163000222,미추홀구,용현2동,168424.765,126.6439043,439715.3376,37.45906321
20260228,NKG물류센터,89212,168001212,서구,신현원창동,165457.6886,126.6101406,444578.3202,37.50277151
20260228,SH글로벌,41084,167000084,계양구,작전서운동,176747.2422,126.7377363,447079.9108,37.5256645
20260228,SH글로벌,41083,167000083,계양구,작전서운동,176791.447,126.7382369,447063.2388,37.52551541
20260228,SK.GS주유소,89231,168001231,서구,가좌1동,169977.0378,126.6612961,443455.4167,37.4928126
20260228,SK.GS주유소,89230,168001230,서구,가좌1동,169944.7227,126.6609307,443456.0458,37.49281722
20260228,SKLPG충전사업소,35638,161000638,중구,연안동,164705.9621,126.6019261,438600.711,37.44888595
20260228,SKLPG충전사업소,35636,161000636,중구,연안동,164736.4928,126.6022718,438587.2774,37.44876608
20260228,SKY184전망대,35949,161000949,중구,영종동,,0,,0
20260228,SK뷰아파트,42889,168000889,서구,청라3동,167281.5896,126.6306538,447120.5048,37.52574256
20260228,SK뷰아파트,42888,168000888,서구,청라3동,167265.6402,126.6304727,447136.8921,37.52588964
20260228,SK스카이뷰,37601,163000601,미추홀구,용현5동,168702.9286,126.6470999,438500.6918,37.44812886
