정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
검마루로.풍경채어바니티2차,89608,579,8,579,8,0,19.57
검문소,43662,8,4,6,4,2,0.4
검문소,43812,20,103,20,103,0,4.1
검문소,90042,1,6,1,6,0,0.23
검문소,90043,133,280,133,280,0,13.77
검바위역,42348,5228,923,5228,923,0,205.03
검바위역,42349,959,5002,959,5002,0,198.7
검암경서동행정복지센터,42352,2641,4979,2641,4979,0,254
검암경서동행정복지센터,42353,5816,2224,5816,2224,0,268
검암사거리,42356,2792,5145,2792,5145,0,264.57
검암사거리,42357,6029,2360,6029,2360,0,279.63
검암사거리,42358,8634,2099,8634,2099,0,357.77
검암역(시내방면),42364,5598,294,5598,294,0,196.4
검암역(원당방면),42363,6962,30194,6962,30194,0,1238.53
검암역.서해그랑블아파트,42360,8472,5733,8472,5733,0,473.5
검암역로열파크씨티푸르지오1단지,89167,11139,43,11139,43,0,372.73
검암역로열파크씨티푸르지오1단지,89168,21,10145,21,10145,0,338.87
검암역로열파크씨티푸르지오2단지,89169,3054,1861,3054,1861,0,163.83
검암역로열파크씨티푸르지오2단지,89170,40,5652,40,5652,0,189.73
검암역입구,42851,18990,8859,18990,8859,0,928.3
검암역입구,42852,13894,12455,13894,12455,0,878.3
검암역입구(시천교밑),89250,13892,3132,13892,3132,0,567.47
검암중학교,42359,3931,1872,3931,1872,0,193.43
검암중학교,42362,2658,2825,2658,2825,0,182.77
검암초등학교,42361,479,5928,479,5928,0,213.57
겐트대학교글로벌캠퍼스,38769,232,2,232,2,0,7.8
겐트대학교글로벌캠퍼스,38770,115,1331,115,1331,0,48.2
경기국제통상고.포도마을뉴서울.중앙공원,55042,631,1834,631,1834,0,82.17
경기국제통상고.포도마을뉴서울.중앙공원,55043,1283,989,1283,989,0,75.73
경기도교육청학생교육원,43162,0,95,0,95,0,3.17
경기도교육청학생교육원,43222,172,20,172,20,0,6.4
경기주유소,43051,167,492,167,492,0,21.97
경남1차,40343,7653,297,7653,297,0,265
경남1차아파트,40376,13294,7896,13294,7896,0,706.33
경남2차,40305,8522,67,8522,67,0,286.3
경남아너스빌,42099,3967,1391,3967,1391,0,178.6
경남아너스빌,42102,1444,3107,1444,3107,0,151.7
경남아너스빌아파트,42110,7216,3540,7216,3540,0,358.53
경남아너스빌아파트,42111,2118,3282,2118,3282,0,180
경남아파트,35143,8754,3400,8754,3400,0,405.13
경남아파트,35147,2235,3772,2235,3772,0,200.23
경남아파트,38281,7338,7381,7338,7381,0,490.63
경남아파트,41011,12900,4154,12900,4154,0,568.47
경남아파트,41014,4061,6477,4061,6477,0,351.27
경남아파트,42332,6401,3922,6401,3922,0,344.1
경남아파트,42334,2886,5926,2886,5926,0,293.73
경남아파트308동앞,40334,30,5769,30,5769,0,193.3
경남아파트311동앞,40300,24,4440,24,4440,0,148.8
경남아파트313동앞,40287,37,8589,37,8589,0,287.53
경동택배,89315,58,1,58,1,0,1.97
경동택배,89325,1,69,1,69,0,2.33
경명초등학교,89216,1340,386,1340,386,0,57.53
경명초등학교,89277,6337,7618,6337,7618,0,465.17
경명초등학교,89278,4043,7797,4043,7797,0,394.67
경방신약,39136,4651,1357,4651,1357,0,200.27
경복예식장,39399,10723,5464,10723,5464,0,539.57
경서3구역입구,89592,61,644,61,644,0,23.5
경서3구역입구,89593,101,312,101,312,0,13.77
경서농원,42333,455,431,455,431,0,29.53
경서농원,42335,131,1527,131,1527,0,55.27
경서북청라푸르지오트레시엘,89419,105,731,105,731,0,27.87
경서북청라푸르지오트레시엘,89621,350,95,350,95,0,14.83
경서지구입구,42301,8658,2478,8658,2478,0,371.2
경서지구입구,42303,1512,6962,1512,6962,0,282.47
경서지구입구,42671,2854,3131,2854,3131,0,199.5
경서지구입구,42672,4615,3357,4615,3357,0,265.73
경서초등학교,42569,4891,2949,4891,2949,0,261.33
경서초등학교,42570,3004,3290,3004,3290,0,209.8
경신마을,39646,167,223,167,223,0,13
경신마을,39982,86,378,86,378,0,15.47
경신아파트,41216,1763,1066,1763,1066,0,94.3
경신아파트,41223,1955,3196,1955,3196,0,171.7
경연초중학교,89271,7250,3659,7250,3659,0,363.63
경연초중학교,89272,3650,5708,3650,5708,0,311.93
경연초중학교·청라센텀로제비앙,89286,3106,1811,3106,1811,0,163.9
경연초중학교·청라호반써밋,89285,2249,2283,2249,2283,0,151.07
경인계량소,42549,776,2,776,2,0,25.93
경인계량소,42550,1,623,1,623,0,20.8
경인교대.부평향교,41138,912,1170,912,1170,0,69.4
경인교대.부평향교,41139,1039,1089,1039,1089,0,70.93
경인교대역입구,41428,9011,7850,9011,7850,0,562.03
경인교대역입구,41429,8030,8846,8030,8846,0,562.53
경인교회앞,40077,986,3290,986,3290,0,142.53
경인방송,37003,132,383,132,383,0,17.17
경인방송,37004,42,222,42,222,0,8.8
경인산업,39688,678,2060,678,2060,0,91.27
경인아라뱃길여객터미널,42869,312,10,312,10,0,10.73
경인여대,41277,8437,13234,8437,13234,0,722.37
경인여대,41278,4449,5970,4449,5970,0,347.3
경인특장,42547,372,4,372,4,0,12.53
경인항다목적부두,89151,328,4,328,4,0,11.07
경인항다목적부두,89152,1,289,1,289,0,9.67
경전말,43934,9,3,9,3,0,0.4
경제자유구역청,38514,3403,4198,3403,4198,0,253.37
경제자유구역청,38515,4117,5969,4117,5969,0,336.2
경중로.로데오시티포레안,89594,3427,1891,3427,1891,0,177.27
경중로.로데오시티포레안,89595,2775,2740,2775,2740,0,183.83
경진브로아,39042,1222,1246,1222,1246,0,82.27
경흥빌라,43372,655,8,650,8,5,22.1
경흥빌라,43616,17,281,17,281,0,9.93
경희유치원앞,39991,174,549,174,549,0,24.1
경희유치원앞,39992,187,92,187,92,0,9.3
계량소,40195,2187,376,2187,376,0,85.43
계룡리슈빌,55225,5857,2576,5857,2576,0,281.1
계산공고,41167,3119,3927,3119,3927,0,234.87
계산공고,41170,4979,7121,4979,7121,0,403.33
계산공고앞,41169,3204,2691,3204,2691,0,196.5
계산국민체육센터,41276,2649,3607,2649,3607,0,208.53
계산국민체육센터,41613,2768,3268,2768,3268,0,201.2
계산동수협,41533,3817,3843,3817,3843,0,255.33
계산동아아파트,41231,448,5,448,5,0,15.1
계산동우체국,41427,7892,4459,7892,4459,0,411.7
계산삼거리(신도브래뉴),41199,10729,9137,10729,9137,0,662.2
계산삼거리(신도브래뉴),41201,4071,8216,4071,8216,0,409.57
계산시장,41176,3536,4936,3536,4936,0,282.4
계산여고,41576,769,1836,769,1836,0,86.83
계산여자고등학교,41224,912,1254,912,1254,0,72.2
계산역,41247,5267,4359,5267,4359,0,320.87
계산역,41371,12660,3610,12660,3610,0,542.33
계산역,41426,32387,23297,32387,23297,0,1856.13
계산역,41431,24891,31438,24891,31438,0,1877.63
계산우체국,41430,10091,11728,10091,11728,0,727.3
계산주공아파트,41423,12683,12784,12683,12784,0,848.9
계산중학교,41577,175,67,175,67,0,8.07
계양1동주민자치센터,41476,6578,968,6578,968,0,251.53
계양1동주민자치센터,41520,619,6084,619,6084,0,223.43
계양1동주민자치센터,41675,15,572,15,572,0,19.57
계양CGV,41140,3961,3572,3961,3572,0,251.1
계양경찰서,41184,9187,7666,9187,7666,0,561.77
계양경찰서,41185,5510,8728,5510,8728,0,474.6
계양경찰서,41195,20624,4431,20624,4431,0,835.17
계양경찰서·계양구청,41194,3876,17590,3876,17590,0,715.53
계양구청,41177,4602,4344,4602,4344,0,298.2
계양구청,41180,7993,10433,7993,10433,0,614.2
계양구청,41188,3936,1750,3936,1750,0,189.53
계양구청,41197,10,2541,10,2541,0,85.03
계양구청앞,41204,8122,4135,8122,4135,0,408.57
계양도서관,41251,6008,8587,6008,8587,0,486.5
계양문화회관,41248,1826,2103,1826,2103,0,130.97
계양문화회관,41255,2700,4424,2700,4424,0,237.47
계양산성박물관,41285,1180,1968,1180,1968,0,104.93
계양산성박물관,41286,1048,2074,1048,2074,0,104.07
계양산장미원입구,41186,2262,2007,2262,2007,0,142.3
계양산장미원입구,41189,1205,2425,1205,2425,0,121
계양산전통시장,41297,663,4970,663,4970,0,187.77
계양산전통시장,41298,4608,1574,4608,1574,0,206.07
계양산전통시장,41306,14436,16391,14436,16391,0,1027.57
계양산지구대,41281,978,1291,978,1291,0,75.63
계양산지구대,41282,956,1322,956,1322,0,75.93
계양새마을금고,41094,1636,1892,1636,1892,0,117.6
계양새마을금고,41097,1854,2095,1854,2095,0,131.63
계양세무서,41054,1865,1190,1865,1190,0,101.83
계양세무서,41058,968,1472,968,1472,0,81.33
계양센트레빌1단지,41550,3995,5361,3995,5361,0,311.87
계양센트레빌1단지,41627,2702,1614,2702,1614,0,143.87
계양센트레빌1단지,41628,190,949,190,949,0,37.97
계양센트레빌1단지(111동앞),41551,4990,4207,4990,4207,0,306.57
계양센트레빌2단지,41625,67,738,67,738,0,26.83
계양여성회관,41404,4807,4276,4807,4276,0,302.77
계양역,41357,96027,71292,96027,71292,0,5577.3
계양역,41358,63142,48725,63142,48725,0,3728.9
계양역(귤현역방면),41659,7100,198,7100,198,0,243.27
계양임광그대가아파트,41118,3884,344,3884,344,0,140.93
계양종합사회복지관,41120,523,919,523,919,0,48.07
계양종합사회복지관,41121,1118,620,1118,620,0,57.93
계양중학교,41340,2423,1229,2423,1229,0,121.73
계양중학교,41341,1380,4638,1380,4638,0,200.6
계양체육관(벨로드롬경기장),41666,507,1459,507,1459,0,65.53
계양체육관(아시아드양궁장),41454,479,404,479,404,0,29.43
계양체육관(아시아드양궁장),41455,1943,778,1943,778,0,90.7
계양체육관(아시아드양궁장),41567,3558,1177,3558,1177,0,157.83
계양체육관(아시아드양궁장),41568,1113,6049,1113,6049,0,238.73
계양체육관(효성해링턴플레이스),41440,4235,1076,4235,1076,0,177.03
계양체육관.대동아파트,41173,97,1816,97,1816,0,63.77
계양효성해링턴플레이스,41669,70,1205,70,1205,0,42.5
고구1리입구,90006,69,9,69,9,0,2.6
고구1리입구,90007,9,66,9,66,0,2.5
고구2리마을회관입구,90014,4,125,4,125,0,4.3
고구2리마을회관입구,90015,138,7,130,7,8,4.83
고구저수지,90008,6,22,6,22,0,0.93
고구저수지,90009,15,3,15,3,0,0.6
고구촌,90012,1,52,1,52,0,1.77
고구촌,90013,87,7,87,7,0,3.13
고능2리능촌마을회관,90371,0,3,0,3,0,0.1
고능2리종점,90372,5,5,5,5,0,0.33
고능리공소,90208,117,73,115,73,2,6.33
고능리입구,43291,4,29,4,29,0,1.1
고능리입구,43534,42,3,41,3,1,1.5
고다니마을9단지,80362,119,106,119,106,0,7.5
고려산업,39486,966,1157,966,1157,0,70.77
고려양행,39111,1664,1595,1664,1595,0,108.63
고려저수지입구,43249,32,87,32,87,0,3.97
고려저수지입구,43486,77,20,74,20,3,3.23
고비고개정상,43569,6,1,6,1,0,0.23
고비고개정상,43844,0,18,0,18,0,0.6
고산마을입구,90016,1,29,1,29,0,1
고산마을입구,90017,23,0,23,0,0,0.77
고산촌,43544,194,79,192,79,2,9.1
고산촌,43779,98,161,98,161,0,8.63
고상골,43269,8,67,8,67,0,2.5
고상골,43382,42,2,42,2,0,1.47
고상골입구,43266,120,15,120,15,0,4.5
고상골입구,43552,8,99,8,99,0,3.57
고속터미널,31017,22792,512,22792,512,0,776.8
고속터미널(중),31018,869,32133,869,32133,0,1100.07
고시기(가재골),43770,5,1,5,1,0,0.2
고시기(가재골),90126,0,5,0,5,0,0.17
고염나무골,35473,31,167,31,167,0,6.6
고염나무골,35474,208,6,208,6,0,7.13
고인돌입구,43550,3,50,3,50,0,1.77
고인돌체육관앞,90045,182,546,181,546,1,24.27
고인돌체육관앞,90046,729,248,725,248,4,32.57
고잔고등학교,39691,183,1943,183,1943,0,70.87
고잔마을,43284,86,2,86,2,0,2.93
고잔마을,43532,0,42,0,42,0,1.4
고창마을.KCC,80328,305,245,305,245,0,18.33
고창촌,43076,53,84,53,84,0,4.57
고창촌입구,43166,7,3,7,3,0,0.33
고창촌입구,43345,1,12,1,12,0,0.43
고천3리마을회관,43341,85,24,83,24,2,3.63
고천3리마을회관,43574,2,48,2,48,0,1.67
고천5리마을회관,90341,6,0,6,0,0,0.2
고천5리마을회관,90345,1,12,1,12,0,0.43
고천교,43339,5,67,5,67,0,2.4
고천교,43849,79,6,78,6,1,2.83
고천당,90420,2,18,2,18,0,0.67
고천당,90421,26,0,26,0,0,0.87
고촌역,80061,5233,1862,5233,1862,0,236.5
고촌역,80062,1895,7569,1895,7569,0,315.47
고합아파트,70036,223,193,223,193,0,13.87
고향산천,43464,5,9,5,9,0,0.47
고향산천,43610,31,12,29,12,2,1.43
곡촌,43427,19,24,19,24,0,1.43
곡촌,43457,61,33,61,33,0,3.13
곡촌,43789,73,30,62,30,11,3.43
곡촌,43816,6,87,6,87,0,3.1
곤능,43197,8,74,7,74,1,2.73
곤능,43319,66,6,66,6,0,2.4
골드클래스,42936,478,957,478,957,0,47.83
공개마을,90195,22,0,22,0,0,0.73
공개마을,90196,5,31,5,31,0,1.2
공구상가,36092,411,1742,411,1742,0,71.77
공구상가.간동입구,80021,958,139,958,139,0,36.57
공군회관,19255,694,24,694,24,0,23.93
공군회관,20107,50,1275,50,1275,0,44.17
공단공원앞,42739,141,411,141,411,0,18.4
공단공원앞,42740,785,249,785,249,0,34.47
공단본부,42270,220,825,220,825,0,34.83
공단본부,42756,2512,720,2512,720,0,107.73
공단본부,42757,721,2558,721,2558,0,109.3
공단사거리,40599,4926,3838,4926,3838,0,292.13
공단사거리,40600,2591,3279,2591,3279,0,195.67
공단소방서,39062,1920,3484,1920,3484,0,180.13
공단시장,37426,2805,4820,2805,4820,0,254.17
공단시장,37427,6489,4018,6489,4018,0,350.23
공단오거리,40565,3028,1369,3028,1369,0,146.57
공단오거리,40566,1191,3863,1191,3863,0,168.47
공단유통상가,42940,26,909,26,909,0,31.17
공단유통상가,42941,956,38,956,38,0,33.13
공단자동차,42022,1756,2118,1756,2118,0,129.13
공단치안센터,37444,1908,1067,1908,1067,0,99.17
공단치안센터,37445,516,1824,516,1824,0,78
공덕역6번출구,14149,1392,710,1392,710,0,70.07
공설운동장,43091,33,562,33,562,0,19.83
공설운동장,43092,324,80,324,80,0,13.47
공수부대입구,92069,85,60,85,60,0,4.83
공숙입구,43290,202,184,202,184,0,12.87
공숙입구,43490,189,196,189,196,0,12.83
공영산업,89148,53,1469,53,1469,0,50.73
공작아파트,39479,1844,3612,1844,3612,0,181.87
공작아파트,39480,3196,4521,3196,4521,0,257.23
공장단지입구,42555,339,91,339,91,0,14.33
공촌마을,42323,4700,3605,4700,3605,0,276.83
공촌마을,42598,3069,4127,3069,4127,0,239.87
공촌사거리,42324,18227,11947,18227,11947,0,1005.8
공촌사거리,42330,17346,17545,17346,17545,0,1163.03
공촌사거리,42331,981,793,981,793,0,59.13
공촌사거리(한국아파트),42322,3724,4330,3724,4330,0,268.47
공촌유수지체육공원,89478,237,1648,237,1648,0,62.83
공촌유수지체육공원,89479,1151,268,1151,268,0,47.3
공촌정수장,42340,171,127,171,127,0,9.93
공촌정수장,42341,161,273,161,273,0,14.47
공촌천,89539,191,160,191,160,0,11.7
공항고등학교,35116,2270,847,2270,847,0,103.9
공항교회앞,35123,1755,2317,1755,2317,0,135.73
공항신도시(메디컬사거리),35258,937,2152,937,2152,0,102.97
공항중학교,16307,81,9,81,9,0,3
공항중학교,35117,1122,1556,1122,1556,0,89.27
공항중학교.마곡엠밸리9단지,16308,6,153,6,153,0,5.3
공항초등학교,35087,430,437,430,437,0,28.9
과학고.국제고.운서중,35922,234,477,234,477,0,23.7
관곡마을,90104,0,22,0,22,0,0.73
관곡마을,90105,46,0,46,0,0,1.53
관광밸트입구,43874,1,1,1,1,0,0.07
관광밸트입구,43875,0,2,0,2,0,0.07
관교노인복지관·승학초등학교,37679,2090,2061,2090,2061,0,138.37
관교여자중학교,37226,8679,7443,8679,7443,0,537.4
관교여자중학교,37229,2791,2348,2791,2348,0,171.3
관교여자중학교,37231,3139,2954,3139,2954,0,203.1
관교중학교,37200,454,971,454,971,0,47.5
관교중학교(약수터),37202,3477,5943,3477,5943,0,314
관교중학교(약수터),37203,9284,5228,9284,5228,0,483.73
관리공단본부,42720,760,141,760,141,0,30.03
관창마을,35252,1661,838,1661,838,0,83.3
관창마을,35253,1587,2105,1587,2105,0,123.07
광명아파트,37434,13851,6546,13851,6546,0,679.9
광명아파트,39348,7097,13706,7097,13706,0,693.43
광명아파트,39835,12,1010,12,1010,0,34.07
광명아파트,40590,2449,972,2449,972,0,114.03
광명아파트,40817,8008,2200,8008,2200,0,340.27
광명아파트,41096,948,3063,948,3063,0,133.7
광명아파트,41098,3134,1035,3134,1035,0,138.97
광명아파트,41108,14096,21279,14096,21279,0,1179.17
광명아파트,41448,3313,8188,3313,8188,0,383.37
광명역IC출입(미정차),53042,1,0,1,0,0,0.03
광명항,35708,88,2,88,2,0,3
광명항,35714,2187,1675,2187,1675,0,128.73
광명항(샘꾸미),35730,141,161,135,161,6,10.07
광성보,43674,81,41,81,41,0,4.07
광성오리,43128,3,2,3,2,0,0.17
광성오리,43862,0,14,0,14,0,0.47
광일아파트,40855,4183,1100,4183,1100,0,176.1
광일아파트,40874,2316,4243,2316,4243,0,218.63
교대역,31013,18797,23245,18797,23245,0,1401.4
교대입구,41141,1812,3104,1812,3104,0,163.87
교대입구,41142,4036,1958,4036,1958,0,199.8
교대후문,41362,1234,513,1234,513,0,58.23
교대후문,41363,342,2263,342,2263,0,86.83
교동중고후문,90024,4,185,4,185,0,6.3
교동중고후문,90025,26,3,26,3,0,0.97
교보생명,37357,31934,116810,31934,116810,0,4958.13
교산교회,43496,19,4,18,4,1,0.77
교산교회,43719,2,17,2,17,0,0.63
교산리입구,43694,26,47,26,47,0,2.43
교산리입구,43748,29,30,29,30,0,1.97
교산상회앞,43494,8,4,8,4,0,0.4
교산상회앞,43715,0,5,0,5,0,0.17
교통방송사거리,37538,1135,2623,1135,2623,0,125.27
교통방송사거리,37539,457,1243,457,1243,0,56.67
교통연수원,41191,1153,3807,1153,3807,0,165.33
교통연수원,41192,3528,1773,3528,1773,0,176.7
교회앞,43216,30,16,30,16,0,1.53
교회앞,43309,22,23,22,23,0,1.5
교회앞,43430,7,11,6,11,1,0.6
교회앞,43818,28,26,27,26,1,1.8
교회앞,90338,1,19,1,19,0,0.67
교회앞,90348,26,4,26,4,0,1
구검문소,43196,0,68,0,68,0,2.27
구검문소,43622,128,2,127,2,1,4.33
구능재,90193,9,5,9,5,0,0.47
구능재,90194,4,12,4,12,0,0.53
구도일주유소,40902,175,1338,175,1338,0,50.43
구두물입구,35219,281,350,281,350,0,21.03
구래리,80006,490,1443,490,1443,0,64.43
구래리,80007,1786,618,1786,618,0,80.13
구래역,80337,9065,18782,9065,18782,0,928.23
구래역,80338,20444,9500,20444,9500,0,998.13
구렁목,43950,180,3,179,3,1,6.1
구렁목,43951,7,133,7,133,0,4.67
구로디지털단지역,17229,341,2,341,2,0,11.43
구로디지털단지역(중),21002,7,218,7,218,0,7.5
구름다리,35735,111,302,111,302,0,13.77
구름다리,35736,31,36,31,36,0,2.23
구면사무소,43823,0,2,0,2,0,0.07
구반포역.세화고등학교,31031,2151,36,2151,36,0,72.9
구봉도입구,62035,26,342,26,342,0,12.27
구봉도입구,62037,311,38,311,38,0,11.63
구북성초교,43506,5,12,5,12,0,0.57
구북성초교,43656,4,6,4,6,0,0.33
구산사거리,40233,1399,638,1399,638,0,67.9
구산사거리,40842,359,18695,359,18695,0,635.13
구산사거리,40843,6718,8222,6718,8222,0,498
구산중학교,40518,1173,982,1173,982,0,71.83
구선택초교,43239,17,5,14,5,3,0.73
구선택초교,43896,2,15,2,15,0,0.57
