시군구,읍면동,자격,연령구간(5세단위),수급권자수
미추홀구,도화1동,기초생계급여,20세~24세,42
미추홀구,도화1동,기초생계급여,25세~29세,29
미추홀구,도화1동,기초생계급여,30세~34세,36
미추홀구,도화1동,기초생계급여,35세~39세,38
미추홀구,도화1동,기초생계급여,40세~44세,62
미추홀구,도화1동,기초생계급여,45세~49세,74
미추홀구,도화1동,기초생계급여,50세~54세,93
미추홀구,도화1동,기초생계급여,55세~59세,119
미추홀구,도화1동,기초생계급여,60세~64세,115
미추홀구,도화1동,기초생계급여,65세~69세,153
미추홀구,도화1동,기초생계급여,70세~74세,114
미추홀구,도화1동,기초생계급여,75세~79세,99
미추홀구,도화1동,기초생계급여,80세~84세,85
미추홀구,도화1동,기초생계급여,85세~89세,80
미추홀구,도화1동,기초생계급여,90세~94세,22
미추홀구,도화1동,기초생계급여,95세~99세,4
미추홀구,도화1동,기초의료급여,0세~4세,1
미추홀구,도화1동,기초의료급여,5세~9세,1
미추홀구,도화1동,기초의료급여,10세~14세,6
미추홀구,도화1동,기초의료급여,15세~19세,2
미추홀구,도화1동,기초의료급여,20세~24세,6
미추홀구,도화1동,기초의료급여,25세~29세,6
미추홀구,도화1동,기초의료급여,30세~34세,1
미추홀구,도화1동,기초의료급여,35세~39세,2
미추홀구,도화1동,기초의료급여,40세~44세,5
미추홀구,도화1동,기초의료급여,45세~49세,4
미추홀구,도화1동,기초의료급여,50세~54세,7
미추홀구,도화1동,기초의료급여,55세~59세,7
미추홀구,도화1동,기초의료급여,60세~64세,3
미추홀구,도화1동,기초의료급여,65세~69세,9
미추홀구,도화1동,기초의료급여,70세~74세,5
미추홀구,도화1동,기초의료급여,75세~79세,12
미추홀구,도화1동,기초의료급여,80세~84세,8
미추홀구,도화1동,기초의료급여,85세~89세,2
미추홀구,도화1동,기초의료급여,90세~94세,1
미추홀구,도화1동,기초주거급여,0세~4세,14
미추홀구,도화1동,기초주거급여,5세~9세,31
미추홀구,도화1동,기초주거급여,10세~14세,57
미추홀구,도화1동,기초주거급여,15세~19세,56
미추홀구,도화1동,기초주거급여,20세~24세,21
미추홀구,도화1동,기초주거급여,25세~29세,15
미추홀구,도화1동,기초주거급여,30세~34세,19
미추홀구,도화1동,기초주거급여,35세~39세,31
미추홀구,도화1동,기초주거급여,40세~44세,24
미추홀구,도화1동,기초주거급여,45세~49세,42
미추홀구,도화1동,기초주거급여,50세~54세,32
미추홀구,도화1동,기초주거급여,55세~59세,24
미추홀구,도화1동,기초주거급여,60세~64세,21
미추홀구,도화1동,기초주거급여,65세~69세,27
미추홀구,도화1동,기초주거급여,70세~74세,28
미추홀구,도화1동,기초주거급여,75세~79세,25
미추홀구,도화1동,기초주거급여,80세~84세,29
미추홀구,도화1동,기초주거급여,85세~89세,21
미추홀구,도화1동,기초주거급여,90세~94세,14
미추홀구,도화1동,기초주거급여,95세~99세,2
미추홀구,도화1동,기초주거급여,100세이상,3
미추홀구,도화1동,기초교육급여,5세~9세,6
미추홀구,도화1동,기초교육급여,10세~14세,22
미추홀구,도화1동,기초교육급여,15세~19세,12
미추홀구,"도화2,3동",기초생계급여,0세~4세,20
미추홀구,"도화2,3동",기초생계급여,5세~9세,53
미추홀구,"도화2,3동",기초생계급여,10세~14세,77
미추홀구,"도화2,3동",기초생계급여,15세~19세,76
미추홀구,"도화2,3동",기초생계급여,20세~24세,50
미추홀구,"도화2,3동",기초생계급여,25세~29세,31
미추홀구,"도화2,3동",기초생계급여,30세~34세,35
미추홀구,"도화2,3동",기초생계급여,35세~39세,40
미추홀구,"도화2,3동",기초생계급여,40세~44세,60
미추홀구,"도화2,3동",기초생계급여,45세~49세,69
미추홀구,"도화2,3동",기초생계급여,50세~54세,93
미추홀구,"도화2,3동",기초생계급여,55세~59세,106
미추홀구,"도화2,3동",기초생계급여,60세~64세,125
미추홀구,"도화2,3동",기초생계급여,65세~69세,156
미추홀구,"도화2,3동",기초생계급여,70세~74세,119
미추홀구,"도화2,3동",기초생계급여,75세~79세,108
미추홀구,"도화2,3동",기초생계급여,80세~84세,79
미추홀구,"도화2,3동",기초생계급여,85세~89세,55
미추홀구,"도화2,3동",기초생계급여,90세~94세,35
미추홀구,"도화2,3동",기초생계급여,95세~99세,4
미추홀구,"도화2,3동",기초의료급여,10세~14세,1
미추홀구,"도화2,3동",기초의료급여,15세~19세,3
미추홀구,"도화2,3동",기초의료급여,20세~24세,6
미추홀구,"도화2,3동",기초의료급여,25세~29세,4
미추홀구,"도화2,3동",기초의료급여,30세~34세,1
미추홀구,"도화2,3동",기초의료급여,35세~39세,2
미추홀구,"도화2,3동",기초의료급여,40세~44세,3
미추홀구,"도화2,3동",기초의료급여,45세~49세,6
미추홀구,"도화2,3동",기초의료급여,50세~54세,4
미추홀구,"도화2,3동",기초의료급여,55세~59세,5
미추홀구,"도화2,3동",기초의료급여,60세~64세,9
미추홀구,"도화2,3동",기초의료급여,65세~69세,8
미추홀구,"도화2,3동",기초의료급여,70세~74세,7
미추홀구,"도화2,3동",기초의료급여,75세~79세,4
미추홀구,"도화2,3동",기초의료급여,80세~84세,6
미추홀구,"도화2,3동",기초의료급여,85세~89세,3
미추홀구,"도화2,3동",기초주거급여,0세~4세,9
미추홀구,"도화2,3동",기초주거급여,5세~9세,20
미추홀구,"도화2,3동",기초주거급여,10세~14세,39
미추홀구,"도화2,3동",기초주거급여,15세~19세,30
미추홀구,"도화2,3동",기초주거급여,20세~24세,19
미추홀구,"도화2,3동",기초주거급여,25세~29세,9
미추홀구,"도화2,3동",기초주거급여,30세~34세,13
미추홀구,"도화2,3동",기초주거급여,35세~39세,17
미추홀구,"도화2,3동",기초주거급여,40세~44세,36
미추홀구,"도화2,3동",기초주거급여,45세~49세,26
미추홀구,"도화2,3동",기초주거급여,50세~54세,33
미추홀구,"도화2,3동",기초주거급여,55세~59세,18
미추홀구,"도화2,3동",기초주거급여,60세~64세,31
미추홀구,"도화2,3동",기초주거급여,65세~69세,30
미추홀구,"도화2,3동",기초주거급여,70세~74세,34
미추홀구,"도화2,3동",기초주거급여,75세~79세,50
미추홀구,"도화2,3동",기초주거급여,80세~84세,43
미추홀구,"도화2,3동",기초주거급여,85세~89세,18
미추홀구,"도화2,3동",기초주거급여,90세~94세,7
미추홀구,"도화2,3동",기초주거급여,95세~99세,2
미추홀구,"도화2,3동",기초교육급여,5세~9세,7
미추홀구,"도화2,3동",기초교육급여,10세~14세,10
미추홀구,"도화2,3동",기초교육급여,15세~19세,8
미추홀구,주안1동,기초생계급여,0세~4세,38
미추홀구,주안1동,기초생계급여,5세~9세,28
미추홀구,주안1동,기초생계급여,10세~14세,31
미추홀구,주안1동,기초생계급여,15세~19세,35
미추홀구,주안1동,기초생계급여,20세~24세,46
미추홀구,주안1동,기초생계급여,25세~29세,51
미추홀구,주안1동,기초생계급여,30세~34세,45
미추홀구,주안1동,기초생계급여,35세~39세,48
미추홀구,주안1동,기초생계급여,40세~44세,81
미추홀구,주안1동,기초생계급여,45세~49세,97
미추홀구,주안1동,기초생계급여,50세~54세,127
미추홀구,주안1동,기초생계급여,55세~59세,103
미추홀구,주안1동,기초생계급여,60세~64세,121
미추홀구,주안1동,기초생계급여,65세~69세,131
미추홀구,주안1동,기초생계급여,70세~74세,63
미추홀구,주안1동,기초생계급여,75세~79세,45
미추홀구,주안1동,기초생계급여,80세~84세,38
미추홀구,주안1동,기초생계급여,85세~89세,31
미추홀구,주안1동,기초생계급여,90세~94세,8
미추홀구,주안1동,기초생계급여,95세~99세,2
미추홀구,주안1동,기초의료급여,0세~4세,1
미추홀구,주안1동,기초의료급여,5세~9세,2
미추홀구,주안1동,기초의료급여,20세~24세,6
미추홀구,주안1동,기초의료급여,25세~29세,4
미추홀구,주안1동,기초의료급여,30세~34세,1
미추홀구,주안1동,기초의료급여,35세~39세,1
미추홀구,주안1동,기초의료급여,40세~44세,4
미추홀구,주안1동,기초의료급여,45세~49세,4
미추홀구,주안1동,기초의료급여,50세~54세,10
미추홀구,주안1동,기초의료급여,55세~59세,4
미추홀구,주안1동,기초의료급여,60세~64세,11
미추홀구,주안1동,기초의료급여,65세~69세,9
미추홀구,주안1동,기초의료급여,70세~74세,4
미추홀구,주안1동,기초의료급여,75세~79세,4
미추홀구,주안1동,기초의료급여,80세~84세,1
미추홀구,주안1동,기초주거급여,0세~4세,14
미추홀구,주안1동,기초주거급여,5세~9세,27
미추홀구,주안1동,기초주거급여,10세~14세,22
미추홀구,주안1동,기초주거급여,15세~19세,24
미추홀구,주안1동,기초주거급여,20세~24세,10
미추홀구,주안1동,기초주거급여,25세~29세,13
미추홀구,주안1동,기초주거급여,30세~34세,25
미추홀구,주안1동,기초주거급여,35세~39세,22
미추홀구,주안1동,기초주거급여,40세~44세,39
미추홀구,주안1동,기초주거급여,45세~49세,32
미추홀구,주안1동,기초주거급여,50세~54세,31
미추홀구,주안1동,기초주거급여,55세~59세,19
미추홀구,주안1동,기초주거급여,60세~64세,32
미추홀구,주안1동,기초주거급여,65세~69세,22
미추홀구,주안1동,기초주거급여,70세~74세,10
미추홀구,주안1동,기초주거급여,75세~79세,16
미추홀구,주안1동,기초주거급여,80세~84세,8
미추홀구,주안1동,기초주거급여,85세~89세,10
미추홀구,주안1동,기초주거급여,90세~94세,5
미추홀구,주안1동,기초교육급여,5세~9세,4
미추홀구,주안1동,기초교육급여,10세~14세,15
미추홀구,주안1동,기초교육급여,15세~19세,13
미추홀구,주안2동,기초생계급여,0세~4세,19
미추홀구,주안2동,기초생계급여,5세~9세,50
미추홀구,주안2동,기초생계급여,10세~14세,73
미추홀구,주안2동,기초생계급여,15세~19세,86
미추홀구,주안2동,기초생계급여,20세~24세,53
미추홀구,주안2동,기초생계급여,25세~29세,37
미추홀구,주안2동,기초생계급여,30세~34세,38
미추홀구,주안2동,기초생계급여,35세~39세,36
미추홀구,주안2동,기초생계급여,40세~44세,70
미추홀구,주안2동,기초생계급여,45세~49세,96
미추홀구,주안2동,기초생계급여,50세~54세,112
미추홀구,주안2동,기초생계급여,55세~59세,123
미추홀구,주안2동,기초생계급여,60세~64세,166
미추홀구,주안2동,기초생계급여,65세~69세,203
미추홀구,주안2동,기초생계급여,70세~74세,151
미추홀구,주안2동,기초생계급여,75세~79세,120
미추홀구,주안2동,기초생계급여,80세~84세,86
미추홀구,주안2동,기초생계급여,85세~89세,61
미추홀구,주안2동,기초생계급여,90세~94세,27
미추홀구,주안2동,기초생계급여,95세~99세,6
미추홀구,주안2동,기초의료급여,0세~4세,1
미추홀구,주안2동,기초의료급여,10세~14세,1
미추홀구,주안2동,기초의료급여,15세~19세,3
미추홀구,주안2동,기초의료급여,20세~24세,6
미추홀구,주안2동,기초의료급여,25세~29세,4
미추홀구,주안2동,기초의료급여,35세~39세,3
미추홀구,주안2동,기초의료급여,40세~44세,2
미추홀구,주안2동,기초의료급여,45세~49세,3
미추홀구,주안2동,기초의료급여,50세~54세,11
미추홀구,주안2동,기초의료급여,55세~59세,15
미추홀구,주안2동,기초의료급여,60세~64세,21
미추홀구,주안2동,기초의료급여,65세~69세,12
미추홀구,주안2동,기초의료급여,70세~74세,9
미추홀구,주안2동,기초의료급여,75세~79세,10
미추홀구,주안2동,기초의료급여,80세~84세,6
미추홀구,주안2동,기초의료급여,85세~89세,3
미추홀구,주안2동,기초의료급여,90세~94세,2
미추홀구,주안2동,기초주거급여,0세~4세,6
미추홀구,주안2동,기초주거급여,5세~9세,41
미추홀구,주안2동,기초주거급여,10세~14세,46
미추홀구,주안2동,기초주거급여,15세~19세,48
미추홀구,주안2동,기초주거급여,20세~24세,19
미추홀구,주안2동,기초주거급여,25세~29세,17
미추홀구,주안2동,기초주거급여,30세~34세,22
미추홀구,주안2동,기초주거급여,35세~39세,27
미추홀구,주안2동,기초주거급여,40세~44세,35
미추홀구,주안2동,기초주거급여,45세~49세,32
미추홀구,주안2동,기초주거급여,50세~54세,41
미추홀구,주안2동,기초주거급여,55세~59세,24
미추홀구,주안2동,기초주거급여,60세~64세,30
미추홀구,주안2동,기초주거급여,65세~69세,40
미추홀구,주안2동,기초주거급여,70세~74세,42
미추홀구,주안2동,기초주거급여,75세~79세,32
미추홀구,주안2동,기초주거급여,80세~84세,35
미추홀구,주안2동,기초주거급여,85세~89세,17
미추홀구,주안2동,기초주거급여,90세~94세,7
미추홀구,주안2동,기초주거급여,95세~99세,4
미추홀구,주안2동,기초주거급여,100세이상,1
미추홀구,주안2동,기초교육급여,10세~14세,8
미추홀구,주안2동,기초교육급여,15세~19세,10
미추홀구,주안3동,기초생계급여,0세~4세,2
미추홀구,주안3동,기초생계급여,5세~9세,17
미추홀구,주안3동,기초생계급여,10세~14세,21
미추홀구,주안3동,기초생계급여,15세~19세,34
미추홀구,주안3동,기초생계급여,20세~24세,23
미추홀구,주안3동,기초생계급여,25세~29세,14
미추홀구,주안3동,기초생계급여,30세~34세,11
미추홀구,주안3동,기초생계급여,35세~39세,17
미추홀구,주안3동,기초생계급여,40세~44세,25
미추홀구,주안3동,기초생계급여,45세~49세,33
미추홀구,주안3동,기초생계급여,50세~54세,51
미추홀구,주안3동,기초생계급여,55세~59세,53
미추홀구,주안3동,기초생계급여,60세~64세,90
미추홀구,주안3동,기초생계급여,65세~69세,95
미추홀구,주안3동,기초생계급여,70세~74세,52
미추홀구,주안3동,기초생계급여,75세~79세,55
미추홀구,주안3동,기초생계급여,80세~84세,65
미추홀구,주안3동,기초생계급여,85세~89세,38
미추홀구,주안3동,기초생계급여,90세~94세,15
미추홀구,주안3동,기초의료급여,5세~9세,2
미추홀구,주안3동,기초의료급여,15세~19세,6
미추홀구,주안3동,기초의료급여,20세~24세,4
미추홀구,주안3동,기초의료급여,25세~29세,3
미추홀구,주안3동,기초의료급여,30세~34세,1
미추홀구,주안3동,기초의료급여,35세~39세,1
미추홀구,주안3동,기초의료급여,40세~44세,3
미추홀구,주안3동,기초의료급여,45세~49세,2
미추홀구,주안3동,기초의료급여,50세~54세,6
미추홀구,주안3동,기초의료급여,55세~59세,6
미추홀구,주안3동,기초의료급여,60세~64세,3
미추홀구,주안3동,기초의료급여,65세~69세,6
미추홀구,주안3동,기초의료급여,70세~74세,7
미추홀구,주안3동,기초의료급여,75세~79세,1
미추홀구,주안3동,기초의료급여,80세~84세,5
미추홀구,주안3동,기초의료급여,85세~89세,2
미추홀구,주안3동,기초주거급여,0세~4세,6
미추홀구,주안3동,기초주거급여,5세~9세,16
미추홀구,주안3동,기초주거급여,10세~14세,22
미추홀구,주안3동,기초주거급여,15세~19세,27
미추홀구,주안3동,기초주거급여,20세~24세,18
미추홀구,주안3동,기초주거급여,25세~29세,2
미추홀구,주안3동,기초주거급여,30세~34세,11
미추홀구,주안3동,기초주거급여,35세~39세,10
미추홀구,주안3동,기초주거급여,40세~44세,15
미추홀구,주안3동,기초주거급여,45세~49세,28
미추홀구,주안3동,기초주거급여,50세~54세,23
미추홀구,주안3동,기초주거급여,55세~59세,18
미추홀구,주안3동,기초주거급여,60세~64세,14
미추홀구,주안3동,기초주거급여,65세~69세,14
미추홀구,주안3동,기초주거급여,70세~74세,18
미추홀구,주안3동,기초주거급여,75세~79세,17
미추홀구,주안3동,기초주거급여,80세~84세,16
미추홀구,주안3동,기초주거급여,85세~89세,6
미추홀구,주안3동,기초주거급여,90세~94세,6
미추홀구,주안3동,기초주거급여,95세~99세,2
미추홀구,주안3동,기초교육급여,5세~9세,6
미추홀구,주안3동,기초교육급여,10세~14세,18
미추홀구,주안3동,기초교육급여,15세~19세,10
미추홀구,주안4동,기초생계급여,0세~4세,10
미추홀구,주안4동,기초생계급여,5세~9세,31
미추홀구,주안4동,기초생계급여,10세~14세,46
미추홀구,주안4동,기초생계급여,15세~19세,32
미추홀구,주안4동,기초생계급여,20세~24세,36
미추홀구,주안4동,기초생계급여,25세~29세,13
미추홀구,주안4동,기초생계급여,30세~34세,20
미추홀구,주안4동,기초생계급여,35세~39세,25
미추홀구,주안4동,기초생계급여,40세~44세,42
미추홀구,주안4동,기초생계급여,45세~49세,47
미추홀구,주안4동,기초생계급여,50세~54세,84
미추홀구,주안4동,기초생계급여,55세~59세,85
미추홀구,주안4동,기초생계급여,60세~64세,149
미추홀구,주안4동,기초생계급여,65세~69세,133
미추홀구,주안4동,기초생계급여,70세~74세,94
미추홀구,주안4동,기초생계급여,75세~79세,99
미추홀구,주안4동,기초생계급여,80세~84세,72
미추홀구,주안4동,기초생계급여,85세~89세,47
미추홀구,주안4동,기초생계급여,90세~94세,20
미추홀구,주안4동,기초생계급여,95세~99세,6
미추홀구,주안4동,기초의료급여,0세~4세,1
미추홀구,주안4동,기초의료급여,5세~9세,1
미추홀구,주안4동,기초의료급여,10세~14세,4
미추홀구,주안4동,기초의료급여,15세~19세,5
미추홀구,주안4동,기초의료급여,20세~24세,4
미추홀구,주안4동,기초의료급여,25세~29세,2
미추홀구,주안4동,기초의료급여,30세~34세,2
미추홀구,주안4동,기초의료급여,35세~39세,2
미추홀구,주안4동,기초의료급여,40세~44세,6
미추홀구,주안4동,기초의료급여,45세~49세,4
미추홀구,주안4동,기초의료급여,50세~54세,2
미추홀구,주안4동,기초의료급여,55세~59세,3
미추홀구,주안4동,기초의료급여,60세~64세,9
미추홀구,주안4동,기초의료급여,65세~69세,5
미추홀구,주안4동,기초의료급여,70세~74세,13
미추홀구,주안4동,기초의료급여,75세~79세,8
미추홀구,주안4동,기초의료급여,80세~84세,2
미추홀구,주안4동,기초의료급여,85세~89세,2
미추홀구,주안4동,기초주거급여,0세~4세,8
미추홀구,주안4동,기초주거급여,5세~9세,10
미추홀구,주안4동,기초주거급여,10세~14세,21
미추홀구,주안4동,기초주거급여,15세~19세,23
미추홀구,주안4동,기초주거급여,20세~24세,16
미추홀구,주안4동,기초주거급여,25세~29세,12
미추홀구,주안4동,기초주거급여,30세~34세,17
미추홀구,주안4동,기초주거급여,35세~39세,11
미추홀구,주안4동,기초주거급여,40세~44세,14
미추홀구,주안4동,기초주거급여,45세~49세,24
미추홀구,주안4동,기초주거급여,50세~54세,23
미추홀구,주안4동,기초주거급여,55세~59세,17
미추홀구,주안4동,기초주거급여,60세~64세,21
미추홀구,주안4동,기초주거급여,65세~69세,31
미추홀구,주안4동,기초주거급여,70세~74세,29
미추홀구,주안4동,기초주거급여,75세~79세,37
미추홀구,주안4동,기초주거급여,80세~84세,21
미추홀구,주안4동,기초주거급여,85세~89세,16
미추홀구,주안4동,기초주거급여,90세~94세,3
미추홀구,주안4동,기초주거급여,95세~99세,1
미추홀구,주안4동,기초교육급여,5세~9세,6
미추홀구,주안4동,기초교육급여,10세~14세,8
미추홀구,주안4동,기초교육급여,15세~19세,14
미추홀구,주안5동,기초생계급여,0세~4세,19
미추홀구,주안5동,기초생계급여,5세~9세,23
미추홀구,주안5동,기초생계급여,10세~14세,27
미추홀구,주안5동,기초생계급여,15세~19세,39
미추홀구,주안5동,기초생계급여,20세~24세,25
미추홀구,주안5동,기초생계급여,25세~29세,24
미추홀구,주안5동,기초생계급여,30세~34세,23
미추홀구,주안5동,기초생계급여,35세~39세,34
미추홀구,주안5동,기초생계급여,40세~44세,35
미추홀구,주안5동,기초생계급여,45세~49세,46
미추홀구,주안5동,기초생계급여,50세~54세,66
미추홀구,주안5동,기초생계급여,55세~59세,68
미추홀구,주안5동,기초생계급여,60세~64세,116
미추홀구,주안5동,기초생계급여,65세~69세,116
미추홀구,주안5동,기초생계급여,70세~74세,79
미추홀구,주안5동,기초생계급여,75세~79세,66
미추홀구,주안5동,기초생계급여,80세~84세,85
미추홀구,주안5동,기초생계급여,85세~89세,51
미추홀구,주안5동,기초생계급여,90세~94세,25
미추홀구,주안5동,기초생계급여,95세~99세,7
미추홀구,주안5동,기초생계급여,100세이상,3
미추홀구,주안5동,기초의료급여,10세~14세,3
미추홀구,주안5동,기초의료급여,15세~19세,2
미추홀구,주안5동,기초의료급여,20세~24세,5
미추홀구,주안5동,기초의료급여,25세~29세,3
미추홀구,주안5동,기초의료급여,35세~39세,4
미추홀구,주안5동,기초의료급여,40세~44세,1
미추홀구,주안5동,기초의료급여,45세~49세,3
미추홀구,주안5동,기초의료급여,50세~54세,10
미추홀구,주안5동,기초의료급여,55세~59세,7
미추홀구,주안5동,기초의료급여,60세~64세,9
미추홀구,주안5동,기초의료급여,65세~69세,11
미추홀구,주안5동,기초의료급여,70세~74세,8
미추홀구,주안5동,기초의료급여,75세~79세,6
미추홀구,주안5동,기초의료급여,80세~84세,6
미추홀구,주안5동,기초의료급여,85세~89세,1
미추홀구,주안5동,기초주거급여,0세~4세,8
미추홀구,주안5동,기초주거급여,5세~9세,13
미추홀구,주안5동,기초주거급여,10세~14세,11
미추홀구,주안5동,기초주거급여,15세~19세,18
미추홀구,주안5동,기초주거급여,20세~24세,12
미추홀구,주안5동,기초주거급여,25세~29세,3
미추홀구,주안5동,기초주거급여,30세~34세,11
미추홀구,주안5동,기초주거급여,35세~39세,13
미추홀구,주안5동,기초주거급여,40세~44세,16
미추홀구,주안5동,기초주거급여,45세~49세,18
미추홀구,주안5동,기초주거급여,50세~54세,19
미추홀구,주안5동,기초주거급여,55세~59세,17
미추홀구,주안5동,기초주거급여,60세~64세,16
미추홀구,주안5동,기초주거급여,65세~69세,31
미추홀구,주안5동,기초주거급여,70세~74세,27
미추홀구,주안5동,기초주거급여,75세~79세,36
미추홀구,주안5동,기초주거급여,80세~84세,43
미추홀구,주안5동,기초주거급여,85세~89세,26
미추홀구,주안5동,기초주거급여,90세~94세,7
미추홀구,주안5동,기초주거급여,95세~99세,4
미추홀구,주안5동,기초교육급여,5세~9세,2
미추홀구,주안5동,기초교육급여,10세~14세,8
미추홀구,주안5동,기초교육급여,15세~19세,13
미추홀구,주안6동,기초생계급여,0세~4세,14
미추홀구,주안6동,기초생계급여,5세~9세,29
미추홀구,주안6동,기초생계급여,10세~14세,43
미추홀구,주안6동,기초생계급여,15세~19세,40
미추홀구,주안6동,기초생계급여,20세~24세,16
미추홀구,주안6동,기초생계급여,25세~29세,18
미추홀구,주안6동,기초생계급여,30세~34세,31
미추홀구,주안6동,기초생계급여,35세~39세,37
미추홀구,주안6동,기초생계급여,40세~44세,29
미추홀구,주안6동,기초생계급여,45세~49세,47
미추홀구,주안6동,기초생계급여,50세~54세,60
미추홀구,주안6동,기초생계급여,55세~59세,75
미추홀구,주안6동,기초생계급여,60세~64세,79
미추홀구,주안6동,기초생계급여,65세~69세,92
미추홀구,주안6동,기초생계급여,70세~74세,70
미추홀구,주안6동,기초생계급여,75세~79세,43
미추홀구,주안6동,기초생계급여,80세~84세,41
미추홀구,주안6동,기초생계급여,85세~89세,30
미추홀구,주안6동,기초생계급여,90세~94세,19
미추홀구,주안6동,기초생계급여,95세~99세,3
미추홀구,주안6동,기초의료급여,10세~14세,2
미추홀구,주안6동,기초의료급여,15세~19세,2
미추홀구,주안6동,기초의료급여,20세~24세,4
미추홀구,주안6동,기초의료급여,25세~29세,1
미추홀구,주안6동,기초의료급여,35세~39세,1
미추홀구,주안6동,기초의료급여,40세~44세,1
미추홀구,주안6동,기초의료급여,45세~49세,4
미추홀구,주안6동,기초의료급여,50세~54세,2
미추홀구,주안6동,기초의료급여,55세~59세,3
미추홀구,주안6동,기초의료급여,60세~64세,6
미추홀구,주안6동,기초의료급여,65세~69세,4
미추홀구,주안6동,기초의료급여,70세~74세,7
미추홀구,주안6동,기초의료급여,75세~79세,4
미추홀구,주안6동,기초의료급여,80세~84세,1
미추홀구,주안6동,기초의료급여,85세~89세,2
미추홀구,주안6동,기초주거급여,0세~4세,6
미추홀구,주안6동,기초주거급여,5세~9세,21
미추홀구,주안6동,기초주거급여,10세~14세,29
미추홀구,주안6동,기초주거급여,15세~19세,26
미추홀구,주안6동,기초주거급여,20세~24세,18
미추홀구,주안6동,기초주거급여,25세~29세,8
미추홀구,주안6동,기초주거급여,30세~34세,15
미추홀구,주안6동,기초주거급여,35세~39세,18
미추홀구,주안6동,기초주거급여,40세~44세,23
미추홀구,주안6동,기초주거급여,45세~49세,30
미추홀구,주안6동,기초주거급여,50세~54세,18
미추홀구,주안6동,기초주거급여,55세~59세,12
미추홀구,주안6동,기초주거급여,60세~64세,13
미추홀구,주안6동,기초주거급여,65세~69세,17
미추홀구,주안6동,기초주거급여,70세~74세,22
미추홀구,주안6동,기초주거급여,75세~79세,18
미추홀구,주안6동,기초주거급여,80세~84세,16
미추홀구,주안6동,기초주거급여,85세~89세,12
미추홀구,주안6동,기초주거급여,90세~94세,2
미추홀구,주안6동,기초주거급여,95세~99세,1
미추홀구,주안6동,기초교육급여,5세~9세,2
미추홀구,주안6동,기초교육급여,10세~14세,12
미추홀구,주안6동,기초교육급여,15세~19세,7
미추홀구,주안7동,기초생계급여,0세~4세,11
미추홀구,주안7동,기초생계급여,5세~9세,18
미추홀구,주안7동,기초생계급여,10세~14세,31
미추홀구,주안7동,기초생계급여,15세~19세,25
미추홀구,주안7동,기초생계급여,20세~24세,12
미추홀구,주안7동,기초생계급여,25세~29세,15
미추홀구,주안7동,기초생계급여,30세~34세,15
미추홀구,주안7동,기초생계급여,35세~39세,10
미추홀구,주안7동,기초생계급여,40세~44세,32
미추홀구,주안7동,기초생계급여,45세~49세,37
미추홀구,주안7동,기초생계급여,50세~54세,64
미추홀구,주안7동,기초생계급여,55세~59세,61
미추홀구,주안7동,기초생계급여,60세~64세,89
미추홀구,주안7동,기초생계급여,65세~69세,100
미추홀구,주안7동,기초생계급여,70세~74세,75
미추홀구,주안7동,기초생계급여,75세~79세,57
미추홀구,주안7동,기초생계급여,80세~84세,67
미추홀구,주안7동,기초생계급여,85세~89세,39
미추홀구,주안7동,기초생계급여,90세~94세,17
미추홀구,주안7동,기초생계급여,95세~99세,10
미추홀구,주안7동,기초생계급여,100세이상,1
미추홀구,주안7동,기초의료급여,0세~4세,1
미추홀구,주안7동,기초의료급여,5세~9세,2
미추홀구,주안7동,기초의료급여,10세~14세,2
미추홀구,주안7동,기초의료급여,15세~19세,4
미추홀구,주안7동,기초의료급여,20세~24세,4
미추홀구,주안7동,기초의료급여,25세~29세,4
미추홀구,주안7동,기초의료급여,30세~34세,4
미추홀구,주안7동,기초의료급여,35세~39세,2
미추홀구,주안7동,기초의료급여,40세~44세,2
미추홀구,주안7동,기초의료급여,45세~49세,3
미추홀구,주안7동,기초의료급여,50세~54세,7
미추홀구,주안7동,기초의료급여,55세~59세,11
미추홀구,주안7동,기초의료급여,60세~64세,8
미추홀구,주안7동,기초의료급여,65세~69세,8
미추홀구,주안7동,기초의료급여,70세~74세,1
미추홀구,주안7동,기초의료급여,75세~79세,3
미추홀구,주안7동,기초의료급여,80세~84세,1
미추홀구,주안7동,기초의료급여,85세~89세,2
미추홀구,주안7동,기초주거급여,0세~4세,1
미추홀구,주안7동,기초주거급여,5세~9세,12
미추홀구,주안7동,기초주거급여,10세~14세,16
미추홀구,주안7동,기초주거급여,15세~19세,30
미추홀구,주안7동,기초주거급여,20세~24세,13
미추홀구,주안7동,기초주거급여,25세~29세,9
미추홀구,주안7동,기초주거급여,30세~34세,5
미추홀구,주안7동,기초주거급여,35세~39세,10
미추홀구,주안7동,기초주거급여,40세~44세,21
미추홀구,주안7동,기초주거급여,45세~49세,21
미추홀구,주안7동,기초주거급여,50세~54세,21
미추홀구,주안7동,기초주거급여,55세~59세,17
미추홀구,주안7동,기초주거급여,60세~64세,13
미추홀구,주안7동,기초주거급여,65세~69세,28
미추홀구,주안7동,기초주거급여,70세~74세,13
미추홀구,주안7동,기초주거급여,75세~79세,32
미추홀구,주안7동,기초주거급여,80세~84세,26
미추홀구,주안7동,기초주거급여,85세~89세,19
미추홀구,주안7동,기초주거급여,90세~94세,4
미추홀구,주안7동,기초주거급여,95세~99세,1
