시군구,읍면동,자격,연령구간(5세단위),수급권자수
중구,중구,기초생계급여,0세~4세,5
중구,중구,기초생계급여,5세~9세,31
중구,중구,기초생계급여,10세~14세,39
중구,중구,기초생계급여,15세~19세,15
중구,중구,기초생계급여,50세~54세,4
중구,중구,기초생계급여,55세~59세,4
중구,중구,기초생계급여,60세~64세,7
중구,중구,기초생계급여,65세~69세,15
중구,중구,기초생계급여,70세~74세,16
중구,중구,기초생계급여,75세~79세,23
중구,중구,기초생계급여,80세~84세,60
중구,중구,기초생계급여,85세~89세,59
중구,중구,기초생계급여,90세~94세,53
중구,중구,기초생계급여,95세~99세,19
중구,중구,기초생계급여,100세이상,3
중구,중구,기초의료급여,0세~4세,11
중구,중구,기초의료급여,5세~9세,8
중구,중구,기초의료급여,10세~14세,4
중구,중구,기초의료급여,15세~19세,10
중구,중구,기초의료급여,20세~24세,7
중구,중구,기초의료급여,25세~29세,13
중구,중구,기초의료급여,30세~34세,3
중구,중구,기초의료급여,35세~39세,3
중구,중구,기초의료급여,40세~44세,1
중구,중구,기초의료급여,45세~49세,1
중구,중구,기초의료급여,65세~69세,3
중구,중구,기초의료급여,70세~74세,1
중구,중구,기초의료급여,75세~79세,3
중구,중구,기초의료급여,80세~84세,5
중구,중구,기초의료급여,85세~89세,5
중구,중구,기초의료급여,95세~99세,2
중구,중구,기초의료급여,100세이상,2
중구,중구,기초주거급여,5세~9세,1
중구,연안동,기초생계급여,0세~4세,2
중구,연안동,기초생계급여,5세~9세,4
중구,연안동,기초생계급여,10세~14세,5
중구,연안동,기초생계급여,15세~19세,5
중구,연안동,기초생계급여,20세~24세,2
중구,연안동,기초생계급여,25세~29세,1
중구,연안동,기초생계급여,30세~34세,2
중구,연안동,기초생계급여,35세~39세,4
중구,연안동,기초생계급여,40세~44세,9
중구,연안동,기초생계급여,45세~49세,8
중구,연안동,기초생계급여,50세~54세,20
중구,연안동,기초생계급여,55세~59세,18
중구,연안동,기초생계급여,60세~64세,20
중구,연안동,기초생계급여,65세~69세,47
중구,연안동,기초생계급여,70세~74세,24
중구,연안동,기초생계급여,75세~79세,34
중구,연안동,기초생계급여,80세~84세,19
중구,연안동,기초생계급여,85세~89세,14
중구,연안동,기초생계급여,90세~94세,6
중구,연안동,기초생계급여,95세~99세,2
중구,연안동,기초의료급여,20세~24세,2
중구,연안동,기초의료급여,40세~44세,1
중구,연안동,기초의료급여,55세~59세,3
중구,연안동,기초의료급여,60세~64세,2
중구,연안동,기초의료급여,65세~69세,3
중구,연안동,기초의료급여,70세~74세,3
중구,연안동,기초의료급여,75세~79세,3
중구,연안동,기초주거급여,5세~9세,4
중구,연안동,기초주거급여,10세~14세,7
중구,연안동,기초주거급여,15세~19세,5
중구,연안동,기초주거급여,20세~24세,3
중구,연안동,기초주거급여,25세~29세,2
중구,연안동,기초주거급여,30세~34세,2
중구,연안동,기초주거급여,35세~39세,3
중구,연안동,기초주거급여,40세~44세,5
중구,연안동,기초주거급여,45세~49세,7
중구,연안동,기초주거급여,50세~54세,5
중구,연안동,기초주거급여,55세~59세,6
중구,연안동,기초주거급여,60세~64세,8
중구,연안동,기초주거급여,65세~69세,8
중구,연안동,기초주거급여,70세~74세,11
중구,연안동,기초주거급여,75세~79세,13
중구,연안동,기초주거급여,80세~84세,13
중구,연안동,기초주거급여,85세~89세,6
중구,연안동,기초주거급여,90세~94세,3
중구,연안동,기초주거급여,95세~99세,2
중구,연안동,기초교육급여,5세~9세,1
중구,연안동,기초교육급여,10세~14세,4
중구,연안동,기초교육급여,15세~19세,1
중구,신포동,기초생계급여,0세~4세,1
중구,신포동,기초생계급여,5세~9세,4
중구,신포동,기초생계급여,10세~14세,8
중구,신포동,기초생계급여,15세~19세,6
중구,신포동,기초생계급여,20세~24세,4
중구,신포동,기초생계급여,25세~29세,5
중구,신포동,기초생계급여,30세~34세,4
중구,신포동,기초생계급여,35세~39세,2
중구,신포동,기초생계급여,40세~44세,6
중구,신포동,기초생계급여,45세~49세,4
중구,신포동,기초생계급여,50세~54세,22
중구,신포동,기초생계급여,55세~59세,14
중구,신포동,기초생계급여,60세~64세,24
중구,신포동,기초생계급여,65세~69세,42
중구,신포동,기초생계급여,70세~74세,23
중구,신포동,기초생계급여,75세~79세,35
중구,신포동,기초생계급여,80세~84세,22
중구,신포동,기초생계급여,85세~89세,14
중구,신포동,기초생계급여,90세~94세,6
중구,신포동,기초생계급여,95세~99세,1
중구,신포동,기초의료급여,15세~19세,2
중구,신포동,기초의료급여,20세~24세,1
중구,신포동,기초의료급여,40세~44세,1
중구,신포동,기초의료급여,45세~49세,1
중구,신포동,기초의료급여,50세~54세,3
중구,신포동,기초의료급여,55세~59세,1
중구,신포동,기초의료급여,65세~69세,1
중구,신포동,기초의료급여,70세~74세,3
중구,신포동,기초주거급여,0세~4세,2
중구,신포동,기초주거급여,5세~9세,2
중구,신포동,기초주거급여,10세~14세,4
중구,신포동,기초주거급여,15세~19세,4
중구,신포동,기초주거급여,20세~24세,4
중구,신포동,기초주거급여,30세~34세,4
중구,신포동,기초주거급여,35세~39세,3
중구,신포동,기초주거급여,40세~44세,4
중구,신포동,기초주거급여,45세~49세,5
중구,신포동,기초주거급여,50세~54세,6
중구,신포동,기초주거급여,55세~59세,6
중구,신포동,기초주거급여,60세~64세,1
중구,신포동,기초주거급여,65세~69세,6
중구,신포동,기초주거급여,70세~74세,9
중구,신포동,기초주거급여,75세~79세,14
중구,신포동,기초주거급여,80세~84세,8
중구,신포동,기초주거급여,85세~89세,8
중구,신포동,기초주거급여,90세~94세,2
중구,신포동,기초주거급여,95세~99세,2
중구,신포동,기초교육급여,5세~9세,2
중구,신포동,기초교육급여,15세~19세,4
중구,신흥동,기초생계급여,0세~4세,15
중구,신흥동,기초생계급여,5세~9세,17
중구,신흥동,기초생계급여,10세~14세,30
중구,신흥동,기초생계급여,15세~19세,39
중구,신흥동,기초생계급여,20세~24세,29
중구,신흥동,기초생계급여,25세~29세,11
중구,신흥동,기초생계급여,30세~34세,15
중구,신흥동,기초생계급여,35세~39세,16
중구,신흥동,기초생계급여,40세~44세,26
중구,신흥동,기초생계급여,45세~49세,23
중구,신흥동,기초생계급여,50세~54세,45
중구,신흥동,기초생계급여,55세~59세,55
중구,신흥동,기초생계급여,60세~64세,50
중구,신흥동,기초생계급여,65세~69세,74
중구,신흥동,기초생계급여,70세~74세,72
중구,신흥동,기초생계급여,75세~79세,45
중구,신흥동,기초생계급여,80세~84세,49
중구,신흥동,기초생계급여,85세~89세,23
중구,신흥동,기초생계급여,90세~94세,10
중구,신흥동,기초생계급여,95세~99세,3
중구,신흥동,기초의료급여,0세~4세,2
중구,신흥동,기초의료급여,5세~9세,1
중구,신흥동,기초의료급여,10세~14세,5
중구,신흥동,기초의료급여,15세~19세,6
중구,신흥동,기초의료급여,20세~24세,9
중구,신흥동,기초의료급여,25세~29세,4
중구,신흥동,기초의료급여,30세~34세,2
중구,신흥동,기초의료급여,35세~39세,2
중구,신흥동,기초의료급여,40세~44세,3
중구,신흥동,기초의료급여,45세~49세,3
중구,신흥동,기초의료급여,50세~54세,3
중구,신흥동,기초의료급여,55세~59세,12
중구,신흥동,기초의료급여,60세~64세,4
중구,신흥동,기초의료급여,65세~69세,2
중구,신흥동,기초의료급여,75세~79세,8
중구,신흥동,기초의료급여,80세~84세,3
중구,신흥동,기초의료급여,85세~89세,1
중구,신흥동,기초주거급여,0세~4세,6
중구,신흥동,기초주거급여,5세~9세,15
중구,신흥동,기초주거급여,10세~14세,25
중구,신흥동,기초주거급여,15세~19세,17
중구,신흥동,기초주거급여,20세~24세,13
중구,신흥동,기초주거급여,25세~29세,10
중구,신흥동,기초주거급여,30세~34세,13
중구,신흥동,기초주거급여,35세~39세,10
중구,신흥동,기초주거급여,40세~44세,18
중구,신흥동,기초주거급여,45세~49세,15
중구,신흥동,기초주거급여,50세~54세,12
중구,신흥동,기초주거급여,55세~59세,11
중구,신흥동,기초주거급여,60세~64세,8
중구,신흥동,기초주거급여,65세~69세,21
중구,신흥동,기초주거급여,70세~74세,27
중구,신흥동,기초주거급여,75세~79세,20
중구,신흥동,기초주거급여,80세~84세,13
중구,신흥동,기초주거급여,85세~89세,12
중구,신흥동,기초주거급여,90세~94세,1
중구,신흥동,기초교육급여,5세~9세,5
중구,신흥동,기초교육급여,10세~14세,14
중구,신흥동,기초교육급여,15세~19세,10
중구,신흥동,기초교육급여,20세~24세,1
중구,신흥동,기초교육급여,55세~59세,1
중구,도원동,기초생계급여,0세~4세,2
중구,도원동,기초생계급여,5세~9세,4
중구,도원동,기초생계급여,10세~14세,6
중구,도원동,기초생계급여,15세~19세,8
중구,도원동,기초생계급여,20세~24세,11
중구,도원동,기초생계급여,25세~29세,9
중구,도원동,기초생계급여,30세~34세,6
중구,도원동,기초생계급여,35세~39세,2
중구,도원동,기초생계급여,40세~44세,9
중구,도원동,기초생계급여,45세~49세,13
중구,도원동,기초생계급여,50세~54세,22
중구,도원동,기초생계급여,55세~59세,19
중구,도원동,기초생계급여,60세~64세,34
중구,도원동,기초생계급여,65세~69세,62
중구,도원동,기초생계급여,70세~74세,48
중구,도원동,기초생계급여,75세~79세,45
중구,도원동,기초생계급여,80세~84세,42
중구,도원동,기초생계급여,85세~89세,15
중구,도원동,기초생계급여,90세~94세,11
중구,도원동,기초의료급여,5세~9세,1
중구,도원동,기초의료급여,10세~14세,3
중구,도원동,기초의료급여,15세~19세,2
중구,도원동,기초의료급여,20세~24세,1
중구,도원동,기초의료급여,25세~29세,3
중구,도원동,기초의료급여,30세~34세,1
중구,도원동,기초의료급여,40세~44세,2
중구,도원동,기초의료급여,45세~49세,3
중구,도원동,기초의료급여,50세~54세,6
중구,도원동,기초의료급여,55세~59세,2
중구,도원동,기초의료급여,60세~64세,8
중구,도원동,기초의료급여,65세~69세,2
중구,도원동,기초의료급여,70세~74세,4
중구,도원동,기초의료급여,75세~79세,7
중구,도원동,기초의료급여,80세~84세,2
중구,도원동,기초의료급여,85세~89세,2
중구,도원동,기초주거급여,5세~9세,1
중구,도원동,기초주거급여,10세~14세,10
중구,도원동,기초주거급여,15세~19세,9
중구,도원동,기초주거급여,20세~24세,6
중구,도원동,기초주거급여,25세~29세,4
중구,도원동,기초주거급여,30세~34세,2
중구,도원동,기초주거급여,35세~39세,3
중구,도원동,기초주거급여,40세~44세,4
중구,도원동,기초주거급여,45세~49세,10
중구,도원동,기초주거급여,50세~54세,8
중구,도원동,기초주거급여,55세~59세,7
중구,도원동,기초주거급여,60세~64세,13
중구,도원동,기초주거급여,65세~69세,18
중구,도원동,기초주거급여,70세~74세,18
중구,도원동,기초주거급여,75세~79세,24
중구,도원동,기초주거급여,80세~84세,12
중구,도원동,기초주거급여,85세~89세,5
중구,도원동,기초주거급여,90세~94세,1
중구,도원동,기초주거급여,95세~99세,3
중구,도원동,기초교육급여,5세~9세,4
중구,도원동,기초교육급여,10세~14세,3
중구,도원동,기초교육급여,15세~19세,2
중구,율목동,기초생계급여,0세~4세,1
중구,율목동,기초생계급여,5세~9세,2
중구,율목동,기초생계급여,10세~14세,5
중구,율목동,기초생계급여,15세~19세,10
중구,율목동,기초생계급여,20세~24세,7
중구,율목동,기초생계급여,30세~34세,1
중구,율목동,기초생계급여,35세~39세,2
중구,율목동,기초생계급여,40세~44세,13
중구,율목동,기초생계급여,45세~49세,20
중구,율목동,기초생계급여,50세~54세,29
중구,율목동,기초생계급여,55세~59세,34
중구,율목동,기초생계급여,60세~64세,42
중구,율목동,기초생계급여,65세~69세,67
중구,율목동,기초생계급여,70세~74세,55
중구,율목동,기초생계급여,75세~79세,59
중구,율목동,기초생계급여,80세~84세,41
중구,율목동,기초생계급여,85세~89세,30
중구,율목동,기초생계급여,90세~94세,13
중구,율목동,기초의료급여,0세~4세,1
중구,율목동,기초의료급여,5세~9세,1
중구,율목동,기초의료급여,20세~24세,2
중구,율목동,기초의료급여,25세~29세,2
중구,율목동,기초의료급여,40세~44세,2
중구,율목동,기초의료급여,45세~49세,3
중구,율목동,기초의료급여,50세~54세,3
중구,율목동,기초의료급여,55세~59세,5
중구,율목동,기초의료급여,60세~64세,10
중구,율목동,기초의료급여,65세~69세,2
중구,율목동,기초의료급여,70세~74세,7
중구,율목동,기초의료급여,75세~79세,3
중구,율목동,기초의료급여,80세~84세,3
중구,율목동,기초주거급여,5세~9세,2
중구,율목동,기초주거급여,10세~14세,3
중구,율목동,기초주거급여,15세~19세,3
중구,율목동,기초주거급여,20세~24세,3
중구,율목동,기초주거급여,25세~29세,1
중구,율목동,기초주거급여,30세~34세,2
중구,율목동,기초주거급여,35세~39세,1
중구,율목동,기초주거급여,40세~44세,4
중구,율목동,기초주거급여,45세~49세,3
중구,율목동,기초주거급여,50세~54세,5
중구,율목동,기초주거급여,55세~59세,3
중구,율목동,기초주거급여,60세~64세,7
중구,율목동,기초주거급여,65세~69세,10
중구,율목동,기초주거급여,70세~74세,10
중구,율목동,기초주거급여,75세~79세,22
중구,율목동,기초주거급여,80세~84세,16
중구,율목동,기초주거급여,85세~89세,7
중구,율목동,기초주거급여,90세~94세,1
중구,율목동,기초주거급여,95세~99세,1
중구,율목동,기초주거급여,100세이상,1
중구,율목동,기초교육급여,5세~9세,2
중구,율목동,기초교육급여,10세~14세,3
중구,율목동,기초교육급여,15세~19세,2
중구,동인천동,기초생계급여,0세~4세,1
중구,동인천동,기초생계급여,5세~9세,2
중구,동인천동,기초생계급여,10세~14세,9
중구,동인천동,기초생계급여,15세~19세,15
중구,동인천동,기초생계급여,20세~24세,7
중구,동인천동,기초생계급여,25세~29세,13
중구,동인천동,기초생계급여,30세~34세,12
중구,동인천동,기초생계급여,35세~39세,9
중구,동인천동,기초생계급여,40세~44세,12
중구,동인천동,기초생계급여,45세~49세,30
중구,동인천동,기초생계급여,50세~54세,43
중구,동인천동,기초생계급여,55세~59세,65
중구,동인천동,기초생계급여,60세~64세,77
중구,동인천동,기초생계급여,65세~69세,97
중구,동인천동,기초생계급여,70세~74세,74
중구,동인천동,기초생계급여,75세~79세,57
중구,동인천동,기초생계급여,80세~84세,51
중구,동인천동,기초생계급여,85세~89세,35
중구,동인천동,기초생계급여,90세~94세,17
중구,동인천동,기초생계급여,95세~99세,2
중구,동인천동,기초의료급여,0세~4세,4
중구,동인천동,기초의료급여,5세~9세,1
중구,동인천동,기초의료급여,10세~14세,1
중구,동인천동,기초의료급여,15세~19세,7
중구,동인천동,기초의료급여,20세~24세,3
중구,동인천동,기초의료급여,30세~34세,1
중구,동인천동,기초의료급여,35세~39세,1
중구,동인천동,기초의료급여,40세~44세,1
중구,동인천동,기초의료급여,45세~49세,3
중구,동인천동,기초의료급여,50세~54세,6
중구,동인천동,기초의료급여,55세~59세,8
중구,동인천동,기초의료급여,60세~64세,8
중구,동인천동,기초의료급여,65세~69세,5
중구,동인천동,기초의료급여,70세~74세,5
중구,동인천동,기초의료급여,75세~79세,7
중구,동인천동,기초의료급여,80세~84세,4
중구,동인천동,기초주거급여,0세~4세,1
중구,동인천동,기초주거급여,5세~9세,5
중구,동인천동,기초주거급여,10세~14세,6
중구,동인천동,기초주거급여,15세~19세,16
중구,동인천동,기초주거급여,20세~24세,5
중구,동인천동,기초주거급여,25세~29세,4
중구,동인천동,기초주거급여,30세~34세,3
중구,동인천동,기초주거급여,35세~39세,5
중구,동인천동,기초주거급여,40세~44세,15
중구,동인천동,기초주거급여,45세~49세,8
중구,동인천동,기초주거급여,50세~54세,11
중구,동인천동,기초주거급여,55세~59세,10
중구,동인천동,기초주거급여,60세~64세,15
중구,동인천동,기초주거급여,65세~69세,15
중구,동인천동,기초주거급여,70세~74세,13
중구,동인천동,기초주거급여,75세~79세,11
중구,동인천동,기초주거급여,80세~84세,21
중구,동인천동,기초주거급여,85세~89세,4
중구,동인천동,기초주거급여,90세~94세,6
중구,동인천동,기초주거급여,95세~99세,2
중구,동인천동,기초교육급여,5세~9세,1
중구,동인천동,기초교육급여,15세~19세,1
중구,개항동,기초생계급여,0세~4세,2
중구,개항동,기초생계급여,5세~9세,6
중구,개항동,기초생계급여,10세~14세,9
중구,개항동,기초생계급여,15세~19세,12
중구,개항동,기초생계급여,20세~24세,11
중구,개항동,기초생계급여,25세~29세,8
중구,개항동,기초생계급여,30세~34세,5
중구,개항동,기초생계급여,35세~39세,11
중구,개항동,기초생계급여,40세~44세,20
중구,개항동,기초생계급여,45세~49세,19
중구,개항동,기초생계급여,50세~54세,33
중구,개항동,기초생계급여,55세~59세,42
중구,개항동,기초생계급여,60세~64세,70
중구,개항동,기초생계급여,65세~69세,85
중구,개항동,기초생계급여,70세~74세,65
중구,개항동,기초생계급여,75세~79세,71
중구,개항동,기초생계급여,80세~84세,66
중구,개항동,기초생계급여,85세~89세,34
중구,개항동,기초생계급여,90세~94세,13
중구,개항동,기초생계급여,95세~99세,1
중구,개항동,기초의료급여,5세~9세,2
중구,개항동,기초의료급여,15세~19세,1
중구,개항동,기초의료급여,20세~24세,2
중구,개항동,기초의료급여,25세~29세,3
중구,개항동,기초의료급여,30세~34세,1
중구,개항동,기초의료급여,35세~39세,1
중구,개항동,기초의료급여,45세~49세,3
중구,개항동,기초의료급여,50세~54세,6
중구,개항동,기초의료급여,55세~59세,4
중구,개항동,기초의료급여,60세~64세,5
중구,개항동,기초의료급여,65세~69세,2
중구,개항동,기초의료급여,70세~74세,2
중구,개항동,기초의료급여,75세~79세,6
중구,개항동,기초의료급여,80세~84세,4
중구,개항동,기초주거급여,0세~4세,2
중구,개항동,기초주거급여,5세~9세,9
중구,개항동,기초주거급여,10세~14세,9
중구,개항동,기초주거급여,15세~19세,9
중구,개항동,기초주거급여,20세~24세,4
중구,개항동,기초주거급여,25세~29세,4
중구,개항동,기초주거급여,30세~34세,6
중구,개항동,기초주거급여,35세~39세,6
중구,개항동,기초주거급여,40세~44세,13
중구,개항동,기초주거급여,45세~49세,9
중구,개항동,기초주거급여,50세~54세,18
중구,개항동,기초주거급여,55세~59세,11
중구,개항동,기초주거급여,60세~64세,8
중구,개항동,기초주거급여,65세~69세,20
중구,개항동,기초주거급여,70세~74세,29
중구,개항동,기초주거급여,75세~79세,19
중구,개항동,기초주거급여,80세~84세,23
중구,개항동,기초주거급여,85세~89세,18
중구,개항동,기초주거급여,90세~94세,2
중구,개항동,기초주거급여,95세~99세,1
중구,개항동,기초교육급여,5세~9세,5
중구,개항동,기초교육급여,10세~14세,9
중구,개항동,기초교육급여,15세~19세,6
중구,영종동,기초생계급여,0세~4세,7
중구,영종동,기초생계급여,5세~9세,19
중구,영종동,기초생계급여,10세~14세,22
중구,영종동,기초생계급여,15세~19세,25
중구,영종동,기초생계급여,20세~24세,11
중구,영종동,기초생계급여,25세~29세,5
중구,영종동,기초생계급여,30세~34세,7
중구,영종동,기초생계급여,35세~39세,17
중구,영종동,기초생계급여,40세~44세,18
중구,영종동,기초생계급여,45세~49세,29
중구,영종동,기초생계급여,50세~54세,39
중구,영종동,기초생계급여,55세~59세,53
중구,영종동,기초생계급여,60세~64세,51
중구,영종동,기초생계급여,65세~69세,65
중구,영종동,기초생계급여,70세~74세,72
중구,영종동,기초생계급여,75세~79세,34
중구,영종동,기초생계급여,80세~84세,37
중구,영종동,기초생계급여,85세~89세,33
중구,영종동,기초생계급여,90세~94세,9
중구,영종동,기초생계급여,95세~99세,2
중구,영종동,기초생계급여,100세이상,2
중구,영종동,기초의료급여,0세~4세,1
중구,영종동,기초의료급여,15세~19세,2
중구,영종동,기초의료급여,20세~24세,4
중구,영종동,기초의료급여,25세~29세,2
중구,영종동,기초의료급여,40세~44세,1
중구,영종동,기초의료급여,45세~49세,2
중구,영종동,기초의료급여,50세~54세,3
중구,영종동,기초의료급여,55세~59세,1
중구,영종동,기초의료급여,60세~64세,5
중구,영종동,기초의료급여,65세~69세,3
중구,영종동,기초의료급여,70세~74세,5
중구,영종동,기초의료급여,75세~79세,2
중구,영종동,기초의료급여,80세~84세,4
중구,영종동,기초주거급여,0세~4세,4
중구,영종동,기초주거급여,5세~9세,15
중구,영종동,기초주거급여,10세~14세,25
중구,영종동,기초주거급여,15세~19세,28
중구,영종동,기초주거급여,20세~24세,13
중구,영종동,기초주거급여,25세~29세,1
중구,영종동,기초주거급여,30세~34세,12
중구,영종동,기초주거급여,35세~39세,16
중구,영종동,기초주거급여,40세~44세,22
중구,영종동,기초주거급여,45세~49세,25
중구,영종동,기초주거급여,50세~54세,32
중구,영종동,기초주거급여,55세~59세,26
중구,영종동,기초주거급여,60세~64세,21
중구,영종동,기초주거급여,65세~69세,30
중구,영종동,기초주거급여,70세~74세,17
중구,영종동,기초주거급여,75세~79세,14
중구,영종동,기초주거급여,80세~84세,25
중구,영종동,기초주거급여,85세~89세,13
중구,영종동,기초주거급여,90세~94세,8
중구,영종동,기초주거급여,95세~99세,1
중구,영종동,기초교육급여,5세~9세,3
중구,영종동,기초교육급여,10세~14세,4
중구,영종동,기초교육급여,15세~19세,2
중구,영종1동,기초생계급여,0세~4세,13
중구,영종1동,기초생계급여,5세~9세,28
중구,영종1동,기초생계급여,10세~14세,44
중구,영종1동,기초생계급여,15세~19세,41
중구,영종1동,기초생계급여,20세~24세,12
중구,영종1동,기초생계급여,25세~29세,6
중구,영종1동,기초생계급여,30세~34세,10
중구,영종1동,기초생계급여,35세~39세,27
중구,영종1동,기초생계급여,40세~44세,19
중구,영종1동,기초생계급여,45세~49세,32
중구,영종1동,기초생계급여,50세~54세,31
중구,영종1동,기초생계급여,55세~59세,25
중구,영종1동,기초생계급여,60세~64세,38
중구,영종1동,기초생계급여,65세~69세,35
중구,영종1동,기초생계급여,70세~74세,47
중구,영종1동,기초생계급여,75세~79세,43
중구,영종1동,기초생계급여,80세~84세,40
중구,영종1동,기초생계급여,85세~89세,15
중구,영종1동,기초생계급여,90세~94세,6
중구,영종1동,기초생계급여,95세~99세,1
중구,영종1동,기초의료급여,0세~4세,1
중구,영종1동,기초의료급여,5세~9세,1
중구,영종1동,기초의료급여,15세~19세,2
중구,영종1동,기초의료급여,20세~24세,3
중구,영종1동,기초의료급여,35세~39세,2
중구,영종1동,기초의료급여,40세~44세,1
중구,영종1동,기초의료급여,45세~49세,1
중구,영종1동,기초의료급여,50세~54세,1
중구,영종1동,기초의료급여,55세~59세,2
중구,영종1동,기초의료급여,60세~64세,4
중구,영종1동,기초의료급여,65세~69세,7
중구,영종1동,기초의료급여,70세~74세,7
중구,영종1동,기초의료급여,75세~79세,4
중구,영종1동,기초의료급여,80세~84세,2
중구,영종1동,기초의료급여,85세~89세,1
중구,영종1동,기초주거급여,0세~4세,17
중구,영종1동,기초주거급여,5세~9세,40
중구,영종1동,기초주거급여,10세~14세,52
중구,영종1동,기초주거급여,15세~19세,41
중구,영종1동,기초주거급여,20세~24세,16
중구,영종1동,기초주거급여,25세~29세,6
중구,영종1동,기초주거급여,30세~34세,20
중구,영종1동,기초주거급여,35세~39세,23
중구,영종1동,기초주거급여,40세~44세,35
중구,영종1동,기초주거급여,45세~49세,33
중구,영종1동,기초주거급여,50세~54세,19
중구,영종1동,기초주거급여,55세~59세,17
중구,영종1동,기초주거급여,60세~64세,9
중구,영종1동,기초주거급여,65세~69세,32
중구,영종1동,기초주거급여,70세~74세,25
중구,영종1동,기초주거급여,75세~79세,34
중구,영종1동,기초주거급여,80세~84세,18
중구,영종1동,기초주거급여,85세~89세,16
중구,영종1동,기초주거급여,90세~94세,5
중구,영종1동,기초주거급여,95세~99세,1
중구,영종1동,기초주거급여,100세이상,1
중구,영종1동,기초교육급여,5세~9세,5
중구,영종1동,기초교육급여,10세~14세,16
중구,영종1동,기초교육급여,15세~19세,4
중구,영종2동,기초생계급여,0세~4세,9
중구,영종2동,기초생계급여,5세~9세,27
중구,영종2동,기초생계급여,10세~14세,42
중구,영종2동,기초생계급여,15세~19세,24
중구,영종2동,기초생계급여,20세~24세,8
중구,영종2동,기초생계급여,25세~29세,8
중구,영종2동,기초생계급여,30세~34세,9
중구,영종2동,기초생계급여,35세~39세,6
중구,영종2동,기초생계급여,40세~44세,22
중구,영종2동,기초생계급여,45세~49세,19
중구,영종2동,기초생계급여,50세~54세,17
중구,영종2동,기초생계급여,55세~59세,11
중구,영종2동,기초생계급여,60세~64세,23
중구,영종2동,기초생계급여,65세~69세,40
중구,영종2동,기초생계급여,70세~74세,23
중구,영종2동,기초생계급여,75세~79세,21
중구,영종2동,기초생계급여,80세~84세,15
중구,영종2동,기초생계급여,85세~89세,7
중구,영종2동,기초생계급여,90세~94세,5
중구,영종2동,기초의료급여,10세~14세,2
중구,영종2동,기초의료급여,15세~19세,2
중구,영종2동,기초의료급여,20세~24세,3
중구,영종2동,기초의료급여,40세~44세,1
중구,영종2동,기초의료급여,45세~49세,2
중구,영종2동,기초의료급여,50세~54세,1
중구,영종2동,기초의료급여,55세~59세,3
중구,영종2동,기초의료급여,60세~64세,2
중구,영종2동,기초의료급여,65세~69세,4
중구,영종2동,기초의료급여,70세~74세,3
중구,영종2동,기초의료급여,75세~79세,4
중구,영종2동,기초의료급여,80세~84세,3
중구,영종2동,기초주거급여,0세~4세,8
중구,영종2동,기초주거급여,5세~9세,24
중구,영종2동,기초주거급여,10세~14세,37
중구,영종2동,기초주거급여,15세~19세,37
중구,영종2동,기초주거급여,20세~24세,6
중구,영종2동,기초주거급여,25세~29세,6
중구,영종2동,기초주거급여,30세~34세,11
중구,영종2동,기초주거급여,35세~39세,9
중구,영종2동,기초주거급여,40세~44세,34
중구,영종2동,기초주거급여,45세~49세,23
중구,영종2동,기초주거급여,50세~54세,16
중구,영종2동,기초주거급여,55세~59세,12
중구,영종2동,기초주거급여,60세~64세,13
중구,영종2동,기초주거급여,65세~69세,17
중구,영종2동,기초주거급여,70세~74세,24
중구,영종2동,기초주거급여,75세~79세,19
중구,영종2동,기초주거급여,80세~84세,11
중구,영종2동,기초주거급여,85세~89세,9
중구,영종2동,기초주거급여,90세~94세,5
중구,영종2동,기초교육급여,5세~9세,2
중구,영종2동,기초교육급여,10세~14세,7
중구,영종2동,기초교육급여,15세~19세,3
중구,운서동,기초생계급여,0세~4세,7
중구,운서동,기초생계급여,5세~9세,16
중구,운서동,기초생계급여,10세~14세,22
중구,운서동,기초생계급여,15세~19세,33
중구,운서동,기초생계급여,20세~24세,13
중구,운서동,기초생계급여,25세~29세,6
중구,운서동,기초생계급여,30세~34세,10
중구,운서동,기초생계급여,35세~39세,7
중구,운서동,기초생계급여,40세~44세,16
중구,운서동,기초생계급여,45세~49세,31
중구,운서동,기초생계급여,50세~54세,42
중구,운서동,기초생계급여,55세~59세,49
중구,운서동,기초생계급여,60세~64세,47
중구,운서동,기초생계급여,65세~69세,59
중구,운서동,기초생계급여,70세~74세,56
중구,운서동,기초생계급여,75세~79세,62
중구,운서동,기초생계급여,80세~84세,48
중구,운서동,기초생계급여,85세~89세,27
중구,운서동,기초생계급여,90세~94세,7
중구,운서동,기초생계급여,95세~99세,4
중구,운서동,기초의료급여,5세~9세,3
중구,운서동,기초의료급여,20세~24세,4
중구,운서동,기초의료급여,25세~29세,2
중구,운서동,기초의료급여,35세~39세,1
중구,운서동,기초의료급여,40세~44세,2
중구,운서동,기초의료급여,45세~49세,1
중구,운서동,기초의료급여,50세~54세,2
중구,운서동,기초의료급여,55세~59세,5
중구,운서동,기초의료급여,60세~64세,4
중구,운서동,기초의료급여,65세~69세,4
중구,운서동,기초의료급여,70세~74세,8
중구,운서동,기초의료급여,75세~79세,3
중구,운서동,기초주거급여,0세~4세,10
중구,운서동,기초주거급여,5세~9세,29
중구,운서동,기초주거급여,10세~14세,43
중구,운서동,기초주거급여,15세~19세,38
중구,운서동,기초주거급여,20세~24세,20
중구,운서동,기초주거급여,25세~29세,16
중구,운서동,기초주거급여,30세~34세,7
