시도,시군구,읍면동,자격,연령구간,수급자수
인천광역시,미추홀구,주안5동,기초주거급여,30세~34세,6
인천광역시,미추홀구,주안5동,기초주거급여,35세~39세,9
인천광역시,미추홀구,주안5동,기초주거급여,40세~44세,13
인천광역시,미추홀구,주안5동,기초주거급여,45세~49세,16
인천광역시,미추홀구,주안5동,기초주거급여,50세~54세,11
인천광역시,미추홀구,주안5동,기초주거급여,55세~59세,14
인천광역시,미추홀구,주안5동,기초주거급여,60세~64세,15
인천광역시,미추홀구,주안5동,기초주거급여,65세~69세,18
인천광역시,미추홀구,주안5동,기초주거급여,70세~74세,19
인천광역시,미추홀구,주안5동,기초주거급여,75세~79세,27
인천광역시,미추홀구,주안5동,기초주거급여,80세~84세,29
인천광역시,미추홀구,주안5동,기초주거급여,85세~89세,11
인천광역시,미추홀구,주안5동,기초주거급여,90세~94세,5
인천광역시,미추홀구,주안5동,기초주거급여,95세~99세,2
인천광역시,미추홀구,주안5동,기초교육급여,5세~9세,3
인천광역시,미추홀구,주안5동,기초교육급여,10세~14세,11
인천광역시,미추홀구,주안5동,기초교육급여,15세~19세,18
인천광역시,미추홀구,주안6동,기초생계급여,0세~4세,25
인천광역시,미추홀구,주안6동,기초생계급여,5세~9세,25
인천광역시,미추홀구,주안6동,기초생계급여,10세~14세,24
인천광역시,미추홀구,주안6동,기초생계급여,15세~19세,29
인천광역시,미추홀구,주안6동,기초생계급여,20세~24세,20
인천광역시,미추홀구,주안6동,기초생계급여,25세~29세,18
인천광역시,미추홀구,주안6동,기초생계급여,30세~34세,11
인천광역시,미추홀구,주안6동,기초생계급여,35세~39세,16
인천광역시,미추홀구,주안6동,기초생계급여,40세~44세,22
인천광역시,미추홀구,주안6동,기초생계급여,45세~49세,38
인천광역시,미추홀구,주안6동,기초생계급여,50세~54세,46
인천광역시,미추홀구,주안6동,기초생계급여,55세~59세,48
인천광역시,미추홀구,주안6동,기초생계급여,60세~64세,51
인천광역시,미추홀구,주안6동,기초생계급여,65세~69세,40
인천광역시,미추홀구,주안6동,기초생계급여,70세~74세,35
인천광역시,미추홀구,주안6동,기초생계급여,75세~79세,28
인천광역시,미추홀구,주안6동,기초생계급여,80세~84세,36
인천광역시,미추홀구,주안6동,기초생계급여,85세~89세,29
인천광역시,미추홀구,주안6동,기초생계급여,90세~94세,14
인천광역시,미추홀구,주안6동,기초생계급여,95세~99세,3
인천광역시,미추홀구,주안6동,기초생계급여,100세이상,1
인천광역시,미추홀구,주안6동,기초의료급여,0세~4세,3
인천광역시,미추홀구,주안6동,기초의료급여,5세~9세,4
인천광역시,미추홀구,주안6동,기초의료급여,10세~14세,3
인천광역시,미추홀구,주안6동,기초의료급여,15세~19세,3
인천광역시,미추홀구,주안6동,기초의료급여,25세~29세,5
인천광역시,미추홀구,주안6동,기초의료급여,30세~34세,2
인천광역시,미추홀구,주안6동,기초의료급여,35세~39세,2
인천광역시,미추홀구,주안6동,기초의료급여,40세~44세,2
인천광역시,미추홀구,주안6동,기초의료급여,45세~49세,2
인천광역시,미추홀구,주안6동,기초의료급여,50세~54세,4
인천광역시,미추홀구,주안6동,기초의료급여,55세~59세,6
인천광역시,미추홀구,주안6동,기초의료급여,60세~64세,12
인천광역시,미추홀구,주안6동,기초의료급여,65세~69세,3
인천광역시,미추홀구,주안6동,기초의료급여,70세~74세,3
인천광역시,미추홀구,주안6동,기초의료급여,75세~79세,1
인천광역시,미추홀구,주안6동,기초의료급여,80세~84세,6
인천광역시,미추홀구,주안6동,기초의료급여,85세~89세,2
인천광역시,미추홀구,주안6동,기초주거급여,0세~4세,4
인천광역시,미추홀구,주안6동,기초주거급여,5세~9세,16
인천광역시,미추홀구,주안6동,기초주거급여,10세~14세,22
인천광역시,미추홀구,주안6동,기초주거급여,15세~19세,24
인천광역시,미추홀구,주안6동,기초주거급여,20세~24세,9
인천광역시,미추홀구,주안6동,기초주거급여,25세~29세,10
인천광역시,미추홀구,주안6동,기초주거급여,30세~34세,8
인천광역시,미추홀구,주안6동,기초주거급여,35세~39세,13
인천광역시,미추홀구,주안6동,기초주거급여,40세~44세,19
인천광역시,미추홀구,주안6동,기초주거급여,45세~49세,23
인천광역시,미추홀구,주안6동,기초주거급여,50세~54세,15
인천광역시,미추홀구,주안6동,기초주거급여,55세~59세,11
인천광역시,미추홀구,주안6동,기초주거급여,60세~64세,8
인천광역시,미추홀구,주안6동,기초주거급여,65세~69세,24
인천광역시,미추홀구,주안6동,기초주거급여,70세~74세,10
인천광역시,미추홀구,주안6동,기초주거급여,75세~79세,16
인천광역시,미추홀구,주안6동,기초주거급여,80세~84세,18
인천광역시,미추홀구,주안6동,기초주거급여,85세~89세,10
인천광역시,미추홀구,주안6동,기초주거급여,90세~94세,3
인천광역시,미추홀구,주안6동,기초교육급여,5세~9세,7
인천광역시,미추홀구,주안6동,기초교육급여,10세~14세,9
인천광역시,미추홀구,주안6동,기초교육급여,15세~19세,8
인천광역시,미추홀구,주안7동,기초생계급여,0세~4세,5
인천광역시,미추홀구,주안7동,기초생계급여,5세~9세,18
인천광역시,미추홀구,주안7동,기초생계급여,10세~14세,30
인천광역시,미추홀구,주안7동,기초생계급여,15세~19세,23
인천광역시,미추홀구,주안7동,기초생계급여,20세~24세,15
인천광역시,미추홀구,주안7동,기초생계급여,25세~29세,14
인천광역시,미추홀구,주안7동,기초생계급여,30세~34세,5
인천광역시,미추홀구,주안7동,기초생계급여,35세~39세,16
인천광역시,미추홀구,주안7동,기초생계급여,40세~44세,30
인천광역시,미추홀구,주안7동,기초생계급여,45세~49세,48
인천광역시,미추홀구,주안7동,기초생계급여,50세~54세,43
인천광역시,미추홀구,주안7동,기초생계급여,55세~59세,63
인천광역시,미추홀구,주안7동,기초생계급여,60세~64세,57
인천광역시,미추홀구,주안7동,기초생계급여,65세~69세,51
인천광역시,미추홀구,주안7동,기초생계급여,70세~74세,33
인천광역시,미추홀구,주안7동,기초생계급여,75세~79세,37
인천광역시,미추홀구,주안7동,기초생계급여,80세~84세,31
인천광역시,미추홀구,주안7동,기초생계급여,85세~89세,12
인천광역시,미추홀구,주안7동,기초생계급여,90세~94세,10
인천광역시,미추홀구,주안7동,기초생계급여,95세~99세,1
인천광역시,미추홀구,주안7동,기초의료급여,0세~4세,1
인천광역시,미추홀구,주안7동,기초의료급여,5세~9세,4
인천광역시,미추홀구,주안7동,기초의료급여,10세~14세,7
인천광역시,미추홀구,주안7동,기초의료급여,15세~19세,6
인천광역시,미추홀구,주안7동,기초의료급여,20세~24세,9
인천광역시,미추홀구,주안7동,기초의료급여,25세~29세,6
인천광역시,미추홀구,주안7동,기초의료급여,30세~34세,1
인천광역시,미추홀구,주안7동,기초의료급여,35세~39세,1
인천광역시,미추홀구,주안7동,기초의료급여,40세~44세,3
인천광역시,미추홀구,주안7동,기초의료급여,45세~49세,9
인천광역시,미추홀구,주안7동,기초의료급여,50세~54세,9
인천광역시,미추홀구,주안7동,기초의료급여,55세~59세,9
인천광역시,미추홀구,주안7동,기초의료급여,60세~64세,9
인천광역시,미추홀구,주안7동,기초의료급여,65세~69세,8
인천광역시,미추홀구,주안7동,기초의료급여,70세~74세,4
인천광역시,미추홀구,주안7동,기초의료급여,75세~79세,3
인천광역시,미추홀구,주안7동,기초의료급여,80세~84세,2
인천광역시,미추홀구,주안7동,기초주거급여,0세~4세,8
인천광역시,미추홀구,주안7동,기초주거급여,5세~9세,14
인천광역시,미추홀구,주안7동,기초주거급여,10세~14세,19
인천광역시,미추홀구,주안7동,기초주거급여,15세~19세,17
인천광역시,미추홀구,주안7동,기초주거급여,20세~24세,15
인천광역시,미추홀구,주안7동,기초주거급여,25세~29세,7
인천광역시,미추홀구,주안7동,기초주거급여,30세~34세,6
인천광역시,미추홀구,주안7동,기초주거급여,35세~39세,8
인천광역시,미추홀구,주안7동,기초주거급여,40세~44세,15
인천광역시,미추홀구,주안7동,기초주거급여,45세~49세,20
인천광역시,미추홀구,주안7동,기초주거급여,50세~54세,13
인천광역시,미추홀구,주안7동,기초주거급여,55세~59세,21
인천광역시,미추홀구,주안7동,기초주거급여,60세~64세,15
인천광역시,미추홀구,주안7동,기초주거급여,65세~69세,21
인천광역시,미추홀구,주안7동,기초주거급여,70세~74세,15
인천광역시,미추홀구,주안7동,기초주거급여,75세~79세,24
인천광역시,미추홀구,주안7동,기초주거급여,80세~84세,23
인천광역시,미추홀구,주안7동,기초주거급여,85세~89세,18
인천광역시,미추홀구,주안7동,기초주거급여,90세~94세,3
인천광역시,미추홀구,주안7동,기초주거급여,95세~99세,3
인천광역시,미추홀구,주안7동,기초주거급여,100세이상,1
인천광역시,미추홀구,주안7동,기초교육급여,5세~9세,7
인천광역시,미추홀구,주안7동,기초교육급여,10세~14세,11
인천광역시,미추홀구,주안7동,기초교육급여,15세~19세,14
인천광역시,미추홀구,주안8동,기초생계급여,0세~4세,10
인천광역시,미추홀구,주안8동,기초생계급여,5세~9세,20
인천광역시,미추홀구,주안8동,기초생계급여,10세~14세,27
인천광역시,미추홀구,주안8동,기초생계급여,15세~19세,55
인천광역시,미추홀구,주안8동,기초생계급여,20세~24세,18
인천광역시,미추홀구,주안8동,기초생계급여,25세~29세,10
인천광역시,미추홀구,주안8동,기초생계급여,30세~34세,10
인천광역시,미추홀구,주안8동,기초생계급여,35세~39세,14
인천광역시,미추홀구,주안8동,기초생계급여,40세~44세,21
인천광역시,미추홀구,주안8동,기초생계급여,45세~49세,35
인천광역시,미추홀구,주안8동,기초생계급여,50세~54세,44
인천광역시,미추홀구,주안8동,기초생계급여,55세~59세,63
인천광역시,미추홀구,주안8동,기초생계급여,60세~64세,51
인천광역시,미추홀구,주안8동,기초생계급여,65세~69세,49
인천광역시,미추홀구,주안8동,기초생계급여,70세~74세,37
인천광역시,미추홀구,주안8동,기초생계급여,75세~79세,36
인천광역시,미추홀구,주안8동,기초생계급여,80세~84세,35
인천광역시,미추홀구,주안8동,기초생계급여,85세~89세,18
인천광역시,미추홀구,주안8동,기초생계급여,90세~94세,12
인천광역시,미추홀구,주안8동,기초생계급여,95세~99세,1
인천광역시,미추홀구,주안8동,기초의료급여,5세~9세,3
인천광역시,미추홀구,주안8동,기초의료급여,10세~14세,6
인천광역시,미추홀구,주안8동,기초의료급여,15세~19세,7
인천광역시,미추홀구,주안8동,기초의료급여,20세~24세,9
인천광역시,미추홀구,주안8동,기초의료급여,35세~39세,2
인천광역시,미추홀구,주안8동,기초의료급여,40세~44세,4
인천광역시,미추홀구,주안8동,기초의료급여,45세~49세,9
인천광역시,미추홀구,주안8동,기초의료급여,50세~54세,14
인천광역시,미추홀구,주안8동,기초의료급여,55세~59세,9
인천광역시,미추홀구,주안8동,기초의료급여,60세~64세,9
인천광역시,미추홀구,주안8동,기초의료급여,65세~69세,3
인천광역시,미추홀구,주안8동,기초의료급여,70세~74세,2
인천광역시,미추홀구,주안8동,기초의료급여,75세~79세,1
인천광역시,미추홀구,주안8동,기초의료급여,80세~84세,3
인천광역시,미추홀구,주안8동,기초주거급여,0세~4세,13
인천광역시,미추홀구,주안8동,기초주거급여,5세~9세,18
인천광역시,미추홀구,주안8동,기초주거급여,10세~14세,17
인천광역시,미추홀구,주안8동,기초주거급여,15세~19세,26
인천광역시,미추홀구,주안8동,기초주거급여,20세~24세,15
인천광역시,미추홀구,주안8동,기초주거급여,25세~29세,11
인천광역시,미추홀구,주안8동,기초주거급여,30세~34세,10
인천광역시,미추홀구,주안8동,기초주거급여,35세~39세,16
인천광역시,미추홀구,주안8동,기초주거급여,40세~44세,21
인천광역시,미추홀구,주안8동,기초주거급여,45세~49세,13
인천광역시,미추홀구,주안8동,기초주거급여,50세~54세,26
인천광역시,미추홀구,주안8동,기초주거급여,55세~59세,8
인천광역시,미추홀구,주안8동,기초주거급여,60세~64세,26
인천광역시,미추홀구,주안8동,기초주거급여,65세~69세,17
인천광역시,미추홀구,주안8동,기초주거급여,70세~74세,15
인천광역시,미추홀구,주안8동,기초주거급여,75세~79세,29
인천광역시,미추홀구,주안8동,기초주거급여,80세~84세,30
인천광역시,미추홀구,주안8동,기초주거급여,85세~89세,19
인천광역시,미추홀구,주안8동,기초주거급여,90세~94세,4
인천광역시,미추홀구,주안8동,기초교육급여,5세~9세,5
인천광역시,미추홀구,주안8동,기초교육급여,10세~14세,16
인천광역시,미추홀구,주안8동,기초교육급여,15세~19세,20
인천광역시,미추홀구,관교동,기초생계급여,0세~4세,5
인천광역시,미추홀구,관교동,기초생계급여,5세~9세,10
인천광역시,미추홀구,관교동,기초생계급여,10세~14세,21
인천광역시,미추홀구,관교동,기초생계급여,15세~19세,21
인천광역시,미추홀구,관교동,기초생계급여,20세~24세,13
인천광역시,미추홀구,관교동,기초생계급여,25세~29세,7
인천광역시,미추홀구,관교동,기초생계급여,30세~34세,2
인천광역시,미추홀구,관교동,기초생계급여,35세~39세,6
인천광역시,미추홀구,관교동,기초생계급여,40세~44세,20
인천광역시,미추홀구,관교동,기초생계급여,45세~49세,25
인천광역시,미추홀구,관교동,기초생계급여,50세~54세,32
인천광역시,미추홀구,관교동,기초생계급여,55세~59세,28
인천광역시,미추홀구,관교동,기초생계급여,60세~64세,21
인천광역시,미추홀구,관교동,기초생계급여,65세~69세,25
인천광역시,미추홀구,관교동,기초생계급여,70세~74세,17
인천광역시,미추홀구,관교동,기초생계급여,75세~79세,19
인천광역시,미추홀구,관교동,기초생계급여,80세~84세,15
인천광역시,미추홀구,관교동,기초생계급여,85세~89세,4
인천광역시,미추홀구,관교동,기초생계급여,90세~94세,4
인천광역시,미추홀구,관교동,기초생계급여,95세~99세,1
인천광역시,미추홀구,관교동,기초생계급여,100세이상,1
인천광역시,미추홀구,관교동,기초의료급여,5세~9세,4
인천광역시,미추홀구,관교동,기초의료급여,10세~14세,3
인천광역시,미추홀구,관교동,기초의료급여,15세~19세,5
인천광역시,미추홀구,관교동,기초의료급여,20세~24세,6
인천광역시,미추홀구,관교동,기초의료급여,30세~34세,1
인천광역시,미추홀구,관교동,기초의료급여,35세~39세,5
인천광역시,미추홀구,관교동,기초의료급여,45세~49세,5
인천광역시,미추홀구,관교동,기초의료급여,50세~54세,4
인천광역시,미추홀구,관교동,기초의료급여,55세~59세,9
인천광역시,미추홀구,관교동,기초의료급여,60세~64세,4
인천광역시,미추홀구,관교동,기초의료급여,65세~69세,6
인천광역시,미추홀구,관교동,기초의료급여,75세~79세,1
인천광역시,미추홀구,관교동,기초의료급여,80세~84세,1
인천광역시,미추홀구,관교동,기초주거급여,0세~4세,6
인천광역시,미추홀구,관교동,기초주거급여,5세~9세,14
인천광역시,미추홀구,관교동,기초주거급여,10세~14세,12
인천광역시,미추홀구,관교동,기초주거급여,15세~19세,11
인천광역시,미추홀구,관교동,기초주거급여,20세~24세,7
인천광역시,미추홀구,관교동,기초주거급여,25세~29세,3
인천광역시,미추홀구,관교동,기초주거급여,30세~34세,4
인천광역시,미추홀구,관교동,기초주거급여,35세~39세,15
인천광역시,미추홀구,관교동,기초주거급여,40세~44세,11
인천광역시,미추홀구,관교동,기초주거급여,45세~49세,22
인천광역시,미추홀구,관교동,기초주거급여,50세~54세,14
인천광역시,미추홀구,관교동,기초주거급여,55세~59세,6
인천광역시,미추홀구,관교동,기초주거급여,60세~64세,13
인천광역시,미추홀구,관교동,기초주거급여,65세~69세,11
인천광역시,미추홀구,관교동,기초주거급여,70세~74세,8
인천광역시,미추홀구,관교동,기초주거급여,75세~79세,10
인천광역시,미추홀구,관교동,기초주거급여,80세~84세,9
인천광역시,미추홀구,관교동,기초주거급여,85세~89세,2
인천광역시,미추홀구,관교동,기초주거급여,90세~94세,1
인천광역시,미추홀구,관교동,기초교육급여,5세~9세,2
인천광역시,미추홀구,관교동,기초교육급여,10세~14세,10
인천광역시,미추홀구,관교동,기초교육급여,15세~19세,17
인천광역시,미추홀구,문학동,기초생계급여,0세~4세,22
인천광역시,미추홀구,문학동,기초생계급여,5세~9세,21
인천광역시,미추홀구,문학동,기초생계급여,10세~14세,28
인천광역시,미추홀구,문학동,기초생계급여,15세~19세,20
인천광역시,미추홀구,문학동,기초생계급여,20세~24세,38
인천광역시,미추홀구,문학동,기초생계급여,25세~29세,24
인천광역시,미추홀구,문학동,기초생계급여,30세~34세,18
인천광역시,미추홀구,문학동,기초생계급여,35세~39세,19
인천광역시,미추홀구,문학동,기초생계급여,40세~44세,26
인천광역시,미추홀구,문학동,기초생계급여,45세~49세,55
인천광역시,미추홀구,문학동,기초생계급여,50세~54세,56
인천광역시,미추홀구,문학동,기초생계급여,55세~59세,61
인천광역시,미추홀구,문학동,기초생계급여,60세~64세,58
인천광역시,미추홀구,문학동,기초생계급여,65세~69세,27
인천광역시,미추홀구,문학동,기초생계급여,70세~74세,38
인천광역시,미추홀구,문학동,기초생계급여,75세~79세,31
인천광역시,미추홀구,문학동,기초생계급여,80세~84세,18
인천광역시,미추홀구,문학동,기초생계급여,85세~89세,13
인천광역시,미추홀구,문학동,기초생계급여,90세~94세,13
인천광역시,미추홀구,문학동,기초생계급여,95세~99세,4
인천광역시,미추홀구,문학동,기초생계급여,100세이상,1
인천광역시,미추홀구,문학동,기초의료급여,5세~9세,3
인천광역시,미추홀구,문학동,기초의료급여,10세~14세,1
인천광역시,미추홀구,문학동,기초의료급여,15세~19세,5
인천광역시,미추홀구,문학동,기초의료급여,20세~24세,4
인천광역시,미추홀구,문학동,기초의료급여,25세~29세,1
인천광역시,미추홀구,문학동,기초의료급여,30세~34세,2
인천광역시,미추홀구,문학동,기초의료급여,35세~39세,1
인천광역시,미추홀구,문학동,기초의료급여,40세~44세,3
인천광역시,미추홀구,문학동,기초의료급여,45세~49세,4
인천광역시,미추홀구,문학동,기초의료급여,50세~54세,5
인천광역시,미추홀구,문학동,기초의료급여,55세~59세,10
인천광역시,미추홀구,문학동,기초의료급여,60세~64세,4
인천광역시,미추홀구,문학동,기초의료급여,65세~69세,2
인천광역시,미추홀구,문학동,기초의료급여,70세~74세,2
인천광역시,미추홀구,문학동,기초의료급여,75세~79세,8
인천광역시,미추홀구,문학동,기초의료급여,80세~84세,2
인천광역시,미추홀구,문학동,기초주거급여,0세~4세,10
인천광역시,미추홀구,문학동,기초주거급여,5세~9세,20
인천광역시,미추홀구,문학동,기초주거급여,10세~14세,19
인천광역시,미추홀구,문학동,기초주거급여,15세~19세,33
인천광역시,미추홀구,문학동,기초주거급여,20세~24세,18
인천광역시,미추홀구,문학동,기초주거급여,25세~29세,14
인천광역시,미추홀구,문학동,기초주거급여,30세~34세,21
인천광역시,미추홀구,문학동,기초주거급여,35세~39세,24
인천광역시,미추홀구,문학동,기초주거급여,40세~44세,35
인천광역시,미추홀구,문학동,기초주거급여,45세~49세,31
인천광역시,미추홀구,문학동,기초주거급여,50세~54세,34
인천광역시,미추홀구,문학동,기초주거급여,55세~59세,30
인천광역시,미추홀구,문학동,기초주거급여,60세~64세,17
인천광역시,미추홀구,문학동,기초주거급여,65세~69세,21
인천광역시,미추홀구,문학동,기초주거급여,70세~74세,15
인천광역시,미추홀구,문학동,기초주거급여,75세~79세,6
인천광역시,미추홀구,문학동,기초주거급여,80세~84세,19
인천광역시,미추홀구,문학동,기초주거급여,85세~89세,4
인천광역시,미추홀구,문학동,기초주거급여,90세~94세,2
인천광역시,미추홀구,문학동,기초주거급여,95세~99세,1
인천광역시,미추홀구,문학동,기초교육급여,5세~9세,9
인천광역시,미추홀구,문학동,기초교육급여,10세~14세,9
인천광역시,미추홀구,문학동,기초교육급여,15세~19세,11
인천광역시,연수구,연수구,기초생계급여,0세~4세,5
인천광역시,연수구,연수구,기초생계급여,5세~9세,12
인천광역시,연수구,연수구,기초생계급여,10세~14세,16
인천광역시,연수구,연수구,기초생계급여,15세~19세,3
인천광역시,연수구,연수구,기초생계급여,20세~24세,8
인천광역시,연수구,연수구,기초생계급여,25세~29세,7
인천광역시,연수구,연수구,기초생계급여,30세~34세,7
인천광역시,연수구,연수구,기초생계급여,35세~39세,11
인천광역시,연수구,연수구,기초생계급여,40세~44세,8
인천광역시,연수구,연수구,기초생계급여,45세~49세,4
인천광역시,연수구,연수구,기초생계급여,50세~54세,3
인천광역시,연수구,연수구,기초생계급여,55세~59세,7
인천광역시,연수구,연수구,기초생계급여,60세~64세,4
인천광역시,연수구,연수구,기초생계급여,65세~69세,7
인천광역시,연수구,연수구,기초생계급여,70세~74세,12
인천광역시,연수구,연수구,기초생계급여,75세~79세,35
인천광역시,연수구,연수구,기초생계급여,80세~84세,66
인천광역시,연수구,연수구,기초생계급여,85세~89세,57
인천광역시,연수구,연수구,기초생계급여,90세~94세,33
인천광역시,연수구,연수구,기초생계급여,95세~99세,15
인천광역시,연수구,연수구,기초생계급여,100세이상,6
인천광역시,연수구,연수구,기초의료급여,0세~4세,2
인천광역시,연수구,연수구,기초의료급여,5세~9세,2
인천광역시,연수구,연수구,기초의료급여,40세~44세,1
인천광역시,연수구,연수구,기초의료급여,45세~49세,1
인천광역시,연수구,연수구,기초의료급여,65세~69세,1
인천광역시,연수구,연수구,기초의료급여,70세~74세,2
인천광역시,연수구,연수구,기초의료급여,75세~79세,2
인천광역시,연수구,연수구,기초의료급여,80세~84세,3
인천광역시,연수구,연수구,기초의료급여,85세~89세,5
인천광역시,연수구,연수구,기초의료급여,90세~94세,1
인천광역시,연수구,연수구,기초의료급여,95세~99세,1
인천광역시,연수구,연수구,기초주거급여,85세~89세,1
인천광역시,연수구,연수구,기초주거급여,90세~94세,1
인천광역시,연수구,연수구,기초교육급여,10세~14세,1
인천광역시,연수구,연수구,기초교육급여,15세~19세,1
인천광역시,연수구,옥련1동,기초생계급여,0세~4세,8
인천광역시,연수구,옥련1동,기초생계급여,5세~9세,21
인천광역시,연수구,옥련1동,기초생계급여,10세~14세,24
인천광역시,연수구,옥련1동,기초생계급여,15세~19세,36
인천광역시,연수구,옥련1동,기초생계급여,20세~24세,29
인천광역시,연수구,옥련1동,기초생계급여,25세~29세,14
인천광역시,연수구,옥련1동,기초생계급여,30세~34세,4
인천광역시,연수구,옥련1동,기초생계급여,35세~39세,11
인천광역시,연수구,옥련1동,기초생계급여,40세~44세,26
인천광역시,연수구,옥련1동,기초생계급여,45세~49세,47
인천광역시,연수구,옥련1동,기초생계급여,50세~54세,58
인천광역시,연수구,옥련1동,기초생계급여,55세~59세,46
인천광역시,연수구,옥련1동,기초생계급여,60세~64세,45
인천광역시,연수구,옥련1동,기초생계급여,65세~69세,37
인천광역시,연수구,옥련1동,기초생계급여,70세~74세,40
인천광역시,연수구,옥련1동,기초생계급여,75세~79세,28
인천광역시,연수구,옥련1동,기초생계급여,80세~84세,30
인천광역시,연수구,옥련1동,기초생계급여,85세~89세,18
인천광역시,연수구,옥련1동,기초생계급여,90세~94세,7
인천광역시,연수구,옥련1동,기초생계급여,95세~99세,2
인천광역시,연수구,옥련1동,기초의료급여,5세~9세,3
인천광역시,연수구,옥련1동,기초의료급여,10세~14세,5
인천광역시,연수구,옥련1동,기초의료급여,15세~19세,9
인천광역시,연수구,옥련1동,기초의료급여,20세~24세,6
인천광역시,연수구,옥련1동,기초의료급여,35세~39세,2
인천광역시,연수구,옥련1동,기초의료급여,40세~44세,2
인천광역시,연수구,옥련1동,기초의료급여,45세~49세,8
인천광역시,연수구,옥련1동,기초의료급여,50세~54세,9
인천광역시,연수구,옥련1동,기초의료급여,55세~59세,11
인천광역시,연수구,옥련1동,기초의료급여,60세~64세,1
인천광역시,연수구,옥련1동,기초의료급여,65세~69세,6
인천광역시,연수구,옥련1동,기초의료급여,70세~74세,1
인천광역시,연수구,옥련1동,기초의료급여,75세~79세,3
인천광역시,연수구,옥련1동,기초의료급여,80세~84세,2
인천광역시,연수구,옥련1동,기초의료급여,85세~89세,1
인천광역시,연수구,옥련1동,기초주거급여,0세~4세,13
인천광역시,연수구,옥련1동,기초주거급여,5세~9세,24
인천광역시,연수구,옥련1동,기초주거급여,10세~14세,10
인천광역시,연수구,옥련1동,기초주거급여,15세~19세,23
인천광역시,연수구,옥련1동,기초주거급여,20세~24세,15
인천광역시,연수구,옥련1동,기초주거급여,25세~29세,10
인천광역시,연수구,옥련1동,기초주거급여,30세~34세,6
인천광역시,연수구,옥련1동,기초주거급여,35세~39세,13
인천광역시,연수구,옥련1동,기초주거급여,40세~44세,10
인천광역시,연수구,옥련1동,기초주거급여,45세~49세,28
인천광역시,연수구,옥련1동,기초주거급여,50세~54세,18
인천광역시,연수구,옥련1동,기초주거급여,55세~59세,14
인천광역시,연수구,옥련1동,기초주거급여,60세~64세,12
인천광역시,연수구,옥련1동,기초주거급여,65세~69세,5
인천광역시,연수구,옥련1동,기초주거급여,70세~74세,15
인천광역시,연수구,옥련1동,기초주거급여,75세~79세,18
인천광역시,연수구,옥련1동,기초주거급여,80세~84세,15
인천광역시,연수구,옥련1동,기초주거급여,85세~89세,14
인천광역시,연수구,옥련1동,기초주거급여,90세~94세,7
인천광역시,연수구,옥련1동,기초주거급여,95세~99세,1
인천광역시,연수구,옥련1동,기초교육급여,5세~9세,8
인천광역시,연수구,옥련1동,기초교육급여,10세~14세,27
인천광역시,연수구,옥련1동,기초교육급여,15세~19세,24
인천광역시,연수구,옥련1동,기초교육급여,20세~24세,1
인천광역시,연수구,옥련1동,기초교육급여,65세~69세,1
인천광역시,연수구,옥련2동,기초생계급여,0세~4세,5
인천광역시,연수구,옥련2동,기초생계급여,5세~9세,17
인천광역시,연수구,옥련2동,기초생계급여,10세~14세,9
인천광역시,연수구,옥련2동,기초생계급여,15세~19세,30
인천광역시,연수구,옥련2동,기초생계급여,20세~24세,21
인천광역시,연수구,옥련2동,기초생계급여,25세~29세,4
인천광역시,연수구,옥련2동,기초생계급여,30세~34세,7
인천광역시,연수구,옥련2동,기초생계급여,35세~39세,9
인천광역시,연수구,옥련2동,기초생계급여,40세~44세,17
인천광역시,연수구,옥련2동,기초생계급여,45세~49세,27
인천광역시,연수구,옥련2동,기초생계급여,50세~54세,32
인천광역시,연수구,옥련2동,기초생계급여,55세~59세,37
인천광역시,연수구,옥련2동,기초생계급여,60세~64세,32
인천광역시,연수구,옥련2동,기초생계급여,65세~69세,18
인천광역시,연수구,옥련2동,기초생계급여,70세~74세,19
인천광역시,연수구,옥련2동,기초생계급여,75세~79세,21
인천광역시,연수구,옥련2동,기초생계급여,80세~84세,19
인천광역시,연수구,옥련2동,기초생계급여,85세~89세,6
인천광역시,연수구,옥련2동,기초생계급여,90세~94세,4
인천광역시,연수구,옥련2동,기초생계급여,95세~99세,2
인천광역시,연수구,옥련2동,기초의료급여,5세~9세,1
인천광역시,연수구,옥련2동,기초의료급여,10세~14세,6
인천광역시,연수구,옥련2동,기초의료급여,15세~19세,6
인천광역시,연수구,옥련2동,기초의료급여,20세~24세,7
인천광역시,연수구,옥련2동,기초의료급여,25세~29세,1
인천광역시,연수구,옥련2동,기초의료급여,30세~34세,3
인천광역시,연수구,옥련2동,기초의료급여,35세~39세,1
인천광역시,연수구,옥련2동,기초의료급여,40세~44세,3
인천광역시,연수구,옥련2동,기초의료급여,45세~49세,8
인천광역시,연수구,옥련2동,기초의료급여,50세~54세,7
인천광역시,연수구,옥련2동,기초의료급여,55세~59세,5
인천광역시,연수구,옥련2동,기초의료급여,60세~64세,1
인천광역시,연수구,옥련2동,기초의료급여,65세~69세,3
인천광역시,연수구,옥련2동,기초의료급여,70세~74세,1
인천광역시,연수구,옥련2동,기초의료급여,80세~84세,1
인천광역시,연수구,옥련2동,기초주거급여,0세~4세,9
인천광역시,연수구,옥련2동,기초주거급여,5세~9세,23
인천광역시,연수구,옥련2동,기초주거급여,10세~14세,20
인천광역시,연수구,옥련2동,기초주거급여,15세~19세,19
인천광역시,연수구,옥련2동,기초주거급여,20세~24세,13
인천광역시,연수구,옥련2동,기초주거급여,25세~29세,3
