시도,시군구,읍면동,자격,연령구간,수급자수
인천광역시,부평구,부평6동,기초의료급여,35세~39세,3
인천광역시,부평구,부평6동,기초의료급여,40세~44세,4
인천광역시,부평구,부평6동,기초의료급여,45세~49세,4
인천광역시,부평구,부평6동,기초의료급여,50세~54세,8
인천광역시,부평구,부평6동,기초의료급여,55세~59세,6
인천광역시,부평구,부평6동,기초의료급여,60세~64세,11
인천광역시,부평구,부평6동,기초의료급여,65세~69세,6
인천광역시,부평구,부평6동,기초의료급여,70세~74세,5
인천광역시,부평구,부평6동,기초의료급여,75세~79세,4
인천광역시,부평구,부평6동,기초의료급여,80세~84세,2
인천광역시,부평구,부평6동,기초의료급여,90세~94세,2
인천광역시,부평구,부평6동,기초주거급여,0세~4세,5
인천광역시,부평구,부평6동,기초주거급여,5세~9세,8
인천광역시,부평구,부평6동,기초주거급여,10세~14세,6
인천광역시,부평구,부평6동,기초주거급여,15세~19세,6
인천광역시,부평구,부평6동,기초주거급여,20세~24세,7
인천광역시,부평구,부평6동,기초주거급여,25세~29세,9
인천광역시,부평구,부평6동,기초주거급여,30세~34세,4
인천광역시,부평구,부평6동,기초주거급여,35세~39세,7
인천광역시,부평구,부평6동,기초주거급여,40세~44세,11
인천광역시,부평구,부평6동,기초주거급여,45세~49세,12
인천광역시,부평구,부평6동,기초주거급여,50세~54세,20
인천광역시,부평구,부평6동,기초주거급여,55세~59세,16
인천광역시,부평구,부평6동,기초주거급여,60세~64세,28
인천광역시,부평구,부평6동,기초주거급여,65세~69세,25
인천광역시,부평구,부평6동,기초주거급여,70세~74세,26
인천광역시,부평구,부평6동,기초주거급여,75세~79세,26
인천광역시,부평구,부평6동,기초주거급여,80세~84세,17
인천광역시,부평구,부평6동,기초주거급여,85세~89세,14
인천광역시,부평구,부평6동,기초주거급여,90세~94세,4
인천광역시,부평구,부평6동,기초교육급여,5세~9세,12
인천광역시,부평구,부평6동,기초교육급여,10세~14세,16
인천광역시,부평구,부평6동,기초교육급여,15세~19세,11
인천광역시,부평구,산곡1동,기초생계급여,0세~4세,9
인천광역시,부평구,산곡1동,기초생계급여,5세~9세,16
인천광역시,부평구,산곡1동,기초생계급여,10세~14세,40
인천광역시,부평구,산곡1동,기초생계급여,15세~19세,43
인천광역시,부평구,산곡1동,기초생계급여,20세~24세,33
인천광역시,부평구,산곡1동,기초생계급여,25세~29세,10
인천광역시,부평구,산곡1동,기초생계급여,30세~34세,7
인천광역시,부평구,산곡1동,기초생계급여,35세~39세,16
인천광역시,부평구,산곡1동,기초생계급여,40세~44세,21
인천광역시,부평구,산곡1동,기초생계급여,45세~49세,42
인천광역시,부평구,산곡1동,기초생계급여,50세~54세,63
인천광역시,부평구,산곡1동,기초생계급여,55세~59세,64
인천광역시,부평구,산곡1동,기초생계급여,60세~64세,64
인천광역시,부평구,산곡1동,기초생계급여,65세~69세,60
인천광역시,부평구,산곡1동,기초생계급여,70세~74세,38
인천광역시,부평구,산곡1동,기초생계급여,75세~79세,40
인천광역시,부평구,산곡1동,기초생계급여,80세~84세,43
인천광역시,부평구,산곡1동,기초생계급여,85세~89세,32
인천광역시,부평구,산곡1동,기초생계급여,90세~94세,11
인천광역시,부평구,산곡1동,기초생계급여,95세~99세,2
인천광역시,부평구,산곡1동,기초의료급여,0세~4세,1
인천광역시,부평구,산곡1동,기초의료급여,10세~14세,6
인천광역시,부평구,산곡1동,기초의료급여,15세~19세,8
인천광역시,부평구,산곡1동,기초의료급여,20세~24세,7
인천광역시,부평구,산곡1동,기초의료급여,25세~29세,2
인천광역시,부평구,산곡1동,기초의료급여,30세~34세,2
인천광역시,부평구,산곡1동,기초의료급여,35세~39세,2
인천광역시,부평구,산곡1동,기초의료급여,40세~44세,6
인천광역시,부평구,산곡1동,기초의료급여,45세~49세,3
인천광역시,부평구,산곡1동,기초의료급여,50세~54세,6
인천광역시,부평구,산곡1동,기초의료급여,55세~59세,6
인천광역시,부평구,산곡1동,기초의료급여,60세~64세,2
인천광역시,부평구,산곡1동,기초의료급여,65세~69세,7
인천광역시,부평구,산곡1동,기초의료급여,70세~74세,4
인천광역시,부평구,산곡1동,기초의료급여,75세~79세,4
인천광역시,부평구,산곡1동,기초의료급여,85세~89세,1
인천광역시,부평구,산곡1동,기초주거급여,0세~4세,4
인천광역시,부평구,산곡1동,기초주거급여,5세~9세,9
인천광역시,부평구,산곡1동,기초주거급여,10세~14세,16
인천광역시,부평구,산곡1동,기초주거급여,15세~19세,15
인천광역시,부평구,산곡1동,기초주거급여,20세~24세,4
인천광역시,부평구,산곡1동,기초주거급여,25세~29세,2
인천광역시,부평구,산곡1동,기초주거급여,30세~34세,9
인천광역시,부평구,산곡1동,기초주거급여,35세~39세,1
인천광역시,부평구,산곡1동,기초주거급여,40세~44세,14
인천광역시,부평구,산곡1동,기초주거급여,45세~49세,20
인천광역시,부평구,산곡1동,기초주거급여,50세~54세,8
인천광역시,부평구,산곡1동,기초주거급여,55세~59세,16
인천광역시,부평구,산곡1동,기초주거급여,60세~64세,24
인천광역시,부평구,산곡1동,기초주거급여,65세~69세,21
인천광역시,부평구,산곡1동,기초주거급여,70세~74세,23
인천광역시,부평구,산곡1동,기초주거급여,75세~79세,28
인천광역시,부평구,산곡1동,기초주거급여,80세~84세,15
인천광역시,부평구,산곡1동,기초주거급여,85세~89세,17
인천광역시,부평구,산곡1동,기초주거급여,90세~94세,10
인천광역시,부평구,산곡1동,기초주거급여,95세~99세,1
인천광역시,부평구,산곡1동,기초교육급여,5세~9세,9
인천광역시,부평구,산곡1동,기초교육급여,10세~14세,16
인천광역시,부평구,산곡1동,기초교육급여,15세~19세,16
인천광역시,부평구,산곡2동,기초생계급여,5세~9세,4
인천광역시,부평구,산곡2동,기초생계급여,10세~14세,15
인천광역시,부평구,산곡2동,기초생계급여,15세~19세,31
인천광역시,부평구,산곡2동,기초생계급여,20세~24세,23
인천광역시,부평구,산곡2동,기초생계급여,25세~29세,4
인천광역시,부평구,산곡2동,기초생계급여,30세~34세,4
인천광역시,부평구,산곡2동,기초생계급여,35세~39세,8
인천광역시,부평구,산곡2동,기초생계급여,40세~44세,15
인천광역시,부평구,산곡2동,기초생계급여,45세~49세,23
인천광역시,부평구,산곡2동,기초생계급여,50세~54세,29
인천광역시,부평구,산곡2동,기초생계급여,55세~59세,28
인천광역시,부평구,산곡2동,기초생계급여,60세~64세,12
인천광역시,부평구,산곡2동,기초생계급여,65세~69세,23
인천광역시,부평구,산곡2동,기초생계급여,70세~74세,11
인천광역시,부평구,산곡2동,기초생계급여,75세~79세,20
인천광역시,부평구,산곡2동,기초생계급여,80세~84세,19
인천광역시,부평구,산곡2동,기초생계급여,85세~89세,13
인천광역시,부평구,산곡2동,기초생계급여,90세~94세,1
인천광역시,부평구,산곡2동,기초생계급여,95세~99세,3
인천광역시,부평구,산곡2동,기초의료급여,0세~4세,2
인천광역시,부평구,산곡2동,기초의료급여,5세~9세,8
인천광역시,부평구,산곡2동,기초의료급여,10세~14세,9
인천광역시,부평구,산곡2동,기초의료급여,15세~19세,7
인천광역시,부평구,산곡2동,기초의료급여,20세~24세,4
인천광역시,부평구,산곡2동,기초의료급여,25세~29세,1
인천광역시,부평구,산곡2동,기초의료급여,40세~44세,9
인천광역시,부평구,산곡2동,기초의료급여,45세~49세,11
인천광역시,부평구,산곡2동,기초의료급여,50세~54세,4
인천광역시,부평구,산곡2동,기초의료급여,55세~59세,6
인천광역시,부평구,산곡2동,기초의료급여,60세~64세,5
인천광역시,부평구,산곡2동,기초의료급여,65세~69세,8
인천광역시,부평구,산곡2동,기초의료급여,70세~74세,4
인천광역시,부평구,산곡2동,기초의료급여,75세~79세,5
인천광역시,부평구,산곡2동,기초의료급여,80세~84세,1
인천광역시,부평구,산곡2동,기초의료급여,90세~94세,1
인천광역시,부평구,산곡2동,기초주거급여,0세~4세,7
인천광역시,부평구,산곡2동,기초주거급여,5세~9세,12
인천광역시,부평구,산곡2동,기초주거급여,10세~14세,13
인천광역시,부평구,산곡2동,기초주거급여,15세~19세,19
인천광역시,부평구,산곡2동,기초주거급여,20세~24세,11
인천광역시,부평구,산곡2동,기초주거급여,25세~29세,9
인천광역시,부평구,산곡2동,기초주거급여,30세~34세,13
인천광역시,부평구,산곡2동,기초주거급여,35세~39세,8
인천광역시,부평구,산곡2동,기초주거급여,40세~44세,9
인천광역시,부평구,산곡2동,기초주거급여,45세~49세,20
인천광역시,부평구,산곡2동,기초주거급여,50세~54세,17
인천광역시,부평구,산곡2동,기초주거급여,55세~59세,9
인천광역시,부평구,산곡2동,기초주거급여,60세~64세,11
인천광역시,부평구,산곡2동,기초주거급여,65세~69세,11
인천광역시,부평구,산곡2동,기초주거급여,70세~74세,16
인천광역시,부평구,산곡2동,기초주거급여,75세~79세,12
인천광역시,부평구,산곡2동,기초주거급여,80세~84세,10
인천광역시,부평구,산곡2동,기초주거급여,85세~89세,11
인천광역시,부평구,산곡2동,기초주거급여,90세~94세,6
인천광역시,부평구,산곡2동,기초주거급여,95세~99세,3
인천광역시,부평구,산곡2동,기초교육급여,5세~9세,7
인천광역시,부평구,산곡2동,기초교육급여,10세~14세,18
인천광역시,부평구,산곡2동,기초교육급여,15세~19세,22
인천광역시,부평구,산곡3동,기초생계급여,0세~4세,5
인천광역시,부평구,산곡3동,기초생계급여,5세~9세,14
인천광역시,부평구,산곡3동,기초생계급여,10세~14세,17
인천광역시,부평구,산곡3동,기초생계급여,15세~19세,27
인천광역시,부평구,산곡3동,기초생계급여,20세~24세,17
인천광역시,부평구,산곡3동,기초생계급여,25세~29세,20
인천광역시,부평구,산곡3동,기초생계급여,30세~34세,13
인천광역시,부평구,산곡3동,기초생계급여,35세~39세,13
인천광역시,부평구,산곡3동,기초생계급여,40세~44세,13
인천광역시,부평구,산곡3동,기초생계급여,45세~49세,31
인천광역시,부평구,산곡3동,기초생계급여,50세~54세,58
인천광역시,부평구,산곡3동,기초생계급여,55세~59세,67
인천광역시,부평구,산곡3동,기초생계급여,60세~64세,64
인천광역시,부평구,산곡3동,기초생계급여,65세~69세,52
인천광역시,부평구,산곡3동,기초생계급여,70세~74세,37
인천광역시,부평구,산곡3동,기초생계급여,75세~79세,39
인천광역시,부평구,산곡3동,기초생계급여,80세~84세,38
인천광역시,부평구,산곡3동,기초생계급여,85세~89세,33
인천광역시,부평구,산곡3동,기초생계급여,90세~94세,13
인천광역시,부평구,산곡3동,기초생계급여,95세~99세,7
인천광역시,부평구,산곡3동,기초의료급여,0세~4세,2
인천광역시,부평구,산곡3동,기초의료급여,5세~9세,2
인천광역시,부평구,산곡3동,기초의료급여,10세~14세,2
인천광역시,부평구,산곡3동,기초의료급여,15세~19세,14
인천광역시,부평구,산곡3동,기초의료급여,20세~24세,8
인천광역시,부평구,산곡3동,기초의료급여,25세~29세,6
인천광역시,부평구,산곡3동,기초의료급여,30세~34세,6
인천광역시,부평구,산곡3동,기초의료급여,35세~39세,2
인천광역시,부평구,산곡3동,기초의료급여,40세~44세,1
인천광역시,부평구,산곡3동,기초의료급여,45세~49세,6
인천광역시,부평구,산곡3동,기초의료급여,50세~54세,12
인천광역시,부평구,산곡3동,기초의료급여,55세~59세,12
인천광역시,부평구,산곡3동,기초의료급여,60세~64세,18
인천광역시,부평구,산곡3동,기초의료급여,65세~69세,8
인천광역시,부평구,산곡3동,기초의료급여,70세~74세,4
인천광역시,부평구,산곡3동,기초의료급여,75세~79세,4
인천광역시,부평구,산곡3동,기초의료급여,80세~84세,3
인천광역시,부평구,산곡3동,기초의료급여,85세~89세,1
인천광역시,부평구,산곡3동,기초주거급여,0세~4세,4
인천광역시,부평구,산곡3동,기초주거급여,5세~9세,8
인천광역시,부평구,산곡3동,기초주거급여,10세~14세,10
인천광역시,부평구,산곡3동,기초주거급여,15세~19세,15
인천광역시,부평구,산곡3동,기초주거급여,20세~24세,17
인천광역시,부평구,산곡3동,기초주거급여,25세~29세,7
인천광역시,부평구,산곡3동,기초주거급여,30세~34세,6
인천광역시,부평구,산곡3동,기초주거급여,35세~39세,11
인천광역시,부평구,산곡3동,기초주거급여,40세~44세,3
인천광역시,부평구,산곡3동,기초주거급여,45세~49세,17
인천광역시,부평구,산곡3동,기초주거급여,50세~54세,17
인천광역시,부평구,산곡3동,기초주거급여,55세~59세,12
인천광역시,부평구,산곡3동,기초주거급여,60세~64세,15
인천광역시,부평구,산곡3동,기초주거급여,65세~69세,17
인천광역시,부평구,산곡3동,기초주거급여,70세~74세,13
인천광역시,부평구,산곡3동,기초주거급여,75세~79세,27
인천광역시,부평구,산곡3동,기초주거급여,80세~84세,20
인천광역시,부평구,산곡3동,기초주거급여,85세~89세,17
인천광역시,부평구,산곡3동,기초주거급여,90세~94세,5
인천광역시,부평구,산곡3동,기초주거급여,95세~99세,2
인천광역시,부평구,산곡3동,기초교육급여,5세~9세,6
인천광역시,부평구,산곡3동,기초교육급여,10세~14세,27
인천광역시,부평구,산곡3동,기초교육급여,15세~19세,23
인천광역시,부평구,산곡4동,기초생계급여,0세~4세,6
인천광역시,부평구,산곡4동,기초생계급여,5세~9세,7
인천광역시,부평구,산곡4동,기초생계급여,10세~14세,4
인천광역시,부평구,산곡4동,기초생계급여,15세~19세,13
인천광역시,부평구,산곡4동,기초생계급여,20세~24세,10
인천광역시,부평구,산곡4동,기초생계급여,25세~29세,2
인천광역시,부평구,산곡4동,기초생계급여,30세~34세,8
인천광역시,부평구,산곡4동,기초생계급여,35세~39세,7
인천광역시,부평구,산곡4동,기초생계급여,40세~44세,10
인천광역시,부평구,산곡4동,기초생계급여,45세~49세,13
인천광역시,부평구,산곡4동,기초생계급여,50세~54세,14
인천광역시,부평구,산곡4동,기초생계급여,55세~59세,11
인천광역시,부평구,산곡4동,기초생계급여,60세~64세,19
인천광역시,부평구,산곡4동,기초생계급여,65세~69세,13
인천광역시,부평구,산곡4동,기초생계급여,70세~74세,8
인천광역시,부평구,산곡4동,기초생계급여,75세~79세,13
인천광역시,부평구,산곡4동,기초생계급여,80세~84세,8
인천광역시,부평구,산곡4동,기초생계급여,85세~89세,9
인천광역시,부평구,산곡4동,기초생계급여,90세~94세,2
인천광역시,부평구,산곡4동,기초의료급여,15세~19세,7
인천광역시,부평구,산곡4동,기초의료급여,20세~24세,4
인천광역시,부평구,산곡4동,기초의료급여,25세~29세,1
인천광역시,부평구,산곡4동,기초의료급여,30세~34세,1
인천광역시,부평구,산곡4동,기초의료급여,40세~44세,2
인천광역시,부평구,산곡4동,기초의료급여,45세~49세,3
인천광역시,부평구,산곡4동,기초의료급여,50세~54세,4
인천광역시,부평구,산곡4동,기초의료급여,55세~59세,4
인천광역시,부평구,산곡4동,기초의료급여,60세~64세,3
인천광역시,부평구,산곡4동,기초의료급여,65세~69세,1
인천광역시,부평구,산곡4동,기초의료급여,70세~74세,1
인천광역시,부평구,산곡4동,기초의료급여,75세~79세,1
인천광역시,부평구,산곡4동,기초의료급여,80세~84세,1
인천광역시,부평구,산곡4동,기초의료급여,85세~89세,1
인천광역시,부평구,산곡4동,기초주거급여,0세~4세,6
인천광역시,부평구,산곡4동,기초주거급여,5세~9세,12
인천광역시,부평구,산곡4동,기초주거급여,10세~14세,6
인천광역시,부평구,산곡4동,기초주거급여,15세~19세,15
인천광역시,부평구,산곡4동,기초주거급여,20세~24세,5
인천광역시,부평구,산곡4동,기초주거급여,25세~29세,3
인천광역시,부평구,산곡4동,기초주거급여,30세~34세,4
인천광역시,부평구,산곡4동,기초주거급여,35세~39세,10
인천광역시,부평구,산곡4동,기초주거급여,40세~44세,11
인천광역시,부평구,산곡4동,기초주거급여,45세~49세,12
인천광역시,부평구,산곡4동,기초주거급여,50세~54세,2
인천광역시,부평구,산곡4동,기초주거급여,55세~59세,13
인천광역시,부평구,산곡4동,기초주거급여,60세~64세,8
인천광역시,부평구,산곡4동,기초주거급여,65세~69세,6
인천광역시,부평구,산곡4동,기초주거급여,70세~74세,11
인천광역시,부평구,산곡4동,기초주거급여,75세~79세,13
인천광역시,부평구,산곡4동,기초주거급여,80세~84세,22
인천광역시,부평구,산곡4동,기초주거급여,85세~89세,16
인천광역시,부평구,산곡4동,기초주거급여,90세~94세,13
인천광역시,부평구,산곡4동,기초주거급여,95세~99세,1
인천광역시,부평구,산곡4동,기초교육급여,5세~9세,2
인천광역시,부평구,산곡4동,기초교육급여,10세~14세,6
인천광역시,부평구,산곡4동,기초교육급여,15세~19세,13
인천광역시,부평구,청천1동,기초생계급여,0세~4세,9
인천광역시,부평구,청천1동,기초생계급여,5세~9세,6
인천광역시,부평구,청천1동,기초생계급여,10세~14세,9
인천광역시,부평구,청천1동,기초생계급여,15세~19세,15
인천광역시,부평구,청천1동,기초생계급여,20세~24세,10
인천광역시,부평구,청천1동,기초생계급여,25세~29세,7
인천광역시,부평구,청천1동,기초생계급여,30세~34세,6
인천광역시,부평구,청천1동,기초생계급여,35세~39세,5
인천광역시,부평구,청천1동,기초생계급여,40세~44세,15
인천광역시,부평구,청천1동,기초생계급여,45세~49세,18
인천광역시,부평구,청천1동,기초생계급여,50세~54세,30
인천광역시,부평구,청천1동,기초생계급여,55세~59세,31
인천광역시,부평구,청천1동,기초생계급여,60세~64세,41
인천광역시,부평구,청천1동,기초생계급여,65세~69세,32
인천광역시,부평구,청천1동,기초생계급여,70세~74세,27
인천광역시,부평구,청천1동,기초생계급여,75세~79세,17
인천광역시,부평구,청천1동,기초생계급여,80세~84세,22
인천광역시,부평구,청천1동,기초생계급여,85세~89세,10
인천광역시,부평구,청천1동,기초생계급여,90세~94세,5
인천광역시,부평구,청천1동,기초의료급여,5세~9세,2
인천광역시,부평구,청천1동,기초의료급여,10세~14세,7
인천광역시,부평구,청천1동,기초의료급여,15세~19세,4
인천광역시,부평구,청천1동,기초의료급여,20세~24세,6
인천광역시,부평구,청천1동,기초의료급여,25세~29세,1
인천광역시,부평구,청천1동,기초의료급여,35세~39세,1
인천광역시,부평구,청천1동,기초의료급여,40세~44세,2
인천광역시,부평구,청천1동,기초의료급여,45세~49세,8
인천광역시,부평구,청천1동,기초의료급여,50세~54세,10
인천광역시,부평구,청천1동,기초의료급여,55세~59세,5
인천광역시,부평구,청천1동,기초의료급여,60세~64세,7
인천광역시,부평구,청천1동,기초의료급여,65세~69세,3
인천광역시,부평구,청천1동,기초의료급여,70세~74세,9
인천광역시,부평구,청천1동,기초의료급여,75세~79세,1
인천광역시,부평구,청천1동,기초의료급여,80세~84세,1
인천광역시,부평구,청천1동,기초주거급여,0세~4세,5
인천광역시,부평구,청천1동,기초주거급여,5세~9세,4
인천광역시,부평구,청천1동,기초주거급여,10세~14세,7
인천광역시,부평구,청천1동,기초주거급여,15세~19세,7
인천광역시,부평구,청천1동,기초주거급여,30세~34세,3
인천광역시,부평구,청천1동,기초주거급여,35세~39세,4
인천광역시,부평구,청천1동,기초주거급여,40세~44세,7
인천광역시,부평구,청천1동,기초주거급여,45세~49세,4
인천광역시,부평구,청천1동,기초주거급여,50세~54세,7
인천광역시,부평구,청천1동,기초주거급여,55세~59세,4
인천광역시,부평구,청천1동,기초주거급여,60세~64세,10
인천광역시,부평구,청천1동,기초주거급여,65세~69세,9
인천광역시,부평구,청천1동,기초주거급여,70세~74세,7
인천광역시,부평구,청천1동,기초주거급여,75세~79세,10
인천광역시,부평구,청천1동,기초주거급여,80세~84세,8
인천광역시,부평구,청천1동,기초주거급여,85세~89세,2
인천광역시,부평구,청천1동,기초주거급여,90세~94세,1
인천광역시,부평구,청천1동,기초교육급여,5세~9세,4
인천광역시,부평구,청천1동,기초교육급여,10세~14세,15
인천광역시,부평구,청천1동,기초교육급여,15세~19세,17
인천광역시,부평구,청천2동,기초생계급여,0세~4세,15
인천광역시,부평구,청천2동,기초생계급여,5세~9세,22
인천광역시,부평구,청천2동,기초생계급여,10세~14세,29
인천광역시,부평구,청천2동,기초생계급여,15세~19세,33
인천광역시,부평구,청천2동,기초생계급여,20세~24세,47
인천광역시,부평구,청천2동,기초생계급여,25세~29세,12
인천광역시,부평구,청천2동,기초생계급여,30세~34세,12
인천광역시,부평구,청천2동,기초생계급여,35세~39세,20
인천광역시,부평구,청천2동,기초생계급여,40세~44세,41
인천광역시,부평구,청천2동,기초생계급여,45세~49세,63
인천광역시,부평구,청천2동,기초생계급여,50세~54세,81
인천광역시,부평구,청천2동,기초생계급여,55세~59세,88
인천광역시,부평구,청천2동,기초생계급여,60세~64세,82
인천광역시,부평구,청천2동,기초생계급여,65세~69세,79
인천광역시,부평구,청천2동,기초생계급여,70세~74세,55
인천광역시,부평구,청천2동,기초생계급여,75세~79세,43
인천광역시,부평구,청천2동,기초생계급여,80세~84세,38
인천광역시,부평구,청천2동,기초생계급여,85세~89세,29
인천광역시,부평구,청천2동,기초생계급여,90세~94세,14
인천광역시,부평구,청천2동,기초생계급여,95세~99세,3
인천광역시,부평구,청천2동,기초의료급여,0세~4세,1
인천광역시,부평구,청천2동,기초의료급여,5세~9세,4
인천광역시,부평구,청천2동,기초의료급여,10세~14세,6
인천광역시,부평구,청천2동,기초의료급여,15세~19세,7
인천광역시,부평구,청천2동,기초의료급여,20세~24세,15
인천광역시,부평구,청천2동,기초의료급여,25세~29세,4
인천광역시,부평구,청천2동,기초의료급여,35세~39세,3
인천광역시,부평구,청천2동,기초의료급여,40세~44세,8
인천광역시,부평구,청천2동,기초의료급여,45세~49세,14
인천광역시,부평구,청천2동,기초의료급여,50세~54세,16
인천광역시,부평구,청천2동,기초의료급여,55세~59세,11
인천광역시,부평구,청천2동,기초의료급여,60세~64세,7
인천광역시,부평구,청천2동,기초의료급여,65세~69세,8
인천광역시,부평구,청천2동,기초의료급여,70세~74세,5
인천광역시,부평구,청천2동,기초의료급여,75세~79세,5
인천광역시,부평구,청천2동,기초의료급여,80세~84세,3
인천광역시,부평구,청천2동,기초주거급여,0세~4세,12
인천광역시,부평구,청천2동,기초주거급여,5세~9세,23
인천광역시,부평구,청천2동,기초주거급여,10세~14세,20
인천광역시,부평구,청천2동,기초주거급여,15세~19세,22
인천광역시,부평구,청천2동,기초주거급여,20세~24세,23
인천광역시,부평구,청천2동,기초주거급여,25세~29세,9
인천광역시,부평구,청천2동,기초주거급여,30세~34세,4
인천광역시,부평구,청천2동,기초주거급여,35세~39세,17
인천광역시,부평구,청천2동,기초주거급여,40세~44세,23
인천광역시,부평구,청천2동,기초주거급여,45세~49세,22
인천광역시,부평구,청천2동,기초주거급여,50세~54세,25
인천광역시,부평구,청천2동,기초주거급여,55세~59세,17
인천광역시,부평구,청천2동,기초주거급여,60세~64세,13
인천광역시,부평구,청천2동,기초주거급여,65세~69세,16
인천광역시,부평구,청천2동,기초주거급여,70세~74세,19
인천광역시,부평구,청천2동,기초주거급여,75세~79세,31
인천광역시,부평구,청천2동,기초주거급여,80세~84세,31
인천광역시,부평구,청천2동,기초주거급여,85세~89세,25
인천광역시,부평구,청천2동,기초주거급여,90세~94세,8
인천광역시,부평구,청천2동,기초주거급여,95세~99세,2
인천광역시,부평구,청천2동,기초교육급여,5세~9세,8
인천광역시,부평구,청천2동,기초교육급여,10세~14세,26
인천광역시,부평구,청천2동,기초교육급여,15세~19세,34
인천광역시,부평구,갈산1동,기초생계급여,0세~4세,15
인천광역시,부평구,갈산1동,기초생계급여,5세~9세,27
인천광역시,부평구,갈산1동,기초생계급여,10세~14세,25
인천광역시,부평구,갈산1동,기초생계급여,15세~19세,63
인천광역시,부평구,갈산1동,기초생계급여,20세~24세,37
인천광역시,부평구,갈산1동,기초생계급여,25세~29세,25
인천광역시,부평구,갈산1동,기초생계급여,30세~34세,13
인천광역시,부평구,갈산1동,기초생계급여,35세~39세,16
인천광역시,부평구,갈산1동,기초생계급여,40세~44세,25
인천광역시,부평구,갈산1동,기초생계급여,45세~49세,65
인천광역시,부평구,갈산1동,기초생계급여,50세~54세,74
인천광역시,부평구,갈산1동,기초생계급여,55세~59세,62
인천광역시,부평구,갈산1동,기초생계급여,60세~64세,79
인천광역시,부평구,갈산1동,기초생계급여,65세~69세,53
인천광역시,부평구,갈산1동,기초생계급여,70세~74세,39
인천광역시,부평구,갈산1동,기초생계급여,75세~79세,29
인천광역시,부평구,갈산1동,기초생계급여,80세~84세,35
인천광역시,부평구,갈산1동,기초생계급여,85세~89세,16
인천광역시,부평구,갈산1동,기초생계급여,90세~94세,4
인천광역시,부평구,갈산1동,기초생계급여,95세~99세,5
인천광역시,부평구,갈산1동,기초의료급여,5세~9세,7
인천광역시,부평구,갈산1동,기초의료급여,10세~14세,12
인천광역시,부평구,갈산1동,기초의료급여,15세~19세,18
인천광역시,부평구,갈산1동,기초의료급여,20세~24세,11
인천광역시,부평구,갈산1동,기초의료급여,25세~29세,5
인천광역시,부평구,갈산1동,기초의료급여,30세~34세,5
인천광역시,부평구,갈산1동,기초의료급여,35세~39세,5
인천광역시,부평구,갈산1동,기초의료급여,40세~44세,6
인천광역시,부평구,갈산1동,기초의료급여,45세~49세,14
인천광역시,부평구,갈산1동,기초의료급여,50세~54세,15
인천광역시,부평구,갈산1동,기초의료급여,55세~59세,14
인천광역시,부평구,갈산1동,기초의료급여,60세~64세,20
인천광역시,부평구,갈산1동,기초의료급여,65세~69세,6
인천광역시,부평구,갈산1동,기초의료급여,70세~74세,3
인천광역시,부평구,갈산1동,기초의료급여,75세~79세,2
인천광역시,부평구,갈산1동,기초의료급여,80세~84세,3
인천광역시,부평구,갈산1동,기초의료급여,85세~89세,1
인천광역시,부평구,갈산1동,기초의료급여,90세~94세,1
인천광역시,부평구,갈산1동,기초주거급여,0세~4세,6
인천광역시,부평구,갈산1동,기초주거급여,5세~9세,12
인천광역시,부평구,갈산1동,기초주거급여,10세~14세,15
인천광역시,부평구,갈산1동,기초주거급여,15세~19세,21
인천광역시,부평구,갈산1동,기초주거급여,20세~24세,21
인천광역시,부평구,갈산1동,기초주거급여,25세~29세,12
인천광역시,부평구,갈산1동,기초주거급여,30세~34세,8
인천광역시,부평구,갈산1동,기초주거급여,35세~39세,11
인천광역시,부평구,갈산1동,기초주거급여,40세~44세,12
인천광역시,부평구,갈산1동,기초주거급여,45세~49세,23
인천광역시,부평구,갈산1동,기초주거급여,50세~54세,26
인천광역시,부평구,갈산1동,기초주거급여,55세~59세,14
인천광역시,부평구,갈산1동,기초주거급여,60세~64세,20
인천광역시,부평구,갈산1동,기초주거급여,65세~69세,16
인천광역시,부평구,갈산1동,기초주거급여,70세~74세,14
인천광역시,부평구,갈산1동,기초주거급여,75세~79세,12
인천광역시,부평구,갈산1동,기초주거급여,80세~84세,21
인천광역시,부평구,갈산1동,기초주거급여,85세~89세,9
인천광역시,부평구,갈산1동,기초주거급여,90세~94세,4
인천광역시,부평구,갈산1동,기초주거급여,95세~99세,2
인천광역시,부평구,갈산1동,기초주거급여,100세이상,1
인천광역시,부평구,갈산1동,기초교육급여,5세~9세,7
인천광역시,부평구,갈산1동,기초교육급여,10세~14세,20
인천광역시,부평구,갈산1동,기초교육급여,15세~19세,30
인천광역시,부평구,갈산2동,기초생계급여,0세~4세,3
인천광역시,부평구,갈산2동,기초생계급여,5세~9세,10
인천광역시,부평구,갈산2동,기초생계급여,10세~14세,14
인천광역시,부평구,갈산2동,기초생계급여,15세~19세,24
인천광역시,부평구,갈산2동,기초생계급여,20세~24세,30
인천광역시,부평구,갈산2동,기초생계급여,25세~29세,16
인천광역시,부평구,갈산2동,기초생계급여,30세~34세,11
인천광역시,부평구,갈산2동,기초생계급여,35세~39세,14
인천광역시,부평구,갈산2동,기초생계급여,40세~44세,36
인천광역시,부평구,갈산2동,기초생계급여,45세~49세,38
인천광역시,부평구,갈산2동,기초생계급여,50세~54세,104
인천광역시,부평구,갈산2동,기초생계급여,55세~59세,127
인천광역시,부평구,갈산2동,기초생계급여,60세~64세,169
