facility_id,facility_name,district,address,observation_count,source_count,source_datasets,category_details,observation_ids,match_rule
fac_3587d10994b0b595,좋은아침복지용구,미추홀구,"인천광역시 미추홀구 소성로 183-39, 5층 501호 (학익동)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가노인복지시설 복지용구,obs_3d4236a02f0ca44f | obs_be75540b31334ade,exact_normalized_district_name_address
fac_3595cfb13745dc8c,주안애복지용구,미추홀구,"인천광역시 미추홀구 경인로354번길 79, 101호 (주안동)",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가장기요양기관 복지용구,obs_c50d6e54607eb4f2 | obs_e2370ab520a946b8,exact_normalized_district_name_address
fac_3599021de515309f,효담재가복지센터,미추홀구,"인천광역시 미추홀구 매소홀로 262 7층3,4호 (학익동)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_31924a4335396bc1 | obs_d0cfe4a926dc99e1,exact_normalized_district_name_address
fac_35a4f47ce3d96388,지안요양원,남동구,인천광역시 남동구 논현로170번길 5-2 (논현동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_22ae8c934c450972 | obs_a47700062c13ea07,exact_normalized_district_name_address
fac_35bee64001f09242,인천바른방문요양센터,서구,"인천광역시 서구 이음대로 384 708호 (원당동, 서영아너시티플러스)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_8363f06f2ccdd8b8 | obs_cd436a2921163084,exact_normalized_district_name_address
fac_35c7fd8245912436,밝은재가복지센터,부평구,"인천광역시 부평구 경인로1118번길 14-7, 1층 11호 (일신동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_138f2501af18b018 | obs_cf6a469fca9a55a6,exact_normalized_district_name_address
fac_35e1dfee30cd3eca,효담재가노인복지센터,연수구,"인천광역시 연수구 원인재로 14, 2층 216호(동춘동, 무지개마을아파트 상가동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_09b2ebac2cec9be2 | obs_63bf16453b4d9272 | obs_65f2236f8a24b72f | obs_a158113a1dfb5c56,exact_normalized_district_name_address
fac_35f17bbb54246603,우리요양복지센터,동구,"인천광역시 동구 화수로 44 제상가동4호 (화수동, 미륭아파트)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_409614ee78ecd931 | obs_a9481a4a9cc53873,exact_normalized_district_name_address
fac_3604f50acce5d1f0,라온 재가노인복지센터,부평구,인천광역시 부평구 마분로 16 (부개동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_b80d1b0742a8a5fa | obs_e5633e33fa6834d8 | obs_e762f9d7bbb6a627 | obs_fbbd7c1580e2ba8f,exact_normalized_district_name_address
fac_36195a4a6d70f9ca,글로리아 방문요양센터,계양구,"인천광역시 계양구 계양대로 206, 3층 (계산동, 노아빌딩)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_86052fef7a50b259 | obs_9d1cf8010152a843,exact_normalized_district_name_address
fac_36436507c2ee89fd,효담요양복지센터,부평구,"인천광역시 부평구 부평대로 24, 1309호(부평동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_530d7c1676fc7920 | obs_dc24a06fc4197747,exact_normalized_district_name_address
fac_365d06a6bff2f75d,월드실버타운 요양원,서구,인천광역시 서구 서달로149번길 6-8 (석남동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_46776166ece382e2 | obs_ea5cf885bdce66a7,exact_normalized_district_name_address
fac_367f696b5c3a41c7,정다운복지센터,미추홀구,"인천광역시 미추홀구 소성로 329, 2층 202호 (문학동, 경진상가주택)",5,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_193a5d3de8b9ef03 | obs_59f143706c9280d4 | obs_77d0374930bf05b4 | obs_bfef689cbe1c979b | obs_cb2c08b483d43955,exact_normalized_district_name_address
fac_368edd37b4e15fc4,행복더하기 재가복지센터,서구,인천광역시 서구 가정로 451 7층747호 (가정동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_521907428478fb27 | obs_eecdc1f367b78ffd | obs_f2a25f4983ab37ea | obs_f5b6dea275eaef12,exact_normalized_district_name_address
fac_3697817526218081,연수구립 치매전담형 주간보호센터-은빛사랑방,연수구,"인천광역시 연수구 예술로20번길 15 1층(선학동, 기억과마음 치매정신통합센터)",3,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호 | 주야간보호내치매전담1실,obs_0be69a79047ec164 | obs_7fa499c9d0c0a9aa | obs_c1ccbc809846b8d3,exact_normalized_district_name_address
fac_36a6fd56ecf32c8e,이레행복요양원,서구,인천광역시 서구 경서로32번길 3-8 (경서동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_50d942ac7ce3cb85 | obs_5dbea5d7d317c465,exact_normalized_district_name_address
fac_36afac033140412f,굿모닝재가노인복지센터,중구,인천광역시 중구 답동로30번길 15 (경동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1cc96fc336f2268e | obs_91e1acabd709f13b | obs_ab88fd92b0a2b104 | obs_dd75ed4b07b8c28a,exact_normalized_district_name_address
fac_36d8724b91126caa,성재노인복지재가센터,계양구,"인천광역시 계양구 계양대로 82, 403호(작전동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_a8120564d4194388 | obs_efa821a4fafbd4ff,exact_normalized_district_name_address
fac_36f92705b7ec1e06,사랑의마을요양원,남동구,인천광역시 남동구 도림북로19번길 37 (도림동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_6dad980906c2c2b9 | obs_d74887bcdb81025d,exact_normalized_district_name_address
fac_3730e5884cc1d39a,사랑의 요양원 재가복지센터,부평구,인천광역시 부평구 대정로 92 1층 (부평동),2,1,nhis_ltc,재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호,obs_a16454bf783e2c60 | obs_d13a070fee57de1b,exact_normalized_district_name_address
fac_375f0096b2cf01c5,봄봄재가복지센터,미추홀구,인천광역시 미추홀구 미추홀대로 636 (주안동),3,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,obs_753ddc475f3d697f | obs_a0a3542fdb8b650f | obs_b47190edde6a702e,exact_normalized_district_name_address
fac_37c2b8fd2732842d,(주)푸른숲실버케어재가노인복지센터,남동구,"인천광역시 남동구 남동대로 757, 5층 (구월동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_6224d3f312e9b8e8 | obs_6614bc408513a012,exact_normalized_district_name_address
fac_37cc736a73b8a469,행복한요양원,부평구,"인천광역시 부평구 여우재로26번길 39-1, 1~4층 (십정동)",3,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_0d5f48feceba9710 | obs_4d1d63294d2ee290 | obs_88a852fd33127331,exact_normalized_district_name_address
fac_37e11d29708ffaff,미래재가노인복지센터,서구,"인천광역시 서구 원창로 150, 2층 (신현동, 청보빌딩)",6,2,incheon_elderly | nhis_ltc,방문간호 | 방문목욕 | 방문요양 | 재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0b642adae6a42906 | obs_1525a4760a98feda | obs_2ab1d9b78bcb0676 | obs_7b52bcbf09154f90 | obs_da690aed98fbdfea | obs_dfad64cbf7cae70a,exact_normalized_district_name_address
fac_37fdc319467ae39f,가나안주간보호센터,연수구,"인천광역시 연수구 청능대로113번길 11,8층",3,1,incheon_elderly,방문목욕 | 방문요양 | 주야간보호,obs_0644f7d68ef79282 | obs_191045b0c745435d | obs_eb67ebba3d4b7bba,exact_normalized_district_name_address
fac_380ab8490e916c11,천사노인복지센터,부평구,"인천광역시 부평구 부영로 8, 1층 (부평동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_711d852bfaab5399 | obs_ad23fb14e89af948 | obs_c20ed55ed122c477 | obs_f3bf1d5debc3753b,exact_normalized_district_name_address
fac_380c90ddfdae6d67,박사요양원II,남동구,"인천광역시 남동구 남동대로915번길 43, 4~5층 (간석동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_cc881a488c1d53d4 | obs_ffa1ba7a19b31f3d,exact_normalized_district_name_address
fac_38378368138c7b31,가족같은효성주야간보호센터,중구,"인천광역시 중구 연안부두로55번길 5, 4층 (항동7가)",2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_3c8322624c2fab7c | obs_9461c3b96a87d081,exact_normalized_district_name_address
fac_388d038c2f077340,가인시니어복지센터,부평구,"인천광역시 부평구 장제로 388, 3층 (삼산동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_5d7751ccfa215b85 | obs_ac1a084058604ec8,exact_normalized_district_name_address
fac_38a1afa3e88ad250,이레홈타운,강화군,인천광역시 강화군 양도면 강화남로 1077-39,2,2,incheon_elderly | incheon_welfare,노인공동생활가정 | 노인주거복지시설,obs_8fe8b8f586ae6499 | obs_9ede67e0a8ef410d,exact_normalized_district_name_address
fac_38b66a20d8e805b7,옥련동노인복지센터,연수구,"인천광역시 연수구 옥련로 99번길 42, 103동 313호 (옥련동,아주아파트)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_192930f3dcc280a1 | obs_b5efabcd17fe8d09 | obs_c1a00f4301566369 | obs_d75051743a13f128,exact_normalized_district_name_address
fac_38bdbbc859ea35a9,민들레재가복지센터,남동구,"인천광역시 남동구 담방로21번길 55, 2층 23호 (만수동, 뉴서울종합상가)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_5161406ca64ecaed | obs_6e5290640e56c8a9 | obs_9af6340d9e1b370e | obs_d90955b66c752011,exact_normalized_district_name_address
fac_38c4dcc0e5c9957d,서구재가노인지원서비스센터,서구,"인천광역시 서구 신석로121번길 10 (석남동, 신관1층)",3,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호,obs_8acf93daae5dadaa | obs_afbe06198374a189 | obs_dc3c1e7d8fb0e64e,exact_normalized_district_name_address
fac_38d597ce6a440b76,이화재가복지센터,부평구,"인천광역시 부평구 배곶로 27, 2층 201호 (십정동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_31e4554525f8fbb7 | obs_8547cd2e5d81800b | obs_b62a14362731b383 | obs_e8714bbab5fa5eda,exact_normalized_district_name_address
fac_38e5c07458406af9,동인천방문요양센터,중구,인천광역시 중구 우현로72번길 25-2 (용동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_04b1be1a50dd6488 | obs_1d45fb7391edfe0d | obs_3b012e44a0cbbae3 | obs_577f45e50b0fb310,exact_normalized_district_name_address
fac_38f289ca437150c6,두리재가복지센터,계양구,"인천광역시 계양구 임학서로11, 1층(계산동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_63a22861dee85e88 | obs_db8078aebcc0bbe4,exact_normalized_district_name_address
fac_39148b569f58fdd6,행복요양원,서구,"인천광역시 서구 승학로 577, 2층 210호 (검암동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_5dafe64912c1f0be | obs_b2e85d1b53178894,exact_normalized_district_name_address
fac_391e306212547165,우인재가복지센터,동구,"인천광역시 동구 제물량로 424, 3층 내제3층가호(화수동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_5a1858e7a88d2e34 | obs_64e8a9fb68844820 | obs_b94b6d3a5b8bf69c | obs_df715483144509da,exact_normalized_district_name_address
fac_39549570c7a18691,스마일시니어샬롬재가노인복지센터,부평구,"인천광역시 부평구 길주로494번길 12 204호 (청천동, 쌍용상가)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_3bd8db411b04e195 | obs_b3982e42e211422e,exact_normalized_district_name_address
fac_39695532cff5e785,한마음노인복지센터,계양구,"인천광역시 계양구 안남로 548 312호 (효성동, 효성프라자)",3,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 복지용구,obs_1a1786bac8a4ccb2 | obs_93b42913d7a647ac | obs_c107d351c32e026b,exact_normalized_district_name_address
fac_39a47f18a1e947f2,섬김과나눔재가복지센터,연수구,인천광역시 연수구 먼우금로 69 103호 (대동아파트상가동),2,1,incheon_elderly,방문목욕 | 방문요양,obs_98937fbb06811f4b | obs_e6bf339d32394bf4,exact_normalized_district_name_address
fac_39d1fa47a7c74509,강화푸른솔재가복지센터,강화군,인천광역시 강화군 선원면 중앙로 100 희년빌딩 201호,2,1,incheon_elderly,방문목욕 | 방문요양,obs_1e04e7d0f871d94e | obs_5489a9df4bc1a2cd,exact_normalized_district_name_address
fac_3a11b91c89a8abeb,더새봄주간보호센터,남동구,인천광역시 남동구 도림북로19번길 33 (도림동),2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_62af74676d172e73 | obs_e2765a24c9547170,exact_normalized_district_name_address
fac_3a1aa8258f4eb58a,라파주야간보호센터,남동구,"인천광역시 남동구 장승남로 66, 3층 305호 (만수동, 현대프라자)",3,2,incheon_elderly | nhis_ltc,재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_1200f8410eaaa6e0 | obs_b529240f2ef98b3d | obs_be905e509f746d46,exact_normalized_district_name_address
fac_3a1b5b00257ac71a,원경 재가노인복지센터,부평구,인천광역시 부평구 원적로 434 2층206호 (산곡동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_97b64285a2ee39ee | obs_e53b0d09aa29589b,exact_normalized_district_name_address
fac_3a326f0c209af6cd,늘푸른재가요양센터,남동구,"인천광역시 남동구 예술로 230 725호 (구월동, 청진네오스빌)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_aa400f02071dd495 | obs_b014f2a0d26eddc9,exact_normalized_district_name_address
fac_3a37c7a64651300d,제일사랑노인복지센터,서구,인천광역시 서구 칠천왕로33번길 22 3층 (석남동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_1a677a0b8bb9bddf | obs_961f1320ede112a2 | obs_963557cf54f4de7b | obs_fa40886316ae6b46,exact_normalized_district_name_address
fac_3a4e302547ab2ed4,새하늘 노인복지센터,서구,"인천광역시 서구 원적로 78, 210호 (가좌동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_8019c923cc9bf004 | obs_a2e10b6ff70a1683 | obs_c19924be881efff8 | obs_e4e3e1fa0e40bdf2,exact_normalized_district_name_address
fac_3a5a3f8ddf4acd8f,따스한 노인복지센터,서구,"인천광역시 서구 원창로240번길 28, 1층 2호 (가정동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1c70ce8a7df5d86b | obs_445469afa550a7b0 | obs_6eccb73775bb8609 | obs_6f8a4572c2f4844a,exact_normalized_district_name_address
fac_3a70b4c88fc1aa48,소래실버요양원,남동구,"인천광역시 남동구 소래역남로16번길 8-31 (논현동, 2층일부,3,4층)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_0e025412bef019aa | obs_49447dff3e0e2c89,exact_normalized_district_name_address
fac_3a9db3a93012e6ad,봄날인천요양원,부평구,인천광역시 부평구 안남로 413 (청천동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_1b770d83cefec088 | obs_9895a4cb5f80fa3e,exact_normalized_district_name_address
fac_3abab3512e62e710,행복노인전문요양원,부평구,"인천광역시 부평구 화랑로 14 (산곡동,3층,4층)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_305c996cdfb73965 | obs_38f9b9cbf400715f,exact_normalized_district_name_address
fac_3ac3a7038eac0645,희망요양센터,부평구,"인천광역시 부평구 신트리로6번길 6, 605호 (부평동, 혜성빌딩)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_51503ad584060903 | obs_5167ea1a55e38002 | obs_588219c0c5470214 | obs_90c9d0cbe6cc260d,exact_normalized_district_name_address
fac_3ae039c09d118c8b,공감노인복지재가센터,미추홀구,인천광역시 미추홀구 토금중로 61 상가동204호 (용현동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_73edb4944a4f86e8 | obs_c7629ca470c2a766,exact_normalized_district_name_address
fac_3ae12604b2f0466a,청라성심노인주간보호센터,서구,인천광역시 서구 크리스탈로 100 2층208~211호 (청라동),2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_38d4eb76fa6f7a05 | obs_5b73497f00840ffe,exact_normalized_district_name_address
fac_3afff0b7eaa1289e,서원재가노인복지센터,부평구,인천광역시 부평구 평천로142번길 47 01호 (청천동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_6861908e21fd0ac3 | obs_c6eae3a4f4326892,exact_normalized_district_name_address
fac_3b26f6c121ef792e,푸른솔요양원,서구,"인천광역시 서구 승학로 577, 402호 (검암동, 장은프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_566632b112d2d9fb | obs_b4dc6476fffc9a72,exact_normalized_district_name_address
fac_3b3e2f41fb18f867,가온누리복지센터,중구,"인천광역시 중구 영종대로 84, 210호 (운서동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_611722c53896b660 | obs_c2bde47dddd99c70 | obs_c38859ad717f9a73 | obs_f497113e83f77d7c,exact_normalized_district_name_address
fac_3b5942777be08a2a,가족공감재가센터,남동구,"인천광역시 남동구 구월로 337, 5층 (만수동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_1907a182a3e800a9 | obs_c0eaf40ff8c7b3f8 | obs_c7860f9b59cff1e5 | obs_d837dfc385d6fdbe,exact_normalized_district_name_address
fac_3b5a4f7defad0bf5,엘림요양원,서구,"인천광역시 서구 연희로42번길 14, 2~4층 (연희동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_230759660d5eda68 | obs_31702d15fa942ccb,exact_normalized_district_name_address
fac_3b5c393b40c9e070,늘사랑전문요양원,부평구,"인천광역시 부평구 체육관로 32 (삼산동, 하이존빌딩 8,9층)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_96616473ef61dc43 | obs_ecca6d2f63bf183a,exact_normalized_district_name_address
fac_3bbd8cdaed05dee0,믿음노인복지센터,계양구,"인천광역시 계양구 장제로 718, 6층 718호 (작전동)",5,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문간호 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0ac202bf52964744 | obs_15ad8c07694b32cb | obs_7ea1b35553cbc7e3 | obs_9a90c4844c582739 | obs_cf79be3eb93de744,exact_normalized_district_name_address
fac_3bbf57f093188212,벧엘노인복지센터,계양구,"인천광역시 계양구 경명대로 1071, 502호 (계산동, 계산빌딩)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_857076bbf325da85 | obs_9d3b0a90fa750a0c,exact_normalized_district_name_address
fac_3bc74650d270c0e1,우리누리요양원,계양구,"인천광역시 계양구 장제로 732, 5층 (작전동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_1cb23fa20212170e | obs_83106827b7739c39,exact_normalized_district_name_address
fac_3bcfed781e5b9b7b,(재활)도울주야간보호센터,미추홀구,"인천광역시 미추홀구 경인로 433, 10층 1001호 (주안동)",5,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_13bd01b1159e0e3a | obs_2cd4ef57010bffb5 | obs_63a991aacaf74630 | obs_79d61a02c95a79ab | obs_845307fa5c640535,exact_normalized_district_name_address
fac_3be99d14808e4af5,연세노인복지센터,중구,"인천광역시 중구 샛골로 59, 2층 (도원동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_2a2b3a436cb465b6 | obs_ea2d3f03408487f6 | obs_f09a1c5ccf899d8b | obs_fd541a2dc853fced,exact_normalized_district_name_address
fac_3c3d0f10d5a4ce77,다드림재가복지센터,계양구,인천광역시 계양구 임학서로24번길 5-1 102호 (임학동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_940ba02398c3a6e1 | obs_b1e96476fa024ab4,exact_normalized_district_name_address
fac_3c464861117007d6,(A)비지팅엔젤스 인천연수지점,연수구,"인천광역시 연수구 컨벤시아대로42번길 8 102동동212호호 (송도동, 코오롱더프라우)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_36332f5006faa777 | obs_49ef6b68ffccb02c,exact_normalized_district_name_address
fac_3c4afb701434f87b,은빛사랑재가요양센터,강화군,인천광역시 강화군 선원면 창리 619번지 세광2차아파트 202동 703호,2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_a6aea433f0674543 | obs_ae339c514ff0ba9c,exact_normalized_district_name_address
fac_3c99dd2757791d44,아리아케어 주야간보호 계산센터,계양구,"인천광역시 계양구 장제로 766, 4층 (계산동)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_107f0e65f4584fba | obs_29ce8833f16a2334 | obs_66f823240c7bdb51 | obs_89fe6a16b5c7f19e | obs_c687f78d1f74d959 | obs_da5a5c3d2776d67a,exact_normalized_district_name_address
fac_3d125d04f75044bb,(협)청솔노인요양센터,남동구,"인천광역시 남동구 서창남순환로215번길 35, 305호, 506호(서창동, 승민프라자)",3,1,incheon_elderly,방문목욕 | 방문요양 | 주야간보호,obs_5d3aa12644d50d39 | obs_70657e61cd5a5dd4 | obs_bde9de90a5344a28,exact_normalized_district_name_address
fac_3d3a33fb5008a096,효섬김노인복지센터,연수구,"인천광역시 연수구 선학로 90, 3층 302호 (선학동, 아주대동상가)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_76c37e986e4656a5 | obs_eb29fb99f6b23563,exact_normalized_district_name_address
fac_3d5178ea3f2287a6,사랑드림재가복지센터,남동구,인천광역시 남동구 호구포로535번길 24 (남촌동),3,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호,obs_038b03bbbc0096b8 | obs_c9d79219a1401380 | obs_ef55f72beb9f9143,exact_normalized_district_name_address
fac_3d6a90c93a50037d,함박꽃노인복지센터,남동구,"인천광역시 남동구 주안로235번길 9, 1층 (간석동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양,obs_6d63b095a0f1814d | obs_b25b66e541c41b61,exact_normalized_district_name_address
fac_3d7599e13789c3ff,한빛재가복지센터,미추홀구,인천광역시 미추홀구 한나루로490번길 85 (주안동),3,2,incheon_elderly | michuhol_elderly,방문목욕 | 방문요양 | 재가노인복지시설,obs_0492fd5c3af01e4a | obs_3e1ffd0d9833a797 | obs_80f55627db9c769e,exact_normalized_district_name_address
fac_3d9a19a6502de52b,영종국제도시 믿음요양원,중구,"인천광역시 중구 영종대로 106, 3~4층 (운서동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_563cf936925cb49c | obs_edc4d9e4fc41cba6,exact_normalized_district_name_address
fac_3dd677dfa34c6db8,참좋은 노인복지센터,연수구,"인천광역시 연수구 샘말로30번길 10, 2층 (연수동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_19e79b9f8a07b9ee | obs_33ded8d7c816b2a0 | obs_9d7833a5cc524f14 | obs_af3a48ffad355ac3,exact_normalized_district_name_address
fac_3dd9bcc679adbad3,위더스요양원,중구,"인천광역시 중구 인중로 178, 6층 (사동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_26b1ae1dc11e4e9f | obs_71d743b0f09cb89d,exact_normalized_district_name_address
fac_3df0b325ce06a904,어르신노인복지센터,서구,인천광역시 서구 연희로13번길 4 (연희동),2,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양,obs_4161d4972a3e2c3e | obs_b463b2fe7150e94c,exact_normalized_district_name_address
fac_3dfacc18b4c24401,장봉혜림원,옹진군,인천광역시 옹진군 북도면 장봉로 26번길 218,2,2,incheon_disabled_residential | incheon_welfare,생활시설 / 지적 | 장애인거주시설(법인),obs_7be0479c383d3747 | obs_e520e750e16c2c39,exact_normalized_district_name_address
fac_3dffe3367383ced6,가족요양원,부평구,"인천광역시 부평구 마장로 256, 301호 (산곡동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_0a831080b45b9fec | obs_ca8aa5061586335d,exact_normalized_district_name_address
fac_3e2b8c2e6eec278f,대곡실버요양원,서구,인천광역시 서구 대곡로 397-2 (대곡동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_4614d823c66c0d06 | obs_4db28246d083afc2,exact_normalized_district_name_address
fac_3e3d73343aee2af1,경성노인복지센터,연수구,"인천광역시 연수구 넘말로 55번길 13 (선학동,3층)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_6f6f09b9085ff123 | obs_7877ac3b5892c38f | obs_797cf20bb13212a8 | obs_c8469aa9fa76b936,exact_normalized_district_name_address
fac_3e49f94ed462f0e5,온케어 재가복지센터,미추홀구,"인천광역시 미추홀구 능해길 12, 205호 (용현동)",3,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문요양 | 재가노인복지시설 | 재가노인복지시설 방문요양,obs_1b5e901539e61d39 | obs_1db0606aba153be8 | obs_363d3c807e6e7848,exact_normalized_district_name_address
fac_3e5466414a80a14a,효담재가복지센터,미추홀구,"인천광역시 미추홀구 매소홀로 262, 7층 (학익동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_06c3cee8730faa7e | obs_fbeaeb22d8f160b3,exact_normalized_district_name_address
