facility_id,facility_name,district,address,observation_count,source_count,source_datasets,category_details,observation_ids,match_rule
fac_0014ca2c8a6fc200,조은요양원,부평구,"인천광역시 부평구 부평북로 399, 4~5층 (삼산동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_de787678e748b474 | obs_e48900822c859f3e,exact_normalized_district_name_address
fac_0016e86ec3ebb645,광명노인복지센터,남동구,"인천광역시 남동구 호구포로 294-1, 203호 (논현동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_4dc49d62a7806e1d | obs_6678c1f8607bdd26 | obs_6fd8fe2faf6777e6 | obs_bd5d038fb3998931,exact_normalized_district_name_address
fac_0019973dc427ca8a,인천사랑노인요양원,미추홀구,인천광역시 미추홀구 낙섬서로 3-14 (용현동),3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,obs_2b189e06492ab25e | obs_627bc7cd38a9bd77 | obs_a67e76090e64d14a,exact_normalized_district_name_address
fac_002ff98b4e178558,계양다사랑복지센터,계양구,"인천광역시 계양구 계산로 148, 2층(계산동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_20d4bd57fe177812 | obs_d3231f3b32b9c406,exact_normalized_district_name_address
fac_003f190789fe7e47,검단햇살요양원,서구,"인천광역시 서구 원당대로 853, 7층 (원당동, 삼정프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_5c90ecf9a6f1fee8 | obs_bf1cf5cb14dc1984,exact_normalized_district_name_address
fac_0054e02e516eb589,가족재가노인복지센터,남동구,인천광역시 남동구 청능대로715번길 24 207호 (논현동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_40627b07d4216530 | obs_fe32ae8c344fe9ca,exact_normalized_district_name_address
fac_007b0d4f197bd8e6,효성방문요양센터,남동구,"인천광역시 남동구 앵고개로934번길 5, 207-1호 (논현동, 씨티짱)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_25bbae362a4520b5 | obs_761dc4905028311e,exact_normalized_district_name_address
fac_0081c625d60b4e48,푸른소나무송도요양원,연수구,"인천광역시 연수구 컨벤시아대로 69, 8층 (송도동)",2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_2b9e7127087274b4 | obs_fa838e90f3ce9a06,exact_normalized_district_name_address
fac_00856f901f76a23e,은혜재가복지센터,연수구,인천광역시 연수구 한나루로197번길 34 2동202호 (옥련동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_6c31b433f20afca5 | obs_e80d5c0ed8b8fd91,exact_normalized_district_name_address
fac_0098eca63708efcc,고운재가요양센터,미추홀구,인천광역시 미추홀구 한나루로501번길 15 (용현동),5,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_3a284f57a451219a | obs_50ddf5cda6768350 | obs_a13ab0cd8422c158 | obs_aae60163d50c7262 | obs_d08eb4b4735bdc44,exact_normalized_district_name_address
fac_00af11266e8d242f,낙원요양원,서구,인천광역시 서구 완정로10번길 6-7 (마전동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_bf910b2e63332083 | obs_de78b62cfa2aa36a,exact_normalized_district_name_address
fac_00bdbf3841ecbd72,에덴재가노인복지센터,동구,인천광역시 동구 금창로 40(금곡동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_9df14d483c70bde9 | obs_9fca2de28a86ef05 | obs_c28283dde1b22e8f | obs_e37070d2fa41651c,exact_normalized_district_name_address
fac_00df8917846ec4f8,인천중구 구립해송노인요양원,중구,인천광역시 중구 백운로 494 (운북동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_a9fae96f3e70007c | obs_fe789ca27fc4f820,exact_normalized_district_name_address
fac_00e640042f3ab64b,정다운노인장기요양센터 복지용구사업소,남동구,"인천광역시 남동구 경인로 596 (간석동,(1층))",2,2,incheon_elderly | nhis_ltc,복지용구 | 재가장기요양기관 복지용구,obs_238239b31cf9a91e | obs_bb8f447840571dc1,exact_normalized_district_name_address
fac_00eab8655140ac0b,사랑해노인복지센터,남동구,인천광역시 남동구 주안로 231 (간석동),2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_4a24d1262bc26fd4 | obs_c759ef1e03c9bdfc,exact_normalized_district_name_address
fac_011246be538de183,간석아가페요양원,남동구,"인천광역시 남동구 남동대로916번길 75, 2층 (간석동, 간석프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_8a6377ffd7ff5ec2 | obs_9cbab77222a70a80,exact_normalized_district_name_address
fac_01205e55d5672508,참사랑복지재가센터,남동구,인천광역시 남동구 남동대로916번길 75 3층 (간석동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_d18d5737d7a18ccf | obs_fa030c6a96f59971,exact_normalized_district_name_address
fac_01353497af45c550,주선노인복지센터,서구,"인천광역시 서구 건지로328번길 3-14, B2호 (가좌동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0f51453ac5aeacb3 | obs_412f732e5021a7a7 | obs_546504412a48bcd9 | obs_99bfc037f53da072,exact_normalized_district_name_address
fac_013bb33db606a9bb,동심원,연수구,인천광역시 연수구 봉재산로 68(동춘동),2,2,incheon_disabled_residential | incheon_welfare,생활시설 / 영유아 | 장애인거주시설(법인),obs_80ee2be5ea8bbbab | obs_ebbcd2a1abcf3cb2,exact_normalized_district_name_address
fac_014f1e922c215f28,무지개재가복지센터,계양구,"인천광역시 계양구 하느재로6번길 10, 101호 (계산동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_6aa9514ffa4d1c97 | obs_bba5e99335428cbd | obs_c2fb15127551d60a | obs_c9e2c207400c6d06,exact_normalized_district_name_address
fac_01685d41609cc63e,평안재가복지센터,미추홀구,"인천광역시 미추홀구 주승로 163-6, 102호 (관교동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_6d17f24a720aa44e | obs_cf38b283308a2b20,exact_normalized_district_name_address
fac_01a4f9648e7b3739,참사랑요양원,남동구,"인천광역시 남동구 남동대로916번길 75, 3층 (간석동, 간석프라자)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_16fdd2689b0db35e | obs_538c263fd6a6c9d8,exact_normalized_district_name_address
fac_01fa4b0563407ea7,해솔요양센터,미추홀구,"인천광역시 미추홀구 인하로 296, 제지하층 제 127-2호 (주안동, 쌍용주안상가)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_258da1709aafe3ae | obs_2bb4da47f5df619c | obs_835860b0cc0fffa5 | obs_fdbfd82aed1bbbaa,exact_normalized_district_name_address
fac_021df520f88722a6,기쁨두배 한마음주야간보호센터,연수구,"인천광역시 연수구 독배로 33, 3층 (옥련동)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_406f8d889349ebb1 | obs_6644e2853eb76483 | obs_8219cc870825a9c3 | obs_83867900e3c44b2f | obs_fa1c83c77a0cc6b7 | obs_fad4e3742ccdcd01,exact_normalized_district_name_address
fac_023267cba5447570,사랑의 요양원,부평구,"인천광역시 부평구 부흥로 336 (부평동, 1층, 3-7층)",3,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 치매전담실가형1실,obs_6f2da11ed5b1eb2e | obs_ab1b3f33fd0c5fff | obs_c210902dcabe61e7,exact_normalized_district_name_address
fac_02380fdee665f053,소나무재가복지센터,남동구,"인천광역시 남동구 남동대로898번길 66, 1층 (간석동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_2d800801ef1818d6 | obs_980331324b9d41fc | obs_b91a7b1df109c340 | obs_ba32c245b293264a,exact_normalized_district_name_address
fac_025e75d72905d04d,평화요양원,남동구,"인천광역시 남동구 호구포로 915, 201호 (간석동, 호산빌딩)",2,2,incheon_elderly | nhis_ltc,노인요양공동생활가정,obs_0651ba0e8505ef67 | obs_f77864c5d2bc1d36,exact_normalized_district_name_address
fac_02b44c3773e4909f,섬김복지센터,연수구,"인천광역시 연수구 청능대로 109 9층 (연수동, 탑피온)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_84436e80798ac593 | obs_8b98293b708b2bb9,exact_normalized_district_name_address
fac_02b9b5878d55604f,한사랑케어노인재가장기요양기관,부평구,"인천광역시 부평구 부흥북로6번길 5 4층405호 (부평동, 센트럴아파트)",2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_8814c0ab17020958 | obs_e0d1b9caa16489e1,exact_normalized_district_name_address
fac_02fd6f1d78a061b4,장수노인복지센터,미추홀구,"인천광역시 미추홀구 주안로205번길 20, 3층 (주안동)",7,3,incheon_elderly | michuhol_elderly | nhis_ltc,방문목욕 | 방문요양 | 복지용구 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 복지용구,obs_19cf1e8394f672cd | obs_1b43d250fc4b7f25 | obs_1cea5c6bb4159ca2 | obs_4a58483c7e0e875f | obs_4f01a96b5ae7e2e0 | obs_52e877eefabf6914 | obs_563e462f95ab8062,exact_normalized_district_name_address
fac_0312c9e2a0d95729,브솔시내,미추홀구,인천광역시 미추홀구 동산로 4(도화동),2,2,incheon_disabled_residential | incheon_welfare,생활시설 / 중증 | 장애인거주시설(법인),obs_4d7d5897d93c6980 | obs_fecea1687c97a091,exact_normalized_district_name_address
fac_0398b857d3c3d894,다인재가복지센터,연수구,"인천광역시 연수구 함박뫼로 12번길 1,201호",2,1,incheon_elderly,방문목욕 | 방문요양,obs_4bd1d49547be20b0 | obs_8fdba2032431f41e,exact_normalized_district_name_address
fac_03ba82e930650a3a,정다운방문요양센터,남동구,인천광역시 남동구 남촌로 96 105층 (남촌동),2,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_216005978c205a23 | obs_b187cb4885d5e447,exact_normalized_district_name_address
fac_03ee0e03eb44e74c,공감재가노인복지센터,계양구,"인천광역시 계양구 길마로 13 4층401호 (효성동, 삼성빌딩)",2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0d1beaf443208dfc | obs_dc69e466f1800eaa,exact_normalized_district_name_address
fac_0400ade2e0bdf0a4,천사노인복지센터,서구,인천광역시 서구 고산후로95번길 28 503-1호 (당하동),2,1,incheon_elderly,방문목욕 | 방문요양,obs_60f60e6784bb6d70 | obs_88b288fc739a4f59,exact_normalized_district_name_address
fac_0402ced70e9acfef,더봄방문요양센터,부평구,"인천광역시 부평구 배곶남로 13-1, 3층 (십정동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_d43dfc8838252bbd | obs_e14c021633cddb37,exact_normalized_district_name_address
fac_040fa3c633fb8b99,예사랑요양원,남동구,"인천광역시 남동구 호구포로 221, 8층 (논현동, 남동메디칼센타)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_9b66c03cf11771ad | obs_ad277e00c3522a55,exact_normalized_district_name_address
fac_0433df52af151631,한마음 노인복지센터,서구,인천광역시 서구 고래울로 39 (가좌동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_6947ea19d3336aa0 | obs_741b842518c8c642 | obs_7432d1e4f5681bcc | obs_cef1cace4c10eb95,exact_normalized_district_name_address
fac_044b929148d357cc,보경사랑노인주간보호센터,서구,"인천광역시 서구 검단로502번길 18 7층 (마전동, 제일프라자)",6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_657eb2d5bdb06ac7 | obs_6838db9826a0679b | obs_68c8fcf533b44855 | obs_a7b56123320c3903 | obs_cf6fe25dc9d2d9d8 | obs_d273c1947aa3828d,exact_normalized_district_name_address
fac_044f0f155189c734,세인트요양원,남동구,"인천광역시 남동구 호구포로 826, 3,5~7층 (구월동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_dcef675114213026 | obs_e4859038de9ecb98,exact_normalized_district_name_address
fac_046299e39881a640,금강부평방문요양센터,부평구,"인천광역시 부평구 세월천로 51, 402호 (산곡동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_0d8ccc3cbf4507e3 | obs_5c31c0ced4628e57 | obs_7a65beb61264a84c | obs_a7ce7d493e31bbac,exact_normalized_district_name_address
fac_04c49ff815af175e,동그라미복지센터,계양구,인천광역시 계양구 주부토로501번길 34 201호 (계산동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0d34238b2aa26a37 | obs_6d6293ad135459c7,exact_normalized_district_name_address
fac_04ce0c89f81640a3,섬김요양원,부평구,인천광역시 부평구 장제로 126 (부평동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_d3d18f812da959d5 | obs_db9d0fb308d659e3,exact_normalized_district_name_address
fac_04e6e0330ef1a90a,남송재가노인복지센타,서구,"인천광역시 서구 원창로 174 101호 (신현동, 남송프라자)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_0770254b258d7b99 | obs_4aecf2d4df37f65c | obs_81e4780e97ff4073 | obs_e0afcd6257e91836,exact_normalized_district_name_address
fac_05239a5631e56b4b,행복실버요양센터,미추홀구,인천광역시 미추홀구 미추홀대로614번길 82 (주안동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_10ad58d011e615cf | obs_c7f3b24434010a59 | obs_e78c39f8f4bc3692 | obs_eac27c260156dc7a,exact_normalized_district_name_address
fac_0526a8b80c3063d4,남동노인요양센터,남동구,"인천광역시 남동구 소래로 640, 지1층,2~5층 (만수동, 호성빌딩)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_6e6dac662e05cf92 | obs_d37e535f32096ed1,exact_normalized_district_name_address
fac_0540452ed1331335,그레이스힐단기보호센터,서구,"인천광역시 서구 검단로623번길 17, 3~5층 (마전동, 동인빌딩)",2,2,incheon_elderly | nhis_ltc,단기보호 | 재가노인복지시설 단기보호,obs_984a1f1e7edbf0d4 | obs_b8b80d9d5e873446,exact_normalized_district_name_address
fac_054393c4f4581c8b,가은재가복지센터,미추홀구,"인천광역시 미추홀구 경인로 372, 2150호 (주안동, 아인애비뉴 2층)",3,1,incheon_elderly,방문간호 | 방문목욕 | 방문요양,obs_9e7350f442461f78 | obs_c0482716dc4f62d2 | obs_e363a0bb1832d212,exact_normalized_district_name_address
fac_0589d5ff00b38b2f,사랑드림요양복지센터,부평구,"인천광역시 부평구 부평문화로 196, 2층 (부개동)",3,1,incheon_elderly,방문간호 | 방문목욕 | 방문요양,obs_790c72f2eff3f1b7 | obs_86d4fcd59197ac49 | obs_f7c2c514a07cad15,exact_normalized_district_name_address
fac_05a46ef39008e4b7,참조은재가복지센터,서구,인천광역시 서구 염곡로 309 (석남동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_6a5bf10233e7ddb6 | obs_a5a4ae5f4ddae839 | obs_d7c46c9b186907ae | obs_f206230f059b4ce2,exact_normalized_district_name_address
fac_05bcaeed44326c7d,에버그린데이케어센터,남동구,"인천광역시 남동구 구월로 303, 3층 (만수동)",2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_911abdb4bf5945ae | obs_d7692909562599d2,exact_normalized_district_name_address
fac_05cbaaebc74c1972,더비다요양원,미추홀구,인천광역시 미추홀구 제물량로4번길 34-33 (숭의동),2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_44f01d05196d0040 | obs_5818c2a09baecd7d,exact_normalized_district_name_address
fac_061bcd9a5fd5a343,가나안재가복지센터,서구,"인천광역시 서구 심곡로 9, 112동 211호 (심곡동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_007d7f61ce9bd8bf | obs_411c4ff3f5ab0598,exact_normalized_district_name_address
fac_0632980906b47e5b,효드림노인복지센터,부평구,"인천광역시 부평구 마장로 338, 3층 (산곡동, 남양빌딩)",2,1,incheon_elderly,방문요양 | 주야간보호,obs_8faddd8bf5e727bc | obs_ed956af2f1ec5f60,exact_normalized_district_name_address
fac_064023410c0b115b,계양엘림재가복지센터,계양구,"인천광역시 계양구 병방시장로 38-1, 201호 (임학동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_2e20c415a5a23c62 | obs_cd167d0aa20d24d5,exact_normalized_district_name_address
fac_0662bd3eff8946a1,더공감노인복지재가센터,미추홀구,"인천광역시 미추홀구 토금중로 61, 상가동 203호 (용현동, 서해아파트)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_73c4ef1292c38ee9 | obs_b440d3cbf1d47e0d | obs_b7a6f3d464690a89 | obs_f0a9aea676bf6c12,exact_normalized_district_name_address
fac_0692a74c10e70c3c,효성비전노인복지센터,계양구,"인천광역시 계양구 아나지로 75, 306호(효성동)",3,1,incheon_elderly,방문목욕 | 방문요양 | 주야간보호,obs_148dd52896c5b1b1 | obs_3890eba7db5f5319 | obs_fdd7f5f82cc68ad8,exact_normalized_district_name_address
fac_06c1b1bb89a0eda9,안나재가복지센터,계양구,"인천광역시 계양구 장제로 946번길 23, 102호 (병방동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_648e0ec2327bc716 | obs_a72e127a2b1033ed,exact_normalized_district_name_address
fac_072581a531009330,참좋은주야간보호센터,남동구,인천광역시 남동구 서판로 52 (만수동),6,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_01aa80da324ab89c | obs_2dea7d2c05b7b05b | obs_2ea90eae22c40c83 | obs_80078a9fa67a1c4d | obs_9b3585b74ee29154 | obs_fb5a121edd9bdaab,exact_normalized_district_name_address
fac_072a8fcf8fc9f588,A+아라방문요양센터,남동구,"인천광역시 남동구 경인로524번길 24, 2층 34호 (간석동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_48a98dc400a241cf | obs_7f85729ff5ce6464,exact_normalized_district_name_address
fac_073ff8da5645ce56,다은 주간보호센터,서구,인천광역시 서구 원당대로835번길 7 (원당동),5,2,incheon_elderly | nhis_ltc,방문목욕 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_1519557719cea57f | obs_4c7cb098a7ccf054 | obs_5579fb5db5af43c6 | obs_9ab6d901169139f7 | obs_fe1c676773ffe9b2,exact_normalized_district_name_address
fac_078d339b7f27f8ad,사랑나눔재가복지센터,부평구,"인천광역시 부평구 안남로 415, 405호 (청천동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_095d53a9b1a2fe79 | obs_0d171cd47dff31e8,exact_normalized_district_name_address
fac_07c5393531e24983,남동재가노인지원서비스센터,남동구,인천광역시 남동구 구월말로120번길 22 2층 (만수동),2,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_210c3a1af8f7d6a1 | obs_cbd674f95152e532,exact_normalized_district_name_address
fac_07ddc3ad72939159,단비노인복지센터,남동구,"인천광역시 남동구 인주대로 770-1 2층 (구월동, 하나빌딩)",3,1,nhis_ltc,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 복지용구,obs_9a9be4ffd096ec69 | obs_adc36a85ba5171e2 | obs_bbe7d32b0d6da39b,exact_normalized_district_name_address
fac_07fe1ea585be1484,사랑뜰방문요양센터,계양구,"인천광역시 계양구 경명대로1045번길2, 3층(계산동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_670452a6209c4d13 | obs_6993ef90dccc4c61 | obs_7a9ecc9e1cb75742 | obs_a014464c52a49bff,exact_normalized_district_name_address
fac_0803c5689e1214de,든든한돌봄재가복지센터,남동구,"인천광역시 남동구 구월로115번길 67, 1층 (간석동)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_366a76d3c5e209c1 | obs_f6ae545a8410ab85,exact_normalized_district_name_address
fac_0804fb8904035e04,서구노인주야간보호센터,서구,인천광역시 서구 서곶로 336 1층~3층 (연희동),2,2,incheon_elderly | nhis_ltc,재가노인복지시설 주야간보호 | 주야간보호,obs_10fba90d113c70a8 | obs_c55e09c55eed2e30,exact_normalized_district_name_address
fac_087283408ee14d2b,영종하늘주간보호센터,중구,인천광역시 중구 운남동로 38-28 (운남동),4,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호 | 주야간보호,obs_52b9700c32fc5c95 | obs_854ba08eedb15ae7 | obs_deab5d8d4258488c | obs_e80f76d1768f797a,exact_normalized_district_name_address
fac_08801442673b37c6,중구요양원,중구,"인천광역시 중구 인중로 96, 3층 (신흥동2가, 신흥동누리타워)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_438e8e6c79a7984a | obs_c993290f26815c39,exact_normalized_district_name_address
fac_08c137d733e74e54,사랑이 머무는 들녘,강화군,인천광역시 강화군 양사면 생설미길31번길 48,2,1,incheon_elderly,노인요양공동생활가정 | 주야간보호,obs_09757498634a8dd3 | obs_0caff1e13eade716,exact_normalized_district_name_address
fac_0901415ae8864da0,동암햇빛재가노인복지센터,부평구,"인천광역시 부평구 열우물로 18, 10층 1012호 (십정동)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_234e4e550eb7f26d | obs_f6ea241e2cad11c5,exact_normalized_district_name_address
fac_090207f2d8ca1411,(주)행복한효마을,부평구,"인천광역시 부평구 부평대로 83 2,3,11층 (부평동)",4,1,nhis_ltc,재가노인복지시설 단기보호 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 주야간보호,obs_0a51d05b3ed201c7 | obs_0ba989b6e0f0fcef | obs_77101246705724c4 | obs_eb722dfcc0221848,exact_normalized_district_name_address
fac_092193f758d9a716,노인요양원 행복의집,미추홀구,"인천광역시 미추홀구 아암대로29번길 86, 5층 (용현동, 백제당빌딩)",3,3,incheon_elderly | michuhol_elderly | nhis_ltc,노인요양공동생활가정 | 노인의료복지시설,obs_12ccbcc01fca9ca3 | obs_70a3e60200ae3376 | obs_b2275502e12a6123,exact_normalized_district_name_address
fac_0928637bc87a727d,샤미나드의 집,부평구,인천광역시 부평구 마장로 375 (산곡동),3,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법) | 노인전문요양시설,obs_3e96c06f2ce861ed | obs_850496fbbf795944 | obs_dbd239c86e87726d,exact_normalized_district_name_address
fac_092d827c0c180c9b,햇빛재가노인복지센터,부평구,"인천광역시 부평구 부평대로 283, A동 123호 (청천동)",3,1,incheon_elderly,방문간호 | 방문목욕 | 방문요양,obs_4af79f35ebb642d0 | obs_919f44305482ea96 | obs_b9e3e500beeaedc9,exact_normalized_district_name_address
fac_0946025acf314231,정원노인복지재가센터,미추홀구,인천광역시 미추홀구 한나루로358번길 38 (학익동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1e2978b961900949 | obs_be95404f91ab87bf | obs_db5bad7d4132900e | obs_f27e67d4c2433beb,exact_normalized_district_name_address
fac_095927346173fb8a,하람노인복지센터,부평구,인천광역시 부평구 주부토로145번길 23 (갈산동),4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_1cbe9ce254be5c63 | obs_85bad69caff804b2 | obs_a78a84e8e4794a43 | obs_e74a7c27600d5159,exact_normalized_district_name_address
fac_095d70bba9f78d6f,더효재가노인복지센터,연수구,"인천광역시 연수구 인천타워대로 301, 에이동 1522호(송도동, 송도센텀하이브)",2,1,incheon_elderly,방문목욕 | 방문요양,obs_7ffbdc4f45d98af0 | obs_db61cea0d1a5f7af,exact_normalized_district_name_address
fac_0961ea0d26469fd4,엄마손실버케어 치매전담센터,연수구,"인천광역시 연수구 함박뫼로50번길 95 (연수동, 유화빌딩 4층)",4,1,nhis_ltc,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호내치매전담1실,obs_0020f6aa741d2373 | obs_0999257e4ab95f6c | obs_1d286622a94e2acd | obs_7c803ca26bf21305,exact_normalized_district_name_address
fac_0971cac1bf98d1f8,효심노인복지센터,남동구,"인천광역시 남동구 용천로 119, 1층 (구월동)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,obs_3b9601e3376b4f1d | obs_56d3571221c3405b | obs_5e4a0df00afc5fde | obs_ef2fb64992b6f21f,exact_normalized_district_name_address
fac_09bab0d8593c9fc3,다온노인재가복지센터,미추홀구,"인천광역시 미추홀구 주안동로 39-1, 101동 201-2,3호 (주안동, 트인자리애)",2,2,incheon_elderly | nhis_ltc,방문요양 | 재가노인복지시설 방문요양,obs_2417ae065852bb8f | obs_6b86faf435b13012,exact_normalized_district_name_address
fac_09bc658e56b27c85,인천고운빛요양원,계양구,"인천광역시 계양구 도두리로 25, 4층 (계산동)",2,2,incheon_elderly | nhis_ltc,노인요양시설 | 노인요양시설(개정법),obs_10f8b4e1b0f50cec | obs_fb7abe114a916c5f,exact_normalized_district_name_address
fac_09d4b48224ace9f2,(굿모닝)주간보호센터,서구,"인천광역시 서구 가정로 322, 3층 (가정동, 거북프라자)",4,2,incheon_elderly | nhis_ltc,방문요양 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,obs_566b76e589a5fb8c | obs_6fa4e6d679841fcb | obs_8ab08638dc34e8f4 | obs_eaad5c819ae3272e,exact_normalized_district_name_address
fac_0a052627b65e7110,석남노인복지센터,서구,"인천광역시 서구 서달로137번길 13 (석남동,신광상가 301호)",4,2,incheon_elderly | nhis_ltc,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,obs_105bb38de7e1cd7d | obs_4319be4c49018318 | obs_8aa228a51e414b44 | obs_ee1b3aede41ae41b,exact_normalized_district_name_address
