geometry_zone_id,geometry_adm_cd_20250630,geometry_district_name_20250630,geometry_dong_name_20250630,geometry_base_date,current_admin_reference_date,current_district_name_20260701,current_admin_dong_codes_20260701,current_admin_dong_names_20260701,current_admin_dong_count,map_unit_status,mapping_methods,mapping_confidence,aggregation_required,metric_handling,population_reference_date,household_reference_date,total_population,population_age_65_plus,total_households,one_person_households,one_person_households_age_65_plus,population_age_65_plus_share,one_person_household_share,age_65_plus_one_person_share_of_age_65_plus_population,representative_longitude,representative_latitude,representative_point_method,bubble_metric_name,bubble_metric_label_ko,bubble_metric_value,bubble_metric_interpretation
vworld_sgis_20250630:23050570,23050570,남동구,간석3동,20250630,20260701,남동구,2820055000,간석3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,24732,6210,12559,5680,2149,0.251092,0.452265,0.346055,126.71488132,37.47039193,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2149,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050580,23050580,남동구,간석4동,20250630,20260701,남동구,2820055100,간석4동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,27677,6229,13762,6122,1863,0.225061,0.444848,0.299085,126.69718117,37.46646609,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1863,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050590,23050590,남동구,만수1동,20250630,20260701,남동구,2820056000,만수1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,15055,4610,8740,4862,2145,0.306211,0.556293,0.465293,126.73393728,37.45079911,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2145,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050600,23050600,남동구,만수2동,20250630,20260701,남동구,2820057000,만수2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,21934,5013,9546,3129,1265,0.228549,0.327781,0.252344,126.73527008,37.46316082,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1265,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050610,23050610,남동구,만수3동,20250630,20260701,남동구,2820058000,만수3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,15552,3570,7002,2496,1006,0.229552,0.356470,0.281793,126.72843698,37.46647118,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1006,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050620,23050620,남동구,만수4동,20250630,20260701,남동구,2820058100,만수4동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,18052,4643,8727,3436,1352,0.257201,0.393721,0.291191,126.73731852,37.45612467,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1352,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050630,23050630,남동구,만수5동,20250630,20260701,남동구,2820058200,만수5동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,13893,4191,7515,3698,1493,0.301663,0.492083,0.356240,126.72529162,37.45788470,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1493,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050640,23050640,남동구,만수6동,20250630,20260701,남동구,2820058300,만수6동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,21627,5762,10154,4011,1766,0.266426,0.395017,0.306491,126.74011190,37.44082997,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1766,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050670,23050670,남동구,남촌도림동,20250630,20260701,남동구,2820066000,남촌도림동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,18594,4842,8912,3558,1421,0.260407,0.399237,0.293474,126.72125952,37.42781741,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1421,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050720,23050720,남동구,논현1동,20250630,20260701,남동구,2820069000,논현1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,30990,5739,14250,5719,1699,0.185189,0.401333,0.296045,126.74112610,37.41108956,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1699,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050730,23050730,남동구,논현2동,20250630,20260701,남동구,2820070000,논현2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,30616,6461,15359,7105,1900,0.211033,0.462595,0.294072,126.70602685,37.40854912,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1900,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050740,23050740,남동구,논현고잔동,20250630,20260701,남동구,2820071000,논현고잔동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,39098,5326,15703,4608,1357,0.136222,0.293447,0.254788,126.70307313,37.39527212,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1357,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050750,23050750,남동구,장수서창동,20250630,20260701,남동구,2820065000,장수서창동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,18118,4424,7804,2549,1055,0.244177,0.326627,0.238472,126.75819659,37.44889466,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1055,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23050760,23050760,남동구,서창2동,20250630,20260701,남동구,2820065500,서창2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,37307,6068,15740,5373,1974,0.162650,0.341360,0.325313,126.74849140,37.42542629,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1974,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060510,23060510,부평구,부평1동,20250630,20260701,부평구,2823751000,부평1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,34433,7177,17395,8008,1719,0.208434,0.460362,0.239515,126.71941232,37.49711732,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1719,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060520,23060520,부평구,부평2동,20250630,20260701,부평구,2823752000,부평2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,16750,3580,8472,3782,1192,0.213731,0.446412,0.332961,126.71968595,37.47984078,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1192,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060530,23060530,부평구,부평3동,20250630,20260701,부평구,2823753000,부평3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,14210,3390,6943,3063,1188,0.238564,0.441164,0.350442,126.70700494,37.48356761,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1188,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060540,23060540,부평구,부평4동,20250630,20260701,부평구,2823754000,부평4동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,32903,6681,17835,9205,2311,0.203051,0.516120,0.345906,126.72619966,37.50084584,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2311,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060550,23060550,부평구,부평5동,20250630,20260701,부평구,2823755000,부평5동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,32878,5496,16558,7558,1752,0.167163,0.456456,0.318777,126.73105990,37.49626372,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1752,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060560,23060560,부평구,부평6동,20250630,20260701,부평구,2823756000,부평6동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,19118,3748,9352,3912,1084,0.196046,0.418306,0.289221,126.72608688,37.48469868,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1084,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060570,23060570,부평구,산곡1동,20250630,20260701,부평구,2823757000,산곡1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,14167,2692,6241,1997,684,0.190019,0.319981,0.254086,126.69545941,37.50338707,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),684,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060580,23060580,부평구,산곡2동,20250630,20260701,부평구,2823758000,산곡2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,28506,5551,10599,2047,881,0.194731,0.193131,0.158710,126.70410006,37.50323784,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),881,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060590,23060590,부평구,산곡3동,20250630,20260701,부평구,2823758100,산곡3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,19591,5742,8525,2740,1397,0.293094,0.321408,0.243295,126.70596687,37.49128916,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1397,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060600,23060600,부평구,산곡4동,20250630,20260701,부평구,2823758200,산곡4동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,16132,3657,6559,1758,766,0.226692,0.268029,0.209461,126.71233586,37.50088317,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),766,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060610,23060610,부평구,청천1동,20250630,20260701,부평구,2823759100,청천1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,22713,3093,9690,2846,749,0.136178,0.293705,0.242160,126.69374719,37.51577504,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),749,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060620,23060620,부평구,청천2동,20250630,20260701,부평구,2823759200,청천2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,32609,6644,14585,5042,1706,0.203747,0.345698,0.256773,126.71253957,37.51351667,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1706,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060630,23060630,부평구,갈산1동,20250630,20260701,부평구,2823764100,갈산1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,13902,3249,6666,2621,846,0.233707,0.393189,0.260388,126.72689875,37.51715314,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),846,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060640,23060640,부평구,갈산2동,20250630,20260701,부평구,2823764200,갈산2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,16989,4676,8077,3379,1498,0.275237,0.418348,0.320359,126.72677967,37.51079601,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1498,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060650,23060650,부평구,삼산1동,20250630,20260701,부평구,2823764600,삼산1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,30964,6617,13947,4980,2326,0.213700,0.357066,0.351519,126.74664072,37.52120414,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2326,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060660,23060660,부평구,부개1동,20250630,20260701,부평구,2823765000,부개1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,14679,4489,7652,3602,1491,0.305811,0.470727,0.332145,126.73589510,37.48300574,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1491,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060670,23060670,부평구,부개2동,20250630,20260701,부평구,2823766000,부개2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,18726,4017,8340,2857,988,0.214515,0.342566,0.245955,126.73927233,37.49316531,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),988,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060680,23060680,부평구,부개3동,20250630,20260701,부평구,2823766100,부개3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,27092,5553,12014,4105,1399,0.204968,0.341685,0.251936,126.73894713,37.50162409,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1399,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060690,23060690,부평구,일신동,20250630,20260701,부평구,2823767000,일신동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,11079,2864,4999,1754,655,0.258507,0.350870,0.228701,126.74826292,37.47543943,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),655,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060700,23060700,부평구,십정1동,20250630,20260701,부평구,2823768000,십정1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,23630,4341,10748,3746,1314,0.183707,0.348530,0.302695,126.69556207,37.47788145,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1314,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060710,23060710,부평구,십정2동,20250630,20260701,부평구,2823769000,십정2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,20372,5588,11293,6019,2129,0.274298,0.532985,0.380995,126.70475406,37.47489260,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2129,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23060720,23060720,부평구,삼산2동,20250630,20260701,부평구,2823764800,삼산2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,26748,4480,10244,2327,1012,0.167489,0.227157,0.225893,126.73812050,37.51199122,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1012,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070510,23070510,계양구,효성1동,20250630,20260701,계양구,2824560100,효성1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,25432,5821,11551,4081,1584,0.228885,0.353303,0.272118,126.70861605,37.53455104,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1584,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070520,23070520,계양구,효성2동,20250630,20260701,계양구,2824560200,효성2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,29093,6322,12642,3879,1474,0.217303,0.306834,0.233154,126.69172714,37.53273824,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1474,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070530,23070530,계양구,계산1동,20250630,20260701,계양구,2824561100,계산1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,17220,4466,9838,5499,1666,0.259350,0.558955,0.373041,126.71742449,37.54065334,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1666,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070540,23070540,계양구,계산2동,20250630,20260701,계양구,2824561200,계산2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,13779,3792,7499,3887,1332,0.275201,0.518336,0.351266,126.71929170,37.54825455,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1332,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070550,23070550,계양구,계산3동,20250630,20260701,계양구,2824561300,계산3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,16842,3628,8404,3581,1018,0.215414,0.426107,0.280595,126.73138417,37.53800385,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1018,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070560,23070560,계양구,작전1동,20250630,20260701,계양구,2824562100,작전1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,25417,5220,11174,3698,1262,0.205374,0.330947,0.241762,126.72924436,37.53018170,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1262,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070570,23070570,계양구,작전2동,20250630,20260701,계양구,2824562200,작전2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,23331,5096,11063,4320,1528,0.218422,0.390491,0.299843,126.72190076,37.53010637,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1528,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070580,23070580,계양구,작전서운동,20250630,20260701,계양구,2824564000,작전서운동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,31670,5313,13998,4907,1475,0.167761,0.350550,0.277621,126.74714234,37.53113416,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1475,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070610,23070610,계양구,계양2동,20250630,20260701,계양구,2824572000,계양2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,30155,7049,15754,7562,2689,0.233759,0.480005,0.381473,126.73993670,37.54953552,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2689,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070620,23070620,계양구,계산4동,20250630,20260701,계양구,2824561400,계산4동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,22079,3595,9473,3490,897,0.162824,0.368415,0.249513,126.73947367,37.53794944,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),897,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070630,23070630,계양구,계양1동,20250630,20260701,계양구,2824571000,계양1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,18478,4386,8193,2802,1090,0.237363,0.341999,0.248518,126.72108716,37.56694247,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1090,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23070640,23070640,계양구,계양3동,20250630,20260701,계양구,2824573000,계양3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,22813,4159,9700,3053,1023,0.182308,0.314742,0.245973,126.75835162,37.56760619,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1023,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080510,23080510,서구,검암경서동,20250630,20260701,서해구,2827551500,검암경서동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,43333,5971,20238,8104,1427,0.137793,0.400435,0.238988,126.66988038,37.56513624,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1427,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080531,23080531,서구,연희동,20250630,20260701,서해구,2827553000,연희동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,36003,8145,18437,8660,2854,0.226231,0.469708,0.350399,126.68256096,37.54848322,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),2854,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080541,23080541,서구,가정1동,20250630,20260701,서해구,2827554200,가정1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,42301,5765,18181,6023,1830,0.136285,0.331280,0.317433,126.66952179,37.52633985,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1830,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080550,23080550,서구,가정2동,20250630,20260701,서해구,2827554300,가정2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,17131,1944,7174,2175,428,0.113478,0.303178,0.220165,126.68170100,37.52942542,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),428,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080560,23080560,서구,가정3동,20250630,20260701,서해구,2827554400,가정3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,8264,1884,4112,1792,567,0.227977,0.435798,0.300955,126.68068057,37.51785061,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),567,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080580,23080580,서구,석남1동,20250630,20260701,서해구,2827555000,석남1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,19693,4978,10357,4986,1658,0.252780,0.481414,0.333065,126.66844110,37.51001107,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1658,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080590,23080590,서구,석남2동,20250630,20260701,서해구,2827556000,석남2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,11594,3219,5780,2454,902,0.277644,0.424567,0.280211,126.65841582,37.50370899,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),902,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080600,23080600,서구,석남3동,20250630,20260701,서해구,2827556100,석남3동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,12747,3058,6578,3000,1073,0.239900,0.456066,0.350883,126.68249374,37.50598832,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1073,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080620,23080620,서구,가좌1동,20250630,20260701,서해구,2827558000,가좌1동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,12296,2810,6590,3205,1048,0.228530,0.486343,0.372954,126.66652833,37.48643951,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),1048,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
vworld_sgis_20250630:23080630,23080630,서구,가좌2동,20250630,20260701,서해구,2827559000,가좌2동,1,exact,unique_normalized_name,high,false,direct_geometry_join,2026-06-30,2026-07-31,17887,4154,7496,2144,958,0.232236,0.286019,0.230621,126.68763761,37.49586041,shapely_representative_point_within_polygon_wgs84,one_person_households_age_65_plus,65세 이상 1인 가구 수 (관측),958,관측된 65세 이상 1인 가구 규모이며 복지 미수급자 수 또는 고독사 위험자 수가 아님
