reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,one_person_households_age_total,one_person_households_age_male,one_person_households_age_female,one_person_age_60_plus_exact,one_person_age_70_plus_exact,one_person_age_60_plus_share_pct,one_person_age_70_plus_share_pct,one_person_age_65_plus_status,source_file
2025,2025-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,7702,4682,3020,1984,1056,25.7595,13.7107,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,4038,2014,2024,1535,879,38.0139,21.7682,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,2496,1418,1078,1178,613,47.1955,24.5593,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,7491,3771,3720,2660,1346,35.5093,17.9682,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,5317,2720,2597,1848,947,34.7564,17.8108,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,3191,1486,1705,1643,936,51.4886,29.3325,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,4605,2438,2167,2063,1130,44.7991,24.5385,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,5103,2842,2261,2049,998,40.1529,19.5571,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,7508,4525,2983,1583,617,21.0842,8.2179,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,4592,2407,2185,2154,1109,46.9077,24.1507,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,2803,1416,1387,1212,637,43.2394,22.7257,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,3975,2015,1960,1938,1037,48.7547,26.0881,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,4785,2529,2256,1977,1058,41.3166,22.1108,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,4482,2348,2134,1741,932,38.8443,20.7943,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817768000,인천광역시 미추홀구 주안7동,인천광역시,미추홀구,주안7동,pre_reform_code_preserved_district_not_reorganized,2770,1241,1529,1564,798,56.4621,28.8087,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,3493,1659,1834,1801,893,51.5603,25.5654,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,2205,1129,1076,1043,547,47.3016,24.8073,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,4449,2943,1506,1338,524,30.0742,11.7779,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,2997,1488,1509,1510,799,50.3837,26.6600,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,2344,1122,1222,1075,520,45.8618,22.1843,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,3855,2219,1636,1703,882,44.1764,22.8794,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,4498,2943,1555,1427,617,31.7252,13.7172,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,4511,2241,2270,1815,954,40.2350,21.1483,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818576300,인천광역시 연수구 연수3동,인천광역시,연수구,연수3동,pre_reform_code_preserved_district_not_reorganized,3100,1346,1754,1753,1039,56.5484,33.5161,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818576600,인천광역시 연수구 청학동,인천광역시,연수구,청학동,pre_reform_code_preserved_district_not_reorganized,6242,3623,2619,2748,1276,44.0244,20.4422,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818578000,인천광역시 연수구 동춘1동,인천광역시,연수구,동춘1동,pre_reform_code_preserved_district_not_reorganized,1911,878,1033,797,348,41.7059,18.2104,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818579000,인천광역시 연수구 동춘2동,인천광역시,연수구,동춘2동,pre_reform_code_preserved_district_not_reorganized,1780,788,992,730,396,41.0112,22.2472,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818579500,인천광역시 연수구 동춘3동,인천광역시,연수구,동춘3동,pre_reform_code_preserved_district_not_reorganized,634,238,396,377,206,59.4637,32.4921,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818582000,인천광역시 연수구 송도1동,인천광역시,연수구,송도1동,pre_reform_code_preserved_district_not_reorganized,5606,2753,2853,648,289,11.5590,5.1552,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818583000,인천광역시 연수구 송도2동,인천광역시,연수구,송도2동,pre_reform_code_preserved_district_not_reorganized,1884,911,973,466,204,24.7346,10.8280,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818584000,인천광역시 연수구 송도3동,인천광역시,연수구,송도3동,pre_reform_code_preserved_district_not_reorganized,6085,2917,3168,682,289,11.2079,4.7494,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818585000,인천광역시 연수구 송도4동,인천광역시,연수구,송도4동,pre_reform_code_preserved_district_not_reorganized,4165,2133,2032,584,192,14.0216,4.6098,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2818586000,인천광역시 연수구 송도5동,인천광역시,연수구,송도5동,pre_reform_code_preserved_district_not_reorganized,3525,1769,1756,648,186,18.3830,5.2766,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820051000,인천광역시 남동구 구월1동,인천광역시,남동구,구월1동,pre_reform_code_preserved_district_not_reorganized,5463,2613,2850,2124,1050,38.8797,19.2202,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820052000,인천광역시 남동구 구월2동,인천광역시,남동구,구월2동,pre_reform_code_preserved_district_not_reorganized,3116,1389,1727,1530,790,49.1014,25.3530,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820052100,인천광역시 남동구 구월3동,인천광역시,남동구,구월3동,pre_reform_code_preserved_district_not_reorganized,11066,5894,5172,1920,813,17.3504,7.3468,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820052200,인천광역시 남동구 구월4동,인천광역시,남동구,구월4동,pre_reform_code_preserved_district_not_reorganized,4200,2163,2037,2107,986,50.1667,23.4762,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820053000,인천광역시 남동구 간석1동,인천광역시,남동구,간석1동,pre_reform_code_preserved_district_not_reorganized,4237,2092,2145,1669,888,39.3911,20.9582,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820054000,인천광역시 남동구 간석2동,인천광역시,남동구,간석2동,pre_reform_code_preserved_district_not_reorganized,3604,1904,1700,1522,760,42.2309,21.0877,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820055000,인천광역시 남동구 간석3동,인천광역시,남동구,간석3동,pre_reform_code_preserved_district_not_reorganized,5637,3002,2635,2721,1314,48.2704,23.3103,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820055100,인천광역시 남동구 간석4동,인천광역시,남동구,간석4동,pre_reform_code_preserved_district_not_reorganized,5991,3189,2802,2374,1119,39.6261,18.6780,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820056000,인천광역시 남동구 만수1동,인천광역시,남동구,만수1동,pre_reform_code_preserved_district_not_reorganized,4737,2252,2485,2582,1416,54.5071,29.8923,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820057000,인천광역시 남동구 만수2동,인천광역시,남동구,만수2동,pre_reform_code_preserved_district_not_reorganized,3066,1389,1677,1551,777,50.5871,25.3425,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820058000,인천광역시 남동구 만수3동,인천광역시,남동구,만수3동,pre_reform_code_preserved_district_not_reorganized,2416,1207,1209,1206,633,49.9172,26.2003,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820058100,인천광역시 남동구 만수4동,인천광역시,남동구,만수4동,pre_reform_code_preserved_district_not_reorganized,3380,1496,1884,1669,872,49.3787,25.7988,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820058200,인천광역시 남동구 만수5동,인천광역시,남동구,만수5동,pre_reform_code_preserved_district_not_reorganized,3602,1802,1800,1895,949,52.6097,26.3465,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820058300,인천광역시 남동구 만수6동,인천광역시,남동구,만수6동,pre_reform_code_preserved_district_not_reorganized,3897,1751,2146,2127,1146,54.5804,29.4072,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820065000,인천광역시 남동구 장수서창동,인천광역시,남동구,장수서창동,pre_reform_code_preserved_district_not_reorganized,2487,1301,1186,1328,667,53.3977,26.8195,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820065500,인천광역시 남동구 서창2동,인천광역시,남동구,서창2동,pre_reform_code_preserved_district_not_reorganized,5236,2567,2669,2367,1213,45.2063,23.1665,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820066000,인천광역시 남동구 남촌도림동,인천광역시,남동구,남촌도림동,pre_reform_code_preserved_district_not_reorganized,3488,1911,1577,1795,923,51.4622,26.4622,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820069000,인천광역시 남동구 논현1동,인천광역시,남동구,논현1동,pre_reform_code_preserved_district_not_reorganized,5486,3013,2473,2100,985,38.2793,17.9548,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820070000,인천광역시 남동구 논현2동,인천광역시,남동구,논현2동,pre_reform_code_preserved_district_not_reorganized,6715,3817,2898,2383,1222,35.4877,18.1981,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2820071000,인천광역시 남동구 논현고잔동,인천광역시,남동구,논현고잔동,pre_reform_code_preserved_district_not_reorganized,4567,2376,2191,1742,815,38.1432,17.8454,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823751000,인천광역시 부평구 부평1동,인천광역시,부평구,부평1동,pre_reform_code_preserved_district_not_reorganized,7881,3876,4005,2170,1107,27.5346,14.0464,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823752000,인천광역시 부평구 부평2동,인천광역시,부평구,부평2동,pre_reform_code_preserved_district_not_reorganized,3763,1924,1839,1522,752,40.4465,19.9841,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,3272,1632,1640,1608,835,49.1443,25.5196,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,9007,4644,4363,2904,1369,32.2416,15.1993,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,7371,3798,3573,2277,1033,30.8913,14.0144,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,3865,1957,1908,1352,632,34.9806,16.3519,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,1995,931,1064,830,432,41.6040,21.6541,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,2057,868,1189,1098,588,53.3787,28.5853,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,2691,1138,1553,1654,957,61.4641,35.5630,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823758200,인천광역시 부평구 산곡4동,인천광역시,부평구,산곡4동,pre_reform_code_preserved_district_not_reorganized,1724,659,1065,906,539,52.5522,31.2645,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823759100,인천광역시 부평구 청천1동,인천광역시,부평구,청천1동,pre_reform_code_preserved_district_not_reorganized,2865,1612,1253,993,400,34.6597,13.9616,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823759200,인천광역시 부평구 청천2동,인천광역시,부평구,청천2동,pre_reform_code_preserved_district_not_reorganized,5021,2588,2433,2249,1068,44.7919,21.2707,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823764100,인천광역시 부평구 갈산1동,인천광역시,부평구,갈산1동,pre_reform_code_preserved_district_not_reorganized,2571,1387,1184,1081,529,42.0459,20.5757,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823764200,인천광역시 부평구 갈산2동,인천광역시,부평구,갈산2동,pre_reform_code_preserved_district_not_reorganized,3326,1498,1828,1792,938,53.8785,28.2020,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823764600,인천광역시 부평구 삼산1동,인천광역시,부평구,삼산1동,pre_reform_code_preserved_district_not_reorganized,5005,2309,2696,2843,1565,56.8032,31.2687,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823764800,인천광역시 부평구 삼산2동,인천광역시,부평구,삼산2동,pre_reform_code_preserved_district_not_reorganized,2263,971,1292,1174,667,51.8780,29.4741,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823765000,인천광역시 부평구 부개1동,인천광역시,부평구,부개1동,pre_reform_code_preserved_district_not_reorganized,3543,1778,1765,1818,933,51.3124,26.3336,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823766000,인천광역시 부평구 부개2동,인천광역시,부평구,부개2동,pre_reform_code_preserved_district_not_reorganized,2786,1350,1436,1216,620,43.6468,22.2541,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823766100,인천광역시 부평구 부개3동,인천광역시,부평구,부개3동,pre_reform_code_preserved_district_not_reorganized,4023,1713,2310,1749,917,43.4750,22.7939,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823767000,인천광역시 부평구 일신동,인천광역시,부평구,일신동,pre_reform_code_preserved_district_not_reorganized,1687,851,836,783,416,46.4138,24.6592,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823768000,인천광역시 부평구 십정1동,인천광역시,부평구,십정1동,pre_reform_code_preserved_district_not_reorganized,3753,1925,1828,1605,827,42.7658,22.0357,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2823769000,인천광역시 부평구 십정2동,인천광역시,부평구,십정2동,pre_reform_code_preserved_district_not_reorganized,5848,3374,2474,2803,1233,47.9309,21.0841,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824560100,인천광역시 계양구 효성1동,인천광역시,계양구,효성1동,pre_reform_code_preserved_district_not_reorganized,4042,2079,1963,1997,962,49.4062,23.8001,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824560200,인천광역시 계양구 효성2동,인천광역시,계양구,효성2동,pre_reform_code_preserved_district_not_reorganized,3857,2028,1829,1906,873,49.4166,22.6342,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824561100,인천광역시 계양구 계산1동,인천광역시,계양구,계산1동,pre_reform_code_preserved_district_not_reorganized,5372,3156,2216,2272,913,42.2934,16.9955,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824561200,인천광역시 계양구 계산2동,인천광역시,계양구,계산2동,pre_reform_code_preserved_district_not_reorganized,3763,1911,1852,1735,782,46.1068,20.7813,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824561300,인천광역시 계양구 계산3동,인천광역시,계양구,계산3동,pre_reform_code_preserved_district_not_reorganized,3521,1577,1944,1419,585,40.3011,16.6146,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824561400,인천광역시 계양구 계산4동,인천광역시,계양구,계산4동,pre_reform_code_preserved_district_not_reorganized,3363,1946,1417,1139,565,33.8686,16.8005,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824562100,인천광역시 계양구 작전1동,인천광역시,계양구,작전1동,pre_reform_code_preserved_district_not_reorganized,3622,1667,1955,1648,765,45.4997,21.1209,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824562200,인천광역시 계양구 작전2동,인천광역시,계양구,작전2동,pre_reform_code_preserved_district_not_reorganized,4205,2071,2134,1947,889,46.3020,21.1415,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824564000,인천광역시 계양구 작전서운동,인천광역시,계양구,작전서운동,pre_reform_code_preserved_district_not_reorganized,4753,2435,2318,1939,913,40.7953,19.2089,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824571000,인천광역시 계양구 계양1동,인천광역시,계양구,계양1동,pre_reform_code_preserved_district_not_reorganized,2772,1407,1365,1385,674,49.9639,24.3146,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824572000,인천광역시 계양구 계양2동,인천광역시,계양구,계양2동,pre_reform_code_preserved_district_not_reorganized,7361,3698,3663,3480,1705,47.2762,23.1626,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2824573000,인천광역시 계양구 계양3동,인천광역시,계양구,계양3동,pre_reform_code_preserved_district_not_reorganized,2983,1548,1435,1302,592,43.6473,19.8458,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826051500,인천광역시 서구 검암경서동,인천광역시,서구,검암경서동,requires_2026_07_01_reform_crosswalk,7848,4781,3067,1897,809,24.1718,10.3084,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826053000,인천광역시 서구 연희동,인천광역시,서구,연희동,requires_2026_07_01_reform_crosswalk,8476,4662,3814,3725,1763,43.9476,20.7999,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826053600,인천광역시 서구 청라1동,인천광역시,서구,청라1동,requires_2026_07_01_reform_crosswalk,3626,2007,1619,577,271,15.9129,7.4738,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826053700,인천광역시 서구 청라2동,인천광역시,서구,청라2동,requires_2026_07_01_reform_crosswalk,4990,2596,2394,990,436,19.8397,8.7375,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826053900,인천광역시 서구 청라3동,인천광역시,서구,청라3동,requires_2026_07_01_reform_crosswalk,4611,2483,2128,487,165,10.5617,3.5784,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826054200,인천광역시 서구 가정1동,인천광역시,서구,가정1동,requires_2026_07_01_reform_crosswalk,5922,2992,2930,2370,1071,40.0203,18.0851,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826054300,인천광역시 서구 가정2동,인천광역시,서구,가정2동,requires_2026_07_01_reform_crosswalk,2152,1214,938,601,202,27.9275,9.3866,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826054400,인천광역시 서구 가정3동,인천광역시,서구,가정3동,requires_2026_07_01_reform_crosswalk,1749,936,813,745,316,42.5958,18.0675,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,4932,2754,2178,2223,972,45.0730,19.7080,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,2432,1364,1068,1205,551,49.5477,22.6562,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,3009,1570,1439,1403,659,46.6268,21.9010,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,4085,2213,1872,1852,779,45.3366,19.0698,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,3181,1849,1332,1371,614,43.0997,19.3021,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,2114,922,1192,1161,607,54.9196,28.7133,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,3700,1980,1720,1732,851,46.8108,23.0000,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,2228,1272,956,1059,487,47.5314,21.8582,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,6701,4150,2551,2262,997,33.7562,14.8784,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,4168,2357,1811,1466,759,35.1727,18.2102,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,3674,2116,1558,1101,601,29.9673,16.3582,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,6298,3299,2999,2020,934,32.0737,14.8301,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,3465,2025,1440,1512,714,43.6364,20.6061,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
2025,2025-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,2180,1217,963,761,407,34.9083,18.6697,not_calculated_source_aggregates_ages_60_to_69,jumin_one_person_age_202512.csv
