reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,population_total,population_male,population_female,population_age_60_plus_exact,population_age_70_plus_exact,population_age_60_plus_share_pct,population_age_70_plus_share_pct,population_age_65_plus_status,source_file
2021,2021-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,6145,3326,2819,2357,992,38.3564,16.1432,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,5086,2595,2491,1827,973,35.9221,19.1309,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,13241,6734,6507,3916,1795,29.5748,13.5564,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,3925,2001,1924,1566,793,39.8981,20.2038,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,3192,1644,1548,1268,641,39.7243,20.0815,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,5818,3083,2735,2303,1171,39.5840,20.1272,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,7022,3518,3504,2741,1357,39.0345,19.3250,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,19131,10455,8676,4481,1703,23.4227,8.9018,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,44046,22118,21928,5040,1956,11.4426,4.4408,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,32080,17008,15072,3988,1866,12.4314,5.8167,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,3947,2197,1750,1943,867,49.2273,21.9661,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,6940,3580,3360,2118,985,30.5187,14.1931,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,5929,3019,2910,2223,1134,37.4937,19.1263,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,7597,3727,3870,2868,1484,37.7517,19.5340,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,10394,5080,5314,2968,1381,28.5549,13.2865,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,3561,1846,1715,1470,724,41.2805,20.3314,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,1571,764,807,614,313,39.0834,19.9236,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,2722,1403,1319,1262,661,46.3630,24.2836,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814060500,인천광역시 동구 송림3.5동,인천광역시,동구,송림3.5동,requires_2026_07_01_reform_crosswalk,7529,3850,3679,2493,1218,33.1120,16.1774,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814061000,인천광역시 동구 송림4동,인천광역시,동구,송림4동,requires_2026_07_01_reform_crosswalk,6132,3176,2956,1199,467,19.5532,7.6158,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814063000,인천광역시 동구 송림6동,인천광역시,동구,송림6동,requires_2026_07_01_reform_crosswalk,6203,3105,3098,1820,845,29.3406,13.6224,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2814064000,인천광역시 동구 금창동,인천광역시,동구,금창동,requires_2026_07_01_reform_crosswalk,2908,1448,1460,1291,717,44.3948,24.6561,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817751000,인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,숭의2동,pre_reform_code_preserved_district_not_reorganized,14726,7424,7302,4057,1927,27.5499,13.0857,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817752000,인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,숭의1.3동,pre_reform_code_preserved_district_not_reorganized,13855,6900,6955,3284,1521,23.7026,10.9780,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817753000,인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,숭의4동,pre_reform_code_preserved_district_not_reorganized,16409,8237,8172,4718,2195,28.7525,13.3768,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,17411,9471,7940,5345,2649,30.6990,15.2145,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,17948,9006,8942,4668,2191,26.0085,12.2075,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,7642,4051,3591,2848,1421,37.2677,18.5946,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,47690,23646,24044,9862,4130,20.6794,8.6601,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,32105,15995,16110,7544,3157,23.4979,9.8334,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,18265,8956,9309,5257,2449,28.7818,13.4082,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,23296,11636,11660,6053,2731,25.9830,11.7230,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,33023,16792,16231,7440,3030,22.5298,9.1754,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,20533,10784,9749,3757,1406,18.2974,6.8475,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,16785,8460,8325,5363,2493,31.9511,14.8525,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,8762,4459,4303,2813,1339,32.1045,15.2819,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,13460,6752,6708,4968,2417,36.9094,17.9569,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,20674,10358,10316,5581,2446,26.9953,11.8313,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,21988,10978,11010,5181,2220,23.5629,10.0964,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817768000,인천광역시 미추홀구 주안7동,인천광역시,미추홀구,주안7동,pre_reform_code_preserved_district_not_reorganized,12524,6094,6430,4334,1984,34.6056,15.8416,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,20995,10240,10755,5819,2476,27.7161,11.7933,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,15123,7387,7736,4330,1786,28.6319,11.8098,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,14250,7657,6593,2977,1217,20.8912,8.5404,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,19332,9569,9763,4741,2083,24.5241,10.7749,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,20365,10043,10322,4544,1852,22.3128,9.0940,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,17176,8888,8288,5129,1962,29.8614,11.4229,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,19404,10624,8780,4570,1765,23.5518,9.0961,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,21168,10402,10766,5036,1992,23.7906,9.4104,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818576300,인천광역시 연수구 연수3동,인천광역시,연수구,연수3동,pre_reform_code_preserved_district_not_reorganized,16112,7645,8467,4717,2041,29.2763,12.6676,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818576600,인천광역시 연수구 청학동,인천광역시,연수구,청학동,pre_reform_code_preserved_district_not_reorganized,24815,12866,11949,6971,2822,28.0919,11.3722,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818578000,인천광역시 연수구 동춘1동,인천광역시,연수구,동춘1동,pre_reform_code_preserved_district_not_reorganized,25462,12522,12940,4765,1501,18.7142,5.8951,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818579000,인천광역시 연수구 동춘2동,인천광역시,연수구,동춘2동,pre_reform_code_preserved_district_not_reorganized,18328,8899,9429,3733,1345,20.3677,7.3385,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818579500,인천광역시 연수구 동춘3동,인천광역시,연수구,동춘3동,pre_reform_code_preserved_district_not_reorganized,18558,9027,9531,3494,1362,18.8275,7.3392,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818582000,인천광역시 연수구 송도1동,인천광역시,연수구,송도1동,pre_reform_code_preserved_district_not_reorganized,37659,18448,19211,5606,1870,14.8862,4.9656,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818583000,인천광역시 연수구 송도2동,인천광역시,연수구,송도2동,pre_reform_code_preserved_district_not_reorganized,36729,18030,18699,3607,1171,9.8206,3.1882,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818584000,인천광역시 연수구 송도3동,인천광역시,연수구,송도3동,pre_reform_code_preserved_district_not_reorganized,49052,24053,24999,4787,1540,9.7590,3.1395,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818585000,인천광역시 연수구 송도4동,인천광역시,연수구,송도4동,pre_reform_code_preserved_district_not_reorganized,25468,12603,12865,2501,721,9.8202,2.8310,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2818586000,인천광역시 연수구 송도5동,인천광역시,연수구,송도5동,pre_reform_code_preserved_district_not_reorganized,40016,19798,20218,3867,965,9.6636,2.4115,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820051000,인천광역시 남동구 구월1동,인천광역시,남동구,구월1동,pre_reform_code_preserved_district_not_reorganized,31445,15295,16150,6428,2406,20.4420,7.6515,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820052000,인천광역시 남동구 구월2동,인천광역시,남동구,구월2동,pre_reform_code_preserved_district_not_reorganized,35508,17473,18035,6926,2555,19.5055,7.1956,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820052100,인천광역시 남동구 구월3동,인천광역시,남동구,구월3동,pre_reform_code_preserved_district_not_reorganized,30158,15049,15109,5167,2000,17.1331,6.6317,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820052200,인천광역시 남동구 구월4동,인천광역시,남동구,구월4동,pre_reform_code_preserved_district_not_reorganized,14630,7391,7239,4376,1893,29.9111,12.9392,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820053000,인천광역시 남동구 간석1동,인천광역시,남동구,간석1동,pre_reform_code_preserved_district_not_reorganized,21199,10457,10742,5882,2631,27.7466,12.4110,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820054000,인천광역시 남동구 간석2동,인천광역시,남동구,간석2동,pre_reform_code_preserved_district_not_reorganized,21965,10963,11002,5353,2264,24.3706,10.3073,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820055000,인천광역시 남동구 간석3동,인천광역시,남동구,간석3동,pre_reform_code_preserved_district_not_reorganized,27576,13738,13838,7382,3041,26.7697,11.0277,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820055100,인천광역시 남동구 간석4동,인천광역시,남동구,간석4동,pre_reform_code_preserved_district_not_reorganized,29093,14529,14564,7171,2857,24.6485,9.8202,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820056000,인천광역시 남동구 만수1동,인천광역시,남동구,만수1동,pre_reform_code_preserved_district_not_reorganized,17128,8359,8769,5395,2438,31.4981,14.2340,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820057000,인천광역시 남동구 만수2동,인천광역시,남동구,만수2동,pre_reform_code_preserved_district_not_reorganized,24289,11903,12386,5911,2291,24.3361,9.4323,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820058000,인천광역시 남동구 만수3동,인천광역시,남동구,만수3동,pre_reform_code_preserved_district_not_reorganized,17709,8959,8750,4262,1642,24.0669,9.2721,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820058100,인천광역시 남동구 만수4동,인천광역시,남동구,만수4동,pre_reform_code_preserved_district_not_reorganized,21056,10283,10773,5470,2172,25.9783,10.3153,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820058200,인천광역시 남동구 만수5동,인천광역시,남동구,만수5동,pre_reform_code_preserved_district_not_reorganized,15307,7624,7683,4994,2158,32.6256,14.0981,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820058300,인천광역시 남동구 만수6동,인천광역시,남동구,만수6동,pre_reform_code_preserved_district_not_reorganized,24342,11809,12533,6488,2672,26.6535,10.9769,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820065000,인천광역시 남동구 장수서창동,인천광역시,남동구,장수서창동,pre_reform_code_preserved_district_not_reorganized,19919,9921,9998,5012,1903,25.1619,9.5537,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820065500,인천광역시 남동구 서창2동,인천광역시,남동구,서창2동,pre_reform_code_preserved_district_not_reorganized,39527,19636,19891,6711,2346,16.9783,5.9352,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820066000,인천광역시 남동구 남촌도림동,인천광역시,남동구,남촌도림동,pre_reform_code_preserved_district_not_reorganized,21097,10822,10275,5581,2222,26.4540,10.5323,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820069000,인천광역시 남동구 논현1동,인천광역시,남동구,논현1동,pre_reform_code_preserved_district_not_reorganized,32014,16151,15863,6208,2354,19.3915,7.3530,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820070000,인천광역시 남동구 논현2동,인천광역시,남동구,논현2동,pre_reform_code_preserved_district_not_reorganized,32974,16670,16304,7043,2993,21.3593,9.0768,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2820071000,인천광역시 남동구 논현고잔동,인천광역시,남동구,논현고잔동,pre_reform_code_preserved_district_not_reorganized,41336,20436,20900,6085,2201,14.7208,5.3247,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823751000,인천광역시 부평구 부평1동,인천광역시,부평구,부평1동,pre_reform_code_preserved_district_not_reorganized,36682,17662,19020,8372,3482,22.8232,9.4924,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823752000,인천광역시 부평구 부평2동,인천광역시,부평구,부평2동,pre_reform_code_preserved_district_not_reorganized,14921,7441,7480,4027,1798,26.9888,12.0501,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,12746,6353,6393,3974,1792,31.1784,14.0593,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,36983,18276,18707,8010,3317,21.6586,8.9690,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,31745,15644,16101,6316,2562,19.8960,8.0706,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,14975,7375,7600,3848,1606,25.6962,10.7245,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,11697,5892,5805,3627,1525,31.0080,13.0375,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,31200,15363,15837,6629,2522,21.2468,8.0833,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,22079,10713,11366,6902,3132,31.2605,14.1854,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823758200,인천광역시 부평구 산곡4동,인천광역시,부평구,산곡4동,pre_reform_code_preserved_district_not_reorganized,17762,8489,9273,4302,1755,24.2202,9.8806,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823759100,인천광역시 부평구 청천1동,인천광역시,부평구,청천1동,pre_reform_code_preserved_district_not_reorganized,6913,3709,3204,1959,744,28.3379,10.7623,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823759200,인천광역시 부평구 청천2동,인천광역시,부평구,청천2동,pre_reform_code_preserved_district_not_reorganized,35302,17630,17672,7934,3015,22.4746,8.5406,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823764100,인천광역시 부평구 갈산1동,인천광역시,부평구,갈산1동,pre_reform_code_preserved_district_not_reorganized,16570,8399,8171,4136,1589,24.9608,9.5896,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823764200,인천광역시 부평구 갈산2동,인천광역시,부평구,갈산2동,pre_reform_code_preserved_district_not_reorganized,18724,9088,9636,5417,2141,28.9308,11.4345,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823764600,인천광역시 부평구 삼산1동,인천광역시,부평구,삼산1동,pre_reform_code_preserved_district_not_reorganized,33290,16284,17006,7745,3124,23.2652,9.3842,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823764800,인천광역시 부평구 삼산2동,인천광역시,부평구,삼산2동,pre_reform_code_preserved_district_not_reorganized,28818,13953,14865,5073,1978,17.6036,6.8638,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823765000,인천광역시 부평구 부개1동,인천광역시,부평구,부개1동,pre_reform_code_preserved_district_not_reorganized,16165,8115,8050,5238,2245,32.4033,13.8880,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823766000,인천광역시 부평구 부개2동,인천광역시,부평구,부개2동,pre_reform_code_preserved_district_not_reorganized,20059,9814,10245,4623,1861,23.0470,9.2776,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823766100,인천광역시 부평구 부개3동,인천광역시,부평구,부개3동,pre_reform_code_preserved_district_not_reorganized,30754,14788,15966,6553,2558,21.3078,8.3176,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823767000,인천광역시 부평구 일신동,인천광역시,부평구,일신동,pre_reform_code_preserved_district_not_reorganized,12565,6412,6153,3388,1268,26.9638,10.0915,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823768000,인천광역시 부평구 십정1동,인천광역시,부평구,십정1동,pre_reform_code_preserved_district_not_reorganized,13933,7072,6861,3972,1696,28.5079,12.1725,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2823769000,인천광역시 부평구 십정2동,인천광역시,부평구,십정2동,pre_reform_code_preserved_district_not_reorganized,22882,11876,11006,6797,2733,29.7046,11.9439,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824560100,인천광역시 계양구 효성1동,인천광역시,계양구,효성1동,pre_reform_code_preserved_district_not_reorganized,27361,13726,13635,7015,2579,25.6387,9.4258,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824560200,인천광역시 계양구 효성2동,인천광역시,계양구,효성2동,pre_reform_code_preserved_district_not_reorganized,28995,14677,14318,7133,2589,24.6008,8.9291,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824561100,인천광역시 계양구 계산1동,인천광역시,계양구,계산1동,pre_reform_code_preserved_district_not_reorganized,19230,10138,9092,5355,1983,27.8471,10.3120,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824561200,인천광역시 계양구 계산2동,인천광역시,계양구,계산2동,pre_reform_code_preserved_district_not_reorganized,15790,7852,7938,4525,1583,28.6574,10.0253,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824561300,인천광역시 계양구 계산3동,인천광역시,계양구,계산3동,pre_reform_code_preserved_district_not_reorganized,19091,9143,9948,4353,1308,22.8013,6.8514,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824561400,인천광역시 계양구 계산4동,인천광역시,계양구,계산4동,pre_reform_code_preserved_district_not_reorganized,23166,11697,11469,4056,1275,17.5084,5.5038,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824562100,인천광역시 계양구 작전1동,인천광역시,계양구,작전1동,pre_reform_code_preserved_district_not_reorganized,27815,13633,14182,6197,2141,22.2793,7.6973,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824562200,인천광역시 계양구 작전2동,인천광역시,계양구,작전2동,pre_reform_code_preserved_district_not_reorganized,19816,9783,10033,5370,1993,27.0993,10.0575,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824564000,인천광역시 계양구 작전서운동,인천광역시,계양구,작전서운동,pre_reform_code_preserved_district_not_reorganized,34996,17424,17572,6147,2202,17.5649,6.2921,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
2021,2021-12,2824571000,인천광역시 계양구 계양1동,인천광역시,계양구,계양1동,pre_reform_code_preserved_district_not_reorganized,20887,10342,10545,5238,2065,25.0778,9.8865,not_calculated_source_aggregates_ages_60_to_69,jumin_population_age_202112.csv
