source_date,mode,place_id,source_id,source_code,name,source_district,district,dong,admin_dong_code,latitude,longitude,coordinate_status,in_incheon
20260228,bus,bus:168000616,168000616,42616,LG아파트후문,서구,검단구,원당동,,37.5948924,126.6970070,valid_header_swapped,true
20260228,bus,bus:168000617,168000617,42617,LG아파트후문,서구,검단구,원당동,,37.5947743,126.6964594,valid_header_swapped,true
20260228,bus,bus:168000297,168000297,42297,LG전자(주),서구,서해구,검암경서동,,37.5562376,126.6414731,valid_header_swapped,true
20260228,bus,bus:161000494,161000494,35494,LH1단지,중구,영종구,영종동,,37.4835924,126.4997147,valid_header_swapped,true
20260228,bus,bus:161000769,161000769,35769,LH49단지행복주택아파트,중구,영종구,중산동,,37.4937569,126.5707937,valid_header_swapped,true
20260228,bus,bus:161000768,161000768,35768,LH49단지행복주택아파트,중구,영종구,중산동,,37.4935571,126.5711717,valid_header_swapped,true
20260228,bus,bus:161000452,161000452,35452,LH7단지,중구,영종구,영종동,,37.4851350,126.5500592,valid_header_swapped,true
20260228,bus,bus:161000451,161000451,35451,LH7단지,중구,영종구,영종동,,37.4849087,126.5498469,valid_header_swapped,true
20260228,bus,bus:163000635,163000635,37635,LH미추홀3단지,미추홀구,미추홀구,용현2동,,37.4593331,126.6424652,valid_header_swapped,true
20260228,bus,bus:163000222,163000222,37222,LH미추홀3단지,미추홀구,미추홀구,용현2동,,37.4590632,126.6439043,valid_header_swapped,true
20260228,bus,bus:168001212,168001212,89212,NKG물류센터,서구,서해구,신현원창동,,37.5027715,126.6101406,valid_header_swapped,true
20260228,bus,bus:167000084,167000084,41084,SH글로벌,계양구,계양구,작전서운동,,37.5256645,126.7377363,valid_header_swapped,true
20260228,bus,bus:167000083,167000083,41083,SH글로벌,계양구,계양구,작전서운동,,37.5255154,126.7382369,valid_header_swapped,true
20260228,bus,bus:168001231,168001231,89231,SK.GS주유소,서구,서해구,가좌1동,,37.4928126,126.6612961,valid_header_swapped,true
20260228,bus,bus:168001230,168001230,89230,SK.GS주유소,서구,서해구,가좌1동,,37.4928172,126.6609307,valid_header_swapped,true
20260228,bus,bus:161000638,161000638,35638,SKLPG충전사업소,중구,제물포구,연안동,,37.4488859,126.6019261,valid_header_swapped,true
20260228,bus,bus:161000636,161000636,35636,SKLPG충전사업소,중구,제물포구,연안동,,37.4487661,126.6022718,valid_header_swapped,true
20260228,bus,bus:161000949,161000949,35949,SKY184전망대,중구,영종구,영종동,,,,missing,false
20260228,bus,bus:168000889,168000889,42889,SK뷰아파트,서구,서해구,청라3동,,37.5257426,126.6306538,valid_header_swapped,true
20260228,bus,bus:168000888,168000888,42888,SK뷰아파트,서구,서해구,청라3동,,37.5258896,126.6304727,valid_header_swapped,true
20260228,bus,bus:163000601,163000601,37601,SK스카이뷰,미추홀구,미추홀구,용현5동,,37.4481289,126.6470999,valid_header_swapped,true
20260228,bus,bus:163000587,163000587,37587,SK스카이뷰104동,미추홀구,미추홀구,용현5동,,37.4481038,126.6426474,valid_header_swapped,true
20260228,bus,bus:163000607,163000607,37607,SK스카이뷰109동,미추홀구,미추홀구,용현5동,,37.4513085,126.6439429,valid_header_swapped,true
20260228,bus,bus:168000767,168000767,42767,SK인천석유화학,서구,서해구,석남1동,,37.5118653,126.6618762,valid_header_swapped,true
20260228,bus,bus:168000768,168000768,42768,SK인천석유화학,서구,서해구,석남1동,,37.5119925,126.6623086,valid_header_swapped,true
20260228,bus,bus:168000956,168000956,42956,SK주유소,서구,서해구,신현원창동,,37.5120930,126.6491631,valid_header_swapped,true
20260228,bus,bus:161000287,161000287,35287,SK주유소앞,중구,제물포구,신흥동,,37.4337272,126.6243752,valid_header_swapped,true
20260228,bus,bus:161000539,161000539,35539,SK주유소앞,중구,제물포구,신흥동,,37.4327644,126.6232483,valid_header_swapped,true
20260228,bus,bus:161000085,161000085,35085,SK충전소,중구,제물포구,연안동,,37.4562902,126.6083254,valid_header_swapped,true
20260228,bus,bus:164000626,164000626,38624,e편한세상 정문,연수구,연수구,송도5동,,37.4129340,126.6157473,valid_header_swapped,true
