reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,households_total,one_person_households,two_person_households,three_person_households,four_person_households,five_person_households,six_person_households,seven_person_households,eight_person_households,nine_person_households,ten_plus_person_households,one_person_household_share_pct,source_file
2023,2023-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,7390,3266,1901,1315,720,140,37,4,4,0,3,44.1949,jumin_households_size_202312.csv
2023,2023-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,18054,9054,4250,2626,1654,379,74,11,3,2,1,50.1496,jumin_households_size_202312.csv
2023,2023-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,16410,7250,4108,2739,1819,412,69,12,0,1,0,44.1804,jumin_households_size_202312.csv
2023,2023-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,7304,3269,1908,1194,734,157,30,6,2,1,3,44.7563,jumin_households_size_202312.csv
2023,2023-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,6509,2162,1818,1407,899,177,37,6,2,0,1,33.2155,jumin_households_size_202312.csv
2023,2023-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,10737,2072,2685,2690,2554,586,114,29,5,1,1,19.2978,jumin_households_size_202312.csv
2023,2023-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,8619,2639,2374,1820,1344,339,79,15,7,1,1,30.6184,jumin_households_size_202312.csv
2023,2023-12,2823758200,인천광역시 부평구 산곡4동,인천광역시,부평구,산곡4동,pre_reform_code_preserved_district_not_reorganized,6522,1627,1745,1535,1256,285,50,18,6,0,0,24.9463,jumin_households_size_202312.csv
2023,2023-12,2823759100,인천광역시 부평구 청천1동,인천광역시,부평구,청천1동,pre_reform_code_preserved_district_not_reorganized,7634,2549,2131,1701,1059,165,26,0,3,0,0,33.3901,jumin_households_size_202312.csv
2023,2023-12,2823759200,인천광역시 부평구 청천2동,인천광역시,부평구,청천2동,pre_reform_code_preserved_district_not_reorganized,14381,4683,3879,2990,2249,467,85,24,3,1,0,32.5638,jumin_households_size_202312.csv
2023,2023-12,2823764100,인천광역시 부평구 갈산1동,인천광역시,부평구,갈산1동,pre_reform_code_preserved_district_not_reorganized,7126,2739,1884,1402,875,187,33,4,2,0,0,38.4367,jumin_households_size_202312.csv
2023,2023-12,2823764200,인천광역시 부평구 갈산2동,인천광역시,부평구,갈산2동,pre_reform_code_preserved_district_not_reorganized,8104,3252,2055,1387,1057,270,60,14,6,1,2,40.1283,jumin_households_size_202312.csv
2023,2023-12,2823764600,인천광역시 부평구 삼산1동,인천광역시,부평구,삼산1동,pre_reform_code_preserved_district_not_reorganized,14278,4925,3698,2847,2317,410,71,10,0,0,0,34.4936,jumin_households_size_202312.csv
2023,2023-12,2823764800,인천광역시 부평구 삼산2동,인천광역시,부평구,삼산2동,pre_reform_code_preserved_district_not_reorganized,10191,2159,2451,2409,2547,549,62,8,6,0,0,21.1854,jumin_households_size_202312.csv
2023,2023-12,2823765000,인천광역시 부평구 부개1동,인천광역시,부평구,부개1동,pre_reform_code_preserved_district_not_reorganized,7856,3420,2218,1221,766,179,37,9,4,1,1,43.5336,jumin_households_size_202312.csv
2023,2023-12,2823766000,인천광역시 부평구 부개2동,인천광역시,부평구,부개2동,pre_reform_code_preserved_district_not_reorganized,8300,2794,2211,1693,1270,270,50,10,2,0,0,33.6627,jumin_households_size_202312.csv
2023,2023-12,2823766100,인천광역시 부평구 부개3동,인천광역시,부평구,부개3동,pre_reform_code_preserved_district_not_reorganized,12122,3843,3168,2586,2058,381,67,15,3,1,0,31.7027,jumin_households_size_202312.csv
2023,2023-12,2823767000,인천광역시 부평구 일신동,인천광역시,부평구,일신동,pre_reform_code_preserved_district_not_reorganized,5043,1613,1472,996,735,193,24,8,0,0,2,31.9849,jumin_households_size_202312.csv
2023,2023-12,2823768000,인천광역시 부평구 십정1동,인천광역시,부평구,십정1동,pre_reform_code_preserved_district_not_reorganized,11296,4045,3366,2196,1345,279,54,8,1,2,0,35.8091,jumin_households_size_202312.csv
2023,2023-12,2823769000,인천광역시 부평구 십정2동,인천광역시,부평구,십정2동,pre_reform_code_preserved_district_not_reorganized,11171,5609,2750,1528,975,242,51,12,2,1,1,50.2104,jumin_households_size_202312.csv
2023,2023-12,2824560100,인천광역시 계양구 효성1동,인천광역시,계양구,효성1동,pre_reform_code_preserved_district_not_reorganized,11617,3853,3245,2376,1666,390,73,12,2,0,0,33.1669,jumin_households_size_202312.csv
2023,2023-12,2824560200,인천광역시 계양구 효성2동,인천광역시,계양구,효성2동,pre_reform_code_preserved_district_not_reorganized,11469,3410,3250,2455,1844,411,75,21,3,0,0,29.7323,jumin_households_size_202312.csv
2023,2023-12,2824561100,인천광역시 계양구 계산1동,인천광역시,계양구,계산1동,pre_reform_code_preserved_district_not_reorganized,9680,5039,2308,1320,805,166,36,5,1,0,0,52.0558,jumin_households_size_202312.csv
2023,2023-12,2824561200,인천광역시 계양구 계산2동,인천광역시,계양구,계산2동,pre_reform_code_preserved_district_not_reorganized,7627,3730,1949,1112,654,137,34,6,4,0,1,48.9052,jumin_households_size_202312.csv
2023,2023-12,2824561300,인천광역시 계양구 계산3동,인천광역시,계양구,계산3동,pre_reform_code_preserved_district_not_reorganized,8447,3298,2313,1591,985,218,30,10,2,0,0,39.0434,jumin_households_size_202312.csv
2023,2023-12,2824561400,인천광역시 계양구 계산4동,인천광역시,계양구,계산4동,pre_reform_code_preserved_district_not_reorganized,9222,3196,1744,1867,1949,398,48,16,4,0,0,34.6563,jumin_households_size_202312.csv
2023,2023-12,2824562100,인천광역시 계양구 작전1동,인천광역시,계양구,작전1동,pre_reform_code_preserved_district_not_reorganized,10980,3383,2918,2358,1886,362,59,9,1,4,0,30.8106,jumin_households_size_202312.csv
2023,2023-12,2824562200,인천광역시 계양구 작전2동,인천광역시,계양구,작전2동,pre_reform_code_preserved_district_not_reorganized,8735,3506,2434,1558,996,188,40,7,4,2,0,40.1374,jumin_households_size_202312.csv
2023,2023-12,2824564000,인천광역시 계양구 작전서운동,인천광역시,계양구,작전서운동,pre_reform_code_preserved_district_not_reorganized,13938,4517,3385,2997,2427,489,93,25,3,1,1,32.4078,jumin_households_size_202312.csv
2023,2023-12,2824571000,인천광역시 계양구 계양1동,인천광역시,계양구,계양1동,pre_reform_code_preserved_district_not_reorganized,8261,2683,2236,1718,1233,309,60,11,5,1,5,32.4779,jumin_households_size_202312.csv
2023,2023-12,2824572000,인천광역시 계양구 계양2동,인천광역시,계양구,계양2동,pre_reform_code_preserved_district_not_reorganized,15853,6992,4118,2640,1658,369,56,16,1,0,3,44.1052,jumin_households_size_202312.csv
2023,2023-12,2824573000,인천광역시 계양구 계양3동,인천광역시,계양구,계양3동,pre_reform_code_preserved_district_not_reorganized,9811,2866,2607,2112,1669,455,81,16,3,1,1,29.2121,jumin_households_size_202312.csv
2023,2023-12,2826051500,인천광역시 서구 검암경서동,인천광역시,서구,검암경서동,requires_2026_07_01_reform_crosswalk,23807,8647,5848,4739,3575,802,152,30,8,4,2,36.3213,jumin_households_size_202312.csv
2023,2023-12,2826053000,인천광역시 서구 연희동,인천광역시,서구,연희동,requires_2026_07_01_reform_crosswalk,18540,8324,4533,3025,2068,498,70,17,3,2,0,44.8975,jumin_households_size_202312.csv
2023,2023-12,2826053600,인천광역시 서구 청라1동,인천광역시,서구,청라1동,requires_2026_07_01_reform_crosswalk,11818,3563,2236,2686,2620,585,99,20,6,2,1,30.1489,jumin_households_size_202312.csv
2023,2023-12,2826053700,인천광역시 서구 청라2동,인천광역시,서구,청라2동,requires_2026_07_01_reform_crosswalk,17926,4901,3476,4000,4379,940,169,44,10,4,3,27.3402,jumin_households_size_202312.csv
2023,2023-12,2826053900,인천광역시 서구 청라3동,인천광역시,서구,청라3동,requires_2026_07_01_reform_crosswalk,13571,4051,2438,3006,3149,771,121,25,6,0,4,29.8504,jumin_households_size_202312.csv
2023,2023-12,2826054200,인천광역시 서구 가정1동,인천광역시,서구,가정1동,requires_2026_07_01_reform_crosswalk,17392,5851,3982,3681,3153,622,81,17,4,1,0,33.6419,jumin_households_size_202312.csv
2023,2023-12,2826054300,인천광역시 서구 가정2동,인천광역시,서구,가정2동,requires_2026_07_01_reform_crosswalk,7103,2217,1761,1633,1236,216,33,6,1,0,0,31.2122,jumin_households_size_202312.csv
2023,2023-12,2826054400,인천광역시 서구 가정3동,인천광역시,서구,가정3동,requires_2026_07_01_reform_crosswalk,4190,1722,1119,724,470,124,28,2,1,0,0,41.0979,jumin_households_size_202312.csv
2023,2023-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,10442,4760,2770,1635,965,256,46,9,0,1,0,45.5851,jumin_households_size_202312.csv
2023,2023-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,5875,2450,1661,989,593,148,24,8,1,0,1,41.7021,jumin_households_size_202312.csv
2023,2023-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,6314,2784,1728,1049,570,151,25,4,2,0,1,44.0925,jumin_households_size_202312.csv
2023,2023-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,12580,4007,3339,2613,2039,472,85,17,5,2,1,31.8521,jumin_households_size_202312.csv
2023,2023-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,6574,3118,1789,991,518,135,17,4,0,1,1,47.4293,jumin_households_size_202312.csv
2023,2023-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,7501,2031,2087,1696,1291,315,62,14,3,1,1,27.0764,jumin_households_size_202312.csv
2023,2023-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,7891,3486,2254,1230,754,136,24,4,2,1,0,44.1769,jumin_households_size_202312.csv
2023,2023-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,5634,2245,1542,1053,637,132,20,3,2,0,0,39.8474,jumin_households_size_202312.csv
2023,2023-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,14995,6267,3465,2578,2061,515,85,19,5,0,0,41.7939,jumin_households_size_202312.csv
2023,2023-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,9756,3213,2418,1946,1691,391,78,13,6,0,0,32.9336,jumin_households_size_202312.csv
2023,2023-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,9562,3431,1980,1888,1733,437,74,14,3,2,0,35.8816,jumin_households_size_202312.csv
2023,2023-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,12030,3937,2883,2542,2129,431,85,15,7,0,1,32.7265,jumin_households_size_202312.csv
2023,2023-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,10023,3228,2393,2039,1808,457,80,13,2,0,3,32.2059,jumin_households_size_202312.csv
2023,2023-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,8101,2037,1835,1802,1768,524,103,24,4,3,1,25.1450,jumin_households_size_202312.csv
2023,2023-12,2826074000,인천광역시 서구 아라동,인천광역시,서구,아라동,requires_2026_07_01_reform_crosswalk,24543,5518,5550,6452,5768,1066,155,27,6,1,0,22.4830,jumin_households_size_202312.csv
2023,2023-12,2871025000,인천광역시 강화군 강화읍,인천광역시,강화군,강화읍,pre_reform_code_preserved_district_not_reorganized,10669,4498,2988,1614,1062,368,101,23,10,2,3,42.1595,jumin_households_size_202312.csv
2023,2023-12,2871031000,인천광역시 강화군 선원면,인천광역시,강화군,선원면,pre_reform_code_preserved_district_not_reorganized,3646,1395,1090,548,411,152,43,6,1,0,0,38.2611,jumin_households_size_202312.csv
2023,2023-12,2871032000,인천광역시 강화군 불은면,인천광역시,강화군,불은면,pre_reform_code_preserved_district_not_reorganized,2772,1336,927,291,131,60,19,4,3,0,1,48.1962,jumin_households_size_202312.csv
2023,2023-12,2871033000,인천광역시 강화군 길상면,인천광역시,강화군,길상면,pre_reform_code_preserved_district_not_reorganized,3662,1634,1144,498,231,103,33,10,6,1,2,44.6204,jumin_households_size_202312.csv
2023,2023-12,2871034000,인천광역시 강화군 화도면,인천광역시,강화군,화도면,pre_reform_code_preserved_district_not_reorganized,2475,1223,777,262,123,56,28,4,1,0,1,49.4141,jumin_households_size_202312.csv
2023,2023-12,2871035000,인천광역시 강화군 양도면,인천광역시,강화군,양도면,pre_reform_code_preserved_district_not_reorganized,2205,981,779,267,108,44,16,6,1,1,2,44.4898,jumin_households_size_202312.csv
2023,2023-12,2871036000,인천광역시 강화군 내가면,인천광역시,강화군,내가면,pre_reform_code_preserved_district_not_reorganized,1653,776,580,176,76,22,15,5,1,2,0,46.9449,jumin_households_size_202312.csv
2023,2023-12,2871037000,인천광역시 강화군 하점면,인천광역시,강화군,하점면,pre_reform_code_preserved_district_not_reorganized,2085,937,736,236,101,39,26,5,2,1,2,44.9400,jumin_households_size_202312.csv
2023,2023-12,2871038000,인천광역시 강화군 양사면,인천광역시,강화군,양사면,pre_reform_code_preserved_district_not_reorganized,1028,491,347,103,52,20,12,2,0,0,1,47.7626,jumin_households_size_202312.csv
2023,2023-12,2871039000,인천광역시 강화군 송해면,인천광역시,강화군,송해면,pre_reform_code_preserved_district_not_reorganized,1664,702,590,210,102,36,20,1,2,1,0,42.1875,jumin_households_size_202312.csv
2023,2023-12,2871040000,인천광역시 강화군 교동면,인천광역시,강화군,교동면,pre_reform_code_preserved_district_not_reorganized,1537,720,556,169,56,27,7,1,1,0,0,46.8445,jumin_households_size_202312.csv
2023,2023-12,2871041000,인천광역시 강화군 삼산면,인천광역시,강화군,삼산면,pre_reform_code_preserved_district_not_reorganized,1206,627,371,138,45,19,3,2,0,0,1,51.9900,jumin_households_size_202312.csv
2023,2023-12,2871042000,인천광역시 강화군 서도면,인천광역시,강화군,서도면,pre_reform_code_preserved_district_not_reorganized,222,121,72,17,5,4,1,1,0,1,0,54.5045,jumin_households_size_202312.csv
2023,2023-12,2871042500,인천광역시 강화군 서도면볼음출장소,인천광역시,강화군,서도면볼음출장소,pre_reform_code_preserved_district_not_reorganized,181,111,54,11,4,1,0,0,0,0,0,61.3260,jumin_households_size_202312.csv
2023,2023-12,2872031000,인천광역시 옹진군 북도면,인천광역시,옹진군,북도면,pre_reform_code_preserved_district_not_reorganized,667,363,190,71,23,11,5,3,1,0,0,54.4228,jumin_households_size_202312.csv
2023,2023-12,2872031500,인천광역시 옹진군 북도면장봉출장소,인천광역시,옹진군,북도면장봉출장소,pre_reform_code_preserved_district_not_reorganized,541,296,165,57,14,4,2,0,1,0,2,54.7135,jumin_households_size_202312.csv
2023,2023-12,2872033000,인천광역시 옹진군 백령면,인천광역시,옹진군,백령면,pre_reform_code_preserved_district_not_reorganized,2929,1842,593,246,167,54,21,3,3,0,0,62.8884,jumin_households_size_202312.csv
2023,2023-12,2872034000,인천광역시 옹진군 대청면,인천광역시,옹진군,대청면,pre_reform_code_preserved_district_not_reorganized,781,519,170,46,33,9,2,1,1,0,0,66.4533,jumin_households_size_202312.csv
2023,2023-12,2872034500,인천광역시 옹진군 대청면소청출장소,인천광역시,옹진군,대청면소청출장소,pre_reform_code_preserved_district_not_reorganized,172,130,37,4,0,1,0,0,0,0,0,75.5814,jumin_households_size_202312.csv
2023,2023-12,2872035000,인천광역시 옹진군 덕적면,인천광역시,옹진군,덕적면,pre_reform_code_preserved_district_not_reorganized,1222,749,323,94,39,13,1,2,0,0,1,61.2930,jumin_households_size_202312.csv
2023,2023-12,2872036000,인천광역시 옹진군 영흥면,인천광역시,옹진군,영흥면,pre_reform_code_preserved_district_not_reorganized,3789,2128,967,393,206,69,17,8,1,0,0,56.1626,jumin_households_size_202312.csv
2023,2023-12,2872037000,인천광역시 옹진군 자월면,인천광역시,옹진군,자월면,pre_reform_code_preserved_district_not_reorganized,604,360,165,51,18,6,2,0,0,1,1,59.6026,jumin_households_size_202312.csv
2023,2023-12,2872037500,인천광역시 옹진군 자월면이작출장소,인천광역시,옹진군,자월면이작출장소,pre_reform_code_preserved_district_not_reorganized,232,137,64,21,8,2,0,0,0,0,0,59.0517,jumin_households_size_202312.csv
2023,2023-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,1500,1143,211,87,38,19,2,0,0,0,0,76.2000,jumin_households_size_202312.csv
2024,2024-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,2891,1583,742,303,190,60,9,4,0,0,0,54.7561,jumin_households_size_202412.csv
2024,2024-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,2445,1319,555,294,196,63,13,3,1,1,0,53.9468,jumin_households_size_202412.csv
2024,2024-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,6815,2884,1832,1142,721,179,45,5,4,2,1,42.3184,jumin_households_size_202412.csv
2024,2024-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,2013,1071,548,237,110,30,14,3,0,0,0,53.2042,jumin_households_size_202412.csv
2024,2024-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,1780,1082,425,169,74,21,7,2,0,0,0,60.7865,jumin_households_size_202412.csv
2024,2024-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,3234,2029,676,322,146,43,13,4,1,0,0,62.7396,jumin_households_size_202412.csv
2024,2024-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,3840,2080,1012,454,220,61,11,2,0,0,0,54.1667,jumin_households_size_202412.csv
2024,2024-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,11979,6141,2770,1605,1098,291,52,13,6,1,2,51.2647,jumin_households_size_202412.csv
2024,2024-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,13688,4261,3102,3008,2616,585,83,22,5,4,2,31.1295,jumin_households_size_202412.csv
2024,2024-12,2811062300,인천광역시 중구 영종2동,인천광역시,중구,영종2동,requires_2026_07_01_reform_crosswalk,10132,2899,2204,2343,2075,498,93,14,3,3,0,28.6123,jumin_households_size_202412.csv
2024,2024-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,22659,14382,3488,2290,1876,486,97,28,8,2,2,63.4715,jumin_households_size_202412.csv
2024,2024-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,2324,1488,578,168,71,16,3,0,0,0,0,64.0275,jumin_households_size_202412.csv
2024,2024-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,3091,1348,853,456,349,63,15,5,1,0,1,43.6105,jumin_households_size_202412.csv
2024,2024-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,2752,1255,779,398,243,62,11,3,0,0,1,45.6032,jumin_households_size_202412.csv
2024,2024-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,3614,1712,1021,516,274,77,12,2,0,0,0,47.3713,jumin_households_size_202412.csv
2024,2024-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,4358,1523,1251,855,579,113,29,6,2,0,0,34.9472,jumin_households_size_202412.csv
2024,2024-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,1564,823,440,184,87,29,1,0,0,0,0,52.6215,jumin_households_size_202412.csv
2024,2024-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,2885,875,919,621,331,113,20,6,0,0,0,30.3293,jumin_households_size_202412.csv
2024,2024-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,784,506,171,64,33,8,1,1,0,0,0,64.5408,jumin_households_size_202412.csv
2024,2024-12,2814060500,인천광역시 동구 송림3.5동,인천광역시,동구,송림3.5동,requires_2026_07_01_reform_crosswalk,2503,933,662,490,326,72,14,4,1,0,1,37.2753,jumin_households_size_202412.csv
2024,2024-12,2814061000,인천광역시 동구 송림4동,인천광역시,동구,송림4동,requires_2026_07_01_reform_crosswalk,2517,710,712,599,405,75,14,1,1,0,0,28.2082,jumin_households_size_202412.csv
2024,2024-12,2814063000,인천광역시 동구 송림6동,인천광역시,동구,송림6동,requires_2026_07_01_reform_crosswalk,2485,853,693,473,347,92,23,3,1,0,0,34.3260,jumin_households_size_202412.csv
2024,2024-12,2814064000,인천광역시 동구 금창동,인천광역시,동구,금창동,requires_2026_07_01_reform_crosswalk,1239,662,331,141,76,20,8,0,1,0,0,53.4302,jumin_households_size_202412.csv
2024,2024-12,2817751000,인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,숭의2동,pre_reform_code_preserved_district_not_reorganized,6641,2885,1818,1081,621,167,60,7,0,1,1,43.4423,jumin_households_size_202412.csv
2024,2024-12,2817752000,인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,숭의1.3동,pre_reform_code_preserved_district_not_reorganized,7530,3167,2055,1270,822,179,32,2,2,1,0,42.0584,jumin_households_size_202412.csv
2024,2024-12,2817753000,인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,숭의4동,pre_reform_code_preserved_district_not_reorganized,7140,3133,1923,1160,699,173,43,8,1,0,0,43.8796,jumin_households_size_202412.csv
2024,2024-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,11020,7403,2040,952,467,115,25,14,3,0,1,67.1779,jumin_households_size_202412.csv
2024,2024-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,10369,3975,2619,2052,1344,321,47,6,4,0,1,38.3354,jumin_households_size_202412.csv
2024,2024-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,4179,2500,1009,400,207,45,16,0,2,0,0,59.8229,jumin_households_size_202412.csv
2024,2024-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,19783,7364,4712,3770,3028,716,156,24,7,4,2,37.2239,jumin_households_size_202412.csv
2024,2024-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,14891,4718,3736,3158,2510,599,130,31,3,5,1,31.6836,jumin_households_size_202412.csv
2024,2024-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,7990,3119,2213,1397,962,239,44,13,1,2,0,39.0363,jumin_households_size_202412.csv
2024,2024-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,10336,4579,2752,1719,963,269,47,6,1,0,0,44.3015,jumin_households_size_202412.csv
2024,2024-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,13938,5275,3535,2682,1925,434,70,11,3,0,3,37.8462,jumin_households_size_202412.csv
2024,2024-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,11940,7410,2422,1275,640,151,27,12,1,1,1,62.0603,jumin_households_size_202412.csv
2024,2024-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,10846,4609,3104,1811,1043,223,40,11,2,3,0,42.4949,jumin_households_size_202412.csv
2024,2024-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,6180,2787,1655,986,587,127,33,5,0,0,0,45.0971,jumin_households_size_202412.csv
2024,2024-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,9619,4022,2591,1729,1021,204,44,7,1,0,0,41.8131,jumin_households_size_202412.csv
2024,2024-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,10086,4752,2641,1556,897,213,23,2,0,0,2,47.1148,jumin_households_size_202412.csv
2024,2024-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,9892,4265,2505,1615,1165,265,60,12,2,3,0,43.1156,jumin_households_size_202412.csv
2024,2024-12,2817768000,인천광역시 미추홀구 주안7동,인천광역시,미추홀구,주안7동,pre_reform_code_preserved_district_not_reorganized,6068,2696,1713,943,567,110,29,9,1,0,0,44.4298,jumin_households_size_202412.csv
2024,2024-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,8851,3449,2472,1565,1063,246,44,10,1,1,0,38.9673,jumin_households_size_202412.csv
2024,2024-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,6168,2157,1734,1159,834,221,47,13,2,1,0,34.9708,jumin_households_size_202412.csv
2024,2024-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,7608,4252,1669,877,587,169,45,6,2,0,1,55.8885,jumin_households_size_202412.csv
2024,2024-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,7758,2840,2101,1495,1037,229,44,7,3,1,1,36.6074,jumin_households_size_202412.csv
2024,2024-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,7888,2279,2061,1760,1413,319,45,9,1,0,1,28.8920,jumin_households_size_202412.csv
2024,2024-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,8641,3791,2144,1497,956,193,45,11,3,1,0,43.8722,jumin_households_size_202412.csv
2024,2024-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,8708,4490,1902,1225,826,203,44,16,1,0,1,51.5618,jumin_households_size_202412.csv
2024,2024-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,9621,4442,2312,1505,1057,250,45,6,3,0,1,46.1698,jumin_households_size_202412.csv
