reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,households_total,one_person_households,two_person_households,three_person_households,four_person_households,five_person_households,six_person_households,seven_person_households,eight_person_households,nine_person_households,ten_plus_person_households,one_person_household_share_pct,source_file
2022,2022-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,9215,3382,2549,1715,1222,277,55,10,4,0,1,36.7010,jumin_households_size_202212.csv
2022,2022-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,6293,2103,1700,1217,936,262,60,9,5,1,0,33.4181,jumin_households_size_202212.csv
2022,2022-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,7755,4238,1625,950,695,194,39,9,4,0,1,54.6486,jumin_households_size_202212.csv
2022,2022-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,8204,2840,2092,1665,1254,295,44,11,1,2,0,34.6173,jumin_households_size_202212.csv
2022,2022-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,7871,2144,1980,1798,1528,346,60,11,1,2,1,27.2392,jumin_households_size_202212.csv
2022,2022-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,8079,3578,1972,1335,916,208,52,16,1,0,1,44.2877,jumin_households_size_202212.csv
2022,2022-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,9392,4772,1956,1346,996,259,45,16,1,0,1,50.8092,jumin_households_size_202212.csv
2022,2022-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,9782,4203,2344,1658,1238,272,47,14,4,0,2,42.9667,jumin_households_size_202212.csv
2022,2022-12,2818576300,인천광역시 연수구 연수3동,인천광역시,연수구,연수3동,pre_reform_code_preserved_district_not_reorganized,7343,2955,1867,1347,937,193,33,6,2,2,1,40.2424,jumin_households_size_202212.csv
2022,2022-12,2818576600,인천광역시 연수구 청학동,인천광역시,연수구,청학동,pre_reform_code_preserved_district_not_reorganized,12592,6272,2971,1878,1083,294,70,18,4,2,0,49.8094,jumin_households_size_202212.csv
2022,2022-12,2818578000,인천광역시 연수구 동춘1동,인천광역시,연수구,동춘1동,pre_reform_code_preserved_district_not_reorganized,9181,1809,2309,2460,2040,457,77,15,2,4,8,19.7037,jumin_households_size_202212.csv
2022,2022-12,2818579000,인천광역시 연수구 동춘2동,인천광역시,연수구,동춘2동,pre_reform_code_preserved_district_not_reorganized,6947,1611,1834,1722,1450,269,50,9,2,0,0,23.1899,jumin_households_size_202212.csv
2022,2022-12,2818579500,인천광역시 연수구 동춘3동,인천광역시,연수구,동춘3동,pre_reform_code_preserved_district_not_reorganized,5780,622,1138,1587,1853,482,70,22,5,1,0,10.7612,jumin_households_size_202212.csv
2022,2022-12,2818582000,인천광역시 연수구 송도1동,인천광역시,연수구,송도1동,pre_reform_code_preserved_district_not_reorganized,15241,5513,2442,3002,3258,777,180,51,13,3,2,36.1722,jumin_households_size_202212.csv
2022,2022-12,2818583000,인천광역시 연수구 송도2동,인천광역시,연수구,송도2동,pre_reform_code_preserved_district_not_reorganized,11868,1725,1917,3296,3888,856,135,31,13,4,3,14.5349,jumin_households_size_202212.csv
2022,2022-12,2818584000,인천광역시 연수구 송도3동,인천광역시,연수구,송도3동,pre_reform_code_preserved_district_not_reorganized,18917,5651,3327,4507,4466,822,100,27,8,5,4,29.8726,jumin_households_size_202212.csv
2022,2022-12,2818585000,인천광역시 연수구 송도4동,인천광역시,연수구,송도4동,pre_reform_code_preserved_district_not_reorganized,9954,2388,1772,2572,2656,482,61,13,7,1,2,23.9904,jumin_households_size_202212.csv
2022,2022-12,2818586000,인천광역시 연수구 송도5동,인천광역시,연수구,송도5동,pre_reform_code_preserved_district_not_reorganized,14896,3253,3345,4010,3550,634,79,17,5,2,1,21.8381,jumin_households_size_202212.csv
2022,2022-12,2820051000,인천광역시 남동구 구월1동,인천광역시,남동구,구월1동,pre_reform_code_preserved_district_not_reorganized,13159,4636,3045,2594,2227,548,87,15,5,1,1,35.2306,jumin_households_size_202212.csv
2022,2022-12,2820052000,인천광역시 남동구 구월2동,인천광역시,남동구,구월2동,pre_reform_code_preserved_district_not_reorganized,12886,2800,2933,3149,3120,714,131,31,6,1,1,21.7290,jumin_households_size_202212.csv
2022,2022-12,2820052100,인천광역시 남동구 구월3동,인천광역시,남동구,구월3동,pre_reform_code_preserved_district_not_reorganized,17846,11006,3379,1904,1214,278,50,7,5,3,0,61.6721,jumin_households_size_202212.csv
2022,2022-12,2820052200,인천광역시 남동구 구월4동,인천광역시,남동구,구월4동,pre_reform_code_preserved_district_not_reorganized,7823,4123,1934,973,605,146,27,12,2,1,0,52.7036,jumin_households_size_202212.csv
2022,2022-12,2820053000,인천광역시 남동구 간석1동,인천광역시,남동구,간석1동,pre_reform_code_preserved_district_not_reorganized,8751,3954,2184,1398,927,227,45,14,2,0,0,45.1834,jumin_households_size_202212.csv
2022,2022-12,2820054000,인천광역시 남동구 간석2동,인천광역시,남동구,간석2동,pre_reform_code_preserved_district_not_reorganized,9386,3451,2192,1828,1435,369,88,16,4,3,0,36.7675,jumin_households_size_202212.csv
2022,2022-12,2820055000,인천광역시 남동구 간석3동,인천광역시,남동구,간석3동,pre_reform_code_preserved_district_not_reorganized,12970,5512,3464,2162,1399,351,66,12,3,0,1,42.4981,jumin_households_size_202212.csv
2022,2022-12,2820055100,인천광역시 남동구 간석4동,인천광역시,남동구,간석4동,pre_reform_code_preserved_district_not_reorganized,13579,5614,3361,2416,1705,383,79,15,3,2,1,41.3433,jumin_households_size_202212.csv
2022,2022-12,2820056000,인천광역시 남동구 만수1동,인천광역시,남동구,만수1동,pre_reform_code_preserved_district_not_reorganized,8944,4476,2346,1261,674,152,33,0,2,0,0,50.0447,jumin_households_size_202212.csv
2022,2022-12,2820057000,인천광역시 남동구 만수2동,인천광역시,남동구,만수2동,pre_reform_code_preserved_district_not_reorganized,9770,2911,2649,2029,1671,413,74,18,3,1,1,29.7953,jumin_households_size_202212.csv
2022,2022-12,2820058000,인천광역시 남동구 만수3동,인천광역시,남동구,만수3동,pre_reform_code_preserved_district_not_reorganized,7382,2420,2003,1467,1134,286,55,13,1,2,1,32.7824,jumin_households_size_202212.csv
2022,2022-12,2820058100,인천광역시 남동구 만수4동,인천광역시,남동구,만수4동,pre_reform_code_preserved_district_not_reorganized,8985,3086,2553,1729,1324,240,40,11,2,0,0,34.3461,jumin_households_size_202212.csv
2022,2022-12,2820058200,인천광역시 남동구 만수5동,인천광역시,남동구,만수5동,pre_reform_code_preserved_district_not_reorganized,7732,3523,2111,1204,676,169,41,5,2,0,1,45.5639,jumin_households_size_202212.csv
2022,2022-12,2820058300,인천광역시 남동구 만수6동,인천광역시,남동구,만수6동,pre_reform_code_preserved_district_not_reorganized,10240,3557,2680,1987,1550,362,78,19,5,0,2,34.7363,jumin_households_size_202212.csv
2022,2022-12,2820065000,인천광역시 남동구 장수서창동,인천광역시,남동구,장수서창동,pre_reform_code_preserved_district_not_reorganized,7955,2350,2171,1563,1365,406,70,21,9,0,0,29.5412,jumin_households_size_202212.csv
2022,2022-12,2820065500,인천광역시 남동구 서창2동,인천광역시,남동구,서창2동,pre_reform_code_preserved_district_not_reorganized,15785,4946,3525,3246,3257,682,101,19,8,0,1,31.3335,jumin_households_size_202212.csv
2022,2022-12,2820066000,인천광역시 남동구 남촌도림동,인천광역시,남동구,남촌도림동,pre_reform_code_preserved_district_not_reorganized,9421,3550,2538,1682,1259,328,52,10,1,1,0,37.6818,jumin_households_size_202212.csv
2022,2022-12,2820069000,인천광역시 남동구 논현1동,인천광역시,남동구,논현1동,pre_reform_code_preserved_district_not_reorganized,13380,4631,3280,2446,2381,497,107,28,5,3,2,34.6114,jumin_households_size_202212.csv
2022,2022-12,2820070000,인천광역시 남동구 논현2동,인천광역시,남동구,논현2동,pre_reform_code_preserved_district_not_reorganized,15131,6192,3875,2469,1966,506,98,20,5,0,0,40.9226,jumin_households_size_202212.csv
2022,2022-12,2820071000,인천광역시 남동구 논현고잔동,인천광역시,남동구,논현고잔동,pre_reform_code_preserved_district_not_reorganized,15638,4376,3248,3341,3684,817,135,23,6,6,2,27.9831,jumin_households_size_202212.csv
2022,2022-12,2823751000,인천광역시 부평구 부평1동,인천광역시,부평구,부평1동,pre_reform_code_preserved_district_not_reorganized,16719,6820,4115,3031,2184,447,88,29,3,2,0,40.7919,jumin_households_size_202212.csv
2022,2022-12,2823752000,인천광역시 부평구 부평2동,인천광역시,부평구,부평2동,pre_reform_code_preserved_district_not_reorganized,7189,3223,1894,1081,769,161,45,11,2,1,2,44.8324,jumin_households_size_202212.csv
2022,2022-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,6247,2909,1548,1076,552,121,31,3,3,1,3,46.5664,jumin_households_size_202212.csv
2022,2022-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,18610,9077,4323,2870,1829,416,79,10,2,1,3,48.7749,jumin_households_size_202212.csv
2022,2022-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,15187,6812,3775,2530,1614,380,59,14,2,1,0,44.8542,jumin_households_size_202212.csv
2022,2022-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,7146,3199,1830,1175,738,164,31,4,1,1,3,44.7663,jumin_households_size_202212.csv
2022,2022-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,6343,2274,1700,1293,858,176,31,6,4,0,1,35.8505,jumin_households_size_202212.csv
2022,2022-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,10858,2088,2567,2668,2753,619,130,29,4,0,0,19.2301,jumin_households_size_202212.csv
2022,2022-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,8809,2612,2382,1858,1491,347,96,14,6,2,1,29.6515,jumin_households_size_202212.csv
2022,2022-12,2823758200,인천광역시 부평구 산곡4동,인천광역시,부평구,산곡4동,pre_reform_code_preserved_district_not_reorganized,6600,1559,1731,1561,1360,313,56,12,7,0,1,23.6212,jumin_households_size_202212.csv
2022,2022-12,2823759100,인천광역시 부평구 청천1동,인천광역시,부평구,청천1동,pre_reform_code_preserved_district_not_reorganized,3361,1528,886,521,320,86,17,0,3,0,0,45.4627,jumin_households_size_202212.csv
2022,2022-12,2823759200,인천광역시 부평구 청천2동,인천광역시,부평구,청천2동,pre_reform_code_preserved_district_not_reorganized,14676,4543,3882,3165,2446,509,97,27,7,0,0,30.9553,jumin_households_size_202212.csv
2022,2022-12,2823764100,인천광역시 부평구 갈산1동,인천광역시,부평구,갈산1동,pre_reform_code_preserved_district_not_reorganized,7373,2739,1952,1471,952,216,37,4,2,0,0,37.1491,jumin_households_size_202212.csv
2022,2022-12,2823764200,인천광역시 부평구 갈산2동,인천광역시,부평구,갈산2동,pre_reform_code_preserved_district_not_reorganized,8137,3089,2076,1465,1121,293,68,17,6,1,1,37.9624,jumin_households_size_202212.csv
2022,2022-12,2823764600,인천광역시 부평구 삼산1동,인천광역시,부평구,삼산1동,pre_reform_code_preserved_district_not_reorganized,13850,4579,3522,2825,2387,457,68,11,1,0,0,33.0614,jumin_households_size_202212.csv
2022,2022-12,2823764800,인천광역시 부평구 삼산2동,인천광역시,부평구,삼산2동,pre_reform_code_preserved_district_not_reorganized,10239,2122,2340,2422,2682,590,69,10,4,0,0,20.7247,jumin_households_size_202212.csv
2022,2022-12,2823765000,인천광역시 부평구 부개1동,인천광역시,부평구,부개1동,pre_reform_code_preserved_district_not_reorganized,8069,3419,2266,1297,827,200,46,10,3,0,1,42.3720,jumin_households_size_202212.csv
2022,2022-12,2823766000,인천광역시 부평구 부개2동,인천광역시,부평구,부개2동,pre_reform_code_preserved_district_not_reorganized,8391,2723,2208,1706,1383,301,57,11,2,0,0,32.4514,jumin_households_size_202212.csv
2022,2022-12,2823766100,인천광역시 부평구 부개3동,인천광역시,부평구,부개3동,pre_reform_code_preserved_district_not_reorganized,12286,3685,3107,2672,2302,426,74,15,3,2,0,29.9935,jumin_households_size_202212.csv
2022,2022-12,2823767000,인천광역시 부평구 일신동,인천광역시,부평구,일신동,pre_reform_code_preserved_district_not_reorganized,5150,1593,1433,1110,766,210,25,11,0,0,2,30.9320,jumin_households_size_202212.csv
2022,2022-12,2823768000,인천광역시 부평구 십정1동,인천광역시,부평구,십정1동,pre_reform_code_preserved_district_not_reorganized,11208,4135,3229,2113,1381,282,55,8,3,2,0,36.8933,jumin_households_size_202212.csv
2022,2022-12,2823769000,인천광역시 부평구 십정2동,인천광역시,부평구,십정2동,pre_reform_code_preserved_district_not_reorganized,11476,5648,2782,1626,1085,264,51,14,6,0,0,49.2158,jumin_households_size_202212.csv
2022,2022-12,2824560100,인천광역시 계양구 효성1동,인천광역시,계양구,효성1동,pre_reform_code_preserved_district_not_reorganized,11746,3843,3188,2412,1794,425,70,12,2,0,0,32.7175,jumin_households_size_202212.csv
2022,2022-12,2824560200,인천광역시 계양구 효성2동,인천광역시,계양구,효성2동,pre_reform_code_preserved_district_not_reorganized,11710,3394,3164,2593,2003,452,78,23,3,0,0,28.9838,jumin_households_size_202212.csv
2022,2022-12,2824561100,인천광역시 계양구 계산1동,인천광역시,계양구,계산1동,pre_reform_code_preserved_district_not_reorganized,9972,5094,2363,1394,892,182,39,7,1,0,0,51.0830,jumin_households_size_202212.csv
2022,2022-12,2824561200,인천광역시 계양구 계산2동,인천광역시,계양구,계산2동,pre_reform_code_preserved_district_not_reorganized,7841,3777,1945,1181,740,154,32,6,4,0,2,48.1699,jumin_households_size_202212.csv
2022,2022-12,2824561300,인천광역시 계양구 계산3동,인천광역시,계양구,계산3동,pre_reform_code_preserved_district_not_reorganized,8567,3222,2340,1640,1081,244,31,7,2,0,0,37.6094,jumin_households_size_202212.csv
2022,2022-12,2824561400,인천광역시 계양구 계산4동,인천광역시,계양구,계산4동,pre_reform_code_preserved_district_not_reorganized,9198,3154,1626,1871,2044,429,57,15,1,1,0,34.2901,jumin_households_size_202212.csv
2022,2022-12,2824562100,인천광역시 계양구 작전1동,인천광역시,계양구,작전1동,pre_reform_code_preserved_district_not_reorganized,11144,3274,2945,2429,2022,394,64,9,5,2,0,29.3790,jumin_households_size_202212.csv
2022,2022-12,2824562200,인천광역시 계양구 작전2동,인천광역시,계양구,작전2동,pre_reform_code_preserved_district_not_reorganized,8921,3457,2461,1647,1087,215,38,9,7,0,0,38.7513,jumin_households_size_202212.csv
2022,2022-12,2824564000,인천광역시 계양구 작전서운동,인천광역시,계양구,작전서운동,pre_reform_code_preserved_district_not_reorganized,14090,4375,3402,3042,2584,556,97,29,3,1,1,31.0504,jumin_households_size_202212.csv
2022,2022-12,2824571000,인천광역시 계양구 계양1동,인천광역시,계양구,계양1동,pre_reform_code_preserved_district_not_reorganized,8447,2669,2247,1741,1359,337,70,10,7,2,5,31.5970,jumin_households_size_202212.csv
2022,2022-12,2824572000,인천광역시 계양구 계양2동,인천광역시,계양구,계양2동,pre_reform_code_preserved_district_not_reorganized,15577,6683,4045,2666,1701,400,61,14,3,1,3,42.9030,jumin_households_size_202212.csv
2022,2022-12,2824573000,인천광역시 계양구 계양3동,인천광역시,계양구,계양3동,pre_reform_code_preserved_district_not_reorganized,9988,2784,2655,2147,1811,480,89,17,2,2,1,27.8734,jumin_households_size_202212.csv
2022,2022-12,2826051500,인천광역시 서구 검암경서동,인천광역시,서구,검암경서동,requires_2026_07_01_reform_crosswalk,20054,7605,4718,3777,3059,714,136,27,12,4,2,37.9226,jumin_households_size_202212.csv
2022,2022-12,2826053000,인천광역시 서구 연희동,인천광역시,서구,연희동,requires_2026_07_01_reform_crosswalk,18878,8154,4552,3214,2312,542,81,16,5,1,1,43.1931,jumin_households_size_202212.csv
2022,2022-12,2826053600,인천광역시 서구 청라1동,인천광역시,서구,청라1동,requires_2026_07_01_reform_crosswalk,11836,3457,2168,2702,2744,629,102,24,8,1,1,29.2075,jumin_households_size_202212.csv
2022,2022-12,2826053700,인천광역시 서구 청라2동,인천광역시,서구,청라2동,requires_2026_07_01_reform_crosswalk,17977,4821,3412,3983,4554,980,163,48,8,5,3,26.8176,jumin_households_size_202212.csv
2022,2022-12,2826053900,인천광역시 서구 청라3동,인천광역시,서구,청라3동,requires_2026_07_01_reform_crosswalk,12691,3316,2293,2976,3175,763,130,30,5,2,1,26.1288,jumin_households_size_202212.csv
2022,2022-12,2826054200,인천광역시 서구 가정1동,인천광역시,서구,가정1동,requires_2026_07_01_reform_crosswalk,15139,5069,3370,3225,2796,573,83,20,3,0,0,33.4831,jumin_households_size_202212.csv
2022,2022-12,2826054300,인천광역시 서구 가정2동,인천광역시,서구,가정2동,requires_2026_07_01_reform_crosswalk,2955,1172,816,528,358,61,17,3,0,0,0,39.6616,jumin_households_size_202212.csv
2022,2022-12,2826054400,인천광역시 서구 가정3동,인천광역시,서구,가정3동,requires_2026_07_01_reform_crosswalk,4341,1744,1127,786,529,121,29,2,3,0,0,40.1751,jumin_households_size_202212.csv
2022,2022-12,2826055000,인천광역시 서구 석남1동,인천광역시,서구,석남1동,requires_2026_07_01_reform_crosswalk,10786,4825,2788,1749,1067,298,45,13,0,1,0,44.7339,jumin_households_size_202212.csv
2022,2022-12,2826056000,인천광역시 서구 석남2동,인천광역시,서구,석남2동,requires_2026_07_01_reform_crosswalk,6058,2504,1690,1025,646,153,29,10,1,0,0,41.3338,jumin_households_size_202212.csv
2022,2022-12,2826056100,인천광역시 서구 석남3동,인천광역시,서구,석남3동,requires_2026_07_01_reform_crosswalk,6609,2877,1751,1098,677,174,21,7,2,1,1,43.5315,jumin_households_size_202212.csv
2022,2022-12,2826057500,인천광역시 서구 신현원창동,인천광역시,서구,신현원창동,requires_2026_07_01_reform_crosswalk,12807,4051,3260,2667,2179,529,93,19,7,0,2,31.6311,jumin_households_size_202212.csv
2022,2022-12,2826058000,인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,requires_2026_07_01_reform_crosswalk,6485,2956,1737,1032,587,148,19,3,1,1,1,45.5821,jumin_households_size_202212.csv
2022,2022-12,2826059000,인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,requires_2026_07_01_reform_crosswalk,7675,1929,2111,1779,1451,327,59,14,4,0,1,25.1336,jumin_households_size_202212.csv
2022,2022-12,2826060000,인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,requires_2026_07_01_reform_crosswalk,8091,3452,2258,1343,844,156,32,4,1,1,0,42.6647,jumin_households_size_202212.csv
2022,2022-12,2826061000,인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,requires_2026_07_01_reform_crosswalk,4778,1935,1238,881,576,122,19,5,2,0,0,40.4981,jumin_households_size_202212.csv
2022,2022-12,2826068000,인천광역시 서구 검단동,인천광역시,서구,검단동,requires_2026_07_01_reform_crosswalk,15144,6115,3492,2649,2214,552,105,14,3,0,0,40.3790,jumin_households_size_202212.csv
2022,2022-12,2826069000,인천광역시 서구 불로대곡동,인천광역시,서구,불로대곡동,requires_2026_07_01_reform_crosswalk,9783,3193,2371,1947,1759,417,77,13,5,1,0,32.6383,jumin_households_size_202212.csv
2022,2022-12,2826070000,인천광역시 서구 원당동,인천광역시,서구,원당동,requires_2026_07_01_reform_crosswalk,9690,3406,1945,1923,1844,475,79,13,2,1,2,35.1496,jumin_households_size_202212.csv
2022,2022-12,2826071000,인천광역시 서구 당하동,인천광역시,서구,당하동,requires_2026_07_01_reform_crosswalk,10714,3113,2360,2459,2214,461,77,22,7,0,1,29.0554,jumin_households_size_202212.csv
2022,2022-12,2826072000,인천광역시 서구 오류왕길동,인천광역시,서구,오류왕길동,requires_2026_07_01_reform_crosswalk,10257,3240,2442,2056,1935,453,108,14,3,3,3,31.5882,jumin_households_size_202212.csv
2022,2022-12,2826073000,인천광역시 서구 마전동,인천광역시,서구,마전동,requires_2026_07_01_reform_crosswalk,8201,2024,1775,1851,1855,552,106,32,4,1,1,24.6799,jumin_households_size_202212.csv
2022,2022-12,2826074000,인천광역시 서구 아라동,인천광역시,서구,아라동,requires_2026_07_01_reform_crosswalk,17792,4323,3838,4579,4164,758,100,25,4,0,1,24.2974,jumin_households_size_202212.csv
2022,2022-12,2871025000,인천광역시 강화군 강화읍,인천광역시,강화군,강화읍,pre_reform_code_preserved_district_not_reorganized,10697,4407,2984,1668,1110,383,106,24,7,5,3,41.1985,jumin_households_size_202212.csv
2022,2022-12,2871031000,인천광역시 강화군 선원면,인천광역시,강화군,선원면,pre_reform_code_preserved_district_not_reorganized,3634,1386,1090,542,414,148,47,2,4,0,1,38.1398,jumin_households_size_202212.csv
2022,2022-12,2871032000,인천광역시 강화군 불은면,인천광역시,강화군,불은면,pre_reform_code_preserved_district_not_reorganized,2757,1317,925,289,137,67,16,3,2,0,1,47.7693,jumin_households_size_202212.csv
2022,2022-12,2871033000,인천광역시 강화군 길상면,인천광역시,강화군,길상면,pre_reform_code_preserved_district_not_reorganized,3698,1659,1155,468,253,103,39,12,6,0,3,44.8621,jumin_households_size_202212.csv
2022,2022-12,2871034000,인천광역시 강화군 화도면,인천광역시,강화군,화도면,pre_reform_code_preserved_district_not_reorganized,2456,1195,792,242,135,56,27,6,2,0,1,48.6564,jumin_households_size_202212.csv
2022,2022-12,2871035000,인천광역시 강화군 양도면,인천광역시,강화군,양도면,pre_reform_code_preserved_district_not_reorganized,2221,981,781,269,100,64,15,7,1,0,3,44.1693,jumin_households_size_202212.csv
2022,2022-12,2871036000,인천광역시 강화군 내가면,인천광역시,강화군,내가면,pre_reform_code_preserved_district_not_reorganized,1676,785,594,177,77,19,19,4,0,1,0,46.8377,jumin_households_size_202212.csv
2022,2022-12,2871037000,인천광역시 강화군 하점면,인천광역시,강화군,하점면,pre_reform_code_preserved_district_not_reorganized,2099,940,720,264,96,42,22,9,4,0,2,44.7832,jumin_households_size_202212.csv
2022,2022-12,2871038000,인천광역시 강화군 양사면,인천광역시,강화군,양사면,pre_reform_code_preserved_district_not_reorganized,1025,497,331,116,48,19,12,1,0,0,1,48.4878,jumin_households_size_202212.csv
2022,2022-12,2871039000,인천광역시 강화군 송해면,인천광역시,강화군,송해면,pre_reform_code_preserved_district_not_reorganized,1680,711,598,199,106,45,17,1,2,1,0,42.3214,jumin_households_size_202212.csv
2022,2022-12,2871040000,인천광역시 강화군 교동면,인천광역시,강화군,교동면,pre_reform_code_preserved_district_not_reorganized,1565,743,547,172,65,26,9,3,0,0,0,47.4760,jumin_households_size_202212.csv
2022,2022-12,2871041000,인천광역시 강화군 삼산면,인천광역시,강화군,삼산면,pre_reform_code_preserved_district_not_reorganized,1212,599,389,144,47,25,4,3,0,0,1,49.4224,jumin_households_size_202212.csv
2022,2022-12,2871042000,인천광역시 강화군 서도면,인천광역시,강화군,서도면,pre_reform_code_preserved_district_not_reorganized,218,116,72,16,8,4,1,0,1,0,0,53.2110,jumin_households_size_202212.csv
2022,2022-12,2871042500,인천광역시 강화군 서도면볼음출장소,인천광역시,강화군,서도면볼음출장소,pre_reform_code_preserved_district_not_reorganized,176,108,51,8,8,1,0,0,0,0,0,61.3636,jumin_households_size_202212.csv
2022,2022-12,2872031000,인천광역시 옹진군 북도면,인천광역시,옹진군,북도면,pre_reform_code_preserved_district_not_reorganized,651,355,186,60,25,16,6,2,1,0,0,54.5315,jumin_households_size_202212.csv
2022,2022-12,2872031500,인천광역시 옹진군 북도면장봉출장소,인천광역시,옹진군,북도면장봉출장소,pre_reform_code_preserved_district_not_reorganized,539,288,165,56,21,5,1,0,1,0,2,53.4323,jumin_households_size_202212.csv
2022,2022-12,2872033000,인천광역시 옹진군 백령면,인천광역시,옹진군,백령면,pre_reform_code_preserved_district_not_reorganized,2987,1897,582,224,199,63,15,4,3,0,0,63.5085,jumin_households_size_202212.csv
2022,2022-12,2872034000,인천광역시 옹진군 대청면,인천광역시,옹진군,대청면,pre_reform_code_preserved_district_not_reorganized,777,500,177,53,32,10,3,1,1,0,0,64.3501,jumin_households_size_202212.csv
2022,2022-12,2872034500,인천광역시 옹진군 대청면소청출장소,인천광역시,옹진군,대청면소청출장소,pre_reform_code_preserved_district_not_reorganized,166,123,38,4,0,1,0,0,0,0,0,74.0964,jumin_households_size_202212.csv
2022,2022-12,2872035000,인천광역시 옹진군 덕적면,인천광역시,옹진군,덕적면,pre_reform_code_preserved_district_not_reorganized,1214,747,320,87,36,18,2,3,0,1,0,61.5321,jumin_households_size_202212.csv
2022,2022-12,2872036000,인천광역시 옹진군 영흥면,인천광역시,옹진군,영흥면,pre_reform_code_preserved_district_not_reorganized,3761,2092,927,408,229,74,22,7,2,0,0,55.6235,jumin_households_size_202212.csv
2022,2022-12,2872037000,인천광역시 옹진군 자월면,인천광역시,옹진군,자월면,pre_reform_code_preserved_district_not_reorganized,587,340,169,47,21,7,1,1,0,0,1,57.9216,jumin_households_size_202212.csv
2022,2022-12,2872037500,인천광역시 옹진군 자월면이작출장소,인천광역시,옹진군,자월면이작출장소,pre_reform_code_preserved_district_not_reorganized,229,133,61,21,10,4,0,0,0,0,0,58.0786,jumin_households_size_202212.csv
2022,2022-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,1512,1147,204,90,48,18,4,1,0,0,0,75.8598,jumin_households_size_202212.csv
2023,2023-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,3069,1707,735,346,202,66,11,2,0,0,0,55.6207,jumin_households_size_202312.csv
2023,2023-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,2503,1341,563,312,206,60,15,5,0,1,0,53.5757,jumin_households_size_202312.csv
2023,2023-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,6791,2919,1776,1090,735,215,45,5,5,1,0,42.9834,jumin_households_size_202312.csv
2023,2023-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,2020,1044,556,240,128,35,13,4,0,0,0,51.6832,jumin_households_size_202312.csv
2023,2023-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,1789,1070,423,185,83,21,6,1,0,0,0,59.8099,jumin_households_size_202312.csv
2023,2023-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,3235,1972,694,343,160,49,13,3,0,1,0,60.9583,jumin_households_size_202312.csv
2023,2023-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,3884,2083,989,479,252,64,14,3,0,0,0,53.6303,jumin_households_size_202312.csv
2023,2023-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,11844,5965,2732,1613,1150,314,52,11,4,0,3,50.3631,jumin_households_size_202312.csv
