reference_year,reference_period,source_admin_code,source_admin_name,source_sido_name,source_sigungu_name,source_eupmyeondong_name,harmonization_status,population_total,population_age_60_plus_exact,population_age_70_plus_exact,population_age_65_plus_status,households_total,one_person_households,one_person_household_share_pct,one_person_age_source_available,one_person_age_60_plus_exact,one_person_age_70_plus_exact,one_person_age_65_plus_status,source_population_file,source_households_file,source_one_person_age_file
2021,2021-12,2872038000,인천광역시 옹진군 연평면,인천광역시,옹진군,연평면,pre_reform_code_preserved_district_not_reorganized,2048,579,241,not_calculated_source_aggregates_ages_60_to_69,1428,1066,74.6499,no,,,source_not_available_before_2023,jumin_population_age_202112.csv,jumin_households_size_202112.csv,
2022,2022-12,2811052000,인천광역시 중구 연안동,인천광역시,중구,연안동,requires_2026_07_01_reform_crosswalk,5775,2333,1009,not_calculated_source_aggregates_ages_60_to_69,3220,1776,55.1553,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811053000,인천광역시 중구 신포동,인천광역시,중구,신포동,requires_2026_07_01_reform_crosswalk,4779,1729,951,not_calculated_source_aggregates_ages_60_to_69,2560,1391,54.3359,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811054000,인천광역시 중구 신흥동,인천광역시,중구,신흥동,requires_2026_07_01_reform_crosswalk,13430,4044,1895,not_calculated_source_aggregates_ages_60_to_69,6392,2733,42.7566,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811056000,인천광역시 중구 도원동,인천광역시,중구,도원동,requires_2026_07_01_reform_crosswalk,3959,1640,853,not_calculated_source_aggregates_ages_60_to_69,2174,1126,51.7939,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811057000,인천광역시 중구 율목동,인천광역시,중구,율목동,requires_2026_07_01_reform_crosswalk,3082,1281,653,not_calculated_source_aggregates_ages_60_to_69,1805,1042,57.7285,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811058500,인천광역시 중구 동인천동,인천광역시,중구,동인천동,requires_2026_07_01_reform_crosswalk,5626,2321,1196,not_calculated_source_aggregates_ages_60_to_69,3337,2019,60.5034,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811061500,인천광역시 중구 개항동,인천광역시,중구,개항동,requires_2026_07_01_reform_crosswalk,7172,2790,1383,not_calculated_source_aggregates_ages_60_to_69,3906,2039,52.2017,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811062000,인천광역시 중구 영종동,인천광역시,중구,영종동,requires_2026_07_01_reform_crosswalk,22378,4981,1884,not_calculated_source_aggregates_ages_60_to_69,11554,5865,50.7616,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811062200,인천광역시 중구 영종1동,인천광역시,중구,영종1동,requires_2026_07_01_reform_crosswalk,46893,5825,2306,not_calculated_source_aggregates_ages_60_to_69,18148,4918,27.0994,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811062800,인천광역시 중구 운서동,인천광역시,중구,운서동,requires_2026_07_01_reform_crosswalk,36098,4716,2111,not_calculated_source_aggregates_ages_60_to_69,20401,12655,62.0313,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2811063000,인천광역시 중구 용유동,인천광역시,중구,용유동,requires_2026_07_01_reform_crosswalk,3739,1927,878,not_calculated_source_aggregates_ages_60_to_69,2463,1586,64.3930,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814051000,인천광역시 동구 만석동,인천광역시,동구,만석동,requires_2026_07_01_reform_crosswalk,6701,2219,1035,not_calculated_source_aggregates_ages_60_to_69,3175,1334,42.0157,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814052500,인천광역시 동구 화수1.화평동,인천광역시,동구,화수1.화평동,requires_2026_07_01_reform_crosswalk,5794,2295,1214,not_calculated_source_aggregates_ages_60_to_69,2817,1226,43.5215,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814053000,인천광역시 동구 화수2동,인천광역시,동구,화수2동,requires_2026_07_01_reform_crosswalk,7421,2994,1555,not_calculated_source_aggregates_ages_60_to_69,3729,1671,44.8109,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814055500,인천광역시 동구 송현1.2동,인천광역시,동구,송현1.2동,requires_2026_07_01_reform_crosswalk,10096,3030,1458,not_calculated_source_aggregates_ages_60_to_69,4393,1460,33.2347,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814057000,인천광역시 동구 송현3동,인천광역시,동구,송현3동,requires_2026_07_01_reform_crosswalk,3287,1432,729,not_calculated_source_aggregates_ages_60_to_69,1808,926,51.2168,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814058000,인천광역시 동구 송림1동,인천광역시,동구,송림1동,requires_2026_07_01_reform_crosswalk,3350,1002,494,not_calculated_source_aggregates_ages_60_to_69,1485,504,33.9394,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814059000,인천광역시 동구 송림2동,인천광역시,동구,송림2동,requires_2026_07_01_reform_crosswalk,2175,1095,589,not_calculated_source_aggregates_ages_60_to_69,1307,779,59.6021,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814060500,인천광역시 동구 송림3.5동,인천광역시,동구,송림3.5동,requires_2026_07_01_reform_crosswalk,5801,1801,893,not_calculated_source_aggregates_ages_60_to_69,2573,958,37.2328,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814061000,인천광역시 동구 송림4동,인천광역시,동구,송림4동,requires_2026_07_01_reform_crosswalk,6091,1251,501,not_calculated_source_aggregates_ages_60_to_69,2537,714,28.1435,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814063000,인천광역시 동구 송림6동,인천광역시,동구,송림6동,requires_2026_07_01_reform_crosswalk,5902,1830,869,not_calculated_source_aggregates_ages_60_to_69,2497,818,32.7593,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2814064000,인천광역시 동구 금창동,인천광역시,동구,금창동,requires_2026_07_01_reform_crosswalk,2381,1122,643,not_calculated_source_aggregates_ages_60_to_69,1297,672,51.8119,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817751000,인천광역시 미추홀구 숭의2동,인천광역시,미추홀구,숭의2동,pre_reform_code_preserved_district_not_reorganized,14533,4178,1967,not_calculated_source_aggregates_ages_60_to_69,6951,2922,42.0371,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817752000,인천광역시 미추홀구 숭의1.3동,인천광역시,미추홀구,숭의1.3동,pre_reform_code_preserved_district_not_reorganized,15959,3753,1670,not_calculated_source_aggregates_ages_60_to_69,7574,3046,40.2165,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817753000,인천광역시 미추홀구 숭의4동,인천광역시,미추홀구,숭의4동,pre_reform_code_preserved_district_not_reorganized,15656,4669,2195,not_calculated_source_aggregates_ages_60_to_69,7598,3261,42.9192,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817754000,인천광역시 미추홀구 용현1.4동,인천광역시,미추홀구,용현1.4동,pre_reform_code_preserved_district_not_reorganized,17602,5501,2749,not_calculated_source_aggregates_ages_60_to_69,10889,7004,64.3218,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817755000,인천광역시 미추홀구 용현2동,인천광역시,미추홀구,용현2동,pre_reform_code_preserved_district_not_reorganized,17528,4740,2254,not_calculated_source_aggregates_ages_60_to_69,8359,3612,43.2109,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817756000,인천광역시 미추홀구 용현3동,인천광역시,미추홀구,용현3동,pre_reform_code_preserved_district_not_reorganized,7456,2875,1441,not_calculated_source_aggregates_ages_60_to_69,4402,2559,58.1327,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817757000,인천광역시 미추홀구 용현5동,인천광역시,미추홀구,용현5동,pre_reform_code_preserved_district_not_reorganized,46748,10318,4365,not_calculated_source_aggregates_ages_60_to_69,20014,7225,36.0997,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817758000,인천광역시 미추홀구 학익1동,인천광역시,미추홀구,학익1동,pre_reform_code_preserved_district_not_reorganized,30382,7522,3178,not_calculated_source_aggregates_ages_60_to_69,12200,3641,29.8443,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817759000,인천광역시 미추홀구 학익2동,인천광역시,미추홀구,학익2동,pre_reform_code_preserved_district_not_reorganized,18464,5611,2643,not_calculated_source_aggregates_ages_60_to_69,8300,3028,36.4819,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817760000,인천광역시 미추홀구 도화1동,인천광역시,미추홀구,도화1동,pre_reform_code_preserved_district_not_reorganized,22221,6072,2797,not_calculated_source_aggregates_ages_60_to_69,10765,4587,42.6103,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817761000,인천광역시 미추홀구 도화2.3동,인천광역시,미추홀구,도화2.3동,pre_reform_code_preserved_district_not_reorganized,32445,7682,3179,not_calculated_source_aggregates_ages_60_to_69,14355,5301,36.9279,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817762000,인천광역시 미추홀구 주안1동,인천광역시,미추홀구,주안1동,pre_reform_code_preserved_district_not_reorganized,20848,3995,1508,not_calculated_source_aggregates_ages_60_to_69,12337,7464,60.5009,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817763000,인천광역시 미추홀구 주안2동,인천광역시,미추홀구,주안2동,pre_reform_code_preserved_district_not_reorganized,16451,5504,2608,not_calculated_source_aggregates_ages_60_to_69,8438,3885,46.0417,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817764000,인천광역시 미추홀구 주안3동,인천광역시,미추홀구,주안3동,pre_reform_code_preserved_district_not_reorganized,8569,2841,1364,not_calculated_source_aggregates_ages_60_to_69,4462,2207,49.4621,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817765000,인천광역시 미추홀구 주안4동,인천광역시,미추홀구,주안4동,pre_reform_code_preserved_district_not_reorganized,17254,5378,2590,not_calculated_source_aggregates_ages_60_to_69,8532,3770,44.1866,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817766000,인천광역시 미추홀구 주안5동,인천광역시,미추홀구,주안5동,pre_reform_code_preserved_district_not_reorganized,20522,5750,2549,not_calculated_source_aggregates_ages_60_to_69,10208,4607,45.1313,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817767000,인천광역시 미추홀구 주안6동,인천광역시,미추홀구,주안6동,pre_reform_code_preserved_district_not_reorganized,21679,5491,2394,not_calculated_source_aggregates_ages_60_to_69,10152,4290,42.2577,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817768000,인천광역시 미추홀구 주안7동,인천광역시,미추홀구,주안7동,pre_reform_code_preserved_district_not_reorganized,12239,4437,2086,not_calculated_source_aggregates_ages_60_to_69,6042,2617,43.3135,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817769000,인천광역시 미추홀구 주안8동,인천광역시,미추홀구,주안8동,pre_reform_code_preserved_district_not_reorganized,20340,6042,2619,not_calculated_source_aggregates_ages_60_to_69,9215,3382,36.7010,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817770000,인천광역시 미추홀구 관교동,인천광역시,미추홀구,관교동,pre_reform_code_preserved_district_not_reorganized,14680,4555,1937,not_calculated_source_aggregates_ages_60_to_69,6293,2103,33.4181,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2817771000,인천광역시 미추홀구 문학동,인천광역시,미추홀구,문학동,pre_reform_code_preserved_district_not_reorganized,14428,3189,1313,not_calculated_source_aggregates_ages_60_to_69,7755,4238,54.6486,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818563000,인천광역시 연수구 옥련1동,인천광역시,연수구,옥련1동,pre_reform_code_preserved_district_not_reorganized,18877,5006,2158,not_calculated_source_aggregates_ages_60_to_69,8204,2840,34.6173,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818564000,인천광역시 연수구 옥련2동,인천광역시,연수구,옥련2동,pre_reform_code_preserved_district_not_reorganized,19813,4806,1916,not_calculated_source_aggregates_ages_60_to_69,7871,2144,27.2392,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818575000,인천광역시 연수구 선학동,인천광역시,연수구,선학동,pre_reform_code_preserved_district_not_reorganized,16674,5374,2065,not_calculated_source_aggregates_ages_60_to_69,8079,3578,44.2877,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818576100,인천광역시 연수구 연수1동,인천광역시,연수구,연수1동,pre_reform_code_preserved_district_not_reorganized,18401,4744,1838,not_calculated_source_aggregates_ages_60_to_69,9392,4772,50.8092,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818576200,인천광역시 연수구 연수2동,인천광역시,연수구,연수2동,pre_reform_code_preserved_district_not_reorganized,20610,5271,2059,not_calculated_source_aggregates_ages_60_to_69,9782,4203,42.9667,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818576300,인천광역시 연수구 연수3동,인천광역시,연수구,연수3동,pre_reform_code_preserved_district_not_reorganized,15728,4886,2090,not_calculated_source_aggregates_ages_60_to_69,7343,2955,40.2424,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818576600,인천광역시 연수구 청학동,인천광역시,연수구,청학동,pre_reform_code_preserved_district_not_reorganized,24246,7331,3006,not_calculated_source_aggregates_ages_60_to_69,12592,6272,49.8094,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818578000,인천광역시 연수구 동춘1동,인천광역시,연수구,동춘1동,pre_reform_code_preserved_district_not_reorganized,25022,5079,1608,not_calculated_source_aggregates_ages_60_to_69,9181,1809,19.7037,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818579000,인천광역시 연수구 동춘2동,인천광역시,연수구,동춘2동,pre_reform_code_preserved_district_not_reorganized,17969,4009,1418,not_calculated_source_aggregates_ages_60_to_69,6947,1611,23.1899,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818579500,인천광역시 연수구 동춘3동,인천광역시,연수구,동춘3동,pre_reform_code_preserved_district_not_reorganized,18104,3676,1439,not_calculated_source_aggregates_ages_60_to_69,5780,622,10.7612,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818582000,인천광역시 연수구 송도1동,인천광역시,연수구,송도1동,pre_reform_code_preserved_district_not_reorganized,37909,5992,2028,not_calculated_source_aggregates_ages_60_to_69,15241,5513,36.1722,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818583000,인천광역시 연수구 송도2동,인천광역시,연수구,송도2동,pre_reform_code_preserved_district_not_reorganized,36476,3958,1261,not_calculated_source_aggregates_ages_60_to_69,11868,1725,14.5349,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818584000,인천광역시 연수구 송도3동,인천광역시,연수구,송도3동,pre_reform_code_preserved_district_not_reorganized,48738,5200,1641,not_calculated_source_aggregates_ages_60_to_69,18917,5651,29.8726,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818585000,인천광역시 연수구 송도4동,인천광역시,연수구,송도4동,pre_reform_code_preserved_district_not_reorganized,27225,2891,849,not_calculated_source_aggregates_ages_60_to_69,9954,2388,23.9904,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2818586000,인천광역시 연수구 송도5동,인천광역시,연수구,송도5동,pre_reform_code_preserved_district_not_reorganized,40004,4203,1073,not_calculated_source_aggregates_ages_60_to_69,14896,3253,21.8381,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820051000,인천광역시 남동구 구월1동,인천광역시,남동구,구월1동,pre_reform_code_preserved_district_not_reorganized,30849,6774,2559,not_calculated_source_aggregates_ages_60_to_69,13159,4636,35.2306,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820052000,인천광역시 남동구 구월2동,인천광역시,남동구,구월2동,pre_reform_code_preserved_district_not_reorganized,35233,7368,2793,not_calculated_source_aggregates_ages_60_to_69,12886,2800,21.7290,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820052100,인천광역시 남동구 구월3동,인천광역시,남동구,구월3동,pre_reform_code_preserved_district_not_reorganized,30138,5511,2171,not_calculated_source_aggregates_ages_60_to_69,17846,11006,61.6721,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820052200,인천광역시 남동구 구월4동,인천광역시,남동구,구월4동,pre_reform_code_preserved_district_not_reorganized,14331,4614,2008,not_calculated_source_aggregates_ages_60_to_69,7823,4123,52.7036,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820053000,인천광역시 남동구 간석1동,인천광역시,남동구,간석1동,pre_reform_code_preserved_district_not_reorganized,17743,5132,2344,not_calculated_source_aggregates_ages_60_to_69,8751,3954,45.1834,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820054000,인천광역시 남동구 간석2동,인천광역시,남동구,간석2동,pre_reform_code_preserved_district_not_reorganized,21603,5642,2421,not_calculated_source_aggregates_ages_60_to_69,9386,3451,36.7675,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820055000,인천광역시 남동구 간석3동,인천광역시,남동구,간석3동,pre_reform_code_preserved_district_not_reorganized,26791,7591,3206,not_calculated_source_aggregates_ages_60_to_69,12970,5512,42.4981,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820055100,인천광역시 남동구 간석4동,인천광역시,남동구,간석4동,pre_reform_code_preserved_district_not_reorganized,28950,7544,3082,not_calculated_source_aggregates_ages_60_to_69,13579,5614,41.3433,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820056000,인천광역시 남동구 만수1동,인천광역시,남동구,만수1동,pre_reform_code_preserved_district_not_reorganized,16621,5569,2517,not_calculated_source_aggregates_ages_60_to_69,8944,4476,50.0447,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820057000,인천광역시 남동구 만수2동,인천광역시,남동구,만수2동,pre_reform_code_preserved_district_not_reorganized,23658,6167,2439,not_calculated_source_aggregates_ages_60_to_69,9770,2911,29.7953,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820058000,인천광역시 남동구 만수3동,인천광역시,남동구,만수3동,pre_reform_code_preserved_district_not_reorganized,17250,4479,1748,not_calculated_source_aggregates_ages_60_to_69,7382,2420,32.7824,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820058100,인천광역시 남동구 만수4동,인천광역시,남동구,만수4동,pre_reform_code_preserved_district_not_reorganized,20208,5692,2269,not_calculated_source_aggregates_ages_60_to_69,8985,3086,34.3461,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820058200,인천광역시 남동구 만수5동,인천광역시,남동구,만수5동,pre_reform_code_preserved_district_not_reorganized,15213,5203,2273,not_calculated_source_aggregates_ages_60_to_69,7732,3523,45.5639,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820058300,인천광역시 남동구 만수6동,인천광역시,남동구,만수6동,pre_reform_code_preserved_district_not_reorganized,23565,6870,2834,not_calculated_source_aggregates_ages_60_to_69,10240,3557,34.7363,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820065000,인천광역시 남동구 장수서창동,인천광역시,남동구,장수서창동,pre_reform_code_preserved_district_not_reorganized,19510,5233,2077,not_calculated_source_aggregates_ages_60_to_69,7955,2350,29.5412,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820065500,인천광역시 남동구 서창2동,인천광역시,남동구,서창2동,pre_reform_code_preserved_district_not_reorganized,38985,7133,2566,not_calculated_source_aggregates_ages_60_to_69,15785,4946,31.3335,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820066000,인천광역시 남동구 남촌도림동,인천광역시,남동구,남촌도림동,pre_reform_code_preserved_district_not_reorganized,20747,5891,2368,not_calculated_source_aggregates_ages_60_to_69,9421,3550,37.6818,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820069000,인천광역시 남동구 논현1동,인천광역시,남동구,논현1동,pre_reform_code_preserved_district_not_reorganized,31463,6568,2557,not_calculated_source_aggregates_ages_60_to_69,13380,4631,34.6114,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820070000,인천광역시 남동구 논현2동,인천광역시,남동구,논현2동,pre_reform_code_preserved_district_not_reorganized,32511,7494,3188,not_calculated_source_aggregates_ages_60_to_69,15131,6192,40.9226,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2820071000,인천광역시 남동구 논현고잔동,인천광역시,남동구,논현고잔동,pre_reform_code_preserved_district_not_reorganized,40812,6581,2350,not_calculated_source_aggregates_ages_60_to_69,15638,4376,27.9831,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823751000,인천광역시 부평구 부평1동,인천광역시,부평구,부평1동,pre_reform_code_preserved_district_not_reorganized,35887,8713,3686,not_calculated_source_aggregates_ages_60_to_69,16719,6820,40.7919,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823752000,인천광역시 부평구 부평2동,인천광역시,부평구,부평2동,pre_reform_code_preserved_district_not_reorganized,14578,4133,1845,not_calculated_source_aggregates_ages_60_to_69,7189,3223,44.8324,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823753000,인천광역시 부평구 부평3동,인천광역시,부평구,부평3동,pre_reform_code_preserved_district_not_reorganized,12390,4081,1868,not_calculated_source_aggregates_ages_60_to_69,6247,2909,46.5664,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823754000,인천광역시 부평구 부평4동,인천광역시,부평구,부평4동,pre_reform_code_preserved_district_not_reorganized,36328,8336,3494,not_calculated_source_aggregates_ages_60_to_69,18610,9077,48.7749,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823755000,인천광역시 부평구 부평5동,인천광역시,부평구,부평5동,pre_reform_code_preserved_district_not_reorganized,30785,6478,2583,not_calculated_source_aggregates_ages_60_to_69,15187,6812,44.8542,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823756000,인천광역시 부평구 부평6동,인천광역시,부평구,부평6동,pre_reform_code_preserved_district_not_reorganized,14465,3956,1670,not_calculated_source_aggregates_ages_60_to_69,7146,3199,44.7663,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823757000,인천광역시 부평구 산곡1동,인천광역시,부평구,산곡1동,pre_reform_code_preserved_district_not_reorganized,14135,3679,1492,not_calculated_source_aggregates_ages_60_to_69,6343,2274,35.8505,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823758000,인천광역시 부평구 산곡2동,인천광역시,부평구,산곡2동,pre_reform_code_preserved_district_not_reorganized,30348,6982,2688,not_calculated_source_aggregates_ages_60_to_69,10858,2088,19.2301,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823758100,인천광역시 부평구 산곡3동,인천광역시,부평구,산곡3동,pre_reform_code_preserved_district_not_reorganized,21419,7114,3258,not_calculated_source_aggregates_ages_60_to_69,8809,2612,29.6515,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823758200,인천광역시 부평구 산곡4동,인천광역시,부평구,산곡4동,pre_reform_code_preserved_district_not_reorganized,17196,4512,1847,not_calculated_source_aggregates_ages_60_to_69,6600,1559,23.6212,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823759100,인천광역시 부평구 청천1동,인천광역시,부평구,청천1동,pre_reform_code_preserved_district_not_reorganized,6699,2024,752,not_calculated_source_aggregates_ages_60_to_69,3361,1528,45.4627,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823759200,인천광역시 부평구 청천2동,인천광역시,부평구,청천2동,pre_reform_code_preserved_district_not_reorganized,34958,8441,3209,not_calculated_source_aggregates_ages_60_to_69,14676,4543,30.9553,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
2022,2022-12,2823764100,인천광역시 부평구 갈산1동,인천광역시,부평구,갈산1동,pre_reform_code_preserved_district_not_reorganized,16210,4299,1686,not_calculated_source_aggregates_ages_60_to_69,7373,2739,37.1491,no,,,source_not_available_before_2023,jumin_population_age_202212.csv,jumin_households_size_202212.csv,
