facility_id,facility_name,district,legal_dong,address,category_major,category_detail,facility_form,road_name_normalized,road_building_main,road_building_sub,matched_pnu,juso_current_district,juso_legal_dong,juso_admin_dong_code,juso_admin_dong_name,geocode_status,geocode_method,match_confidence,matched_juso_building_count,matched_vworld_polygon_count,source_latitude,source_longitude,geocoded_latitude,geocoded_longitude,best_latitude,best_longitude,coordinate_source,privacy_scope,requires_public_export_policy_review
fac_0014ca2c8a6fc200,조은요양원,부평구,삼산동,"인천광역시 부평구 부평북로 399, 4~5층 (삼산동)",노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,부평북로,399,0,2823710500100550000,부평구,삼산동,2823764600,삼산1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.52270325,126.73799298,37.52270325,126.73799298,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0016e86ec3ebb645,광명노인복지센터,남동구,논현동,"인천광역시 남동구 호구포로 294-1, 203호 (논현동)",노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,호구포로,294,1,2820011000105640003,남동구,논현동,2820070000,논현2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.40888026,126.71317515,37.40888026,126.71317515,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0019973dc427ca8a,인천사랑노인요양원,미추홀구,용현동,인천광역시 미추홀구 낙섬서로 3-14 (용현동),노인복지,노인요양시설 | 노인요양시설(개정법) | 노인의료복지시설,의료복지 | 장기요양기관,낙섬서로,3,14,2817710200106270422,미추홀구,용현동,2817757000,용현5동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,37.45055575,126.6331389,37.45060096,126.63312208,37.45055575,126.6331389,source_dataset_coordinate,private_analysis_only,true
fac_002ff98b4e178558,계양다사랑복지센터,계양구,계산동,"인천광역시 계양구 계산로 148, 2층(계산동)",노인복지,방문목욕 | 방문요양,재가복지,계산로,148,0,2824510200103040002,계양구,계산동,2824561300,계산3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.53702171,126.72866699,37.53702171,126.72866699,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_003f190789fe7e47,검단햇살요양원,서구,원당동,"인천광역시 서구 원당대로 853, 7층 (원당동, 삼정프라자)",노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,원당대로,853,0,2829010500108240006,검단구,원당동,2829053000,원당동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.59397757,126.69642106,37.59397757,126.69642106,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_004afa9e46a7e2ae,남동구노인인력개발센터,남동구,,인천광역시 남동구 소래로 645,노인복지,노인일자리지원기관,이용,소래로,645,0,2820010300109840006,남동구,만수동,2820058300,만수6동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.44757337,126.73299904,37.44757337,126.73299904,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_004be8c10e3ce3af,남동구 가족센터,남동구,,인천광역시 남동구 문화서로 62번길 13,가족·여성복지,가족센터,이용,문화서로62번길,13,0,2820010100111140012,남동구,구월동,2820052100,구월3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,2,,,37.45100876,126.69726815,37.45100876,126.69726815,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0054e02e516eb589,가족재가노인복지센터,남동구,논현동,인천광역시 남동구 청능대로715번길 24 207호 (논현동),노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,청능대로715번길,24,0,2820011000105990001,남동구,논현동,2820069000,논현1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,21,,,37.408845,126.73755119,37.408845,126.73755119,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_007b0d4f197bd8e6,효성방문요양센터,남동구,논현동,"인천광역시 남동구 앵고개로934번길 5, 207-1호 (논현동, 씨티짱)",노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,앵고개로934번길,5,0,2820011000106730002,남동구,논현동,2820069000,논현1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.40179652,126.73517842,37.40179652,126.73517842,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0081c625d60b4e48,푸른소나무송도요양원,연수구,송도동,"인천광역시 연수구 컨벤시아대로 69, 8층 (송도동)",노인복지,노인요양공동생활가정,의료복지 | 장기요양기관,컨벤시아대로,69,0,2818510600100030001,연수구,송도동,2818582000,송도1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.39571144,126.65096068,37.39571144,126.65096068,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00856f901f76a23e,은혜재가복지센터,연수구,옥련동,인천광역시 연수구 한나루로197번길 34 2동202호 (옥련동),노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,한나루로197번길,34,0,2818510100102850000,연수구,옥련동,2818563000,옥련1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,2,,,37.42771431,126.65525458,37.42771431,126.65525458,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0092632d06c8bc94,"""A(+)""수정방문간호센터",서구,가정동,"인천광역시 서구 청중로478번길 22, 4층 3호 (가정동)",노인복지,방문간호,재가복지,청중로478번길,22,0,2827510600106050009,서해구,가정동,2827554200,가정1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.52863589,126.66547961,37.52863589,126.66547961,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0098eca63708efcc,고운재가요양센터,미추홀구,용현동,인천광역시 미추홀구 한나루로501번길 15 (용현동),노인복지,방문목욕 | 방문요양 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,한나루로501번길,15,0,2817710200100050002,미추홀구,용현동,2817754000,용현1.4동,matched_juso_pnu_no_vworld_geometry,exact_road_name_building_number_unique_pnu,high_address_match,1,0,37.45186298,126.6663221,,,37.45186298,126.6663221,source_dataset_coordinate,private_analysis_only,true
fac_00a4b4fcc7d0448d,강화군장애인복지관,강화군,,인천광역시 강화군 충렬사로 63,장애인복지,장애인복지관,이용,충렬사로,63,0,2871025024103560000,강화군,강화읍,2871025000,강화읍,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.73588072,126.48184904,37.73588072,126.48184904,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00a8d785f25901ce,청라백세마을,서구,청라동,인천광역시 서구 로봇랜드로249번길 14 (청라동),노인복지,노인복지주택,주거복지,로봇랜드로249번길,14,0,2827511100100110023,서해구,청라동,2827553900,청라3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,10,,,37.52926431,126.61005457,37.52926431,126.61005457,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00af11266e8d242f,낙원요양원,서구,마전동,인천광역시 서구 완정로10번길 6-7 (마전동),노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,완정로10번길,6,7,2829010300110090004,검단구,마전동,2829056000,마전동,matched_juso_pnu_no_vworld_geometry,exact_road_name_building_number_unique_pnu,high_address_match,1,0,,,,,,,none,private_analysis_only,true
fac_00bdbf3841ecbd72,에덴재가노인복지센터,동구,금곡동,인천광역시 동구 금창로 40(금곡동),노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관 | 재가복지,금창로,40,0,2812510600100570006,제물포구,금곡동,2812568000,금창동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.47223131,126.64200164,37.47223131,126.64200164,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00cc9e22f4299eb6,인천서부아동보호전문기관,서구,왕길동,"인천광역시 서구 완정로 153, 10층 1001호(왕길동, 이레메디칼센타)",아동·돌봄,아동보호전문기관,이용,완정로,153,0,2829010900106620009,검단구,왕길동,2829055000,오류왕길동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.60135488,126.65879996,37.60135488,126.65879996,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00df8917846ec4f8,인천중구 구립해송노인요양원,중구,운북동,인천광역시 중구 백운로 494 (운북동),노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,백운로,494,0,2815510400107520079,영종구,운북동,2815551000,영종동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,1,,,37.51580312,126.51032977,37.51580312,126.51032977,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00e640042f3ab64b,정다운노인장기요양센터 복지용구사업소,남동구,간석동,"인천광역시 남동구 경인로 596 (간석동,(1층))",노인복지,복지용구 | 재가장기요양기관 복지용구,장기요양기관 | 재가복지,경인로,596,0,2820010200104320004,남동구,간석동,2820053000,간석1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,1,,,37.46434265,126.70398484,37.46434265,126.70398484,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00e87f805a4c6842,효성사랑,계양구,효성1동,"인천광역시 계양구 안남로 573번길 16, 2층 (효성1동 99-11 뉴서울1차A상가)",아동·돌봄,지역아동센터,이용,안남로573번길,16,0,2824510100100990011,계양구,효성동,2824560100,효성1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,12,13,,,37.53581373,126.70967029,37.53581373,126.70967029,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00eab8655140ac0b,사랑해노인복지센터,남동구,간석동,인천광역시 남동구 주안로 231 (간석동),노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,주안로,231,0,2820010200103950002,남동구,간석동,2820055100,간석4동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46351051,126.69558169,37.46351051,126.69558169,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_00ebf29b1ff76036,노인요양원 행복의집II,미추홀구,용현동,"인천광역시 미추홀구 아암대로29번길 86, 4층 (용현동, 백제당빌딩)",노인복지,노인의료복지시설,,아암대로29번길,86,0,2817710200105650002,미추홀구,용현동,2817755000,용현2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,37.45631794,126.6409036,37.45627163,126.64091454,37.45631794,126.6409036,source_dataset_coordinate,private_analysis_only,true
fac_00ef31650a1ce8ca,대한노인회부평구지회부설 노인대학,부평구,,인천광역시 부평구 굴포로 114,노인복지,노인대학(노인교실),이용,굴포로,114,0,2823710500104410002,부평구,삼산동,2823764800,삼산2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,2,,,37.51109873,126.73355535,37.51109873,126.73355535,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_010e9d603266f1b9,우리마을공동생활가정4,강화군,온수리,인천광역시 강화군 길상면 해란길 63(온수리),장애인복지,공동생활가정,공동생활가정,해란길,63,0,2871033021101800016,강화군,길상면,2871033000,길상면,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,6,,,37.64847806,126.47502043,37.64847806,126.47502043,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_011246be538de183,간석아가페요양원,남동구,간석동,"인천광역시 남동구 남동대로916번길 75, 2층 (간석동, 간석프라자)",노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,남동대로916번길,75,0,2820010200101250004,남동구,간석동,2820054000,간석2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46369867,126.71251247,37.46369867,126.71251247,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_011e7671f2906678,예은재가복지센터,남동구,논현동,"인천광역시 남동구 청능대로 581 10층 (논현동, 광성프라자)",노인복지,재가노인복지시설 방문요양,장기요양기관,청능대로,581,0,2820011000106310008,남동구,논현동,2820070000,논현2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.40127343,126.72358803,37.40127343,126.72358803,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_01205e55d5672508,참사랑복지재가센터,남동구,간석동,인천광역시 남동구 남동대로916번길 75 3층 (간석동),노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,남동대로916번길,75,0,2820010200101250004,남동구,간석동,2820054000,간석2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46369867,126.71251247,37.46369867,126.71251247,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_01353497af45c550,주선노인복지센터,서구,가좌동,"인천광역시 서구 건지로328번길 3-14, B2호 (가좌동)",노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관 | 재가복지,건지로328번길,3,14,2827511000101740032,서해구,가좌동,2827560000,가좌3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.49757625,126.67858479,37.49757625,126.67858479,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_013bb33db606a9bb,동심원,연수구,동춘동,인천광역시 연수구 봉재산로 68(동춘동),장애인복지,생활시설 / 영유아 | 장애인거주시설(법인),생활 | 생활시설,봉재산로,68,0,2818510500103250004,연수구,동춘동,2818578000,동춘1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,3,4,,,37.40615131,126.66491907,37.40615131,126.66491907,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_014f1e922c215f28,무지개재가복지센터,계양구,계산동,"인천광역시 계양구 하느재로6번길 10, 101호 (계산동)",노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,하느재로6번길,10,0,2824510200109270003,계양구,계산동,2824561200,계산2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.54446429,126.72569976,37.54446429,126.72569976,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_01685d41609cc63e,평안재가복지센터,미추홀구,관교동,"인천광역시 미추홀구 주승로 163-6, 102호 (관교동)",노인복지,방문요양 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,주승로,163,6,2817710600104480002,미추홀구,관교동,2817770000,관교동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.44563761,126.68877729,37.44563761,126.68877729,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0189794d08407450,서구장애인복지관주간보호센터,서구,,인천광역시 서구 드림로 284-8,장애인복지,주간이용시설,이용,드림로,284,8,2829010100100860015,검단구,백석동,2829054000,당하동,matched_juso_pnu_no_vworld_geometry,exact_road_name_building_number_unique_pnu,high_address_match,1,0,,,,,,,none,private_analysis_only,true
fac_01a4f9648e7b3739,참사랑요양원,남동구,간석동,"인천광역시 남동구 남동대로916번길 75, 3층 (간석동, 간석프라자)",노인복지,노인요양시설 | 노인요양시설(개정법),의료복지 | 장기요양기관,남동대로916번길,75,0,2820010200101250004,남동구,간석동,2820054000,간석2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46369867,126.71251247,37.46369867,126.71251247,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_01c3cb7cee96aeff,기분좋은그룹홈3,미추홀구,관교동,"인천광역시 미추홀구 인하로 394번길18,201호(관교동)",장애인복지,공동생활가정,공동생활가정,인하로394번길,18,0,2817710600104650004,미추홀구,관교동,2817770000,관교동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.44706034,126.69112998,37.44706034,126.69112998,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_01fa4b0563407ea7,해솔요양센터,미추홀구,주안동,"인천광역시 미추홀구 인하로 296, 제지하층 제 127-2호 (주안동, 쌍용주안상가)",노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,인하로,296,0,2817710500112500000,미추홀구,주안동,2817768000,주안7동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,12,,,37.44675099,126.67973174,37.44675099,126.67973174,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02150ce228819850,행복한 일터,미추홀구,,"인천광역시 미추홀구 석정로202번길 11-20, 2층",장애인복지,장애인직업재활시설,이용,석정로202번길,11,20,2817710400100880009,미추홀구,도화동,2817761000,도화2.3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46725171,126.65850863,37.46725171,126.65850863,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02184da36994b0f0,중부주야간보호센터,중구,답동,인천광역시 중구 우현로 34 3층 (답동),노인복지,재가장기요양기관 주야간보호,장기요양기관,우현로,34,0,2812513200100240001,제물포구,답동,2812551000,신포동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,2,,,37.47034628,126.62805161,37.47034628,126.62805161,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_021df520f88722a6,기쁨두배 한마음주야간보호센터,연수구,옥련동,"인천광역시 연수구 독배로 33, 3층 (옥련동)",노인복지,방문목욕 | 방문요양 | 재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양 | 재가장기요양기관 주야간보호 | 주야간보호,장기요양기관 | 재가복지,독배로,33,0,2818510100101940006,연수구,옥련동,2818563000,옥련1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,3,,,37.42344306,126.64438363,37.42344306,126.64438363,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_023267cba5447570,사랑의 요양원,부평구,부평동,"인천광역시 부평구 부흥로 336 (부평동, 1층, 3-7층)",노인복지,노인요양시설 | 노인요양시설(개정법) | 치매전담실가형1실,의료복지 | 장기요양기관,부흥로,336,0,2823710100102170002,부평구,부평동,2823754000,부평4동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,2,2,,,37.49795369,126.72918514,37.49795369,126.72918514,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02380fdee665f053,소나무재가복지센터,남동구,간석동,"인천광역시 남동구 남동대로898번길 66, 1층 (간석동)",노인복지,방문목욕 | 방문요양 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관 | 재가복지,남동대로898번길,66,0,2820010200101590005,남동구,간석동,2820054000,간석2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46264,126.71210518,37.46264,126.71210518,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_025e75d72905d04d,평화요양원,남동구,간석동,"인천광역시 남동구 호구포로 915, 201호 (간석동, 호산빌딩)",노인복지,노인요양공동생활가정,의료복지 | 장기요양기관,호구포로,915,0,2820010200102250019,남동구,간석동,2820055000,간석3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.46413919,126.72044153,37.46413919,126.72044153,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02aa6497969a6d0c,영종재활주야간보호센터,중구,운서동,"인천광역시 중구 신도시남로141번길 5-8 4층 (운서동, 천지인프라자)",노인복지,재가노인복지시설 주야간보호,장기요양기관,신도시남로141번길,5,8,2815510300127960005,영종구,운서동,2815554000,운서1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.49344896,126.48950405,37.49344896,126.48950405,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02b44c3773e4909f,섬김복지센터,연수구,연수동,"인천광역시 연수구 청능대로 109 9층 (연수동, 탑피온)",노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,청능대로,109,0,2818510300105990005,연수구,연수동,2818576200,연수2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.41292589,126.67674017,37.41292589,126.67674017,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02b9b5878d55604f,한사랑케어노인재가장기요양기관,부평구,부평동,"인천광역시 부평구 부흥북로6번길 5 4층405호 (부평동, 센트럴아파트)",노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,부흥북로6번길,5,0,2823710100104360015,부평구,부평동,2823754000,부평4동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.50128452,126.72282365,37.50128452,126.72282365,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_02fbd23fbab4865b,센트럴힐링요양원,미추홀구,학익동,"인천광역시 미추홀구 한나루로 432, 4층 (학익동, 성원빌딩)",노인복지,노인의료복지시설,,한나루로,432,0,2817710300102950005,미추홀구,학익동,2817759000,학익2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,37.44570328,126.6666593,37.44574501,126.66670817,37.44570328,126.6666593,source_dataset_coordinate,private_analysis_only,true
fac_02fd6f1d78a061b4,장수노인복지센터,미추홀구,주안동,"인천광역시 미추홀구 주안로205번길 20, 3층 (주안동)",노인복지,방문목욕 | 방문요양 | 복지용구 | 재가노인복지시설 | 재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양 | 재가노인복지시설 복지용구,장기요양기관 | 재가복지,주안로205번길,20,0,2817710500108760000,미추홀구,주안동,2817767000,주안6동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,37.46440278,126.6929463,37.46446063,126.69296236,37.46440278,126.6929463,source_dataset_coordinate,private_analysis_only,true
fac_0312c9e2a0d95729,브솔시내,미추홀구,도화동,인천광역시 미추홀구 동산로 4(도화동),장애인복지,생활시설 / 중증 | 장애인거주시설(법인),생활 | 생활시설,동산로,4,0,2817710400106770057,미추홀구,도화동,2817761000,도화2.3동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,2,,,37.46932007,126.65107388,37.46932007,126.65107388,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_033e863efa56c5ac,두드림주간보호센터,연수구,,인천광역시 연수구 청능대로 109 7층,노인복지,주야간보호,재가복지,청능대로,109,0,2818510300105990005,연수구,연수동,2818576200,연수2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.41292589,126.67674017,37.41292589,126.67674017,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_038d138528163beb,그린페이퍼,서구,,"인천광역시 서구 보듬로 158, 검단지식산업센터블루텍 103~ 106호/ 319호~321호",장애인복지,장애인직업재활시설,이용,보듬로,158,0,2829010800116560001,검단구,오류동,2829055000,오류왕길동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.59584948,126.61499387,37.59584948,126.61499387,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0398b857d3c3d894,다인재가복지센터,연수구,,"인천광역시 연수구 함박뫼로 12번길 1,201호",노인복지,방문목욕 | 방문요양,재가복지,함박뫼로12번길,1,0,2818510400104740008,연수구,청학동,2818576600,청학동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.4186591,126.67156383,37.4186591,126.67156383,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_03994d9119f5f8ff,보라매보육원,동구,,인천광역시 동구 화도진로 126,아동·돌봄,아동양육시설,생활,화도진로,126,0,2812510200101400022,제물포구,화수동,2812559000,화수1.화평동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.48230113,126.62791115,37.48230113,126.62791115,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_039dd996725333f4,그룹홈안젤로1호,남동구,남촌동,"인천광역시 남동구 남촌동로16번길 15-12, 2층(남촌동)",장애인복지,공동생활가정,공동생활가정,남촌동로16번길,15,12,2820010700103770015,남동구,남촌동,2820066000,남촌도림동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.43301282,126.71706547,37.43301282,126.71706547,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_03ba82e930650a3a,정다운방문요양센터,남동구,남촌동,인천광역시 남동구 남촌로 96 105층 (남촌동),노인복지,재가장기요양기관 방문목욕 | 재가장기요양기관 방문요양,장기요양기관,남촌로,96,0,2820010700102950010,남동구,남촌동,2820066000,남촌도림동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.42952826,126.7143465,37.42952826,126.7143465,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_03d883230fc6e7a1,해바라기재가복지센터,강화군,교동면,인천광역시 강화군 교동면 교동서로340번길 116-21 (교동면),노인복지,재가노인복지시설 방문요양,장기요양기관,교동서로340번길,116,21,2871040028107420000,강화군,교동면,2871040000,교동면,matched_juso_pnu_no_vworld_geometry,exact_road_name_building_number_unique_pnu,high_address_match,1,0,,,,,,,none,private_analysis_only,true
fac_03ee0e03eb44e74c,공감재가노인복지센터,계양구,효성동,"인천광역시 계양구 길마로 13 4층401호 (효성동, 삼성빌딩)",노인복지,재가노인복지시설 방문목욕 | 재가노인복지시설 방문요양,장기요양기관,길마로,13,0,2824510100100340042,계양구,효성동,2824560100,효성1동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.53409775,126.70702317,37.53409775,126.70702317,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_03fddcd73a40cf52,계양데이케어센터,계양구,효성동,인천광역시 계양구 아나지로 191 6층 (효성동),노인복지,재가장기요양기관 주야간보호,장기요양기관,아나지로,191,0,2824510100102730101,계양구,효성동,2824560200,효성2동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.52555765,126.71326495,37.52555765,126.71326495,juso_pnu_vworld_representative_point,private_analysis_only,true
fac_0400ade2e0bdf0a4,천사노인복지센터,서구,당하동,인천광역시 서구 고산후로95번길 28 503-1호 (당하동),노인복지,방문목욕 | 방문요양,재가복지,고산후로95번길,28,0,2829010400110290008,검단구,당하동,2829053000,원당동,matched_vworld_pnu,exact_road_name_building_number_unique_pnu_then_vworld_building_union_representative_point,high,1,1,,,37.59270506,126.69596384,37.59270506,126.69596384,juso_pnu_vworld_representative_point,private_analysis_only,true
