current_admin_dong_code_20260701,current_district_name_20260701,current_dong_name_20260701,geometry_zone_id,geometry_adm_cd_20250630,geometry_district_name_20250630,geometry_dong_name_20250630,geometry_base_date,mapping_status,mapping_method,mapping_confidence,aggregation_required,aggregation_group_size,metric_handling,notes
2827554200,서해구,가정1동,vworld_sgis_20250630:23080541,23080541,서구,가정1동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827554300,서해구,가정2동,vworld_sgis_20250630:23080550,23080550,서구,가정2동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827554400,서해구,가정3동,vworld_sgis_20250630:23080560,23080560,서구,가정3동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827555000,서해구,석남1동,vworld_sgis_20250630:23080580,23080580,서구,석남1동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827556000,서해구,석남2동,vworld_sgis_20250630:23080590,23080590,서구,석남2동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827556100,서해구,석남3동,vworld_sgis_20250630:23080600,23080600,서구,석남3동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827557500,서해구,신현원창동,vworld_sgis_20250630:23080730,23080730,서구,신현원창동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827558000,서해구,가좌1동,vworld_sgis_20250630:23080620,23080620,서구,가좌1동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827559000,서해구,가좌2동,vworld_sgis_20250630:23080630,23080630,서구,가좌2동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827560000,서해구,가좌3동,vworld_sgis_20250630:23080640,23080640,서구,가좌3동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2827561000,서해구,가좌4동,vworld_sgis_20250630:23080650,23080650,서구,가좌4동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829051000,검단구,검단동,vworld_sgis_20250630:23080800,23080800,서구,검단동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829052000,검단구,불로대곡동,vworld_sgis_20250630:23080810,23080810,서구,불로대곡동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829053000,검단구,원당동,vworld_sgis_20250630:23080870,23080870,서구,원당동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829054000,검단구,당하동,vworld_sgis_20250630:23080850,23080850,서구,당하동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829055000,검단구,오류왕길동,vworld_sgis_20250630:23080840,23080840,서구,오류왕길동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829056000,검단구,마전동,vworld_sgis_20250630:23080860,23080860,서구,마전동,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2829057000,검단구,아라1동,vworld_sgis_20250630:23080880,23080880,서구,아라동,20250630,mapped,post_snapshot_split_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,아라1동과 아라2동 지표를 2025 아라동 공간구역에 합산
2829058000,검단구,아라2동,vworld_sgis_20250630:23080880,23080880,서구,아라동,20250630,mapped,post_snapshot_split_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,아라1동과 아라2동 지표를 2025 아라동 공간구역에 합산
2871025000,강화군,강화읍,vworld_sgis_20250630:23510110,23510110,강화군,강화읍,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871031000,강화군,선원면,vworld_sgis_20250630:23510310,23510310,강화군,선원면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871032000,강화군,불은면,vworld_sgis_20250630:23510320,23510320,강화군,불은면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871033000,강화군,길상면,vworld_sgis_20250630:23510330,23510330,강화군,길상면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871034000,강화군,화도면,vworld_sgis_20250630:23510340,23510340,강화군,화도면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871035000,강화군,양도면,vworld_sgis_20250630:23510350,23510350,강화군,양도면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871036000,강화군,내가면,vworld_sgis_20250630:23510360,23510360,강화군,내가면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871037000,강화군,하점면,vworld_sgis_20250630:23510370,23510370,강화군,하점면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871038000,강화군,양사면,vworld_sgis_20250630:23510380,23510380,강화군,양사면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871039000,강화군,송해면,vworld_sgis_20250630:23510390,23510390,강화군,송해면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871040000,강화군,교동면,vworld_sgis_20250630:23510400,23510400,강화군,교동면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871041000,강화군,삼산면,vworld_sgis_20250630:23510410,23510410,강화군,삼산면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871042000,강화군,서도면,vworld_sgis_20250630:23510420,23510420,강화군,서도면,20250630,mapped,unique_normalized_name,high,true,2,sum_additive_counts_then_recompute_rates,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2871042500,강화군,서도면볼음출장소,vworld_sgis_20250630:23510420,23510420,강화군,서도면,20250630,mapped,branch_office_parent_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,출장소 지표를 상위 서도면 공간구역에 합산
2872031000,옹진군,북도면,vworld_sgis_20250630:23520310,23520310,옹진군,북도면,20250630,mapped,unique_normalized_name,high,true,2,sum_additive_counts_then_recompute_rates,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872031500,옹진군,북도면장봉출장소,vworld_sgis_20250630:23520310,23520310,옹진군,북도면,20250630,mapped,branch_office_parent_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,출장소 지표를 상위 북도면 공간구역에 합산
2872033000,옹진군,백령면,vworld_sgis_20250630:23520330,23520330,옹진군,백령면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872034000,옹진군,대청면,vworld_sgis_20250630:23520340,23520340,옹진군,대청면,20250630,mapped,unique_normalized_name,high,true,2,sum_additive_counts_then_recompute_rates,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872034500,옹진군,대청면소청출장소,vworld_sgis_20250630:23520340,23520340,옹진군,대청면,20250630,mapped,branch_office_parent_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,출장소 지표를 상위 대청면 공간구역에 합산
2872035000,옹진군,덕적면,vworld_sgis_20250630:23520350,23520350,옹진군,덕적면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872036000,옹진군,영흥면,vworld_sgis_20250630:23520370,23520370,옹진군,영흥면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872037000,옹진군,자월면,vworld_sgis_20250630:23520360,23520360,옹진군,자월면,20250630,mapped,unique_normalized_name,high,true,2,sum_additive_counts_then_recompute_rates,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
2872037500,옹진군,자월면이작출장소,vworld_sgis_20250630:23520360,23520360,옹진군,자월면,20250630,mapped,branch_office_parent_aggregate,high,true,2,sum_additive_counts_then_recompute_rates,출장소 지표를 상위 자월면 공간구역에 합산
2872038000,옹진군,연평면,vworld_sgis_20250630:23520320,23520320,옹진군,연평면,20250630,mapped,unique_normalized_name,high,false,1,direct_geometry_join,2025 공간구역과 정규화 동명이 인천 내에서 유일하게 일치
