source_stop_number,source_stop_name,normalized_stop_name,stop_match_key,match_status,match_candidate_count,same_number_candidate_count,candidate_place_ids,candidate_names,place_id,master_source_id,master_stop_name,source_district,district,dong,latitude,longitude,coordinate_status,valid_wgs84,in_incheon,point_status,source_dates,route_row_count,distinct_route_count,distinct_route_number_count,distinct_route_direction_count,distinct_direction_count,directions,route_ids,route_numbers,major_via_yes_row_count
35822,하늘도시중심상가,하늘도시중심상가,35822|하늘도시중심상가,matched,1,1,bus:161000822,하늘도시중심상가,bus:161000822,161000822,하늘도시중심상가,중구,영종구,중산동,37.4884102,126.5599144,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,4,4,4,4,2,상행;하행,161000023;161000024;161000032;168000041,206;중구5-4;중구5-5(폐지);중구8-1,1
35823,하늘중학교,하늘중학교,35823|하늘중학교,matched,1,1,bus:161000823,하늘중학교,bus:161000823,161000823,하늘중학교,중구,영종구,중산동,37.4823460,126.5431881,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,8,7,7,7,2,상행;하행,161000032;165000059;165000392;168000003;168000041;168000043;168000054,202;205;206;221;320;중구5;중구8-1,1
35824,중구청소년수련관.하늘중학교,중구청소년수련관하늘중학교,35824|중구청소년수련관하늘중학교,matched,1,1,bus:161000824,중구청소년수련관.하늘중학교,bus:161000824,161000824,중구청소년수련관.하늘중학교,중구,영종구,중산동,37.4827472,126.5455049,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,9,8,8,8,2,상행;하행,161000031;161000032;165000059;165000389;168000003;168000041;168000043;168000054,202;205;206;221;304;중구2;중구5;중구8-1,1
35826,하늘문화센터,하늘문화센터,35826|하늘문화센터,matched,1,1,bus:161000826,하늘문화센터,bus:161000826,161000826,하늘문화센터,중구,영종구,운서동,37.4964862,126.4725082,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,상행,168000002;168000043,중구5;중구6-1,1
35827,하늘문화센터,하늘문화센터,35827|하늘문화센터,matched,1,1,bus:161000827,하늘문화센터,bus:161000827,161000827,하늘문화센터,중구,영종구,운서동,37.4964547,126.4724273,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,하행,168000002;168000043,중구5;중구6-1,1
35828,젓개마을,젓개마을,35828|젓개마을,matched,1,1,bus:161000828,젓개마을,bus:161000828,161000828,젓개마을,중구,영종구,영종동,37.5069032,126.5088455,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,하행,165000060;165000415,203;중구1,0
35829,젓개마을,젓개마을,35829|젓개마을,matched,1,1,bus:161000829,젓개마을,bus:161000829,161000829,젓개마을,중구,영종구,영종동,37.5068232,126.5089106,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,상행,165000060;165000415,203;중구1,0
35830,영종아레나,영종아레나,35830|영종아레나,matched,1,1,bus:161000830,영종아레나,bus:161000830,161000830,영종아레나,중구,영종구,운북동,37.5108325,126.5003236,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,6,6,6,6,1,상행,165000063;165000445;168000003;168000041;168000054;168000055,204;205;206;2201;221;223,0
35831,영종아레나,영종아레나,35831|영종아레나,matched,1,1,bus:161000831,영종아레나,bus:161000831,161000831,영종아레나,중구,영종구,운북동,37.5108270,126.4998544,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,6,6,6,6,1,하행,165000063;165000445;168000003;168000041;168000054;168000055,204;205;206;2201;221;223,0
35833,영종선착장입구,영종선착장입구,35833|영종선착장입구,matched,1,1,bus:161000833,영종선착장입구,bus:161000833,161000833,영종선착장입구,중구,영종구,중산동,37.4922916,126.5779135,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,1,1,2,2,상행;하행,165000060,203,0
35835,영종자이아파트,영종자이아파트,35835|영종자이아파트,matched,1,1,bus:161000835,영종자이아파트,bus:161000835,161000835,영종자이아파트,중구,영종구,영종동,37.4893196,126.5306470,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,1,1,1,1,1,상행,168000014,인천e음15,0
35836,영종자이아파트,영종자이아파트,35836|영종자이아파트,matched,1,1,bus:161000836,영종자이아파트,bus:161000836,161000836,영종자이아파트,중구,영종구,영종동,37.4891582,126.5311561,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,1,1,1,1,1,하행,168000014,인천e음15,0
35837,영종버스공영차고지,영종버스공영차고지,35837|영종버스공영차고지,matched,1,1,bus:161000837,영종버스공영차고지,bus:161000837,161000837,영종버스공영차고지,중구,영종구,운북동,37.5106803,126.5014001,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,7,7,7,7,1,상행,165000060;165000063;168000020;168000021;168000041;168000054;168000055,203;206;2201;221;223;인천e음16;인천e음17,1
35838,영종버스공영차고지,영종버스공영차고지,35838|영종버스공영차고지,matched,1,1,bus:161000838,영종버스공영차고지,bus:161000838,161000838,영종버스공영차고지,중구,영종구,운북동,37.5105734,126.5013859,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,5,5,5,5,1,하행,165000060;165000063;168000041;168000054;168000055,203;206;2201;221;223,0
35839,운남교차로 입구,운남교차로입구,35839|운남교차로입구,matched,1,1,bus:161000839,운남교차로 입구,bus:161000839,161000839,운남교차로 입구,중구,영종구,영종동,37.5014846,126.5380562,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,하행,165000418;165000419,중구3;중구4,0
35840,운남교차로 입구,운남교차로입구,35840|운남교차로입구,matched,1,1,bus:161000840,운남교차로 입구,bus:161000840,161000840,운남교차로 입구,중구,영종구,영종동,37.5013992,126.5379149,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,2,2,2,2,1,상행,165000418;165000419,중구3;중구4,0
35841,신흥교통입구,신흥교통입구,35841|신흥교통입구,matched,1,1,bus:161000841,신흥교통입구,bus:161000841,161000841,신흥교통입구,중구,제물포구,신흥동,37.4382891,126.6213885,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,4,2,2,4,2,상행;하행,165000042;165000509,330;46,0
35844,푸르지오더스카이,푸르지오더스카이,35844|푸르지오더스카이,matched,1,1,bus:161000844,푸르지오더스카이,bus:161000844,161000844,푸르지오더스카이,중구,영종구,영종동,37.4782617,126.5055309,valid_header_swapped,true,true,incheon_map_ready,2025-12-31,4,4,4,4,1,상행,165000060;168000041;168000043;168000054,203;206;221;중구5,0
