GIS건물통합식별번호,고유번호,법정동코드,법정동명,특수지구분코드,특수지구분명,지번,건물식별번호,집합건물구분코드,집합건물구분,대장종류코드,대장종류,건물명,건물동명,건물연면적,건축물구조코드,건축물구조명,주요용도코드,주요용도명,건물높이,지상층수,지하층수,허가일자,사용승인일자,건물연령,연령대구분코드,연령대구분명,연령대5계급코드,연령대5계급명,데이터기준일자,원천시도시군구코드
1985171691484534763700000000,2829010100100060000,2829010100,인천광역시 검단구 백석동,1,일반,6,106112212,1,일반건축물,2,일반건축물대장,,단독주택,179.650000000,21,철근콘크리트구조,01000,단독주택,4.500000000,1,1,1985-07-12,1985-11-05,42,05,40대,045,45세미만,2026-08-05,28290
1951171505064533619400000000,2829010100100210000,2829010100,인천광역시 검단구 백석동,1,일반,21,106112217,1,일반건축물,2,일반건축물대장,,"",77.690000000,51,일반목구조,01000,단독주택,0.000000000,1,0,1949-02-05,1951-12-01,76,08,70대,080,80세미만,2026-08-05,28290
0000171491454535074700000000,2829010100100220005,2829010100,인천광역시 검단구 백석동,1,일반,22-5,106112220,1,일반건축물,2,일반건축물대장,,"",95.850000000,51,일반목구조,01000,단독주택,0.000000000,1,0,"","",2028,11,100세이상,105,100세이상,2026-08-05,28290
2007171498604534337300000000,2829010100100220007,2829010100,인천광역시 검단구 백석동,1,일반,22-7,106112222,1,일반건축물,2,일반건축물대장,김무웅씨주택개축공사,"",112.410000000,11,벽돌구조,01000,단독주택,6.400000000,1,0,2003-04-28,2007-06-08,20,03,20대,025,25세미만,2026-08-05,28290
1970171357404530465200000000,2829010100100250001,2829010100,인천광역시 검단구 백석동,1,일반,25-1,106112225,1,일반건축물,2,일반건축물대장,,"",51.240000000,12,블록구조,01000,단독주택,0.000000000,1,0,1969-10-23,1970-04-28,57,06,50대,060,60세미만,2026-08-05,28290
2003171298024528898300000000,2829010100100280003,2829010100,인천광역시 검단구 백석동,1,일반,28-3,106112227,1,일반건축물,2,일반건축물대장,,다동,349.920000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,1,"",2002-11-04,2003-03-24,24,03,20대,025,25세미만,2026-08-05,28290
2000171361834529293500000000,2829010100100280003,2829010100,인천광역시 검단구 백석동,1,일반,28-3,106112228,1,일반건축물,2,일반건축물대장,,나동,231.280000000,31,일반철골구조,10000,교육연구시설,0.000000000,1,0,1999-03-27,2000-12-07,27,03,20대,030,30세미만,2026-08-05,28290
1997171351544529172200000000,2829010100100280003,2829010100,인천광역시 검단구 백석동,1,일반,28-3,106112229,1,일반건축물,2,일반건축물대장,,가동,1979.100000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,3,0,1997-12-15,1997-12-15,30,04,30대,035,35세미만,2026-08-05,28290
1999171153414530635700000000,2829010100100650003,2829010100,인천광역시 검단구 백석동,1,일반,65-3,106112242,1,일반건축물,2,일반건축물대장,인천백석중학교,가동,6875.260000000,21,철근콘크리트구조,10000,교육연구시설,24.700000000,5,1,1998-08-06,1999-09-13,28,03,20대,030,30세미만,2026-08-05,28290
2000171108184530730000000000,2829010100100650003,2829010100,인천광역시 검단구 백석동,1,일반,65-3,106112243,1,일반건축물,2,일반건축물대장,인천백석중학교,나동,229.800000000,21,철근콘크리트구조,10000,교육연구시설,0.000000000,1,0,"",2000-12-29,27,03,20대,030,30세미만,2026-08-05,28290
